arm,representation,repeat,fold,train_rows,test_rows,train_compounds,test_compounds,mae,rmse,r2,spearman
baseline,Physical,7,4,349,108,78,19,13.719010704817595,20.902581121650506,-0.47341862955232283,0.864094403644815
baseline,Morgan+Physical,7,4,349,108,78,19,8.469483029330219,14.03528490900231,0.33569306304944324,0.8652615622642431
baseline,Morgan,8,0,321,136,77,20,8.401872533820656,16.22021713993842,0.241940556590863,0.663524753428235
baseline,Physical,8,0,321,136,77,20,7.1286246810296,14.86852296403729,0.36302030209643177,0.7956485233907937
baseline,Morgan+Physical,8,0,321,136,77,20,4.52445478927388,14.11285493972012,0.426121849631656,0.814779456708211
baseline,Morgan,8,1,375,82,77,20,10.659687834070718,12.767035486422492,0.304071524234966,0.5221556873692655
baseline,Physical,8,1,375,82,77,20,6.927960593112852,8.754253807181236,0.6727928813187256,0.8586899025890479
baseline,Morgan+Physical,8,1,375,82,77,20,5.837141502246392,8.702765643386709,0.6766305013816338,0.8870548052641064
baseline,Morgan,8,2,377,80,78,19,4.967265239295959,5.7639260575267945,0.667375773836971,0.8376032487957459
baseline,Physical,8,2,377,80,78,19,3.5654472019052506,4.789216811593219,0.7703607751669884,0.8975162845859209
baseline,Morgan+Physical,8,2,377,80,78,19,4.198869341192245,4.774358786060338,0.7717834264866437,0.8925254618727461
baseline,Morgan,8,3,406,51,78,19,17.606692211824303,29.3595783018521,-0.12721636982644902,0.41105938332601916
baseline,Physical,8,3,406,51,78,19,11.805470121196672,18.969915965075106,0.5294145725659654,0.6988137227208994
baseline,Morgan+Physical,8,3,406,51,78,19,13.75130773447074,23.59585822369546,0.27191980721869446,0.719028941985849
baseline,Morgan,8,4,349,108,78,19,13.178153026439523,17.44241166153482,-0.2296731940218506,0.41322385157165115
baseline,Physical,8,4,349,108,78,19,5.93237174212491,8.98349949602199,0.6738121823612417,0.8793266753673494
baseline,Morgan+Physical,8,4,349,108,78,19,7.967854383980785,10.403494443673758,0.5625432514581624,0.8595435240257073
baseline,Morgan,9,0,389,68,77,20,9.872007392883301,17.598002881008338,0.1776076775296016,0.7566212274031847
baseline,Physical,9,0,389,68,77,20,5.307263039504781,7.121995510728184,0.8653036989613,0.8812710002864316
baseline,Morgan+Physical,9,0,389,68,77,20,6.7105848470295175,11.21243382188993,0.666149474735175,0.9213995325860296
baseline,Morgan,9,1,351,106,77,20,13.192489055417619,17.479404123300643,-0.4505420380820542,0.751295310237066
baseline,Physical,9,1,351,106,77,20,8.087346746120812,10.000404923791304,0.5251983238964839,0.9425562093992721
baseline,Morgan+Physical,9,1,351,106,77,20,4.42342320532169,6.0895937630237515,0.8239428300447731,0.9287941672867402
baseline,Morgan,9,2,359,98,78,19,6.476206584323181,17.416933767468908,0.10253416671490678,0.6649451981336082
baseline,Physical,9,2,359,98,78,19,6.197939206321872,16.329128479890866,0.21113890965718185,0.8835701283162948
baseline,Morgan+Physical,9,2,359,98,78,19,4.953953104587477,16.4179597333431,0.20253267857030888,0.7767574455065677
baseline,Morgan,9,3,366,91,78,19,13.56390558754722,24.391372783054692,-2.5749084907470885,0.29690745033829374
baseline,Physical,9,3,366,91,78,19,18.29727022062532,25.48678907916737,-2.9032169549970277,0.6847787330647529
baseline,Morgan+Physical,9,3,366,91,78,19,12.849823528294827,18.302320793090132,-1.0128192079977518,0.6278549038137965
baseline,Morgan,9,4,363,94,78,19,16.74775615171067,20.779215943209792,0.11983941321159719,0.5144819550393203
baseline,Physical,9,4,363,94,78,19,27.45948037417797,30.29179981481371,-0.8704829788387554,0.06850408855664057
baseline,Morgan+Physical,9,4,363,94,78,19,21.84339985549602,24.497248006059944,-0.2233147217606426,0.07300069256386349
plus_coordination_block,Morgan,0,0,328,129,77,20,15.80106188420732,19.79736735084448,-1.2465833595490716,-0.2692634868251015
plus_coordination_block,Physical,0,0,328,129,77,20,8.57683440245399,10.242144222901471,0.3987024583861347,0.5037417288058593
plus_coordination_block,Morgan+Physical,0,0,328,129,77,20,10.294619357027749,12.360070877719167,0.12431164055667299,0.49715097371792777
plus_coordination_block,Morgan,0,1,321,136,77,20,13.270327840625537,17.482831436499804,-0.31308848270569967,-0.022933490707184263
plus_coordination_block,Physical,0,1,321,136,77,20,5.336647867696425,6.1505484824669585,0.8374832442902106,0.8398785356934156
plus_coordination_block,Morgan+Physical,0,1,321,136,77,20,8.689675732881883,10.72955796413068,0.5054227765327557,0.4879583477217039
plus_coordination_block,Morgan,0,2,385,72,78,19,6.268117459636264,8.857746930671421,0.02993889940388106,0.0495327547692496
plus_coordination_block,Physical,0,2,385,72,78,19,10.297656227938335,13.81152166168327,-1.358498537160573,0.3089084594619959
plus_coordination_block,Morgan+Physical,0,2,385,72,78,19,6.428766763665941,9.455465479550183,-0.10539725118628818,0.29478519638004097
plus_coordination_block,Morgan,0,3,411,46,78,19,9.867929656318998,26.08893468095654,0.08617721016724211,0.5992786766114082
plus_coordination_block,Physical,0,3,411,46,78,19,9.014714189944058,25.229000767595306,0.1454265542184202,0.7003869592794018
plus_coordination_block,Morgan+Physical,0,3,411,46,78,19,8.45433231760108,25.366160821663666,0.13610934326006452,0.8707957525757752
plus_coordination_block,Morgan,0,4,383,74,78,19,16.23708513894571,23.56896636951814,-0.15007120440533428,0.26297376646379506
plus_coordination_block,Physical,0,4,383,74,78,19,11.415814922983325,16.42870547128266,0.4412077890324704,0.9086323672462084
plus_coordination_block,Morgan+Physical,0,4,383,74,78,19,10.285708826329,14.192832086705065,0.5829560880429379,0.8302852973929603
plus_coordination_block,Morgan,1,0,355,102,77,20,7.422386764436608,9.0745583131983,0.20807070838327002,0.8218613040372529
plus_coordination_block,Physical,1,0,355,102,77,20,5.865298984856698,8.821178680765893,0.2516777581565748,0.6677726851234768
plus_coordination_block,Morgan+Physical,1,0,355,102,77,20,4.862535668833115,7.326657164800759,0.483765344972778,0.8398948310025603
plus_coordination_block,Morgan,1,1,379,78,77,20,10.373795394035241,24.03312431702561,0.05557654826417158,0.40165403100884084
plus_coordination_block,Physical,1,1,379,78,77,20,7.282831628878668,22.939821713814776,0.13954854458658716,0.8833990395902208
plus_coordination_block,Morgan+Physical,1,1,379,78,77,20,8.060360761819497,23.09610977338438,0.12778416493962919,0.8835387375407022
plus_coordination_block,Morgan,1,2,365,92,78,19,14.909710118003515,17.71454997500406,-0.09923459961854486,0.8444538729664535
plus_coordination_block,Physical,1,2,365,92,78,19,8.45448093721141,12.21416322949345,0.4774142281673769,0.749498318077111
plus_coordination_block,Morgan+Physical,1,2,365,92,78,19,9.207317615757818,11.042238190904092,0.5728854521194586,0.7011144671404705
plus_coordination_block,Morgan,1,3,346,111,78,19,10.381847117738465,17.313417386600925,0.18810830258250388,0.772040636346388
plus_coordination_block,Physical,1,3,346,111,78,19,9.838919548295852,15.097093123679315,0.3826674591721967,0.8680237136284945
plus_coordination_block,Morgan+Physical,1,3,346,111,78,19,8.555194978538719,14.551449125394392,0.42648472050880193,0.8775445113208187
plus_coordination_block,Morgan,1,4,383,74,78,19,11.551480190586398,15.450778074813183,-0.1837775780761315,0.6054307253727218
plus_coordination_block,Physical,1,4,383,74,78,19,10.779696401132123,13.574205207748703,0.08631136875556333,0.7557034623941074
plus_coordination_block,Morgan+Physical,1,4,383,74,78,19,4.494191110559412,9.492012503208368,0.5532279419735728,0.7705772851265121
plus_coordination_block,Morgan,2,0,383,74,77,20,17.0548245483151,24.08207313108728,-0.18621941806634967,0.03218028789198679
plus_coordination_block,Physical,2,0,383,74,77,20,13.690579635677853,17.225346920515186,0.3931054436202882,0.756058910948802
plus_coordination_block,Morgan+Physical,2,0,383,74,77,20,12.43593102161923,17.633965611059736,0.3639704898715146,0.5992722269551741
plus_coordination_block,Morgan,2,1,341,116,77,20,6.299133330141264,7.992154460880511,0.14118488551702402,0.8904115261760212
plus_coordination_block,Physical,2,1,341,116,77,20,4.768005918622839,7.140428545079395,0.3144794210282178,0.48013609260173995
plus_coordination_block,Morgan+Physical,2,1,341,116,77,20,4.470967179364171,6.425122901014155,0.4449465321824584,0.8359099909898986
plus_coordination_block,Morgan,2,2,380,77,78,19,9.717596913622572,23.713034818400796,-0.012727050664265604,0.6241040273746519
plus_coordination_block,Physical,2,2,380,77,78,19,8.622379822173675,23.70000025670343,-0.011614006693441592,0.7681287317703273
plus_coordination_block,Morgan+Physical,2,2,380,77,78,19,8.082915416568905,23.402202610951743,0.013648742542953007,0.7829556827997942
plus_coordination_block,Morgan,2,3,358,99,78,19,5.3638431406194504,6.41748197316443,0.42302779635107035,0.689508755078189
plus_coordination_block,Physical,2,3,358,99,78,19,5.206203729463828,7.618744975355569,0.1868092137847528,0.8053718435561406
plus_coordination_block,Morgan+Physical,2,3,358,99,78,19,4.273991866071298,5.9270498720981575,0.5078440507646664,0.7431791212276806
plus_coordination_block,Morgan,2,4,366,91,78,19,15.364694404099014,18.23121267895863,-0.30200788879157603,0.6883674255525745
plus_coordination_block,Physical,2,4,366,91,78,19,6.113192218654757,10.424201556332573,0.57433484438449,0.8439194868740876
plus_coordination_block,Morgan+Physical,2,4,366,91,78,19,10.27695302095518,12.258948078202376,0.41130694543069113,0.784781298119807
plus_coordination_block,Morgan,3,0,348,109,77,20,9.850515186288819,18.62346037511424,0.12545782623629465,0.6104419011502987
plus_coordination_block,Physical,3,0,348,109,77,20,7.4491009110127,17.352255068370237,0.24077264899906647,0.7894840520632479
plus_coordination_block,Morgan+Physical,3,0,348,109,77,20,7.997894515627238,17.34787036832107,0.24115629522759385,0.7715240370305666
plus_coordination_block,Morgan,3,1,417,40,77,20,12.151753050231934,23.505476467129622,0.08449442878266733,0.6081145035610794
plus_coordination_block,Physical,3,1,417,40,77,20,14.726543404483795,20.309378312515392,0.31653523114791215,0.773963725831042
plus_coordination_block,Morgan+Physical,3,1,417,40,77,20,10.695760157966614,15.063250687375188,0.6240238631417376,0.769643054546063
plus_coordination_block,Morgan,3,2,295,162,78,19,10.85950156441206,13.008316903320488,0.20059838194627222,0.5823115628924441
plus_coordination_block,Physical,3,2,295,162,78,19,5.314805554340504,7.109521388259939,0.7612169274633456,0.8443798562033425
plus_coordination_block,Morgan+Physical,3,2,295,162,78,19,6.648473426451506,8.213380637053081,0.6813112695837401,0.8164317428012158
plus_coordination_block,Morgan,3,3,366,91,78,19,11.824455937027144,18.861687747531708,0.24200424139319576,0.7630677558307558
plus_coordination_block,Physical,3,3,366,91,78,19,8.709823133288372,13.787687728715287,0.5949687324270807,0.8981461366166981
plus_coordination_block,Morgan+Physical,3,3,366,91,78,19,9.625152288214714,15.803254679522274,0.46789326990560587,0.8942738169797648
plus_coordination_block,Morgan,3,4,402,55,78,19,10.476464447515315,15.382098398837563,-0.809372282324345,0.18214316351441348
plus_coordination_block,Physical,3,4,402,55,78,19,10.205492423117898,15.086457694938701,-0.7404891537697449,0.9357438031782321
plus_coordination_block,Morgan+Physical,3,4,402,55,78,19,7.46774262980513,10.031829254327615,0.23041423481724777,0.7477159323272469
plus_coordination_block,Morgan,4,0,398,59,77,20,10.275598775443386,21.91928107986351,0.055691551084629975,0.24109108692760567
plus_coordination_block,Physical,4,0,398,59,77,20,8.50967969063581,20.899050219690682,0.14155126912120874,0.5119199387606184
plus_coordination_block,Morgan+Physical,4,0,398,59,77,20,7.64298629043062,20.839001601200152,0.14647729237853124,0.3921902710678655
plus_coordination_block,Morgan,4,1,340,117,77,20,7.534073092740051,11.860218700221338,-0.4724501317174197,0.4417181414495794
plus_coordination_block,Physical,4,1,340,117,77,20,3.708255630259065,5.261657050548464,0.7101987355785719,0.9252443472612268
plus_coordination_block,Morgan+Physical,4,1,340,117,77,20,5.086149239770612,7.455647029231552,0.4181301176064619,0.5680055105332942
plus_coordination_block,Morgan,4,2,346,111,78,19,13.628407963259583,20.004464658648356,0.008600713012182903,0.5976345029663745
plus_coordination_block,Physical,4,2,346,111,78,19,14.687118007089424,19.03441296980917,0.10241887798228211,0.8399242128375048
plus_coordination_block,Morgan+Physical,4,2,346,111,78,19,9.048634877811466,13.743775165763543,0.5320420619020603,0.8255504633779863
plus_coordination_block,Morgan,4,3,384,73,78,19,6.7408485747245885,15.66387906156617,0.30634862332241797,0.6533266904597351
plus_coordination_block,Physical,4,3,384,73,78,19,6.7013352095512495,8.555560109742723,0.7930623543958305,0.8000719472717196
plus_coordination_block,Morgan+Physical,4,3,384,73,78,19,5.144219355314071,8.074075603160184,0.8156987701749392,0.8881266493047824
plus_coordination_block,Morgan,4,4,360,97,78,19,13.21303199697278,17.750742231435936,-0.22986644536605394,0.6568263533135187
plus_coordination_block,Physical,4,4,360,97,78,19,7.14610202600538,13.752193303588053,0.2618088156598344,0.7799241347905893
plus_coordination_block,Morgan+Physical,4,4,360,97,78,19,9.641217871675785,12.111470800570498,0.42744304979265246,0.8588105222156882
plus_coordination_block,Morgan,5,0,394,63,77,20,7.254420235648988,16.439888323483142,0.08118742397029144,0.7334547289529771
plus_coordination_block,Physical,5,0,394,63,77,20,6.348372351449635,7.791724907500747,0.7936063046431197,0.5095998906932658
plus_coordination_block,Morgan+Physical,5,0,394,63,77,20,5.697769134279281,9.41950844210537,0.6983622558670713,0.5931784215425187
plus_coordination_block,Morgan,5,1,376,81,77,20,9.172393744631167,11.83284381052476,0.4934684910716626,0.8023833752067941
plus_coordination_block,Physical,5,1,376,81,77,20,13.634316419869883,20.524108903748665,-0.5239012410542068,0.8020076773974992
plus_coordination_block,Morgan+Physical,5,1,376,81,77,20,8.776965355541089,11.831630619671888,0.4935723524765153,0.8307427118283188
plus_coordination_block,Morgan,5,2,346,111,78,19,15.031620462487023,22.43039536883135,0.09189270466542254,0.47149653428813326
plus_coordination_block,Physical,5,2,346,111,78,19,7.918297911343962,16.93485727386291,0.4823617161202496,0.8682082174828061
plus_coordination_block,Morgan+Physical,5,2,346,111,78,19,11.253526311703244,18.980116671496468,0.3497788937960644,0.7857232151125557
plus_coordination_block,Morgan,5,3,329,128,78,19,6.0287598174572,8.74038531179953,0.3287868187874422,0.8442322922595502
plus_coordination_block,Physical,5,3,329,128,78,19,4.939041938360035,5.965452880330406,0.6873300394707538,0.8819047487748688
plus_coordination_block,Morgan+Physical,5,3,329,128,78,19,4.593972640115023,5.241367111464934,0.7586271168638059,0.891792523637197
plus_coordination_block,Morgan,5,4,383,74,78,19,12.516003713968637,20.629905716388055,0.0882375642346862,0.6334981469037098
plus_coordination_block,Physical,5,4,383,74,78,19,7.862953990833179,13.845392005874233,0.5893255141069348,0.8195190549708847
