protocol,repeat,fold,rank,member,importance,ranked_in_top_3,ranking_rows,test_rows_visible_to_ranking
purity,9,0,4,ring_count,28.587361939159123,0,389,0
purity,9,0,5,rotatable_bond_count,14.259994640352895,0,389,0
purity,9,0,6,has_1_donor,6.64347559384106,0,389,0
purity,9,0,7,has_3plus_donors,3.4113999195362545,0,389,0
purity,9,0,8,has_2_donors,2.34027004222327,0,389,0
purity,9,0,9,acceptor_count,0.0,0,389,0
purity,9,0,10,donor_count,-0.0055738566020124836,0,389,0
purity,9,1,1,ring_count,120.10328331924894,1,351,0
purity,9,1,2,rotatable_bond_count,84.37279446681804,1,351,0
purity,9,1,3,donor_acceptor_pair_density,60.442965409551846,1,351,0
purity,9,1,4,heteroatom_over_carbon,49.096707180727435,0,351,0
purity,9,1,5,has_1_donor,20.697493469900042,0,351,0
purity,9,1,6,double_bond_count,13.488401643533528,0,351,0
purity,9,1,7,has_2_donors,0.9666573078717177,0,351,0
purity,9,1,8,donor_count,0.7513536629527279,0,351,0
purity,9,1,9,has_3plus_donors,0.15330574926616394,0,351,0
purity,9,1,10,acceptor_count,0.0,0,351,0
purity,9,2,1,heteroatom_over_carbon,94.9461273663775,1,359,0
purity,9,2,2,donor_acceptor_pair_density,31.601760037382547,1,359,0
purity,9,2,3,ring_count,19.211846941883618,1,359,0
purity,9,2,4,double_bond_count,4.938084348094024,0,359,0
purity,9,2,5,has_2_donors,4.596072573595415,0,359,0
purity,9,2,6,has_1_donor,3.9350471975128514,0,359,0
purity,9,2,7,rotatable_bond_count,2.4484629814907057,0,359,0
purity,9,2,8,has_3plus_donors,0.04362098198393808,0,359,0
purity,9,2,9,donor_count,0.02961446926165993,0,359,0
purity,9,2,10,acceptor_count,0.0,0,359,0
purity,9,3,1,heteroatom_over_carbon,75.50800581816719,1,366,0
purity,9,3,2,donor_acceptor_pair_density,69.87106170301728,1,366,0
purity,9,3,3,ring_count,26.463606748743675,1,366,0
purity,9,3,4,double_bond_count,13.946499770627184,0,366,0
purity,9,3,5,rotatable_bond_count,11.374058634493833,0,366,0
purity,9,3,6,has_3plus_donors,5.941299461988952,0,366,0
purity,9,3,7,has_2_donors,2.439141606210464,0,366,0
purity,9,3,8,has_1_donor,2.1714667092316238,0,366,0
purity,9,3,9,donor_count,0.041991263371284525,0,366,0
purity,9,3,10,acceptor_count,0.0,0,366,0
purity,9,4,1,rotatable_bond_count,113.22513346813447,1,363,0
purity,9,4,2,heteroatom_over_carbon,64.83510461570921,1,363,0
purity,9,4,3,double_bond_count,41.911809256112925,1,363,0
purity,9,4,4,has_2_donors,15.333025989625584,0,363,0
purity,9,4,5,donor_acceptor_pair_density,11.752027224449646,0,363,0
purity,9,4,6,ring_count,10.227444509819508,0,363,0
purity,9,4,7,has_1_donor,1.5881136048205817,0,363,0
purity,9,4,8,donor_count,0.3800899113757268,0,363,0
purity,9,4,9,has_3plus_donors,0.035439150074792515,0,363,0
purity,9,4,10,acceptor_count,0.0,0,363,0
