protocol,representation,repeat,fold,test_rows,mae,r2,spearman
dummy_control,Physical,7,3,78,1.0510201538638342,-0.08827066791436655,0.16784283821605092
dummy_control,Morgan,7,4,108,1.0652914141861398,-0.02117598518786057,-0.04271517050905948
dummy_control,Morgan+Physical,7,4,108,1.0606521141779248,-0.039858216868595475,-0.030710035403325744
dummy_control,Physical,7,4,108,1.0732790210090528,-0.09938059175665015,0.003995694020299028
dummy_control,Morgan,8,0,136,1.060324203721868,-0.05348379987585705,0.032042367294811996
dummy_control,Morgan+Physical,8,0,136,1.013883271898408,-0.04150555905049447,0.06604892867636646
dummy_control,Physical,8,0,136,1.0192808713770949,-0.10661220914924896,0.04646151854670172
dummy_control,Morgan,8,1,82,0.965685621660783,-0.025510867747958077,0.1381406320795149
dummy_control,Morgan+Physical,8,1,82,0.9465268813547221,0.028705278484276953,0.17020063293434545
dummy_control,Physical,8,1,82,0.9379320600299249,0.004136266015002832,0.20666674792431275
dummy_control,Morgan,8,2,80,0.9329499134331041,-0.014892792588264037,0.1287985771251026
dummy_control,Morgan+Physical,8,2,80,0.9142687392003637,-0.004179729132654186,-0.022570726522660692
dummy_control,Physical,8,2,80,0.9244432516825555,-0.05217386938280577,0.03892598488785782
dummy_control,Morgan,8,3,51,1.0915222436758742,-0.15917467936451568,-0.14524415830109202
dummy_control,Morgan+Physical,8,3,51,1.0550517021096717,-0.06113321316232745,0.0031913451008480794
dummy_control,Physical,8,3,51,1.0276263649749597,-0.01367196797202297,0.13899326428587278
dummy_control,Morgan,8,4,108,1.1178094435981283,-0.24075227380178799,-0.2024962823391945
dummy_control,Morgan+Physical,8,4,108,1.0722524971292382,-0.12643063409573108,-0.0129067532733635
dummy_control,Physical,8,4,108,1.0394103732016937,-0.06340671813066923,0.07565122852095317
dummy_control,Morgan,9,0,68,1.1732205010987997,-0.19300173980736646,-0.2603165305267279
dummy_control,Morgan+Physical,9,0,68,1.177651001868283,-0.19523843834719679,-0.22818887610708233
dummy_control,Physical,9,0,68,1.1829297112707244,-0.2279023939205469,-0.16016643973883818
dummy_control,Morgan,9,1,106,1.0314922803923574,0.0154785887609592,0.16192351592389112
dummy_control,Morgan+Physical,9,1,106,1.0007855215256942,0.08203939169564667,0.3152292151742568
dummy_control,Physical,9,1,106,0.9814000391696708,0.09549869581225201,0.314153933351921
dummy_control,Morgan,9,2,98,1.1013577985545204,-0.039150287790981064,0.03130194258072667
dummy_control,Morgan+Physical,9,2,98,1.0613929874697143,0.017519785745670702,0.18613699628418856
dummy_control,Physical,9,2,98,1.059952701588949,0.0034607316847662384,0.23530090556135805
dummy_control,Morgan,9,3,91,0.9555207468950283,0.008943393888184215,0.1327126650314198
dummy_control,Morgan+Physical,9,3,91,0.9908213655316057,-0.06628748419233665,0.006126536882067282
dummy_control,Physical,9,3,91,1.062723294263159,-0.2343675760709203,-0.040237307334827305
dummy_control,Morgan,9,4,94,0.8773649613990834,-0.04449302633633967,-0.013850079887098228
dummy_control,Morgan+Physical,9,4,94,0.8307915040298917,-0.05547088476066708,0.06443006519069033
dummy_control,Physical,9,4,94,0.8993348195271635,-0.19773595474597316,0.10581431348888316
