protocol,representation,repeat,fold,train_rows,test_rows,train_compounds,test_compounds,extra_columns,mae,rmse,r2,spearman
room_plus_nbs_alpha,Physical,3,4,402,55,78,19,2,6.815762493367282,8.693420441433197,0.42206615194078767,0.9263910562452322
room_plus_nbs_alpha,Morgan+Physical,3,4,402,55,78,19,2,6.146781192232999,9.456184854834097,0.31620067207733094,0.6669564540878915
room_plus_nbs_alpha,Morgan,4,0,398,59,77,20,2,10.275598775443386,21.91928107986351,0.055691551084629975,0.24109108692760567
room_plus_nbs_alpha,Physical,4,0,398,59,77,20,2,10.018718091447475,21.984125415829944,0.05009614604355905,0.7522434060024592
room_plus_nbs_alpha,Morgan+Physical,4,0,398,59,77,20,2,7.547766796241373,20.826170472885252,0.14752804211947457,0.7642962332509257
room_plus_nbs_alpha,Morgan,4,1,340,117,77,20,2,7.534073092740051,11.860218700221338,-0.4724501317174197,0.4417181414495794
room_plus_nbs_alpha,Physical,4,1,340,117,77,20,2,4.532445599264813,6.388298472285189,0.5728055535124601,0.6715320824433731
room_plus_nbs_alpha,Morgan+Physical,4,1,340,117,77,20,2,5.2746990790186175,8.578426891472658,0.22968117864754212,0.5444325543744014
room_plus_nbs_alpha,Morgan,4,2,346,111,78,19,2,13.628407963259583,20.004464658648356,0.008600713012182903,0.5976345029663745
room_plus_nbs_alpha,Physical,4,2,346,111,78,19,2,22.936898516091357,31.751112198566634,-1.497540964134898,0.7387760103257274
room_plus_nbs_alpha,Morgan+Physical,4,2,346,111,78,19,2,13.9012309038798,19.794813898747293,0.029271945688286616,0.7179822728717185
room_plus_nbs_alpha,Morgan,4,3,384,73,78,19,2,6.7408485747245885,15.66387906156617,0.30634862332241797,0.6533266904597351
room_plus_nbs_alpha,Physical,4,3,384,73,78,19,2,6.148819236969621,9.196339849188064,0.7609038218305094,0.8488103803598815
room_plus_nbs_alpha,Morgan+Physical,4,3,384,73,78,19,2,5.596624973432985,11.567472220015118,0.6217146345870856,0.9067183158388754
room_plus_nbs_alpha,Morgan,4,4,360,97,78,19,2,13.21303199697278,17.750742231435936,-0.22986644536605394,0.6568263533135187
room_plus_nbs_alpha,Physical,4,4,360,97,78,19,2,10.557906734112612,12.131015387657724,0.42559365949690564,0.8450560416307779
room_plus_nbs_alpha,Morgan+Physical,4,4,360,97,78,19,2,5.49253489630001,6.485039659019553,0.8358464835057532,0.9002623815126776
room_plus_nbs_alpha,Morgan,5,0,394,63,77,20,2,7.254420235648988,16.439888323483142,0.08118742397029144,0.7334547289529771
room_plus_nbs_alpha,Physical,5,0,394,63,77,20,2,5.966188994483343,8.74071792901914,0.7402692225190939,0.5885187437110563
room_plus_nbs_alpha,Morgan+Physical,5,0,394,63,77,20,2,6.081107370406863,12.079788402980592,0.5039244086638122,0.6797694451847752
room_plus_nbs_alpha,Morgan,5,1,376,81,77,20,2,9.172393744631167,11.83284381052476,0.4934684910716626,0.8023833752067941
room_plus_nbs_alpha,Physical,5,1,376,81,77,20,2,10.217092317143193,16.024551755520005,0.07103365139892448,0.8078976625347967
room_plus_nbs_alpha,Morgan+Physical,5,1,376,81,77,20,2,7.208360299673196,11.070033965774932,0.5566710331882962,0.8151488858750777
room_plus_nbs_alpha,Morgan,5,2,346,111,78,19,2,15.031620462487023,22.43039536883135,0.09189270466542254,0.47149653428813326
room_plus_nbs_alpha,Physical,5,2,346,111,78,19,2,7.958037581281232,16.76149486562976,0.49290561243365916,0.9162915583209369
room_plus_nbs_alpha,Morgan+Physical,5,2,346,111,78,19,2,11.276307279621845,19.109170589355127,0.34090657074110486,0.8327631807221936
room_plus_nbs_alpha,Morgan,5,3,329,128,78,19,2,6.0287598174572,8.74038531179953,0.3287868187874422,0.8442322922595502
room_plus_nbs_alpha,Physical,5,3,329,128,78,19,2,9.421134188424052,12.291535829710218,-0.32742998131931866,0.910920578272169
room_plus_nbs_alpha,Morgan+Physical,5,3,329,128,78,19,2,3.4712881232678887,4.185467716234885,0.8460827439704379,0.903301346094204
room_plus_nbs_alpha,Morgan,5,4,383,74,78,19,2,12.516003713968637,20.629905716388055,0.0882375642346862,0.6334981469037098
room_plus_nbs_alpha,Physical,5,4,383,74,78,19,2,8.843708330463718,15.249782533928839,0.501787625420629,0.7270291163958881
room_plus_nbs_alpha,Morgan+Physical,5,4,383,74,78,19,2,10.594031879425048,17.234897187318094,0.3636374649824745,0.7162635870458419
room_plus_nbs_alpha,Morgan,6,0,414,43,77,20,2,11.0422242153079,20.548884462955137,0.08691594692311233,0.5194802158142786
room_plus_nbs_alpha,Physical,6,0,414,43,77,20,2,9.321354539538538,11.746150092689502,0.7016504760233113,0.7268626951946157
room_plus_nbs_alpha,Morgan+Physical,6,0,414,43,77,20,2,9.945037274116693,15.086454738359908,0.5078373574698719,0.7016036002298561
room_plus_nbs_alpha,Morgan,6,1,397,60,77,20,2,13.966465471013388,23.608422842093464,0.09766006923418924,0.8408078806650149
room_plus_nbs_alpha,Physical,6,1,397,60,77,20,2,7.789210984293619,13.535405527273499,0.7033947934849608,0.829818282905868
room_plus_nbs_alpha,Morgan+Physical,6,1,397,60,77,20,2,10.417133077367147,18.230070273670155,0.4619620468347728,0.8532209136811216
room_plus_nbs_alpha,Morgan,6,2,331,126,78,19,2,15.740486170438736,19.218832892251406,-2.49578905194409,-0.5192273686056881
room_plus_nbs_alpha,Physical,6,2,331,126,78,19,2,7.426831438900175,10.911377439256139,-0.12680912281046264,0.8912734136052038
room_plus_nbs_alpha,Morgan+Physical,6,2,331,126,78,19,2,11.01281928669763,12.6826858576466,-0.5223470411463269,0.7049037600614702
room_plus_nbs_alpha,Morgan,6,3,333,124,78,19,2,6.7340923874270535,9.077997580810711,0.422967006833706,0.8493674724113045
room_plus_nbs_alpha,Physical,6,3,333,124,78,19,2,11.042741746874777,15.279423141232988,-0.6346863520026957,0.8061325890295454
room_plus_nbs_alpha,Morgan+Physical,6,3,333,124,78,19,2,5.201519156474452,6.5971789717704326,0.6952546747587202,0.8462529794372449
room_plus_nbs_alpha,Morgan,6,4,353,104,78,19,2,15.48650596010208,23.2741685374006,-0.2627484084872047,0.2879003521272135
room_plus_nbs_alpha,Physical,6,4,353,104,78,19,2,9.145784715748567,17.151395585046593,0.3142474874005705,0.8500312796085883
room_plus_nbs_alpha,Morgan+Physical,6,4,353,104,78,19,2,11.253546423696374,19.511635665230624,0.11252559670681872,0.7710866551520772
room_plus_nbs_alpha,Morgan,7,0,343,114,77,20,2,5.619109242302075,8.464374171458367,0.5847239869889165,0.9099401094819854
room_plus_nbs_alpha,Physical,7,0,343,114,77,20,2,4.8434801620818035,7.732123225494434,0.6534669403718829,0.9086554654924057
room_plus_nbs_alpha,Morgan+Physical,7,0,343,114,77,20,2,3.581878805541993,6.220808749569855,0.7756940266254728,0.9184135971820113
room_plus_nbs_alpha,Morgan,7,1,380,77,77,20,2,18.662115705613967,24.250664021400894,-0.3619639650613853,0.5207328803931845
room_plus_nbs_alpha,Physical,7,1,380,77,77,20,2,6.953111736941648,10.136201724999312,0.762059243686687,0.9524169949712947
room_plus_nbs_alpha,Morgan+Physical,7,1,380,77,77,20,2,9.93418498665946,14.411419005535262,0.5190146616791713,0.7196230099796723
room_plus_nbs_alpha,Morgan,7,2,377,80,78,19,2,8.500720731601714,10.204867163487597,0.1664298053639257,0.7306705192333308
room_plus_nbs_alpha,Physical,7,2,377,80,78,19,2,9.913192405209541,15.874709253159441,-1.017153859337537,0.7043363707009475
room_plus_nbs_alpha,Morgan+Physical,7,2,377,80,78,19,2,8.77386255703926,11.961793153404813,-0.14530206064585105,0.7168385651783625
room_plus_nbs_alpha,Morgan,7,3,379,78,78,19,2,7.380298582376334,19.28050336423922,0.12029909270614592,0.36258667435947456
room_plus_nbs_alpha,Physical,7,3,379,78,78,19,2,8.592601729795016,18.035286987631665,0.23025935623936677,0.3882573778651044
room_plus_nbs_alpha,Morgan+Physical,7,3,379,78,78,19,2,7.733531752988374,18.140311606434555,0.22126841532109753,0.34782480256920184
room_plus_nbs_alpha,Morgan,7,4,349,108,78,19,2,13.510199314258715,20.434073694614103,-0.4081088632485337,0.7830831304933195
room_plus_nbs_alpha,Physical,7,4,349,108,78,19,2,13.367357274090804,19.872779973174207,-0.33181398145879903,0.8491928561176181
room_plus_nbs_alpha,Morgan+Physical,7,4,349,108,78,19,2,8.123930717326976,14.345587406100723,0.30599437040467303,0.8612619026889456
room_plus_nbs_alpha,Morgan,8,0,321,136,77,20,2,8.401872533820656,16.22021713993842,0.241940556590863,0.663524753428235
room_plus_nbs_alpha,Physical,8,0,321,136,77,20,2,6.780988386664671,14.766398912327006,0.3717404079762574,0.7959196295599555
room_plus_nbs_alpha,Morgan+Physical,8,0,321,136,77,20,2,4.62637823749991,14.254352710927337,0.4145565704334083,0.9460098629571597
room_plus_nbs_alpha,Morgan,8,1,375,82,77,20,2,10.659687834070718,12.767035486422492,0.304071524234966,0.5221556873692655
room_plus_nbs_alpha,Physical,8,1,375,82,77,20,2,7.568493791562522,9.433733557535861,0.620027918249378,0.8676669344173308
room_plus_nbs_alpha,Morgan+Physical,8,1,375,82,77,20,2,5.826374968604112,8.629056735436484,0.6820849227164143,0.877977987510531
room_plus_nbs_alpha,Morgan,8,2,377,80,78,19,2,4.967265239295959,5.7639260575267945,0.667375773836971,0.8376032487957459
room_plus_nbs_alpha,Physical,8,2,377,80,78,19,2,3.743351810750961,4.893909461763103,0.7602111766255887,0.9062683070249664
room_plus_nbs_alpha,Morgan+Physical,8,2,377,80,78,19,2,4.287821518955231,4.847702554902868,0.764717836700173,0.8902590979353624
room_plus_nbs_alpha,Morgan,8,3,406,51,78,19,2,17.606692211824303,29.3595783018521,-0.12721636982644902,0.41105938332601916
room_plus_nbs_alpha,Physical,8,3,406,51,78,19,2,11.724694322473862,18.386214496291974,0.5579287159982634,0.6711316206643916
room_plus_nbs_alpha,Morgan+Physical,8,3,406,51,78,19,2,13.586482566160313,23.25847140490252,0.29259195020031825,0.7169801021954824
room_plus_nbs_alpha,Morgan,8,4,349,108,78,19,2,13.178153026439523,17.44241166153482,-0.2296731940218506,0.41322385157165115
room_plus_nbs_alpha,Physical,8,4,349,108,78,19,2,9.404836177402071,11.906281650747767,0.4270338763583048,0.8789322472002309
room_plus_nbs_alpha,Morgan+Physical,8,4,349,108,78,19,2,6.086814402756866,8.624860643575998,0.6993364264975831,0.8578608206575843
room_plus_nbs_alpha,Morgan,9,0,389,68,77,20,2,9.872007392883301,17.598002881008338,0.1776076775296016,0.7566212274031847
room_plus_nbs_alpha,Physical,9,0,389,68,77,20,2,5.173490452149335,7.156932765690814,0.8639789405986322,0.8869440470918459
room_plus_nbs_alpha,Morgan+Physical,9,0,389,68,77,20,2,6.62059911624123,11.22280572700806,0.6655315415420641,0.9042384877515414
room_plus_nbs_alpha,Morgan,9,1,351,106,77,20,2,13.192489055417619,17.479404123300643,-0.4505420380820542,0.751295310237066
room_plus_nbs_alpha,Physical,9,1,351,106,77,20,2,7.085159941439358,8.504843213125525,0.6565925628030362,0.9459541490014972
room_plus_nbs_alpha,Morgan+Physical,9,1,351,106,77,20,2,4.89398926644955,6.556161506444328,0.7959313177828,0.941634981317386
room_plus_nbs_alpha,Morgan,9,2,359,98,78,19,2,6.476206584323181,17.416933767468908,0.10253416671490678,0.6649451981336082
room_plus_nbs_alpha,Physical,9,2,359,98,78,19,2,6.4684561367268465,16.54375954003189,0.19026494449631215,0.8743045738103571
room_plus_nbs_alpha,Morgan+Physical,9,2,359,98,78,19,2,5.1250929871228275,16.513625049946246,0.19321212584907277,0.7781440020548115
room_plus_nbs_alpha,Morgan,9,3,366,91,78,19,2,13.56390558754722,24.391372783054692,-2.5749084907470885,0.29690745033829374
room_plus_nbs_alpha,Physical,9,3,366,91,78,19,2,18.52168444608835,25.995952880311574,-3.0607282242660805,0.664008402372532
room_plus_nbs_alpha,Morgan+Physical,9,3,366,91,78,19,2,12.971772485423664,18.66658242359364,-1.0937367040586352,0.6233533451187744
room_plus_nbs_alpha,Morgan,9,4,363,94,78,19,2,16.74775615171067,20.779215943209792,0.11983941321159719,0.5144819550393203
room_plus_nbs_alpha,Physical,9,4,363,94,78,19,2,21.91584484959055,24.95811034233388,-0.26977568125889073,0.22595656527150423
room_plus_nbs_alpha,Morgan+Physical,9,4,363,94,78,19,2,19.08120136673298,22.06595312600233,0.007457785981235809,0.24271673969570282
room_plus_null_block_one_column,Morgan,0,0,328,129,77,20,1,15.80106188420732,19.79736735084448,-1.2465833595490716,-0.2692634868251015
room_plus_null_block_one_column,Physical,0,0,328,129,77,20,1,16.813679123220517,20.427336532842467,-1.3918345880833192,0.48585321269410253
room_plus_null_block_one_column,Morgan+Physical,0,0,328,129,77,20,1,8.535087613837662,10.36632537467007,0.3840331688776798,0.41707650303906135
room_plus_null_block_one_column,Morgan,0,1,321,136,77,20,1,13.270327840625537,17.482831436499804,-0.31308848270569967,-0.022933490707184263
room_plus_null_block_one_column,Physical,0,1,321,136,77,20,1,3.307021989244573,5.668658822778344,0.8619516914738538,0.9670836093591461
room_plus_null_block_one_column,Morgan+Physical,0,1,321,136,77,20,1,7.8439917722477634,10.53989806460443,0.5227529276829894,0.47916723566212377
room_plus_null_block_one_column,Morgan,0,2,385,72,78,19,1,6.268117459636264,8.857746930671421,0.02993889940388106,0.0495327547692496
room_plus_null_block_one_column,Physical,0,2,385,72,78,19,1,9.308423866356744,12.474671633249033,-0.9240253896162816,0.27305215729869864
room_plus_null_block_one_column,Morgan+Physical,0,2,385,72,78,19,1,6.0877703721576255,9.560169080170072,-0.13001367683276088,0.2217969105618593
room_plus_null_block_one_column,Morgan,0,3,411,46,78,19,1,9.867929656318998,26.08893468095654,0.08617721016724211,0.5992786766114082
room_plus_null_block_one_column,Physical,0,3,411,46,78,19,1,8.64191753669407,24.633851440126524,0.18526958418277717,0.6733595915539675
room_plus_null_block_one_column,Morgan+Physical,0,3,411,46,78,19,1,8.260939575195316,25.063599218273414,0.1565950055277604,0.8572200793375411
room_plus_null_block_one_column,Morgan,0,4,383,74,78,19,1,16.23708513894571,23.56896636951814,-0.15007120440533428,0.26297376646379506
room_plus_null_block_one_column,Physical,0,4,383,74,78,19,1,8.272585540751896,10.820278722864392,0.7576067329170907,0.8878564146191391
room_plus_null_block_one_column,Morgan+Physical,0,4,383,74,78,19,1,10.458074043537863,16.165934297771763,0.45894019079309956,0.8240674307013334
room_plus_null_block_one_column,Morgan,1,0,355,102,77,20,1,7.422386764436608,9.0745583131983,0.20807070838327002,0.8218613040372529
room_plus_null_block_one_column,Physical,1,0,355,102,77,20,1,7.349175742852453,12.395551005962899,-0.47763472544244334,0.6088409281625867
room_plus_null_block_one_column,Morgan+Physical,1,0,355,102,77,20,1,5.603825435743144,9.115596223958578,0.20089182255084503,0.8844449334630808
room_plus_null_block_one_column,Morgan,1,1,379,78,77,20,1,10.373795394035241,24.03312431702561,0.05557654826417158,0.40165403100884084
room_plus_null_block_one_column,Physical,1,1,379,78,77,20,1,6.892910518652109,22.17913817842821,0.19566747598397694,0.9076966789902198
room_plus_null_block_one_column,Morgan+Physical,1,1,379,78,77,20,1,8.253264741830092,22.813449133562212,0.14900266863864964,0.8842332152275425
room_plus_null_block_one_column,Morgan,1,2,365,92,78,19,1,14.909710118003515,17.71454997500406,-0.09923459961854486,0.8444538729664535
room_plus_null_block_one_column,Physical,1,2,365,92,78,19,1,6.206499899428823,7.51990205836421,0.8019136678259919,0.9209838864307536
room_plus_null_block_one_column,Morgan+Physical,1,2,365,92,78,19,1,6.071421061971914,7.405299454243712,0.8079052956897623,0.9278338332021424
room_plus_null_block_one_column,Morgan,1,3,346,111,78,19,1,10.381847117738465,17.313417386600925,0.18810830258250388,0.772040636346388
room_plus_null_block_one_column,Physical,1,3,346,111,78,19,1,11.90387342549573,18.71638477214659,0.051196163806513484,0.8887103473661541
room_plus_null_block_one_column,Morgan+Physical,1,3,346,111,78,19,1,9.471266706566336,15.427033057067794,0.3553895785255854,0.8729671534681277
room_plus_null_block_one_column,Morgan,1,4,383,74,78,19,1,11.551480190586398,15.450778074813183,-0.1837775780761315,0.6054307253727218
room_plus_null_block_one_column,Physical,1,4,383,74,78,19,1,16.3881599169293,21.87012519822106,-1.3717665454216417,0.8016379021469927
room_plus_null_block_one_column,Morgan+Physical,1,4,383,74,78,19,1,7.211556487212312,10.698595985507888,0.4324253691963327,0.8765048976741162
room_plus_null_block_one_column,Morgan,2,0,383,74,77,20,1,17.0548245483151,24.08207313108728,-0.18621941806634967,0.03218028789198679
room_plus_null_block_one_column,Physical,2,0,383,74,77,20,1,11.845681760020902,15.878192955186083,0.484321009740071,0.7580306956685804
room_plus_null_block_one_column,Morgan+Physical,2,0,383,74,77,20,1,14.214236989053262,19.842532689289452,0.19467441614029224,0.4715568811756496
room_plus_null_block_one_column,Morgan,2,1,341,116,77,20,1,6.299133330141264,7.992154460880511,0.14118488551702402,0.8904115261760212
room_plus_null_block_one_column,Physical,2,1,341,116,77,20,1,7.015778300489228,11.187245326197019,-0.682744831794281,0.49018267126733556
room_plus_null_block_one_column,Morgan+Physical,2,1,341,116,77,20,1,5.450282066312329,8.328331809786091,0.06741595552528212,0.7930997731890564
room_plus_null_block_one_column,Morgan,2,2,380,77,78,19,1,9.717596913622572,23.713034818400796,-0.012727050664265604,0.6241040273746519
room_plus_null_block_one_column,Physical,2,2,380,77,78,19,1,8.672319656471153,23.279665337500823,0.023951051526527656,0.7651654052482375
room_plus_null_block_one_column,Morgan+Physical,2,2,380,77,78,19,1,8.131948891181452,23.153733067515343,0.03448244003910872,0.7830110567634218
room_plus_null_block_one_column,Morgan,2,3,358,99,78,19,1,5.3638431406194504,6.41748197316443,0.42302779635107035,0.689508755078189
room_plus_null_block_one_column,Physical,2,3,358,99,78,19,1,3.94864569385413,7.267936310433009,0.25997259677096507,0.8359471815906775
room_plus_null_block_one_column,Morgan+Physical,2,3,358,99,78,19,1,4.034170853978938,5.943337534581416,0.5051354235956074,0.7782367240364528
room_plus_null_block_one_column,Morgan,2,4,366,91,78,19,1,15.364694404099014,18.23121267895863,-0.30200788879157603,0.6883674255525745
room_plus_null_block_one_column,Physical,2,4,366,91,78,19,1,7.748014164935101,8.99597809952252,0.6829853884916763,0.8909861916281656
room_plus_null_block_one_column,Morgan+Physical,2,4,366,91,78,19,1,6.478507438827346,8.070312098942203,0.7448690410959776,0.902860111501156
room_plus_null_block_one_column,Morgan,3,0,348,109,77,20,1,9.850515186288819,18.62346037511424,0.12545782623629465,0.6104419011502987
room_plus_null_block_one_column,Physical,3,0,348,109,77,20,1,6.295412146353066,16.971693385615257,0.27370951698068713,0.7994963178920611
room_plus_null_block_one_column,Morgan+Physical,3,0,348,109,77,20,1,7.359871990294849,17.022950225424637,0.26931589874203055,0.7681644523536817
room_plus_null_block_one_column,Morgan,3,1,417,40,77,20,1,12.151753050231934,23.505476467129622,0.08449442878266733,0.6081145035610794
room_plus_null_block_one_column,Physical,3,1,417,40,77,20,1,11.47213410320282,17.503242680793697,0.4923552464871943,0.7288040235480113
room_plus_null_block_one_column,Morgan+Physical,3,1,417,40,77,20,1,11.194820615673065,17.528610517636885,0.49088269861793776,0.7791019642705678
room_plus_null_block_one_column,Morgan,3,2,295,162,78,19,1,10.85950156441206,13.008316903320488,0.20059838194627222,0.5823115628924441
room_plus_null_block_one_column,Physical,3,2,295,162,78,19,1,11.25671924168151,15.253715978838525,-0.09919341331678666,0.7429043262200059
room_plus_null_block_one_column,Morgan+Physical,3,2,295,162,78,19,1,7.428329084523519,9.15096955871647,0.6043993219522003,0.7933904062726901
room_plus_null_block_one_column,Morgan,3,3,366,91,78,19,1,11.824455937027144,18.861687747531708,0.24200424139319576,0.7630677558307558
room_plus_null_block_one_column,Physical,3,3,366,91,78,19,1,8.863075178217626,15.808664158079521,0.46752892564250326,0.9107574511127186
room_plus_null_block_one_column,Morgan+Physical,3,3,366,91,78,19,1,9.991903959052117,16.274669098632092,0.435674067365582,0.8896837333253712
room_plus_null_block_one_column,Morgan,3,4,402,55,78,19,1,10.476464447515315,15.382098398837563,-0.809372282324345,0.18214316351441348
room_plus_null_block_one_column,Physical,3,4,402,55,78,19,1,6.431871093463551,8.194400121198203,0.48651105861529975,0.9209346358409135
room_plus_null_block_one_column,Morgan+Physical,3,4,402,55,78,19,1,6.085768041931153,9.385233055696338,0.3264235637225328,0.6596084746100757
room_plus_null_block_one_column,Morgan,4,0,398,59,77,20,1,10.275598775443386,21.91928107986351,0.055691551084629975,0.24109108692760567
room_plus_null_block_one_column,Physical,4,0,398,59,77,20,1,10.008199193210928,22.040793321912318,0.045192749774831786,0.749263651393414
room_plus_null_block_one_column,Morgan+Physical,4,0,398,59,77,20,1,7.481211401923228,20.8833694470754,0.14283899169171754,0.7492047516487875
room_plus_null_block_one_column,Morgan,4,1,340,117,77,20,1,7.534073092740051,11.860218700221338,-0.4724501317174197,0.4417181414495794
room_plus_null_block_one_column,Physical,4,1,340,117,77,20,1,4.9481397575254515,7.518917069433918,0.4082124967848457,0.6452284067491165
room_plus_null_block_one_column,Morgan+Physical,4,1,340,117,77,20,1,5.518494037671212,9.263269916821171,0.10177768935997111,0.5378903937768581
room_plus_null_block_one_column,Morgan,4,2,346,111,78,19,1,13.628407963259583,20.004464658648356,0.008600713012182903,0.5976345029663745
room_plus_null_block_one_column,Physical,4,2,346,111,78,19,1,22.126140777041464,30.264511465111553,-1.2691440703488581,0.7491512296854659
room_plus_null_block_one_column,Morgan+Physical,4,2,346,111,78,19,1,13.682591409817256,19.614815538498075,0.04684574388212703,0.7221909088036308
room_plus_null_block_one_column,Morgan,4,3,384,73,78,19,1,6.7408485747245885,15.66387906156617,0.30634862332241797,0.6533266904597351
room_plus_null_block_one_column,Physical,4,3,384,73,78,19,1,6.347897359200046,9.379973095721052,0.7512599053409721,0.829550799597269
room_plus_null_block_one_column,Morgan+Physical,4,3,384,73,78,19,1,5.737289377688054,11.596672299499112,0.6198023923379747,0.911818109252579
room_plus_null_block_one_column,Morgan,4,4,360,97,78,19,1,13.21303199697278,17.750742231435936,-0.22986644536605394,0.6568263533135187
room_plus_null_block_one_column,Physical,4,4,360,97,78,19,1,11.738292813232265,13.353472935271807,0.30399336619383255,0.8221565810483663
room_plus_null_block_one_column,Morgan+Physical,4,4,360,97,78,19,1,5.459056041442241,6.478515483874059,0.8361766056434718,0.8867030476679644
room_plus_null_block_one_column,Morgan,5,0,394,63,77,20,1,7.254420235648988,16.439888323483142,0.08118742397029144,0.7334547289529771
room_plus_null_block_one_column,Physical,5,0,394,63,77,20,1,6.416412981245252,9.403075905784076,0.6994137650206447,0.5895022726509555
room_plus_null_block_one_column,Morgan+Physical,5,0,394,63,77,20,1,6.262161107260083,12.425030961870503,0.4751633387922294,0.7035494543609411
room_plus_null_block_one_column,Morgan,5,1,376,81,77,20,1,9.172393744631167,11.83284381052476,0.4934684910716626,0.8023833752067941
room_plus_null_block_one_column,Physical,5,1,376,81,77,20,1,10.502915087532703,16.371130863945567,0.030415727871055176,0.8049773898208411
room_plus_null_block_one_column,Morgan+Physical,5,1,376,81,77,20,1,7.301862316093915,11.12840924119676,0.5519831188996176,0.8170156460265119
room_plus_null_block_one_column,Morgan,5,2,346,111,78,19,1,15.031620462487023,22.43039536883135,0.09189270466542254,0.47149653428813326
room_plus_null_block_one_column,Physical,5,2,346,111,78,19,1,8.403842599079029,17.11974283320721,0.47099743198739885,0.913139222740605
room_plus_null_block_one_column,Morgan+Physical,5,2,346,111,78,19,1,11.40380507293976,19.32744407357065,0.3257636580638865,0.8171982667905592
room_plus_null_block_one_column,Morgan,5,3,329,128,78,19,1,6.0287598174572,8.74038531179953,0.3287868187874422,0.8442322922595502
room_plus_null_block_one_column,Physical,5,3,329,128,78,19,1,9.183209315526486,11.776652538672652,-0.21854912704809926,0.8872894514781365
room_plus_null_block_one_column,Morgan+Physical,5,3,329,128,78,19,1,3.3597791552424425,4.105009506030294,0.8519434402763933,0.8952062453455484
room_plus_null_block_one_column,Morgan,5,4,383,74,78,19,1,12.516003713968637,20.629905716388055,0.0882375642346862,0.6334981469037098
room_plus_null_block_one_column,Physical,5,4,383,74,78,19,1,8.798513521606857,15.381004861187447,0.4931766350036014,0.7512460977105612
room_plus_null_block_one_column,Morgan+Physical,5,4,383,74,78,19,1,10.519351759317757,17.355098113932048,0.3547301763017817,0.7365507439528574
room_plus_null_block_one_column,Morgan,6,0,414,43,77,20,1,11.0422242153079,20.548884462955137,0.08691594692311233,0.5194802158142786
room_plus_null_block_one_column,Physical,6,0,414,43,77,20,1,10.147309977597969,13.386395609683394,0.6125090458168974,0.7148778993855105
room_plus_null_block_one_column,Morgan+Physical,6,0,414,43,77,20,1,10.361312475958535,16.148496478701958,0.4361047405258768,0.7066857604780209
room_plus_null_block_one_column,Morgan,6,1,397,60,77,20,1,13.966465471013388,23.608422842093464,0.09766006923418924,0.8408078806650149
room_plus_null_block_one_column,Physical,6,1,397,60,77,20,1,7.663578650538126,13.629824845237515,0.6992422854864654,0.8438224472334851
room_plus_null_block_one_column,Morgan+Physical,6,1,397,60,77,20,1,10.516425117238363,18.27586566105029,0.4592554632057363,0.8546299704897932
room_plus_null_block_one_column,Morgan,6,2,331,126,78,19,1,15.740486170438736,19.218832892251406,-2.49578905194409,-0.5192273686056881
room_plus_null_block_one_column,Physical,6,2,331,126,78,19,1,6.832530119172352,9.522349840275881,0.14181787869597817,0.760326745913309
room_plus_null_block_one_column,Morgan+Physical,6,2,331,126,78,19,1,10.737625422874327,12.502931232068848,-0.4794997009453916,0.5692406269938564
room_plus_null_block_one_column,Morgan,6,3,333,124,78,19,1,6.7340923874270535,9.077997580810711,0.422967006833706,0.8493674724113045
room_plus_null_block_one_column,Physical,6,3,333,124,78,19,1,11.688214873316978,16.066320542927382,-0.807396242810551,0.8064771685881691
room_plus_null_block_one_column,Morgan+Physical,6,3,333,124,78,19,1,5.40854229255184,6.871682280431463,0.6693666459702892,0.8281985686164487
room_plus_null_block_one_column,Morgan,6,4,353,104,78,19,1,15.48650596010208,23.2741685374006,-0.2627484084872047,0.2879003521272135
room_plus_null_block_one_column,Physical,6,4,353,104,78,19,1,9.851469498748779,17.7584283396751,0.26484733781124514,0.6209469669266964
room_plus_null_block_one_column,Morgan+Physical,6,4,353,104,78,19,1,11.373371536516043,19.745253473015996,0.09114645303387336,0.7442851966520216
room_plus_null_block_one_column,Morgan,7,0,343,114,77,20,1,5.619109242302075,8.464374171458367,0.5847239869889165,0.9099401094819854
room_plus_null_block_one_column,Physical,7,0,343,114,77,20,1,4.655511309352674,7.510104294511552,0.6730818172736921,0.9098742095173439
room_plus_null_block_one_column,Morgan+Physical,7,0,343,114,77,20,1,3.5248161006860568,6.299774667275355,0.7699632775551526,0.9194646616598942
room_plus_null_block_one_column,Morgan,7,1,380,77,77,20,1,18.662115705613967,24.250664021400894,-0.3619639650613853,0.5207328803931845
room_plus_null_block_one_column,Physical,7,1,380,77,77,20,1,6.05977131033563,8.904665179028934,0.8163658131079842,0.9341964853671779
room_plus_null_block_one_column,Morgan+Physical,7,1,380,77,77,20,1,12.16811174734537,15.953706807412608,0.4105573448084435,0.7015964736660858
room_plus_null_block_one_column,Morgan,7,2,377,80,78,19,1,8.500720731601714,10.204867163487597,0.1664298053639257,0.7306705192333308
room_plus_null_block_one_column,Physical,7,2,377,80,78,19,1,10.286788043127059,16.83151275291788,-1.2676382119177254,0.6944384458810589
room_plus_null_block_one_column,Morgan+Physical,7,2,377,80,78,19,1,8.993720516786576,12.377966270615145,-0.22638281310650132,0.7069360186458183
room_plus_null_block_one_column,Morgan,7,3,379,78,78,19,1,7.380298582376334,19.28050336423922,0.12029909270614592,0.36258667435947456
