protocol,representation,repeat,fold,train_rows,test_rows,train_compounds,test_compounds,extra_columns,mae,rmse,r2,spearman
room_plus_null_block_two_columns,Physical,0,0,328,129,77,20,2,16.60122063836386,19.955117698035306,-1.2825286718283961,0.47134973421821885
room_plus_null_block_two_columns,Morgan+Physical,0,0,328,129,77,20,2,8.6159552250352,10.454636691065408,0.3734935524495827,0.4731850359032589
room_plus_null_block_two_columns,Morgan,0,1,321,136,77,20,2,13.270327840625537,17.482831436499804,-0.31308848270569967,-0.022933490707184263
room_plus_null_block_two_columns,Physical,0,1,321,136,77,20,2,3.6227073552356046,5.794121652027895,0.8557732988452762,0.9651881235555545
room_plus_null_block_two_columns,Morgan+Physical,0,1,321,136,77,20,2,7.968240081944185,10.668535604789701,0.5110324105601424,0.4811688300857637
room_plus_null_block_two_columns,Morgan,0,2,385,72,78,19,2,6.268117459636264,8.857746930671421,0.02993889940388106,0.0495327547692496
room_plus_null_block_two_columns,Physical,0,2,385,72,78,19,2,9.357179048517017,12.729949220272745,-1.0035763465757457,0.23593490751189644
room_plus_null_block_two_columns,Morgan+Physical,0,2,385,72,78,19,2,6.112148155297173,9.712454951641101,-0.1663008398439514,0.22418697625509718
room_plus_null_block_two_columns,Morgan,0,3,411,46,78,19,2,9.867929656318998,26.08893468095654,0.08617721016724211,0.5992786766114082
room_plus_null_block_two_columns,Physical,0,3,411,46,78,19,2,8.462132448859835,24.456876017059823,0.1969339658293887,0.6754672303215472
room_plus_null_block_two_columns,Morgan+Physical,0,3,411,46,78,19,2,8.258289723106055,24.971333856127266,0.1627931444745545,0.8221960821704073
room_plus_null_block_two_columns,Morgan,0,4,383,74,78,19,2,16.23708513894571,23.56896636951814,-0.15007120440533428,0.26297376646379506
room_plus_null_block_two_columns,Physical,0,4,383,74,78,19,2,8.751765565646403,11.931644637875733,0.7052564726138582,0.8205274058819219
room_plus_null_block_two_columns,Morgan+Physical,0,4,383,74,78,19,2,10.950716536399224,16.85668040717856,0.4117150174068501,0.817468838901398
