champion,name,inchikey,training_rows,rule_a_flagged,rule_a_hits,rule_a_max_abs_iqr_units,rule_b_flagged,rule_b_nn_distance,rule_b_threshold,flagged_any,smarts_donor_count,smarts_structural_gate_fires
EC,ethylene carbonate,KMTRUDSVKNLOMY-UHFFFAOYSA-N,234,True,dipole_D:+1.649;mu_sq_over_Vm:+4.808,4.807591,False,1.553764,1.876394,True,0,False
PC,propylene carbonate,RUOJZAUFBMNUDX-UHFFFAOYSA-N,234,True,dipole_D:+1.752;mu_sq_over_Vm:+4.145,4.145284,False,1.134829,1.876394,True,0,False
