model,target,train_size,repeat,fold,n_train,n_test,train_id_hash,test_id_hash,mae,rmse,r2
linear_scalar,reduction_free_energy,200,2,0,160,40,a1849798b119751689f2ce877c127358ca3c998d5c15a1944025519449ada7b3,f84bb24809c605b2a58bf3cb63880875da656b35280037f26d267b6a66e7b225,0.5041009736739148,0.7811809813406795,0.6585087648981433
linear_scalar,reduction_free_energy,200,2,1,160,40,f2efd4e9cec5ba80ebb9b4f38fe609520d655d280df3ef55c5207cf83a2389e4,3b71ea6899b2bf108d12b7a0a94422b34a5ea942793072ea133817d02c29e046,0.44929367573277645,0.6671514842353263,0.7095474033278237
linear_scalar,reduction_free_energy,200,2,2,160,40,2667020387c93e7ce31cc01ccb9d015515765519c6f8998979728d59f73a8de0,e5200dd67f05748b65d25915b392207b880341026b32929f15a3b03d9e0d50ca,0.5740392182229886,0.9159117042616607,0.6211123868769419
linear_scalar,reduction_free_energy,200,2,3,160,40,f08d01e7adff5d07994144bda6e31694e47af38522012743674f3c421f62ed21,674bd08ebbfe490a3f33e715729b4bc5d7151deb9202050899f02f0c01da775c,0.44739044111122706,0.6427150718736574,0.8046892760721203
linear_scalar,reduction_free_energy,200,2,4,160,40,4d1f47fbf7ad9315093ed5b4f0dac5b47eae9156d0fa6174c1f73fc7ee9f06d2,f9370c68862b7f7688aff49e93a5864c420d66eee632afd21bfe5785151cfc7e,0.3070201351884368,0.45730695698520585,0.837635791991676
xgb_enriched,reduction_free_energy,200,0,0,160,40,41b7c098901e1ead4aa50fd16b011f28580e8aad1d67db2581465722042d87cc,c963841b17cfbda91e9e95b1b895f9936e95aef70533aae9ce28e246fd09e1f8,0.40682699082705087,0.6490909239531711,0.7825690833259418
xgb_enriched,reduction_free_energy,200,0,1,160,40,8d64108843e5b858cbccccadcbda89a380f78167eca1574675b1a7589394c5ff,3fd74f611ec42b9083ea0fb2707482ee7978dd73182895ac8454149154e215bd,0.39542951209721194,0.6076400357167759,0.6959987108075394
xgb_enriched,reduction_free_energy,200,0,2,160,40,68ae279e5ffb3e99a7c4442ad70715e9846383bc10438e49310d7f1bac7670aa,1de1b8c46c21a2c885c8c0a7a600eca93599d85dddc169e590660a2322b8c52c,0.29124327875642847,0.3697237412808175,0.9071918427721017
xgb_enriched,reduction_free_energy,200,0,3,160,40,e5597e06b0eedbbc162ff3221460da077780e6ad5c723bf6e9f18979d2567581,e9a69e85bf8dce081eda537f35a99e52b2212136f96a3a05442f9af394de49a3,0.3934952954320579,0.6100782886965566,0.8465887569034433
xgb_enriched,reduction_free_energy,200,0,4,160,40,1023beba18f06781d5a97110751ef4704f3f63f27c70fab8659f50dcc08f669f,74ad7bfee38378a71440ef1f657a2c4549a7382a2137103428daec0983e84c4c,0.4789709089607186,0.779529122805053,0.6709877095289909
xgb_enriched,reduction_free_energy,200,1,0,160,40,36d7b9e311744dc9e1bec83077793310ca1a68ba81bb5a511e34a25ae824e362,7db44434865ac14061de6edf33f7b22081ff646180d7a17d9f46eb58d997147d,0.41012067005008246,0.585753511771755,0.7826257156657599
xgb_enriched,reduction_free_energy,200,1,1,160,40,4004537b0c24950267680b5f385950f51c53fdff37e334541eb44203370a72e9,b5fd4ddb1e545edd08795e1546a28304ea4396013c165e450a6735cdda1c5ffa,0.3446600638242899,0.49887411398961395,0.8487842147715144
xgb_enriched,reduction_free_energy,200,1,2,160,40,910cfb146afafe9ea9671af2e7dc049e814349bf5961362f4d4c48f872ec3f20,0570f69401d18a49705879462ff788c9653e403e22bef56eb920f73ce1f4e31d,0.4477701221260418,0.7368107108969915,0.7022756765437012
xgb_enriched,reduction_free_energy,200,1,3,160,40,f1bbb685e93096ff9345046814c7d20fc64fb61e28984fec925d2666bcceab45,24e5438c35a4849a500dd935ad211087fe099ca445be7332b0a95f6fd16dac68,0.3596862574226634,0.5162067006468162,0.882691946893534
xgb_enriched,reduction_free_energy,200,1,4,160,40,8ae302e3bc0b55f5313fd57b27c8b2febc9a318f4b8f475633bcb54b9d733da7,b103b0a4783c570377d68c66840152617c46030d4706407666d7ed458bf9ee98,0.4871937886452088,0.8297655411293711,0.5755651887236575
xgb_enriched,reduction_free_energy,200,2,0,160,40,a1849798b119751689f2ce877c127358ca3c998d5c15a1944025519449ada7b3,f84bb24809c605b2a58bf3cb63880875da656b35280037f26d267b6a66e7b225,0.4815439604366702,0.7584247105670328,0.6781146674302548
xgb_enriched,reduction_free_energy,200,2,1,160,40,f2efd4e9cec5ba80ebb9b4f38fe609520d655d280df3ef55c5207cf83a2389e4,3b71ea6899b2bf108d12b7a0a94422b34a5ea942793072ea133817d02c29e046,0.44325365741403855,0.6046883837362808,0.7613894719439738
xgb_enriched,reduction_free_energy,200,2,2,160,40,2667020387c93e7ce31cc01ccb9d015515765519c6f8998979728d59f73a8de0,e5200dd67f05748b65d25915b392207b880341026b32929f15a3b03d9e0d50ca,0.531061780251082,0.909933651322818,0.6260421600523551
xgb_enriched,reduction_free_energy,200,2,3,160,40,f08d01e7adff5d07994144bda6e31694e47af38522012743674f3c421f62ed21,674bd08ebbfe490a3f33e715729b4bc5d7151deb9202050899f02f0c01da775c,0.3201011694390445,0.44027671738265367,0.9083482924595992
xgb_enriched,reduction_free_energy,200,2,4,160,40,4d1f47fbf7ad9315093ed5b4f0dac5b47eae9156d0fa6174c1f73fc7ee9f06d2,f9370c68862b7f7688aff49e93a5864c420d66eee632afd21bfe5785151cfc7e,0.2807292586089261,0.39789539160736204,0.877082844846067
linear_scalar,oxidation_free_energy,300,0,0,240,60,6159591c0fb6568b3fe8633cab7fa17f987de108591d3191b8309b21ab7fb2d9,020a1eaf3abcb20e5ad12d1e30e097a3004b8866429ddff5a6f3f859b17b414a,0.25757390522530227,0.3430069822486311,0.8897225172012959
linear_scalar,oxidation_free_energy,300,0,1,240,60,66df2fc1ba8259f9129f693f9c03ef44813a67451c36fcdd74d7286238b53da8,d642b32a01a473295815b1a0526e8366509e598c0b5f91da862434fe164b8e11,0.284246951737944,0.39236819617405067,0.9235190052226911
linear_scalar,oxidation_free_energy,300,0,2,240,60,4cbb112414f736b406d9f7efc3e1d18c4bfb0396f1dbc3ce4ae01a32c2af947e,8acec7706df4b4171767dfdc10083fd4dd35ef7e31fc8bd735dc5b9d17d49480,0.28037512013019356,0.3793356283501984,0.9084733166135431
linear_scalar,oxidation_free_energy,300,0,3,240,60,724d4dc7efb59ab33c338baebb28351dd483a7d1879e5397191a680c0f495c9d,310b2aa7338a256f0f46934c671b8b4462fc24e20a9d7cca88a48f3f25a7721b,0.3035354102136311,0.4239643111603744,0.911548321890274
linear_scalar,oxidation_free_energy,300,0,4,240,60,38a0fbb6ca3c728cf19c708c3c7784e65dba804a489574c99c149d8aabb22ee5,a6ee30a200bd0c50a61e91309636a7f4909d5616dd6aa1566adef964297aca2b,0.2624254132081392,0.32759331092485766,0.9294460879884531
linear_scalar,oxidation_free_energy,300,1,0,240,60,892552f2f479516ee6e34fe35d7449e9feda74329a21528b5d3375cd66d43d14,5ac26c21bea4838d754f895c2d9fc03ce790f1f06c0be2ed593bd02e6c91fb99,0.27807719559316496,0.3622177676556422,0.8520763356357195
linear_scalar,oxidation_free_energy,300,1,1,240,60,946c372857442ce54c599815472bd28705576905316cb56eb2f1f930ea7de0e6,5a8a80dc30152cb637a2c25f31f445cd774958cb6506712509e659cf342225ac,0.24161432999692972,0.2899852803072223,0.9678195125004971
linear_scalar,oxidation_free_energy,300,1,2,240,60,79e328f8ebf49dee024245cb6296219a266acb3386896c56aa8ab4f20c85d866,a89b00b750975b0dd5c3996ba0bbcef4744694ed0d9cd08bb4852aab4e3939ee,0.31445888127778526,0.4594372434343534,0.8721042659420286
linear_scalar,oxidation_free_energy,300,1,3,240,60,8a9d19578bcf6bba39a7e9aa3d08d761f09b88ff94ba9e17a2bf324b9fdc9261,47d3d9135fc98ff6d4b35a3fa42754ab0b08b5942facc7e0cc566f8958d0a4d7,0.23534300449946519,0.27498070285203313,0.942236472003704
linear_scalar,oxidation_free_energy,300,1,4,240,60,7d617df85d4818a90d66cdc9ac001d46f602aa395ec5d88a0ed52007827a0978,d6757393386263fb28ea2403956b43ceffb2fb961cd43ec9b0c3333afabf6a4e,0.31520070712602455,0.45157787252422316,0.8809155290915961
linear_scalar,oxidation_free_energy,300,2,0,240,60,e6e45ecd3a554833ef172e2c3d2a681f363d3f2f0ec8e780293fff29cc3c543c,5f9e92eb6c42865f3527d17144a798c578d4eff1cf7404d8024c8edc88f17ca3,0.2516787135298209,0.2971490437630461,0.9468182427290865
linear_scalar,oxidation_free_energy,300,2,1,240,60,54903b35b13dad0615a8cc55f7eba6e7f5272853800ad7dea900505b600ad886,bb973716af253f56a3204a9abfe64ca3cec5d24998ccafc74cb611cd133fda70,0.2793459302546502,0.36372251077429746,0.8938789060405783
linear_scalar,oxidation_free_energy,300,2,2,240,60,0330ed9e3387c43ca264aa0a74866fc603b5c59e2b605089698db0c8e4403c0d,970862376a8d352ac78eed2f986913a8f88941010b9302ac7d420fa53ef2fbd6,0.2746486381006568,0.38406637923221726,0.9356369375205823
linear_scalar,oxidation_free_energy,300,2,3,240,60,5c990eb0cd509ca636eb597f33370c19776b9678b5cf73275b2ea93cda88d8c3,f07978ee8b1cf85f4e3829e56d15f793c8cd748caf42f89262fe2f8aab47c1c2,0.319396567957036,0.47972735530361166,0.8851261297833708
linear_scalar,oxidation_free_energy,300,2,4,240,60,e8c95f7e007cf5fef12e0d87dee1579dc11f72d90fabfcef7cbdf3db18529d9c,5ddb104a57453752f5ce7885d1e121363ff93eb3de1d3448423445db8f37517d,0.2643971796560453,0.32365776277095215,0.8989971660186566
xgb_enriched,oxidation_free_energy,300,0,0,240,60,6159591c0fb6568b3fe8633cab7fa17f987de108591d3191b8309b21ab7fb2d9,020a1eaf3abcb20e5ad12d1e30e097a3004b8866429ddff5a6f3f859b17b414a,0.21133453665705323,0.28675351853519704,0.9229276796590159
xgb_enriched,oxidation_free_energy,300,0,1,240,60,66df2fc1ba8259f9129f693f9c03ef44813a67451c36fcdd74d7286238b53da8,d642b32a01a473295815b1a0526e8366509e598c0b5f91da862434fe164b8e11,0.23823114855346528,0.37572565656159884,0.9298693867893344
xgb_enriched,oxidation_free_energy,300,0,2,240,60,4cbb112414f736b406d9f7efc3e1d18c4bfb0396f1dbc3ce4ae01a32c2af947e,8acec7706df4b4171767dfdc10083fd4dd35ef7e31fc8bd735dc5b9d17d49480,0.24822180149321865,0.34102404386296986,0.9260274729246314
xgb_enriched,oxidation_free_energy,300,0,3,240,60,724d4dc7efb59ab33c338baebb28351dd483a7d1879e5397191a680c0f495c9d,310b2aa7338a256f0f46934c671b8b4462fc24e20a9d7cca88a48f3f25a7721b,0.2339701845121605,0.355947458909043,0.9376524673796915
xgb_enriched,oxidation_free_energy,300,0,4,240,60,38a0fbb6ca3c728cf19c708c3c7784e65dba804a489574c99c149d8aabb22ee5,a6ee30a200bd0c50a61e91309636a7f4909d5616dd6aa1566adef964297aca2b,0.21428873139135096,0.2950133563522956,0.9427817718005609
xgb_enriched,oxidation_free_energy,300,1,0,240,60,892552f2f479516ee6e34fe35d7449e9feda74329a21528b5d3375cd66d43d14,5ac26c21bea4838d754f895c2d9fc03ce790f1f06c0be2ed593bd02e6c91fb99,0.206687274410145,0.2765123137946309,0.9137960612113336
xgb_enriched,oxidation_free_energy,300,1,1,240,60,946c372857442ce54c599815472bd28705576905316cb56eb2f1f930ea7de0e6,5a8a80dc30152cb637a2c25f31f445cd774958cb6506712509e659cf342225ac,0.26726953644477663,0.4141009580407297,0.9343774379485773
xgb_enriched,oxidation_free_energy,300,1,2,240,60,79e328f8ebf49dee024245cb6296219a266acb3386896c56aa8ab4f20c85d866,a89b00b750975b0dd5c3996ba0bbcef4744694ed0d9cd08bb4852aab4e3939ee,0.2253574984158604,0.38186145959357487,0.9116482166070087
xgb_enriched,oxidation_free_energy,300,1,3,240,60,8a9d19578bcf6bba39a7e9aa3d08d761f09b88ff94ba9e17a2bf324b9fdc9261,47d3d9135fc98ff6d4b35a3fa42754ab0b08b5942facc7e0cc566f8958d0a4d7,0.18731172799961465,0.2586017102809027,0.9489128046622166
xgb_enriched,oxidation_free_energy,300,1,4,240,60,7d617df85d4818a90d66cdc9ac001d46f602aa395ec5d88a0ed52007827a0978,d6757393386263fb28ea2403956b43ceffb2fb961cd43ec9b0c3333afabf6a4e,0.23967934386409978,0.39032032088549184,0.9110323438310086
xgb_enriched,oxidation_free_energy,300,2,0,240,60,e6e45ecd3a554833ef172e2c3d2a681f363d3f2f0ec8e780293fff29cc3c543c,5f9e92eb6c42865f3527d17144a798c578d4eff1cf7404d8024c8edc88f17ca3,0.19638901205010673,0.2765563204912082,0.953933927552337
xgb_enriched,oxidation_free_energy,300,2,1,240,60,54903b35b13dad0615a8cc55f7eba6e7f5272853800ad7dea900505b600ad886,bb973716af253f56a3204a9abfe64ca3cec5d24998ccafc74cb611cd133fda70,0.23964742031240197,0.3327988897654495,0.911156615403274
xgb_enriched,oxidation_free_energy,300,2,2,240,60,0330ed9e3387c43ca264aa0a74866fc603b5c59e2b605089698db0c8e4403c0d,970862376a8d352ac78eed2f986913a8f88941010b9302ac7d420fa53ef2fbd6,0.22217662260559337,0.3243010232061276,0.954109714904535
xgb_enriched,oxidation_free_energy,300,2,3,240,60,5c990eb0cd509ca636eb597f33370c19776b9678b5cf73275b2ea93cda88d8c3,f07978ee8b1cf85f4e3829e56d15f793c8cd748caf42f89262fe2f8aab47c1c2,0.2457682357284739,0.4255228316550063,0.9096188172571843
xgb_enriched,oxidation_free_energy,300,2,4,240,60,e8c95f7e007cf5fef12e0d87dee1579dc11f72d90fabfcef7cbdf3db18529d9c,5ddb104a57453752f5ce7885d1e121363ff93eb3de1d3448423445db8f37517d,0.1934240320494761,0.2827395763128844,0.9229212417161987
linear_scalar,reduction_free_energy,300,0,0,240,60,6159591c0fb6568b3fe8633cab7fa17f987de108591d3191b8309b21ab7fb2d9,020a1eaf3abcb20e5ad12d1e30e097a3004b8866429ddff5a6f3f859b17b414a,0.46512527181329727,0.7430096488324985,0.6635779912833126
linear_scalar,reduction_free_energy,300,0,1,240,60,66df2fc1ba8259f9129f693f9c03ef44813a67451c36fcdd74d7286238b53da8,d642b32a01a473295815b1a0526e8366509e598c0b5f91da862434fe164b8e11,0.3840486870829302,0.5554987833045975,0.8306406329165488
linear_scalar,reduction_free_energy,300,0,2,240,60,4cbb112414f736b406d9f7efc3e1d18c4bfb0396f1dbc3ce4ae01a32c2af947e,8acec7706df4b4171767dfdc10083fd4dd35ef7e31fc8bd735dc5b9d17d49480,0.36725308344420876,0.5262032258303189,0.8751424835837361
linear_scalar,reduction_free_energy,300,0,3,240,60,724d4dc7efb59ab33c338baebb28351dd483a7d1879e5397191a680c0f495c9d,310b2aa7338a256f0f46934c671b8b4462fc24e20a9d7cca88a48f3f25a7721b,0.4488224727790462,0.6898568827442433,0.7192631137149625
linear_scalar,reduction_free_energy,300,0,4,240,60,38a0fbb6ca3c728cf19c708c3c7784e65dba804a489574c99c149d8aabb22ee5,a6ee30a200bd0c50a61e91309636a7f4909d5616dd6aa1566adef964297aca2b,0.4149530178674908,0.6167087147293295,0.8279904464776096
linear_scalar,reduction_free_energy,300,1,0,240,60,892552f2f479516ee6e34fe35d7449e9feda74329a21528b5d3375cd66d43d14,5ac26c21bea4838d754f895c2d9fc03ce790f1f06c0be2ed593bd02e6c91fb99,0.3885992623231365,0.5668326890934059,0.842519677607756
linear_scalar,reduction_free_energy,300,1,1,240,60,946c372857442ce54c599815472bd28705576905316cb56eb2f1f930ea7de0e6,5a8a80dc30152cb637a2c25f31f445cd774958cb6506712509e659cf342225ac,0.4033013013502259,0.5999488047253686,0.8076487778780125
linear_scalar,reduction_free_energy,300,1,2,240,60,79e328f8ebf49dee024245cb6296219a266acb3386896c56aa8ab4f20c85d866,a89b00b750975b0dd5c3996ba0bbcef4744694ed0d9cd08bb4852aab4e3939ee,0.41510462695302563,0.5813506690440586,0.8109965396280386
linear_scalar,reduction_free_energy,300,1,3,240,60,8a9d19578bcf6bba39a7e9aa3d08d761f09b88ff94ba9e17a2bf324b9fdc9261,47d3d9135fc98ff6d4b35a3fa42754ab0b08b5942facc7e0cc566f8958d0a4d7,0.3321701264423027,0.44797172373239674,0.8873689197378444
linear_scalar,reduction_free_energy,300,1,4,240,60,7d617df85d4818a90d66cdc9ac001d46f602aa395ec5d88a0ed52007827a0978,d6757393386263fb28ea2403956b43ceffb2fb961cd43ec9b0c3333afabf6a4e,0.5414947870016759,0.8887359544807785,0.6328596954180817
linear_scalar,reduction_free_energy,300,2,0,240,60,e6e45ecd3a554833ef172e2c3d2a681f363d3f2f0ec8e780293fff29cc3c543c,5f9e92eb6c42865f3527d17144a798c578d4eff1cf7404d8024c8edc88f17ca3,0.44401569745563835,0.619805696909061,0.8149597417352886
linear_scalar,reduction_free_energy,300,2,1,240,60,54903b35b13dad0615a8cc55f7eba6e7f5272853800ad7dea900505b600ad886,bb973716af253f56a3204a9abfe64ca3cec5d24998ccafc74cb611cd133fda70,0.36904614998979984,0.5843700071295401,0.8348190242073059
linear_scalar,reduction_free_energy,300,2,2,240,60,0330ed9e3387c43ca264aa0a74866fc603b5c59e2b605089698db0c8e4403c0d,970862376a8d352ac78eed2f986913a8f88941010b9302ac7d420fa53ef2fbd6,0.4264996988133904,0.6977651982933921,0.7317850841705458
linear_scalar,reduction_free_energy,300,2,3,240,60,5c990eb0cd509ca636eb597f33370c19776b9678b5cf73275b2ea93cda88d8c3,f07978ee8b1cf85f4e3829e56d15f793c8cd748caf42f89262fe2f8aab47c1c2,0.43854210761053736,0.6874038386111399,0.7594944201973184
linear_scalar,reduction_free_energy,300,2,4,240,60,e8c95f7e007cf5fef12e0d87dee1579dc11f72d90fabfcef7cbdf3db18529d9c,5ddb104a57453752f5ce7885d1e121363ff93eb3de1d3448423445db8f37517d,0.4028146357106547,0.5558177945288512,0.8089561635937556
xgb_enriched,reduction_free_energy,300,0,0,240,60,6159591c0fb6568b3fe8633cab7fa17f987de108591d3191b8309b21ab7fb2d9,020a1eaf3abcb20e5ad12d1e30e097a3004b8866429ddff5a6f3f859b17b414a,0.3991735840153448,0.6640853463655161,0.7312532092145854
xgb_enriched,reduction_free_energy,300,0,1,240,60,66df2fc1ba8259f9129f693f9c03ef44813a67451c36fcdd74d7286238b53da8,d642b32a01a473295815b1a0526e8366509e598c0b5f91da862434fe164b8e11,0.3549699831002196,0.4761942571703802,0.8755452992053111
xgb_enriched,reduction_free_energy,300,0,2,240,60,4cbb112414f736b406d9f7efc3e1d18c4bfb0396f1dbc3ce4ae01a32c2af947e,8acec7706df4b4171767dfdc10083fd4dd35ef7e31fc8bd735dc5b9d17d49480,0.2597021051328966,0.32443908428574186,0.9525349422525303
xgb_enriched,reduction_free_energy,300,0,3,240,60,724d4dc7efb59ab33c338baebb28351dd483a7d1879e5397191a680c0f495c9d,310b2aa7338a256f0f46934c671b8b4462fc24e20a9d7cca88a48f3f25a7721b,0.3918622203556273,0.6032756981167955,0.785309346842042
xgb_enriched,reduction_free_energy,300,0,4,240,60,38a0fbb6ca3c728cf19c708c3c7784e65dba804a489574c99c149d8aabb22ee5,a6ee30a200bd0c50a61e91309636a7f4909d5616dd6aa1566adef964297aca2b,0.35564026487271955,0.5790998447635296,0.848330136954721
xgb_enriched,reduction_free_energy,300,1,0,240,60,892552f2f479516ee6e34fe35d7449e9feda74329a21528b5d3375cd66d43d14,5ac26c21bea4838d754f895c2d9fc03ce790f1f06c0be2ed593bd02e6c91fb99,0.3365558797526319,0.5018966819705534,0.8765346282288672
xgb_enriched,reduction_free_energy,300,1,1,240,60,946c372857442ce54c599815472bd28705576905316cb56eb2f1f930ea7de0e6,5a8a80dc30152cb637a2c25f31f445cd774958cb6506712509e659cf342225ac,0.3364777913099942,0.5023088773012832,0.8651632512197593
xgb_enriched,reduction_free_energy,300,1,2,240,60,79e328f8ebf49dee024245cb6296219a266acb3386896c56aa8ab4f20c85d866,a89b00b750975b0dd5c3996ba0bbcef4744694ed0d9cd08bb4852aab4e3939ee,0.3003060170666686,0.4233125320821238,0.8997889404464166
xgb_enriched,reduction_free_energy,300,1,3,240,60,8a9d19578bcf6bba39a7e9aa3d08d761f09b88ff94ba9e17a2bf324b9fdc9261,47d3d9135fc98ff6d4b35a3fa42754ab0b08b5942facc7e0cc566f8958d0a4d7,0.2600035313386949,0.36728746765552134,0.9242872073282852
xgb_enriched,reduction_free_energy,300,1,4,240,60,7d617df85d4818a90d66cdc9ac001d46f602aa395ec5d88a0ed52007827a0978,d6757393386263fb28ea2403956b43ceffb2fb961cd43ec9b0c3333afabf6a4e,0.45408042098939255,0.8213857810426907,0.6863964830579671
xgb_enriched,reduction_free_energy,300,2,0,240,60,e6e45ecd3a554833ef172e2c3d2a681f363d3f2f0ec8e780293fff29cc3c543c,5f9e92eb6c42865f3527d17144a798c578d4eff1cf7404d8024c8edc88f17ca3,0.3378177781901665,0.4642120410774049,0.8962022591743957
xgb_enriched,reduction_free_energy,300,2,1,240,60,54903b35b13dad0615a8cc55f7eba6e7f5272853800ad7dea900505b600ad886,bb973716af253f56a3204a9abfe64ca3cec5d24998ccafc74cb611cd133fda70,0.33679994271514413,0.5861360680023965,0.8338191081720303
xgb_enriched,reduction_free_energy,300,2,2,240,60,0330ed9e3387c43ca264aa0a74866fc603b5c59e2b605089698db0c8e4403c0d,970862376a8d352ac78eed2f986913a8f88941010b9302ac7d420fa53ef2fbd6,0.3786294472111573,0.6657606334574625,0.7558253692184628
xgb_enriched,reduction_free_energy,300,2,3,240,60,5c990eb0cd509ca636eb597f33370c19776b9678b5cf73275b2ea93cda88d8c3,f07978ee8b1cf85f4e3829e56d15f793c8cd748caf42f89262fe2f8aab47c1c2,0.44170219970557506,0.6614579779171467,0.7773074089400801
xgb_enriched,reduction_free_energy,300,2,4,240,60,e8c95f7e007cf5fef12e0d87dee1579dc11f72d90fabfcef7cbdf3db18529d9c,5ddb104a57453752f5ce7885d1e121363ff93eb3de1d3448423445db8f37517d,0.2993514567778675,0.42957649101328166,0.8858833143291128
linear_scalar,oxidation_free_energy,392,0,0,313,79,f5902d668264bfc9f2e2df7935d3ecdae3332e479f3e36b11eb4ae09e2f66c1e,17427c41fdc9a6dc797aeade99349e90f694c4746706fca4ab9b41fdc5671c99,0.24722809048888622,0.321581033451729,0.9313124193298308
linear_scalar,oxidation_free_energy,392,0,1,313,79,8eadb133c605a2a334650352a337d173eb687ecb9fe5f142da47e8c9f3a1224d,84f6b2de3498970d47801ecd9f118f1917556a036bc621cd63885d3d0d444981,0.266380393646283,0.3510568996221415,0.9315542314473236
linear_scalar,oxidation_free_energy,392,0,2,314,78,7bb388fc61c37d9e2f8c26c3e316652d6895817aef05d492c0e3567881c5c94d,1077c9a279d80348a56c067b58947135372a87cf23faaf05195dbbedc8b4bf38,0.2719159532734561,0.36089323691398584,0.920408661914708
linear_scalar,oxidation_free_energy,392,0,3,314,78,9514ddf8c36438e34466d45bfbb4f950c88535ce07f661fd4c2c86922d4179e9,5286bde4d38724ef37b95c4cec162fbc8cf69a83c166a359c45c0a9c0a301430,0.3083723254191064,0.4289486333302273,0.8855492990830477
linear_scalar,oxidation_free_energy,392,0,4,314,78,1fcb97a963531c12f483372eb1e02f11d31c3585a25a2c626afde9ea0529bad9,bfdd033468532ce9213ea81f6fc37909c2f63bd1a161fcbddcc57330724fbadc,0.26845811217040894,0.330092041478069,0.9350101531034276
linear_scalar,oxidation_free_energy,392,1,0,313,79,3d275972d2a3a44fa3fb73369bd142df317cffa887fa22e14efc9200822beb96,196088d80b02e7a28dde03c7dc20abf32eb020d3ab585ec54b5ab5e4875cb7c3,0.25232758435641967,0.3694815138601731,0.9097290335782064
linear_scalar,oxidation_free_energy,392,1,1,313,79,13f2a073516ef54accf5adc2fc377a950e0850b3963e0f052256170b9ef65951,96133fbef6ea13c6e458187edf7ac42eb3af4c39a4c693577bafeb0b68380ce5,0.2649499308545016,0.3212446497159303,0.9320900719803789
linear_scalar,oxidation_free_energy,392,1,2,314,78,2336e0a911b2b0a6a4e0a85fc09f2b8a52f2ae40182fec2cf6944852ccebb917,b183bbb124cb5cfa9598ac3a95d71c179598f3ca20171af782856a2a33744dd7,0.2836601883297646,0.3583696109948576,0.9314669423374191
linear_scalar,oxidation_free_energy,392,1,3,314,78,762db0bcd8c56e8b176dbf17f5c4c2b2816716d971e4b4d2ce8fb11a21d05c0d,c7232345505bb862ee04c4fbd033ae3b209a763027f1ef6cb2367b89fe5c71f7,0.26139410937812013,0.3260316729663457,0.9416042005498195
linear_scalar,oxidation_free_energy,392,1,4,314,78,002438455eb866ed044221564e59d289228724b3cedc8fd41bcad9573e41ba5a,97c7a08d014ee7efa0f312d0d910c03fdd6ea355e80844266994d32b6a60a871,0.3055628965804692,0.4249557923365574,0.8822840751112085
linear_scalar,oxidation_free_energy,392,2,0,313,79,8a20deb43159e042faf80fd696b8eef52b3b712aaef4819e8052c6f0ff53a4d0,d02ac0c6d16d3254d01eca2454e3a9d74f230ea1e036bde8dac3dc6dc95725ff,0.29315128156675063,0.4274589107553111,0.900103791485841
linear_scalar,oxidation_free_energy,392,2,1,313,79,01f7ba7cce8ce7352cdb9d394ad14b2b6a6bef2068d59042b8e670c4c8fb0e04,bdfe8d7b058b14f52e2ae06afb05cfa817cc404387c8979950b070e2759d373b,0.2943133344792832,0.3903867656922725,0.9161346151965548
linear_scalar,oxidation_free_energy,392,2,2,314,78,837cf3e14e79d6aafdfad8b4c1190e19a84b38321adaf30c60b38b922c1ff227,1e36f71d57cbac0f5806a6dbd49ef2425a838247e13a2db2be4f2cb80dbc3693,0.25868877549342206,0.2954716402010462,0.9423693608429977
linear_scalar,oxidation_free_energy,392,2,3,314,78,0fced1b5a9482d6064a9f5ccdec7cf0d26b76373dc87668b3b186380f2eb6921,a83ef4288d9d31d8e9410132e77988100d57c73a020d3f6b3e6fed84fd8a4e0e,0.23538615502829144,0.28248774824032263,0.943428386895704
linear_scalar,oxidation_free_energy,392,2,4,314,78,132f28de550a4bec75abde13daef0bdab2c9314d2fffd8eaf6d70daf902199f9,66600f939c99ad2d3c03e7c2bf72087b92b39ef254d5abdae807e461259778c7,0.28710881313806935,0.3957483437427939,0.9045007712424706
xgb_enriched,oxidation_free_energy,392,0,0,313,79,f5902d668264bfc9f2e2df7935d3ecdae3332e479f3e36b11eb4ae09e2f66c1e,17427c41fdc9a6dc797aeade99349e90f694c4746706fca4ab9b41fdc5671c99,0.1942754487881239,0.2672362434056838,0.9525661819841483
xgb_enriched,oxidation_free_energy,392,0,1,313,79,8eadb133c605a2a334650352a337d173eb687ecb9fe5f142da47e8c9f3a1224d,84f6b2de3498970d47801ecd9f118f1917556a036bc621cd63885d3d0d444981,0.20069574830420353,0.28227545533528736,0.9557474999114997
xgb_enriched,oxidation_free_energy,392,0,2,314,78,7bb388fc61c37d9e2f8c26c3e316652d6895817aef05d492c0e3567881c5c94d,1077c9a279d80348a56c067b58947135372a87cf23faaf05195dbbedc8b4bf38,0.20760952568314048,0.3109449709514685,0.9409152512075996
xgb_enriched,oxidation_free_energy,392,0,3,314,78,9514ddf8c36438e34466d45bfbb4f950c88535ce07f661fd4c2c86922d4179e9,5286bde4d38724ef37b95c4cec162fbc8cf69a83c166a359c45c0a9c0a301430,0.23454456092643994,0.35661101078603386,0.9208961945550102
xgb_enriched,oxidation_free_energy,392,0,4,314,78,1fcb97a963531c12f483372eb1e02f11d31c3585a25a2c626afde9ea0529bad9,bfdd033468532ce9213ea81f6fc37909c2f63bd1a161fcbddcc57330724fbadc,0.20552864492702985,0.28889257833630455,0.9502207697723758
