arm,representation,repeat,fold,train_rows,test_rows,train_compounds,test_compounds,mae,rmse,r2,spearman
baseline,Physical,7,4,349,108,78,19,13.719010704817595,20.902581121650506,-0.47341862955232283,0.864094403644815
baseline,Morgan+Physical,7,4,349,108,78,19,8.469483029330219,14.03528490900231,0.33569306304944324,0.8652615622642431
baseline,Morgan,8,0,321,136,77,20,8.401872533820656,16.22021713993842,0.241940556590863,0.663524753428235
baseline,Physical,8,0,321,136,77,20,7.1286246810296,14.86852296403729,0.36302030209643177,0.7956485233907937
baseline,Morgan+Physical,8,0,321,136,77,20,4.52445478927388,14.11285493972012,0.426121849631656,0.814779456708211
baseline,Morgan,8,1,375,82,77,20,10.659687834070718,12.767035486422492,0.304071524234966,0.5221556873692655
baseline,Physical,8,1,375,82,77,20,6.927960593112852,8.754253807181236,0.6727928813187256,0.8586899025890479
baseline,Morgan+Physical,8,1,375,82,77,20,5.837141502246392,8.702765643386709,0.6766305013816338,0.8870548052641064
baseline,Morgan,8,2,377,80,78,19,4.967265239295959,5.7639260575267945,0.667375773836971,0.8376032487957459
baseline,Physical,8,2,377,80,78,19,3.5654472019052506,4.789216811593219,0.7703607751669884,0.8975162845859209
baseline,Morgan+Physical,8,2,377,80,78,19,4.198869341192245,4.774358786060338,0.7717834264866437,0.8925254618727461
baseline,Morgan,8,3,406,51,78,19,17.606692211824303,29.3595783018521,-0.12721636982644902,0.41105938332601916
baseline,Physical,8,3,406,51,78,19,11.805470121196672,18.969915965075106,0.5294145725659654,0.6988137227208994
baseline,Morgan+Physical,8,3,406,51,78,19,13.75130773447074,23.59585822369546,0.27191980721869446,0.719028941985849
baseline,Morgan,8,4,349,108,78,19,13.178153026439523,17.44241166153482,-0.2296731940218506,0.41322385157165115
baseline,Physical,8,4,349,108,78,19,5.93237174212491,8.98349949602199,0.6738121823612417,0.8793266753673494
baseline,Morgan+Physical,8,4,349,108,78,19,7.967854383980785,10.403494443673758,0.5625432514581624,0.8595435240257073
baseline,Morgan,9,0,389,68,77,20,9.872007392883301,17.598002881008338,0.1776076775296016,0.7566212274031847
baseline,Physical,9,0,389,68,77,20,5.307263039504781,7.121995510728184,0.8653036989613,0.8812710002864316
baseline,Morgan+Physical,9,0,389,68,77,20,6.7105848470295175,11.21243382188993,0.666149474735175,0.9213995325860296
baseline,Morgan,9,1,351,106,77,20,13.192489055417619,17.479404123300643,-0.4505420380820542,0.751295310237066
baseline,Physical,9,1,351,106,77,20,8.087346746120812,10.000404923791304,0.5251983238964839,0.9425562093992721
baseline,Morgan+Physical,9,1,351,106,77,20,4.42342320532169,6.0895937630237515,0.8239428300447731,0.9287941672867402
baseline,Morgan,9,2,359,98,78,19,6.476206584323181,17.416933767468908,0.10253416671490678,0.6649451981336082
baseline,Physical,9,2,359,98,78,19,6.197939206321872,16.329128479890866,0.21113890965718185,0.8835701283162948
baseline,Morgan+Physical,9,2,359,98,78,19,4.953953104587477,16.4179597333431,0.20253267857030888,0.7767574455065677
baseline,Morgan,9,3,366,91,78,19,13.56390558754722,24.391372783054692,-2.5749084907470885,0.29690745033829374
baseline,Physical,9,3,366,91,78,19,18.29727022062532,25.48678907916737,-2.9032169549970277,0.6847787330647529
baseline,Morgan+Physical,9,3,366,91,78,19,12.849823528294827,18.302320793090132,-1.0128192079977518,0.6278549038137965
baseline,Morgan,9,4,363,94,78,19,16.74775615171067,20.779215943209792,0.11983941321159719,0.5144819550393203
baseline,Physical,9,4,363,94,78,19,27.45948037417797,30.29179981481371,-0.8704829788387554,0.06850408855664057
baseline,Morgan+Physical,9,4,363,94,78,19,21.84339985549602,24.497248006059944,-0.2233147217606426,0.07300069256386349
plus_lever4,Morgan,0,0,328,129,77,20,15.80106188420732,19.79736735084448,-1.2465833595490716,-0.2692634868251015
plus_lever4,Physical,0,0,328,129,77,20,8.643754219025604,12.409734066754705,0.11726041114753916,0.7230668853940995
plus_lever4,Morgan+Physical,0,0,328,129,77,20,6.897915563539017,9.700335528761626,0.46063697947178106,0.6883063760089726
plus_lever4,Morgan,0,1,321,136,77,20,13.270327840625537,17.482831436499804,-0.31308848270569967,-0.022933490707184263
plus_lever4,Physical,0,1,321,136,77,20,3.955723493979959,4.761632696667807,0.9025947792428927,0.8652183476436048
plus_lever4,Morgan+Physical,0,1,321,136,77,20,7.091669136989816,8.825498066412095,0.665382307660839,0.8104882845707884
plus_lever4,Morgan,0,2,385,72,78,19,6.268117459636264,8.857746930671421,0.02993889940388106,0.0495327547692496
plus_lever4,Physical,0,2,385,72,78,19,5.243361553827922,10.898358616629702,-0.4685026766127671,0.42157738900260855
plus_lever4,Morgan+Physical,0,2,385,72,78,19,5.5897050778283015,9.09130148543682,-0.021891233653100972,0.14751140905818794
plus_lever4,Morgan,0,3,411,46,78,19,9.867929656318998,26.08893468095654,0.08617721016724211,0.5992786766114082
plus_lever4,Physical,0,3,411,46,78,19,7.093668883240741,22.513056553516172,0.31951552950943274,0.8825532506794805
plus_lever4,Morgan+Physical,0,3,411,46,78,19,7.504706212251085,24.082664077879752,0.22132120236088737,0.8226771092210139
plus_lever4,Morgan,0,4,383,74,78,19,16.23708513894571,23.56896636951814,-0.15007120440533428,0.26297376646379506
plus_lever4,Physical,0,4,383,74,78,19,8.962025650739411,13.745342331156115,0.6088396939000325,0.9140759397087826
plus_lever4,Morgan+Physical,0,4,383,74,78,19,11.5210758066497,17.968304055036523,0.3315670773594467,0.8294849315433687
plus_lever4,Morgan,1,0,355,102,77,20,7.422386764436608,9.0745583131983,0.20807070838327002,0.8218613040372529
plus_lever4,Physical,1,0,355,102,77,20,4.979730195262384,8.140515031843991,0.3627069527557625,0.8781401284308225
plus_lever4,Morgan+Physical,1,0,355,102,77,20,4.723433513439404,7.529656151866748,0.45476251770070597,0.909432325548514
plus_lever4,Morgan,1,1,379,78,77,20,10.373795394035241,24.03312431702561,0.05557654826417158,0.40165403100884084
plus_lever4,Physical,1,1,379,78,77,20,6.878965622712649,23.237134743726973,0.11710013670519914,0.9380997550136124
plus_lever4,Morgan+Physical,1,1,379,78,77,20,8.176645388291188,23.26963847278719,0.11462843706692483,0.9009089198734634
plus_lever4,Morgan,1,2,365,92,78,19,14.909710118003515,17.71454997500406,-0.09923459961854486,0.8444538729664535
plus_lever4,Physical,1,2,365,92,78,19,5.4088399587817815,7.442959711930243,0.8059465007716017,0.7638433192096274
plus_lever4,Morgan+Physical,1,2,365,92,78,19,8.219982069430145,10.025085739600902,0.6479483911969655,0.7471619202190694
plus_lever4,Morgan,1,3,346,111,78,19,10.381847117738465,17.313417386600925,0.18810830258250388,0.772040636346388
plus_lever4,Physical,1,3,346,111,78,19,6.978822691757615,11.889147980985701,0.6171453136046512,0.9379768852290337
plus_lever4,Morgan+Physical,1,3,346,111,78,19,6.697530831634247,13.913824205225685,0.4756448641050809,0.9387251961169717
plus_lever4,Morgan,1,4,383,74,78,19,11.551480190586398,15.450778074813183,-0.1837775780761315,0.6054307253727218
plus_lever4,Physical,1,4,383,74,78,19,15.131470201079912,21.42419704083051,-1.2760327577945838,0.9084933286840952
plus_lever4,Morgan+Physical,1,4,383,74,78,19,6.800458687447212,10.774100711622161,0.42438584907086396,0.8852112401309205
plus_lever4,Morgan,2,0,383,74,77,20,17.0548245483151,24.08207313108728,-0.18621941806634967,0.03218028789198679
plus_lever4,Physical,2,0,383,74,77,20,9.680904313196748,15.653270874505031,0.49882720479016196,0.8576120777326807
plus_lever4,Morgan+Physical,2,0,383,74,77,20,12.969221046453942,19.666517541989815,0.2088984874316765,0.5131981626355931
plus_lever4,Morgan,2,1,341,116,77,20,6.299133330141264,7.992154460880511,0.14118488551702402,0.8904115261760212
plus_lever4,Physical,2,1,341,116,77,20,4.088823598203988,6.609953246437134,0.4125529639447474,0.8936957894848168
plus_lever4,Morgan+Physical,2,1,341,116,77,20,3.497142486993198,6.237486355966028,0.4768922443950312,0.9326441192320404
plus_lever4,Morgan,2,2,380,77,78,19,9.717596913622572,23.713034818400796,-0.012727050664265604,0.6241040273746519
plus_lever4,Physical,2,2,380,77,78,19,9.119907879024355,23.583411979644936,-0.0016855481450914755,0.8002477320399574
plus_lever4,Morgan+Physical,2,2,380,77,78,19,7.398158462722581,23.242062836244305,0.027101632937835518,0.7570898507792
plus_lever4,Morgan,2,3,358,99,78,19,5.3638431406194504,6.41748197316443,0.42302779635107035,0.689508755078189
plus_lever4,Physical,2,3,358,99,78,19,3.9836894678905757,7.81375627270133,0.14464716868552918,0.7397426192265779
plus_lever4,Morgan+Physical,2,3,358,99,78,19,4.114974861306855,6.188379995489291,0.46348789727373485,0.7549065828380397
plus_lever4,Morgan,2,4,366,91,78,19,15.364694404099014,18.23121267895863,-0.30200788879157603,0.6883674255525745
plus_lever4,Physical,2,4,366,91,78,19,9.14604434308901,10.57908359584319,0.5615918706412437,0.8771316374369423
plus_lever4,Morgan+Physical,2,4,366,91,78,19,6.01200442295284,7.258344435991593,0.7936247333976079,0.8965819401445897
plus_lever4,Morgan,3,0,348,109,77,20,9.850515186288819,18.62346037511424,0.12545782623629465,0.6104419011502987
plus_lever4,Physical,3,0,348,109,77,20,4.310360960010213,15.342941871953949,0.40642270743301423,0.8700976816463913
plus_lever4,Morgan+Physical,3,0,348,109,77,20,5.864838932128346,16.164023340706798,0.34119188965867475,0.8383881275291113
plus_lever4,Morgan,3,1,417,40,77,20,12.151753050231934,23.505476467129622,0.08449442878266733,0.6081145035610794
plus_lever4,Physical,3,1,417,40,77,20,9.54228735218048,15.474538916526521,0.6032122016860441,0.6152151383082108
plus_lever4,Morgan+Physical,3,1,417,40,77,20,10.23793712029457,16.48394444305659,0.5497588782131477,0.6998312199812546
plus_lever4,Morgan,3,2,295,162,78,19,10.85950156441206,13.008316903320488,0.20059838194627222,0.5823115628924441
plus_lever4,Physical,3,2,295,162,78,19,4.6804502828715755,7.020739797304236,0.7671433951219053,0.8445013587071943
plus_lever4,Morgan+Physical,3,2,295,162,78,19,6.77663366469395,8.346143964875358,0.670925258050201,0.8290881084980937
plus_lever4,Morgan,3,3,366,91,78,19,11.824455937027144,18.861687747531708,0.24200424139319576,0.7630677558307558
plus_lever4,Physical,3,3,366,91,78,19,6.632861056744922,13.144674792709257,0.631866478302033,0.96860449147187
plus_lever4,Morgan+Physical,3,3,366,91,78,19,8.651785210041421,15.734386209695037,0.4725208645630443,0.9504273562699662
plus_lever4,Morgan,3,4,402,55,78,19,10.476464447515315,15.382098398837563,-0.809372282324345,0.18214316351441348
plus_lever4,Physical,3,4,402,55,78,19,7.179081244355636,9.940184820979983,0.24441090459357806,0.9300925009229531
plus_lever4,Morgan+Physical,3,4,402,55,78,19,6.301566182023482,8.973122187933626,0.38427905684365105,0.7512832290264052
plus_lever4,Morgan,4,0,398,59,77,20,10.275598775443386,21.91928107986351,0.055691551084629975,0.24109108692760567
plus_lever4,Physical,4,0,398,59,77,20,10.0038865064524,22.005296841144762,0.048265688674458684,0.751974044650478
plus_lever4,Morgan+Physical,4,0,398,59,77,20,7.066793674404338,20.689564922519857,0.15867464026649358,0.7725178480370667
plus_lever4,Morgan,4,1,340,117,77,20,7.534073092740051,11.860218700221338,-0.4724501317174197,0.4417181414495794
plus_lever4,Physical,4,1,340,117,77,20,4.34826859256777,5.653738997400852,0.6653994029521393,0.6625388371877095
plus_lever4,Morgan+Physical,4,1,340,117,77,20,4.986447716193567,8.015943797523095,0.3273881297187716,0.5691713340111051
plus_lever4,Morgan,4,2,346,111,78,19,13.628407963259583,20.004464658648356,0.008600713012182903,0.5976345029663745
plus_lever4,Physical,4,2,346,111,78,19,14.656309901386981,21.221786548868817,-0.11572873680797646,0.7974568185083948
plus_lever4,Morgan+Physical,4,2,346,111,78,19,10.801292033372484,17.021565770657066,0.28221603963067776,0.7987168744751432
plus_lever4,Morgan,4,3,384,73,78,19,6.7408485747245885,15.66387906156617,0.30634862332241797,0.6533266904597351
plus_lever4,Physical,4,3,384,73,78,19,4.2900990388635085,6.620531254695199,0.8760837420141009,0.7785027561786048
plus_lever4,Morgan+Physical,4,3,384,73,78,19,4.743860966951553,8.179414929983475,0.8108583864598685,0.9661063712610904
plus_lever4,Morgan,4,4,360,97,78,19,13.21303199697278,17.750742231435936,-0.22986644536605394,0.6568263533135187
plus_lever4,Physical,4,4,360,97,78,19,4.854906066697898,5.926871079198514,0.8628878694933246,0.8968965691141366
plus_lever4,Morgan+Physical,4,4,360,97,78,19,7.518580102704234,8.76630104394286,0.7000439131048057,0.9424839213445563
plus_lever4,Morgan,5,0,394,63,77,20,7.254420235648988,16.439888323483142,0.08118742397029144,0.7334547289529771
plus_lever4,Physical,5,0,394,63,77,20,5.200866820289975,6.350710274582116,0.8628885242259854,0.5832177721188841
plus_lever4,Morgan+Physical,5,0,394,63,77,20,5.656911176469591,9.760747810205052,0.676111603991747,0.7573363922600971
plus_lever4,Morgan,5,1,376,81,77,20,9.172393744631167,11.83284381052476,0.4934684910716626,0.8023833752067941
plus_lever4,Physical,5,1,376,81,77,20,7.440442632472662,11.223138136607878,0.5443233040971167,0.8667189350269676
plus_lever4,Morgan+Physical,5,1,376,81,77,20,6.131147070482043,9.187222981406402,0.6946508493731403,0.9018103822756185
plus_lever4,Morgan,5,2,346,111,78,19,15.031620462487023,22.43039536883135,0.09189270466542254,0.47149653428813326
plus_lever4,Physical,5,2,346,111,78,19,7.10708704017158,16.01685682997956,0.5369606558715754,0.945174004334904
plus_lever4,Morgan+Physical,5,2,346,111,78,19,10.898484800923665,18.57948287129763,0.37693902395741796,0.874244205444949
plus_lever4,Morgan,5,3,329,128,78,19,6.0287598174572,8.74038531179953,0.3287868187874422,0.8442322922595502
plus_lever4,Physical,5,3,329,128,78,19,9.583978587132691,16.7663559487139,-1.4698847202538965,0.9052053581227344
plus_lever4,Morgan+Physical,5,3,329,128,78,19,3.9808036805987355,5.729985196679672,0.7115262372020805,0.8994119334798032
plus_lever4,Morgan,5,4,383,74,78,19,12.516003713968637,20.629905716388055,0.0882375642346862,0.6334981469037098
plus_lever4,Physical,5,4,383,74,78,19,7.737695333893235,14.957419110922597,0.5207076084205479,0.6824451607850415
plus_lever4,Morgan+Physical,5,4,383,74,78,19,9.527249781221958,17.426948031262473,0.3493762965969128,0.6904482621765979
plus_lever4,Morgan,6,0,414,43,77,20,11.0422242153079,20.548884462955137,0.08691594692311233,0.5194802158142786
plus_lever4,Physical,6,0,414,43,77,20,6.351633994390799,9.136664598327462,0.8194865268359839,0.6958526241728668
