source_id,source_page,section,formula,compound_name,dielectric,t_C,T_K,alpha_1e5,alpha_kind,valid_range_C,references,frequency_note,source_quality,eligibility_status,notes,raw_line
nbs514:p40:007,40,C. Organic Liquids,C9H14O6,Glyceryl triacetate,7.19,20,293.15,,,,"244 [27,232]",,three_figures,candidate_near_room,,"C9H14O6 Glyceryl triacetate (Triacetin) 7.19 20 244 [27,232]"
nbs514:p40:008,40,C. Organic Liquids,C9H16O4,Diethyl glutarate,6.66,30,303.15,2700,a,"30,40",260,,three_figures,candidate_near_room,,"C9H16O4 Diethyl glutarate 6.66 30 2.7 30,40 260"
nbs514:p40:009,40,C. Organic Liquids,C9H16O4,"dl-erythro-2,3-Diacetoxypentane",6.734,25,298.15,,,,238,,four_figures,candidate_near_room,,"C9H16O4 dl-erythro-2,3-Diacetoxypentane 6.734 25 238"
nbs514:p40:010,40,C. Organic Liquids,C9H16O4,"dl-threo-2,3-Diacetoxypentane",5.228,25,298.15,,,,238,,four_figures,candidate_near_room,,"C9H16O4 dl-threo-2,3-Diacetoxypentane 5.228 25 238"
nbs514:p40:011,40,C. Organic Liquids,C9H18,4-Ethyl-3-heptene,2.48,20,293.15,,,,283,,three_figures,candidate_exception,t-mixture of cis-trans isomers,C9H18 4-Ethyl-3-heptene^t 2.48 20 283
nbs514:p40:012,40,C. Organic Liquids,C9H18,"2,6-Dimethyl-2-heptene",2.61,20,293.15,,,,283,,three_figures,candidate_near_room,,"C9H18 2,6-Dimethyl-2-heptene 2.61 20 283"
nbs514:p40:013,40,C. Organic Liquids,C9H18,"3,6-Dimethyl-3-heptene",2.65,20,293.15,,,,283,,three_figures,candidate_exception,t-mixture of cis-trans isomers,"C9H18 3,6-Dimethyl-3-heptene^t 2.65 20 283"
nbs514:p40:014,40,C. Organic Liquids,C9H18O2,Isoamyl butyrate,4.0,20,293.15,,,,27,f=5x10^8 cycles/sec,two_or_less,candidate_near_room,,C9H18O2 Isoamyl butyrate 4.0^n 20 27
nbs514:p40:015,40,C. Organic Liquids,C9H18O2,Isobutyl valerate,3.8,19,292.15,,,,27,f=5x10^8 cycles/sec,two_or_less,candidate_near_room,,C9H18O2 Isobutyl valerate 3.8^n 19 27
nbs514:p40:016,40,C. Organic Liquids,C9H19Br,1-Bromononane,4.74,25,298.15,1130,a,"1,55",272,,three_figures,candidate_near_room,,"C9H19Br 1-Bromononane 4.74 25 1.13 1,55 272"
nbs514:p40:017,40,C. Organic Liquids,C9H19BrO,1-Bromo-2-ethoxyheptane,5.48,20,293.15,,,,150,,three_figures,candidate_near_room,,C9H19BrO 1-Bromo-2-ethoxyheptane 5.48 20 150
nbs514:p40:018,40,C. Organic Liquids,C9H19BrO,2-Bromo-3-ethoxyheptane,5.22,25,298.15,,,,150,,three_figures,candidate_near_room,,C9H19BrO 2-Bromo-3-ethoxyheptane 5.22 25 150
nbs514:p40:019,40,C. Organic Liquids,C9H19BrO,3-Bromo-4-ethoxyheptane,6.24,25,298.15,,,,150,,three_figures,candidate_near_room,,C9H19BrO 3-Bromo-4-ethoxyheptane 6.24 25 150
nbs514:p40:020,40,C. Organic Liquids,C9H20,n-Nonane,1.972,20,293.15,135,a,"-10,90",88 [35],,four_figures,candidate_near_room,,"C9H20 n-Nonane 1.972 20 0.135 -10,90 88 [35]"
nbs514:p40:021,40,C. Organic Liquids,C9H20,2-Methyloctane,1.97,20,293.15,,,,35,,three_figures,candidate_near_room,,C9H20 2-Methyloctane 1.97 20 35
nbs514:p40:022,40,C. Organic Liquids,C9H20,4-Methyloctane,1.97,20,293.15,,,,35,,three_figures,candidate_near_room,,C9H20 4-Methyloctane 1.97 20 35
nbs514:p41:001,41,C. Organic Liquids,C9H20,"2,4-Dimethylheptane",1.89,20,293.15,,,,35,,three_figures,candidate_near_room,,"C9H20 2,4-Dimethylheptane 1.89 20 35"
nbs514:p41:002,41,C. Organic Liquids,C9H20,"2,5-Dimethylheptane",1.89,20,293.15,,,,35,,three_figures,candidate_near_room,,"C9H20 2,5-Dimethylheptane 1.89 20 35"
nbs514:p41:003,41,C. Organic Liquids,C9H20,"2,6-Dimethylheptane",1.99,20,293.15,,,,35,,three_figures,candidate_near_room,,"C9H20 2,6-Dimethylheptane 1.99 20 35"
nbs514:p41:004,41,C. Organic Liquids,C10H7Br,1-Bromonaphthalene,4.83,25,298.15,870,a,"25,55","272 [7,12]",,three_figures,candidate_near_room,,"C10H7Br 1-Bromonaphthalene 4.83 25 0.87 25,55 272 [7,12]"
nbs514:p41:005,41,C. Organic Liquids,C10H7Cl,1-Chloronaphthalene,5.04,25,298.15,1070,a,"1,55",272,,three_figures,candidate_near_room,,"C10H7Cl 1-Chloronaphthalene 5.04 25 1.07 1,55 272"
nbs514:p41:006,41,C. Organic Liquids,C10H10N2,"2,3-Dimethylquinoxaline",2.28,25,298.15,,,,153,,three_figures,candidate_near_room,,"C10H10N2 2,3-Dimethylquinoxaline 2.28 25 153"
nbs514:p41:007,41,C. Organic Liquids,C10H10O2,"1-Allyl-3,4-methylenedioxybenzene",3.1,21,294.15,,,,7 [22],f=4x10^8 cycles/sec,two_or_less,candidate_near_room,,"C10H10O2 1-Allyl-3,4-methylenedioxybenzene (Safrole) 3.1^a 21 7 [22]"
nbs514:p41:008,41,C. Organic Liquids,C10H10O2,"1-Propenyl-3,4-methylenedioxybenzene",3.3,21,294.15,,,,7 [22],f=4x10^8 cycles/sec,two_or_less,candidate_near_room,,"C10H10O2 1-Propenyl-3,4-methylenedioxybenzene (Isosafrole) 3.3^a 21 7 [22]"
nbs514:p41:009,41,C. Organic Liquids,C10H10O4,Dimethyl phthalate,8.5,24,297.15,,,,232,,two_or_less,candidate_near_room,,C10H10O4 Dimethyl phthalate 8.5 24 232
nbs514:p41:010,41,C. Organic Liquids,C10H12,"1,2,3,4-Tetrahydronaphthalene",2.757,20,293.15,290,a,"10,40","163,196",,four_figures,candidate_near_room,,"C10H12 1,2,3,4-Tetrahydronaphthalene (Tetralin) 2.757 20 0.29 10,40 163,196"
nbs514:p41:011,41,C. Organic Liquids,C10H12O,Cumaldehyde,11.,15,288.15,,,,4,,two_or_less,candidate_near_room,,C10H12O Cumaldehyde (p-Isopropylbenzaldehyde) 11. 15 4
nbs514:p41:012,41,C. Organic Liquids,C10H12O,Tetrahydro-beta-naphthol,11.7,20,293.15,,,,256,,three_figures,candidate_near_room,,C10H12O Tetrahydro-beta-naphthol 11.7 20 256
nbs514:p41:013,41,C. Organic Liquids,C10H12O2,Ethyl phenylacetate,5.20,21,294.15,,,,7,f=4x10^8 cycles/sec,three_figures,candidate_near_room,,C10H12O2 Ethyl phenylacetate 5.20^a 21 7
nbs514:p41:014,41,C. Organic Liquids,C10H14,Isobutylbenzene,2.35,17,290.15,,,,"1,3",,three_figures,candidate_near_room,,"C10H14 Isobutylbenzene 2.35 17 1,3"
nbs514:p41:015,41,C. Organic Liquids,C10H14,t-Butylbenzene,2.38,20,293.15,,,,35,,three_figures,candidate_near_room,,C10H14 t-Butylbenzene 2.38 20 35
nbs514:p41:016,41,C. Organic Liquids,C10H14,1-Methyl-4-isopropylbenzene,2.243,20,293.15,160,a,"4,60","3,100,158 [41,196]",,four_figures,candidate_near_room,,"C10H14 1-Methyl-4-isopropylbenzene (p-Cymene) 2.243 20 0.16 4,60 3,100,158 [41,196]"
nbs514:p41:017,41,C. Organic Liquids,C10H14O,Carvone,11.,22,295.15,,,,22,f=3.6x10^8 cycles/sec,two_or_less,candidate_near_room,,C10H14O Carvone 11.^b 22 22
nbs514:p41:018,41,C. Organic Liquids,C10H15N,"N,N-Diethylaniline",5.5,19,292.15,,,,27,f=5x10^8 cycles/sec,two_or_less,candidate_near_room,,"C10H15N N,N-Diethylaniline 5.5^n 19 27"
nbs514:p42:001,42,C. Organic Liquids,C10H16,d-Pinene,2.64,25,298.15,,,,164 [24],,three_figures,candidate_near_room,,C10H16 d-Pinene 2.64 25 164 [24]
nbs514:p42:002,42,C. Organic Liquids,C10H16,l-Pinene,2.76,20,293.15,,,,196 [24],,three_figures,candidate_near_room,,C10H16 l-Pinene 2.76 20 196 [24]
nbs514:p42:003,42,C. Organic Liquids,C10H16,Terpinene,2.7,21,294.15,,,,22,f=3.6x10^8 cycles/sec,two_or_less,candidate_near_room,,C10H16 Terpinene 2.7^b 21 22
nbs514:p42:004,42,C. Organic Liquids,C10H16,d-Limonene,2.36,20,293.15,,,,24,,three_figures,candidate_near_room,,C10H16 d-Limonene 2.36 20 24
nbs514:p42:005,42,C. Organic Liquids,C10H16,dl-Limonene,2.30,20,293.15,,,,24,,three_figures,candidate_near_room,,C10H16 dl-Limonene (Dipentene) 2.30 20 24
nbs514:p42:006,42,C. Organic Liquids,C10H16O,Dihydrocarvone,8.53,19,292.15,,,,7,f=4x10^8 cycles/sec,three_figures,candidate_near_room,,C10H16O Dihydrocarvone 8.53^a 19 7
nbs514:p42:007,42,C. Organic Liquids,C10H16O,Carvenone,19.,20,293.15,,,,"7,8",,two_or_less,candidate_near_room,,"C10H16O Carvenone 19. 20 7,8"
nbs514:p42:008,42,C. Organic Liquids,C10H16O,Pulegone,9.5,20,293.15,,,,7,f=4x10^8 cycles/sec,two_or_less,candidate_near_room,,C10H16O Pulegone 9.5^a 20 7
nbs514:p42:009,42,C. Organic Liquids,C10H16O,Fenchone,12.8,21,294.15,,,,232,,three_figures,candidate_near_room,,C10H16O Fenchone 12.8 21 232
nbs514:p42:010,42,C. Organic Liquids,C10H18,5-Decyne,2.173,25,298.15,148,a,"25,125",154,,four_figures,candidate_near_room,,"C10H18 5-Decyne (Dibutylacetylene) 2.173 25 0.148 25,125 154"
nbs514:p42:011,42,C. Organic Liquids,C10H18,cis-Decahydronaphthalene,2.197,20,293.15,110,a,"20,100","128,275",,four_figures,candidate_near_room,,"C10H18 cis-Decahydronaphthalene 2.197 20 0.11 20,100 128,275"
nbs514:p42:012,42,C. Organic Liquids,C10H18,trans-Decahydronaphthalene,2.172,20,293.15,110,a,"20,100","128,275",,four_figures,candidate_near_room,,"C10H18 trans-Decahydronaphthalene 2.172 20 0.11 20,100 128,275"
nbs514:p42:013,42,C. Organic Liquids,C10H18O,Menthone,8.8,18,291.15,,,,22 [27],f=3.6x10^8 cycles/sec,two_or_less,candidate_near_room,,C10H18O Menthone 8.8^b 18 22 [27]
nbs514:p42:014,42,C. Organic Liquids,C10H20,cis-5-Decene,2.071,25,298.15,,,,239,,four_figures,candidate_near_room,,C10H20 cis-5-Decene 2.071 25 239
nbs514:p42:015,42,C. Organic Liquids,C10H20,trans-5-Decene,2.030,25,298.15,,,,239,,four_figures,candidate_near_room,,C10H20 trans-5-Decene 2.030 25 239
nbs514:p42:016,42,C. Organic Liquids,C10H20,5-Methyl-4-nonene,2.18,20,293.15,,,,283,,three_figures,candidate_exception,t-mixture of cis-trans isomers,C10H20 5-Methyl-4-nonene^t 2.18 20 283
nbs514:p42:017,42,C. Organic Liquids,C10H20,"2,4,6-Trimethyl-3-heptene",2.29,20,293.15,,,,283,,three_figures,candidate_exception,t-mixture of cis-trans isomers,"C10H20 2,4,6-Trimethyl-3-heptene^t 2.29 20 283"
nbs514:p42:018,42,C. Organic Liquids,C10H20O2,Isoamyl valerate,3.6,19,292.15,,,,27,f=5x10^8 cycles/sec,two_or_less,candidate_near_room,,C10H20O2 Isoamyl valerate 3.6^n 19 27
nbs514:p42:019,42,C. Organic Liquids,C10H21Br,1-Bromodecane,4.44,25,298.15,1070,a,"25,55",272,,three_figures,candidate_near_room,,"C10H21Br 1-Bromodecane 4.44 25 1.07 25,55 272"
nbs514:p42:020,42,C. Organic Liquids,C10H22,n-Decane,1.991,20,293.15,130,a,"-10,110",88,,four_figures,candidate_near_room,,"C10H22 n-Decane 1.991 20 0.130 -10,110 88"
nbs514:p42:021,42,C. Organic Liquids,C10H22,"2,7-Dimethyloctane",1.983,20,293.15,137,a,"20,120",141 [35],,four_figures,candidate_near_room,,"C10H22 2,7-Dimethyloctane 1.983 20 0.137 20,120 141 [35]"
nbs514:p42:022,42,C. Organic Liquids,C10H22O,1-Decanol,8.1,20,293.15,,,,142,,two_or_less,candidate_near_room,,C10H22O 1-Decanol 8.1 20 142
nbs514:p42:023,42,C. Organic Liquids,C10H22O,Amyl ether,2.77,25,298.15,700,a,"25,40","7,198,260",,three_figures,candidate_near_room,,"C10H22O Amyl ether 2.77 25 0.7 25,40 7,198,260"
nbs514:p42:024,42,C. Organic Liquids,C10H22O,Isoamyl ether,2.82,20,293.15,500,a,"20,50",66,,three_figures,candidate_near_room,,"C10H22O Isoamyl ether 2.82 20 0.50 20,50 66"
