source_id,source_page,section,formula,compound_name,dielectric,t_C,T_K,alpha_1e5,alpha_kind,valid_range_C,references,frequency_note,source_quality,eligibility_status,notes,raw_line
nbs514:p43:011,43,C. ORGANIC LIQUIDS,C11H20O4,"dl-threo-3,4-Diacetoxyheptane",5.029,25,298.15,,,,238,,three_figures,candidate_near_room,exact tabulated point within 15-30 C; formula shared with preceding dl-erythro entry; final 9 printed in smaller type and not counted in source_quality,"C11H20O4 | dl-threo-3,4-Diacetoxyheptane | eps 5.029 | t 25 | refs 238"
nbs514:p43:012,43,C. ORGANIC LIQUIDS,C11H24,n-Undecane,2.005,20,293.15,125,a,"10,130",88,,three_figures,candidate_near_room,exact tabulated point within 15-30 C; final 5 printed in smaller type and not counted in source_quality,C11H24 | n-Undecane | eps 2.005 | t 20 | a 0.125 | range 10/130 | refs 88
nbs514:p43:013,43,C. ORGANIC LIQUIDS,C12H10O,Phenyl ether,3.65,30,303.15,700,a,"30,50","66,260 [289]",,three_figures,candidate_near_room,exact tabulated point at 30 C boundary,C12H10O | Phenyl ether | eps 3.65 | t 30 | a 0.7 | range 30/50 | refs 66/260 [289]
nbs514:p43:014,43,C. ORGANIC LIQUIDS,C12H12O,1-Ethoxynaphthalene,3.3,19,292.15,,,,27,f = 5x10^8 cycles/sec,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C12H12O | 1-Ethoxynaphthalene | eps 3.3 | t 19 | refs 27
nbs514:p44:001,44,C. ORGANIC LIQUIDS,C12H16O2,Amyl benzoate,5.00,20,293.15,700,a,at 20,"7,8,10 [27]",,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H16O2 | Amyl benzoate | eps 5.00 | t 20 | a 0.7 | range at 20 | refs 7/8/10 [27]
nbs514:p44:002,44,C. ORGANIC LIQUIDS,C12H16O3,Isoamyl salicylate,5.4,20,293.15,,,,27,f = 5x10^8 cycles/sec,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C12H16O3 | Isoamyl salicylate | eps 5.4 | t 20 | refs 27
nbs514:p44:003,44,C. ORGANIC LIQUIDS,C12H20O2,Bornyl acetate,4.6,21,294.15,,,,232,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C12H20O2 | Bornyl acetate | eps 4.6 | t 21 | refs 232
nbs514:p44:004,44,C. ORGANIC LIQUIDS,C12H22,"6-Dodecyne (Diamylacetylene)",2.171,25,298.15,148,a,"25,125",154,,four_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H22 | 6-Dodecyne (Diamylacetylene) | eps 2.171 | t 25 | a 0.148 | range 25/125 | refs 154
nbs514:p44:005,44,C. ORGANIC LIQUIDS,C12H25Br,1-Bromododecane,4.07,25,298.15,900,a,"1,55",272,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H25Br | 1-Bromododecane | eps 4.07 | t 25 | a 0.9 | range 1/55 | refs 272
nbs514:p44:006,44,C. ORGANIC LIQUIDS,C12H25Cl,1-Chlorododecane,4.17,25,298.15,1200,a,"1,40",272,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H25Cl | 1-Chlorododecane | eps 4.17 | t 25 | a 1.2 | range 1/40 | refs 272
nbs514:p44:007,44,C. ORGANIC LIQUIDS,C12H25I,1-Iodododecane,3.93,20,293.15,,,,242,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H25I | 1-Iodododecane | eps 3.93 | t 20 | refs 242
nbs514:p44:008,44,C. ORGANIC LIQUIDS,C12H26,n-Dodecane,2.014,20,293.15,120,a,"10,150",88,,four_figures,candidate_near_room,exact tabulated point within 15-30 C,C12H26 | n-Dodecane | eps 2.014 | t 20 | a 0.120 | range 10/150 | refs 88
nbs514:p44:009,44,C. ORGANIC LIQUIDS,C12H26O,1-Dodecanol,6.5,25,298.15,,,,"281 [142]",,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C12H26O | 1-Dodecanol | eps 6.5 | t 25 | refs 281 [142]
nbs514:p44:010,44,C. ORGANIC LIQUIDS,C12H27O4P,Tributylphosphate,7.959,30,303.15,2740,a,"30,35",295,,three_figures,candidate_near_room,exact tabulated point at 30 C boundary; final 9 printed in smaller type and not counted in source_quality,C12H27O4P | Tributylphosphate | eps 7.959 | t 30 | a 2.74 | range 30/35 | refs 295
nbs514:p44:011,44,C. ORGANIC LIQUIDS,C13H12,Diphenylmethane,2.57,25,298.15,140,a,"20,50","66,269",,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C13H12 | Diphenylmethane | eps 2.57 | t 25 | a 0.14 | range 20/50 | refs 66/269
nbs514:p44:012,44,C. ORGANIC LIQUIDS,C13H14O4,Ethyl α-benzoylacetoacetate,12.,21,294.15,,,,8 [7],,uncertain,candidate_near_room,dielectric printed as 12. with no trailing digit; exact tabulated point within 15-30 C,C13H14O4 | Ethyl alpha-benzoylacetoacetate | eps 12. | t 21 | refs 8 [7]
nbs514:p44:013,44,C. ORGANIC LIQUIDS,C13H20O,α-Ionone,10.8,19,292.15,,,,253,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C13H20O | alpha-Ionone | eps 10.8 | t 19 | refs 253
nbs514:p44:014,44,C. ORGANIC LIQUIDS,C13H20O,β-Ionone,11.7,25,298.15,,,,253,,three_figures,candidate_near_room,exact tabulated point within 15-30 C; formula shared with preceding alpha-Ionone entry,C13H20O | beta-Ionone | eps 11.7 | t 25 | refs 253
nbs514:p44:015,44,C. ORGANIC LIQUIDS,C13H24O4,Diethyl azelate,5.13,30,303.15,1600,a,"30,40",260,,three_figures,candidate_near_room,exact tabulated point at 30 C boundary,C13H24O4 | Diethyl azelate | eps 5.13 | t 30 | a 1.6 | range 30/40 | refs 260
nbs514:p44:016,44,C. ORGANIC LIQUIDS,C13H26O2,Ethyl undecanoate,3.55,20,293.15,830,a,"-22,28",201,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C13H26O2 | Ethyl undecanoate | eps 3.55 | t 20 | a 0.83 | range -22/28 | refs 201
nbs514:p44:017,44,C. ORGANIC LIQUIDS,C14H12O2,Benzyl benzoate,4.9,20,293.15,,,,27,f = 5x10^8 cycles/sec,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C14H12O2 | Benzyl benzoate | eps 4.9 | t 20 | refs 27
nbs514:p44:018,44,C. ORGANIC LIQUIDS,C14H12O3,Benzyl salicylate,4.1,20,293.15,,,,27,f = 5x10^8 cycles/sec,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C14H12O3 | Benzyl salicylate | eps 4.1 | t 20 | refs 27
nbs514:p44:019,44,C. ORGANIC LIQUIDS,C14H15N,Dibenzylamine,3.6,20,293.15,,,,"14,22",f = 3.6x10^8 cycles/sec,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C14H15N | Dibenzylamine | eps 3.6 | t 20 | refs 14/22
nbs514:p45:001,45,C. ORGANIC LIQUIDS,C14H16O4,Diethyl benzalmalonate,7.6,20,293.15,,,,8,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C14H16O4 | Diethyl benzalmalonate | eps 7.6 | t 20 | refs 8
nbs514:p45:002,45,C. ORGANIC LIQUIDS,C14H26O4,Diethyl sebacate,5.00,30,303.15,1200,a,"30,40",260,,three_figures,candidate_near_room,exact tabulated point at 30 C boundary,C14H26O4 | Diethyl sebacate | eps 5.00 | t 30 | a 1.2 | range 30/40 | refs 260
nbs514:p45:003,45,C. ORGANIC LIQUIDS,C14H28O2,Ethyl dodecanoate (Ethyl laurate),3.44,20,293.15,650,a,"20,100",67,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C14H28O2 | Ethyl dodecanoate (Ethyl laurate) | eps 3.44 | t 20 | a 0.65 | range 20/100 | refs 67
nbs514:p45:004,45,C. ORGANIC LIQUIDS,C14H29Br,1-Bromotetradecane,3.84,25,298.15,800,a,"1,55",272,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C14H29Br | 1-Bromotetradecane | eps 3.84 | t 25 | a 0.80 | range 1/55 | refs 272
nbs514:p45:005,45,C. ORGANIC LIQUIDS,C15H24,Cedrene,3.27,25,298.15,,,,221,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C15H24 | Cedrene | eps 3.27 | t 25 | refs 221
nbs514:p45:006,45,C. ORGANIC LIQUIDS,C15H31Br,1-Bromopentadecane,3.89,20,293.15,,,,286,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C15H31Br | 1-Bromopentadecane | eps 3.89 | t 20 | refs 286
nbs514:p45:007,45,C. ORGANIC LIQUIDS,C16H22O4,Dibutyl phthalate,6.436,30,303.15,1980,a,"30,35",295 [267],,three_figures,candidate_near_room,exact tabulated point at 30 C boundary; final 6 printed in smaller type and not counted in source_quality,C16H22O4 | Dibutyl phthalate | eps 6.436 | t 30 | a 1.98 | range 30/35 | refs 295 [267]
nbs514:p45:008,45,C. ORGANIC LIQUIDS,C16H33Br,1-Bromohexadecane,3.71,25,298.15,700,a,"25,55","272,293",,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C16H33Br | 1-Bromohexadecane | eps 3.71 | t 25 | a 0.7 | range 25/55 | refs 272/293
nbs514:p45:009,45,C. ORGANIC LIQUIDS,C16H33I,1-Iodohexadecane,3.50,20,293.15,,,,242 [27],,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C16H33I | 1-Iodohexadecane | eps 3.50 | t 20 | refs 242 [27]
nbs514:p45:010,45,C. ORGANIC LIQUIDS,C18H32O2,Linoleic acid,2.71,20,293.15,,,,"208,235,262",,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C18H32O2 | Linoleic acid | eps 2.71 | t 20 | refs 208/235/262
nbs514:p45:011,45,C. ORGANIC LIQUIDS,C18H34O2,Oleic acid,2.46,20,293.15,,,,"136,181,208,235,262",,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C18H34O2 | Oleic acid | eps 2.46 | t 20 | refs 136/181/208/235/262
nbs514:p45:012,45,C. ORGANIC LIQUIDS,C18H34O4,Dibutyl sebacate,4.546,30,303.15,1070,a,"30,35","295 [267,279]",,three_figures,candidate_near_room,exact tabulated point at 30 C boundary; final 6 printed in smaller type and not counted in source_quality,C18H34O4 | Dibutyl sebacate | eps 4.546 | t 30 | a 1.07 | range 30/35 | refs 295 [267/279]
nbs514:p46:001,46,C. ORGANIC LIQUIDS,C18H36O2,Ethyl palmitate,3.20,20,293.15,400,a,"20,40",201,,three_figures,candidate_near_room,exact tabulated point within 15-30 C; formula shared with preceding Stearic acid entry,C18H36O2 | Ethyl palmitate | eps 3.20 | t 20 | a 0.4 | range 20/40 | refs 201
nbs514:p46:002,46,C. ORGANIC LIQUIDS,C18H37Br,1-Bromooctadecane,3.53,30,303.15,500,a,"27,58",293,,three_figures,candidate_near_room,exact tabulated point at 30 C boundary,C18H37Br | 1-Bromooctadecane | eps 3.53 | t 30 | a 0.5 | range 27/58 | refs 293
nbs514:p46:003,46,C. ORGANIC LIQUIDS,C20H38O2,Ethyl oleate,3.17,28,301.15,480,a,"28,122",67,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C20H38O2 | Ethyl oleate | eps 3.17 | t 28 | a 0.48 | range 28/122 | refs 67
nbs514:p46:004,46,C. ORGANIC LIQUIDS,C22H42O2,Butyl oleate,4.0,25,298.15,,,,232,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C22H42O2 | Butyl oleate | eps 4.0 | t 25 | refs 232
nbs514:p46:005,46,C. ORGANIC LIQUIDS,C22H42O3,Isobutyl ricinoleate (Isobutyl 12-hydroxy-9-octadecenoate),4.7,21,294.15,,,,26,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C22H42O3 | Isobutyl ricinoleate (Isobutyl 12-hydroxy-9-octadecenoate) | eps 4.7 | t 21 | refs 26
nbs514:p46:006,46,C. ORGANIC LIQUIDS,C22H44O2,Butyl stearate,3.111,30,303.15,530,a,"30,35",295,,three_figures,candidate_near_room,exact tabulated point at 30 C boundary; final 1 printed in smaller type and not counted in source_quality,C22H44O2 | Butyl stearate | eps 3.111 | t 30 | a 0.53 | range 30/35 | refs 295
nbs514:p47:001,47,C. ORGANIC LIQUIDS,C24H30O4,Dibenzyl sebacate,4.6,25,298.15,,,,267,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C24H30O4 | Dibenzyl sebacate | eps 4.6 | t 25 | refs 267
nbs514:p47:002,47,C. ORGANIC LIQUIDS,C24H38O4,Dioctyl phthalate,5.1,25,298.15,,,,267,,two_or_less,candidate_near_room,exact tabulated point within 15-30 C,C24H38O4 | Dioctyl phthalate | eps 5.1 | t 25 | refs 267
nbs514:p47:003,47,C. ORGANIC LIQUIDS,C26H50O4,Dioctyl sebacate,4.01,26,299.15,,,,279,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C26H50O4 | Dioctyl sebacate | eps 4.01 | t 26 | refs 279
nbs514:p47:004,47,C. ORGANIC LIQUIDS,C34H66,Tetratriacontadiene,2.82,25,298.15,,,,155,,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C34H66 | Tetratriacontadiene | eps 2.82 | t 25 | refs 155
nbs514:p47:005,47,C. ORGANIC LIQUIDS,C57H104O6,Triolein,3.20,25,298.15,,,,235 [208],,three_figures,candidate_near_room,exact tabulated point within 15-30 C,C57H104O6 | Triolein | eps 3.20 | t 25 | refs 235 [208]
