source_id,source_page,section,formula,compound_name,dielectric,t_C,T_K,alpha_1e5,alpha_kind,valid_range_C,references,frequency_note,source_quality,eligibility_status,notes,raw_line
"nbs514:p28:012","28","C. ORGANIC LIQUIDS-Continued","C6H12Br2","dl-3,4-Dibromohexane","6.732","25","298.15","","","","238","","four_figures","candidate_near_room","","C6H12Br2 | dl-3,4-Dibromohexane | 6.732 | 25 | ref 238"
"nbs514:p28:013","28","C. ORGANIC LIQUIDS-Continued","C6H12Br2","meso-3,4-Dibromohexane","4.67","25","298.15","","","","238","","three_figures","candidate_near_room","extrapolated from mixtures containing both isomers","C6H12Br2 | meso-3,4-Dibromohexane | 4.67v | 25 | ref 238"
"nbs514:p28:014","28","C. ORGANIC LIQUIDS-Continued","C6H12O","Cyclohexanol","15.0","25","298.15","437","alpha","20 to 66","35,98,207 [84,261]","","three_figures","candidate_near_room","","C6H12O | Cyclohexanol | 15.0 | 25 | alpha 0.437 | 20,66 | refs 35,98,207 [84,261]"
"nbs514:p28:015","28","C. ORGANIC LIQUIDS-Continued","C6H12O","4-Methyl-2-pentanone","13.11","20","293.15","210","alpha","-20 to 100","240","","four_figures","candidate_near_room","","C6H12O | 4-Methyl-2-pentanone | 13.11 | 20 | alpha 0.210 | -20,100 | ref 240"
"nbs514:p28:016","28","C. ORGANIC LIQUIDS-Continued","C6H12O2","Amyl formate","6.49","25","298.15","","","","160 [7]","","three_figures","candidate_near_room","","C6H12O2 | Amyl formate | 6.49 | 25 | ref 160 [7]"
"nbs514:p28:017","28","C. ORGANIC LIQUIDS-Continued","C6H12O2","Butyl acetate","5.01","20","293.15","1400","a","20 to 40","7,8,10,37,260","","three_figures","candidate_near_room","","C6H12O2 | Butyl acetate | 5.01 | 20 | a 1.4 | 20,40 | refs 7,8,10,37,260"
"nbs514:p28:018","28","C. ORGANIC LIQUIDS-Continued","C6H12O2","Isobutyl acetate","5.29","20","293.15","1600","a","20","7,8,10,57","","three_figures","candidate_near_room","","C6H12O2 | Isobutyl acetate | 5.29 | 20 | a 1.6 at 20 | refs 7,8,10,57"
"nbs514:p28:019","28","C. ORGANIC LIQUIDS-Continued","C6H12O2","Propyl propionate","4.7","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H12O2 | Propyl propionate | 4.7n | 20 | ref 27"
"nbs514:p28:020","28","C. ORGANIC LIQUIDS-Continued","C6H12O2","Ethyl butyrate","5.10","18","291.15","1000","a","20","7,8","","three_figures","candidate_near_room","","C6H12O2 | Ethyl butyrate | 5.10 | 18 | a 1.0 at 20 | refs 7,8"
"nbs514:p29:001","29","C. ORGANIC LIQUIDS-Continued","C6H12O2","Methyl valerate","4.3","19","292.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H12O2 | Methyl valerate | 4.3n | 19 | ref 27"
"nbs514:p29:002","29","C. ORGANIC LIQUIDS-Continued","C6H12O2","4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol)","18.2","25","298.15","","","","115","","three_figures","candidate_near_room","","C6H12O2 | 4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol) | 18.2 | 25 | ref 115"
"nbs514:p29:003","29","C. ORGANIC LIQUIDS-Continued","C6H12O3","beta-Ethoxyethyl acetate (""Cellosolve"" acetate)","7.57","30","303.15","3100","a","30 to 50","260","","three_figures","candidate_near_room","","C6H12O3 | beta-Ethoxyethyl acetate (Cellosolve acetate) | 7.57 | 30 | a 3.1 | 30,50 | ref 260"
"nbs514:p29:004","29","C. ORGANIC LIQUIDS-Continued","C6H12O3","Paraldehyde","13.9","25","298.15","","","","41 [17,26]","","three_figures","candidate_near_room","","C6H12O3 | Paraldehyde | 13.9 | 25 | ref 41 [17,26]"
"nbs514:p29:005","29","C. ORGANIC LIQUIDS-Continued","C6H13Br","1-Bromohexane","5.82","25","298.15","1730","a","25 to 55","272","","three_figures","candidate_near_room","","C6H13Br | 1-Bromohexane | 5.82 | 25 | a 1.73 | 25,55 | ref 272"
"nbs514:p29:006","29","C. ORGANIC LIQUIDS-Continued","C6H13I","1-Iodohexane","5.37","20","293.15","","","","242","","three_figures","candidate_near_room","","C6H13I | 1-Iodohexane | 5.37 | 20 | ref 242"
"nbs514:p29:007","29","C. ORGANIC LIQUIDS-Continued","C6H14","n-Hexane","1.890","20","293.15","155","a","-10 to 50","88 [35,116,207]","","four_figures","candidate_near_room","","C6H14 | n-Hexane | 1.890 | 20 | a 0.155 | -10,50 | ref 88 [35,116,207]"
"nbs514:p29:008","29","C. ORGANIC LIQUIDS-Continued","C6H14O","1-Hexanol","13.3","25","298.15","350","alpha","15 to 35","103,177","","three_figures","candidate_near_room","","C6H14O | 1-Hexanol | 13.3 | 25 | alpha 0.35 | 15,35 | refs 103,177"
"nbs514:p29:009","29","C. ORGANIC LIQUIDS-Continued","C6H14O","Propyl ether","3.39","26","299.15","","","","107","","three_figures","candidate_near_room","","C6H14O | Propyl ether | 3.39 | 26 | ref 107"
"nbs514:p29:010","29","C. ORGANIC LIQUIDS-Continued","C6H14O","Isopropyl ether","3.88","25","298.15","1800","a","0 to 25","156,206 [107,198]","","three_figures","candidate_near_room","","C6H14O | Isopropyl ether | 3.88 | 25 | a 1.8 | 0,25 | refs 156,206 [107,198]"
"nbs514:p29:011","29","C. ORGANIC LIQUIDS-Continued","C6H14O2","2-Methyl-2,4-pentanediol","24.4","30","303.15","14500","a","30 to 35","295 [232]","","three_figures","candidate_near_room","","C6H14O2 | 2-Methyl-2,4-pentanediol | 24.4 | 30 | a 14.5 | 30,35 | ref 295 [232]"
"nbs514:p29:012","29","C. ORGANIC LIQUIDS-Continued","C6H14O2","1,1-Diethoxyethane","3.80","25","298.15","","","","85,102 [7,26,298]","","three_figures","candidate_near_room","","C6H14O2 | 1,1-Diethoxyethane | 3.80 | 25 | refs 85,102 [7,26,298]"
"nbs514:p29:013","29","C. ORGANIC LIQUIDS-Continued","C6H15Al","Triethyl aluminum","2.9","20","293.15","","","","91","","two_or_less","candidate_near_room","","C6H15Al | Triethyl aluminum | 2.9 | 20 | ref 91"
"nbs514:p29:014","29","C. ORGANIC LIQUIDS-Continued","C6H15N","Dipropylamine","2.9","21","294.15","","","","14,22","f=3.6x10^8 cycles/sec","two_or_less","candidate_near_room","","C6H15N | Dipropylamine | 2.9b | 21 | refs 14,22"
"nbs514:p29:015","29","C. ORGANIC LIQUIDS-Continued","C6H15N","Triethylamine","2.42","25","298.15","","","","206 [26]","","three_figures","candidate_near_room","","C6H15N | Triethylamine | 2.42 | 25 | ref 206 [26]"
"nbs514:p29:016","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Hexamethyldisiloxane","2.17","20","293.15","","","","266","","three_figures","candidate_near_room","n=1","C6H18OSi2 | n=1 Hexamethyldisiloxane | 2.17 | 20 | ref 266"
"nbs514:p29:017","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Octamethyltrisiloxane","2.30","20","293.15","","","","266","","three_figures","candidate_near_room","n=2","C6H18OSi2 | n=2 Octamethyltrisiloxane | 2.30 | 20 | ref 266"
"nbs514:p29:018","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Decamethyltetrasiloxane","2.39","20","293.15","","","","266","","three_figures","candidate_near_room","n=3","C6H18OSi2 | n=3 Decamethyltetrasiloxane | 2.39 | 20 | ref 266"
"nbs514:p29:019","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Dodecamethylpentasiloxane","2.46","20","293.15","","","","266","","three_figures","candidate_near_room","n=4","C6H18OSi2 | n=4 Dodecamethylpentasiloxane | 2.46 | 20 | ref 266"
"nbs514:p29:020","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Tetradecamethylhexasiloxane","2.50","20","293.15","","","","266","","three_figures","candidate_near_room","n=5","C6H18OSi2 | n=5 Tetradecamethylhexasiloxane | 2.50 | 20 | ref 266"
"nbs514:p29:021","29","C. ORGANIC LIQUIDS-Continued","C6H18OSi2","Silicone oil (n=66)","2.72","20","293.15","","","","266","","three_figures","candidate_near_room","average molecular weight corresponding to this formula","C6H18OSi2 | n=66 Silicone oil | 2.72 | 20 | ref 266"
"nbs514:p30:001","30","C. ORGANIC LIQUIDS-Continued","C7H5ClO","Benzoyl chloride","23","20","293.15","","","","43 [22]","","two_or_less","candidate_near_room","printed as 23. with no fractional digit","C7H5ClO | Benzoyl chloride | 23. | 20 | ref 43 [22]"
"nbs514:p30:002","30","C. ORGANIC LIQUIDS-Continued","C7H5Cl3","alpha,alpha,alpha-Trichlorotoluene","6.9","21","294.15","","","","22,27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C7H5Cl3 | alpha,alpha,alpha-Trichlorotoluene | 6.9n | 21 | refs 22,27"
"nbs514:p30:003","30","C. ORGANIC LIQUIDS-Continued","C7H5F3","alpha,alpha,alpha-Trifluorotoluene","9.18","30","303.15","","","","255a","","three_figures","candidate_near_room","","C7H5F3 | alpha,alpha,alpha-Trifluorotoluene | 9.18 | 30 | ref 255a"
"nbs514:p30:004","30","C. ORGANIC LIQUIDS-Continued","C7H5N","Benzonitrile","25.20","25","298.15","157","alpha","0 to 25","85,138 [194]","","four_figures","candidate_near_room","","C7H5N | Benzonitrile | 25.20 | 25 | alpha 0.157 | 0,25 | refs 85,138 [194]"
"nbs514:p30:005","30","C. ORGANIC LIQUIDS-Continued","C7H5NO","Phenyl isocyanate","8.8","20","293.15","","","","22 [18]","f=3.6x10^8 cycles/sec","two_or_less","candidate_near_room","","C7H5NO | Phenyl isocyanate | 8.8b | 20 | ref 22 [18]"
"nbs514:p30:006","30","C. ORGANIC LIQUIDS-Continued","C7H5NS","Phenyl isothiocyanate","10.4","20","293.15","","","","17,22 [18]","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C7H5NS | Phenyl isothiocyanate | 10.4a | 20 | refs 17,22 [18]"
"nbs514:p30:007","30","C. ORGANIC LIQUIDS-Continued","C7H6Cl2","alpha,alpha-Dichlorotoluene","6.9","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C7H6Cl2 | alpha,alpha-Dichlorotoluene | 6.9n | 20 | ref 27"
"nbs514:p30:008","30","C. ORGANIC LIQUIDS-Continued","C7H6O","Benzaldehyde","17.8","20","293.15","","","","26,56 [4,7,22]","","three_figures","candidate_near_room","","C7H6O | Benzaldehyde | 17.8 | 20 | refs 26,56 [4,7,22]"
"nbs514:p30:009","30","C. ORGANIC LIQUIDS-Continued","C7H6O2","Salicylaldehyde","17.1","30","303.15","7000","a","30 to 40","261 [4,7,17]","","three_figures","candidate_near_room","","C7H6O2 | Salicylaldehyde | 17.1 | 30 | a 7. | 30,40 | ref 261 [4,7,17]"
"nbs514:p30:010","30","C. ORGANIC LIQUIDS-Continued","C7H7BrO","p-Bromoanisole","7.06","30","303.15","1600","a","30 to 40","260","","three_figures","candidate_near_room","","C7H7BrO | p-Bromoanisole | 7.06 | 30 | a 1.6 | 30,40 | ref 260"
"nbs514:p30:011","30","C. ORGANIC LIQUIDS-Continued","C7H7Cl","o-Chlorotoluene","4.45","20","293.15","","","","83 [27]","","three_figures","candidate_near_room","","C7H7Cl | o-Chlorotoluene | 4.45 | 20 | ref 83 [27]"
"nbs514:p30:012","30","C. ORGANIC LIQUIDS-Continued","C7H7Cl","m-Chlorotoluene","5.55","20","293.15","","","","83 [27]","","three_figures","candidate_near_room","","C7H7Cl | m-Chlorotoluene | 5.55 | 20 | ref 83 [27]"
"nbs514:p30:013","30","C. ORGANIC LIQUIDS-Continued","C7H7Cl","p-Chlorotoluene","6.08","20","293.15","","","","83 [27,32]","","three_figures","candidate_near_room","","C7H7Cl | p-Chlorotoluene | 6.08 | 20 | ref 83 [27,32]"
"nbs514:p30:014","30","C. ORGANIC LIQUIDS-Continued","C7H7F","o-Fluorotoluene","4.22","30","303.15","","","","255a","","three_figures","candidate_near_room","","C7H7F | o-Fluorotoluene | 4.22 | 30 | ref 255a"
"nbs514:p30:015","30","C. ORGANIC LIQUIDS-Continued","C7H7F","m-Fluorotoluene","5.42","30","303.15","","","","255a","","three_figures","candidate_near_room","","C7H7F | m-Fluorotoluene | 5.42 | 30 | ref 255a"
"nbs514:p30:016","30","C. ORGANIC LIQUIDS-Continued","C7H7F","p-Fluorotoluene","5.86","30","303.15","","","","255a","","three_figures","candidate_near_room","","C7H7F | p-Fluorotoluene | 5.86 | 30 | ref 255a"
"nbs514:p30:017","30","C. ORGANIC LIQUIDS-Continued","C7H7NO","Benzaldehyde oxime (trans)","3.8","20","293.15","","","","8 [7,27]","","two_or_less","candidate_near_room","","C7H7NO | Benzaldehyde oxime (trans) | 3.8 | 20 | ref 8 [7,27]"
"nbs514:p31:001","31","C. ORGANIC LIQUIDS-Continued","C7H7NO2","o-Nitrotoluene","27.4","20","293.15","15000","a","20","12,85 [50]","","three_figures","candidate_near_room","","C7H7NO2 | o-Nitrotoluene | 27.4 | 20 | a 15. at 20 | refs 12,85 [50]"
"nbs514:p31:002","31","C. ORGANIC LIQUIDS-Continued","C7H7NO2","m-Nitrotoluene","23.8","20","293.15","","","","53 [27]","","three_figures","candidate_near_room","","C7H7NO2 | m-Nitrotoluene | 23.8 | 20 | ref 53 [27]"
"nbs514:p31:003","31","C. ORGANIC LIQUIDS-Continued","C7H7NO3","m-Nitrobenzyl alcohol","22","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","printed as 22. with no fractional digit","C7H7NO3 | m-Nitrobenzyl alcohol | 22.n | 20 | ref 27"
"nbs514:p31:004","31","C. ORGANIC LIQUIDS-Continued","C7H8","Toluene","2.379","25","298.15","243","a","0 to 90","16,60,188,196,223,229 [36,80,207]","f=5x10^8 cycles/sec (reference 60)","four_figures","candidate_near_room","","C7H8 | Toluene | 2.379 | 25 | a 0.243 | 0,90 | refs 16,60n,188,196,223,229 [36,80,207]"
"nbs514:p31:005","31","C. ORGANIC LIQUIDS-Continued","C7H8O","Benzyl alcohol","13.1","20","293.15","","","","26,56 [8,256]","","three_figures","candidate_near_room","","C7H8O | Benzyl alcohol | 13.1 | 20 | refs 26,56 [8,256]"
"nbs514:p31:006","31","C. ORGANIC LIQUIDS-Continued","C7H8O","o-Cresol","11.5","25","298.15","11000","a","25 to 30","261 [61]","","three_figures","candidate_near_room","","C7H8O | o-Cresol | 11.5 | 25 | a 11. | 25,30 | ref 261 [61]"
"nbs514:p31:007","31","C. ORGANIC LIQUIDS-Continued","C7H8O","m-Cresol","11.8","25","298.15","410","alpha","15 to 50","56,145,261 [43,61]","","three_figures","candidate_near_room","","C7H8O | m-Cresol | 11.8 | 25 | alpha 0.41 | 15,50 | refs 56,145,261 [43,61]"
"nbs514:p31:008","31","C. ORGANIC LIQUIDS-Continued","C7H8O","Methoxybenzene (Anisole)","4.33","25","298.15","1100","a","20 to 40","66,144,260,277","","three_figures","candidate_near_room","","C7H8O | Methoxybenzene (Anisole) | 4.33 | 25 | a 1.1 | 20,40 | refs 66,144,260,277"
"nbs514:p31:009","31","C. ORGANIC LIQUIDS-Continued","C7H8O2","o-Methoxyphenol (Guaiacol)","11.7","28","301.15","","","","27","f=5x10^8 cycles/sec","three_figures","candidate_near_room","","C7H8O2 | o-Methoxyphenol (Guaiacol) | 11.7n | 28 | ref 27"
"nbs514:p31:010","31","C. ORGANIC LIQUIDS-Continued","C7H9N","Benzylamine","4.6","21","294.15","","","","26 [27]","","two_or_less","candidate_near_room","","C7H9N | Benzylamine | 4.6 | 21 | ref 26 [27]"
"nbs514:p31:011","31","C. ORGANIC LIQUIDS-Continued","C7H9N","o-Toluidine","6.34","18","291.15","","","","171 [14,27,117]","","three_figures","candidate_near_room","","C7H9N | o-Toluidine | 6.34 | 18 | ref 171 [14,27,117]"
"nbs514:p31:012","31","C. ORGANIC LIQUIDS-Continued","C7H9N","m-Toluidine","5.95","18","291.15","","","","171 [14,27]","","three_figures","candidate_near_room","","C7H9N | m-Toluidine | 5.95 | 18 | ref 171 [14,27]"
"nbs514:p31:013","31","C. ORGANIC LIQUIDS-Continued","C7H9N","N-Methylaniline","5.97","22","295.15","","","","159,171,14,26","","three_figures","candidate_near_room","","C7H9N | N-Methylaniline | 5.97 | 22 | refs 159,171,14,26"
"nbs514:p31:014","31","C. ORGANIC LIQUIDS-Continued","C7H10N2","1-Methyl-1-phenylhydrazine","7.3","19","292.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C7H10N2 | 1-Methyl-1-phenylhydrazine | 7.3n | 19 | ref 27"
"nbs514:p32:001","32","C. ORGANIC LIQUIDS-Continued","C7H12O","2-Methylcyclohexanone","14.0","20","293.15","","","","232","","three_figures","candidate_near_room","","C7H12O | 2-Methylcyclohexanone | 14.0 | 20 | ref 232"
"nbs514:p32:002","32","C. ORGANIC LIQUIDS-Continued","C7H12O","3-Methylcyclohexanone","12.4","20","293.15","","","","232","","three_figures","candidate_near_room","","C7H12O | 3-Methylcyclohexanone | 12.4 | 20 | ref 232"
"nbs514:p32:003","32","C. ORGANIC LIQUIDS-Continued","C7H12O","4-Methylcyclohexanone","12.4","20","293.15","","","","232","","three_figures","candidate_near_room","","C7H12O | 4-Methylcyclohexanone | 12.4 | 20 | ref 232"
"nbs514:p32:004","32","C. ORGANIC LIQUIDS-Continued","C7H12O3","Ethyl levulinate","11.9","21","294.15","","","","7","f=4x10^8 cycles/sec","three_figures","candidate_near_room","","C7H12O3 | Ethyl levulinate | 11.9a | 21 | ref 7"
"nbs514:p32:005","32","C. ORGANIC LIQUIDS-Continued","C7H12O4","Diethyl malonate","8.03","25","298.15","3000","a","25 to 30","260,276 [7,27]","","three_figures","candidate_near_room","","C7H12O4 | Diethyl malonate | 8.03 | 25 | a 3. | 25,30 | refs 260,276 [7,27]"
"nbs514:p32:006","32","C. ORGANIC LIQUIDS-Continued","C7H13ClO2","Isoamyl chloroacetate","7.8","20","293.15","","","","27","f=5x10^8 cycles/sec","two_or_less","candidate_near_room","","C7H13ClO2 | Isoamyl chloroacetate | 7.8n | 20 | ref 27"
"nbs514:p32:007","32","C. ORGANIC LIQUIDS-Continued","C7H14","Methylcyclohexane","2.020","20","293.15","","","","196 [107]","","four_figures","candidate_near_room","","C7H14 | Methylcyclohexane | 2.020 | 20 | ref 196 [107]"
"nbs514:p32:008","32","C. ORGANIC LIQUIDS-Continued","C7H14","1-Heptene","2.05","20","293.15","","","","151","","three_figures","candidate_near_room","","C7H14 | 1-Heptene | 2.05 | 20 | ref 151"
"nbs514:p32:009","32","C. ORGANIC LIQUIDS-Continued","C7H14","2-Methyl-2-hexene","2.96","20","293.15","","","","283","","three_figures","candidate_near_room","","C7H14 | 2-Methyl-2-hexene | 2.96 | 20 | ref 283"
"nbs514:p32:010","32","C. ORGANIC LIQUIDS-Continued","C7H14Br2","1,2-Dibromoheptane","3.77","25","298.15","","","","150","","three_figures","candidate_near_room","","C7H14Br2 | 1,2-Dibromoheptane | 3.77 | 25 | ref 150"
"nbs514:p32:011","32","C. ORGANIC LIQUIDS-Continued","C7H14Br2","2,3-Dibromoheptane","5.08","25","298.15","","","","150","","three_figures","candidate_near_room","","C7H14Br2 | 2,3-Dibromoheptane | 5.08 | 25 | ref 150"
"nbs514:p32:012","32","C. ORGANIC LIQUIDS-Continued","C7H14Br2","3,4-Dibromoheptane","4.70","25","298.15","","","","150","","three_figures","candidate_near_room","","C7H14Br2 | 3,4-Dibromoheptane | 4.70 | 25 | ref 150"
"nbs514:p32:013","32","C. ORGANIC LIQUIDS-Continued","C7H14O","2-Methylcyclohexanol","13.3","20","293.15","560","alpha","20","232 [261]","","three_figures","candidate_near_room","","C7H14O | 2-Methylcyclohexanol | 13.3 | 20 | alpha 0.56 at 20 | ref 232 [261]"
"nbs514:p32:014","32","C. ORGANIC LIQUIDS-Continued","C7H14O","3-Methylcyclohexanol","12.3","20","293.15","430","alpha","20","232 [261]","","three_figures","candidate_near_room","","C7H14O | 3-Methylcyclohexanol | 12.3 | 20 | alpha 0.43 at 20 | ref 232 [261]"
"nbs514:p32:015","32","C. ORGANIC LIQUIDS-Continued","C7H14O","4-Methylcyclohexanol","13.3","20","293.15","410","alpha","20","232 [261]","","three_figures","candidate_near_room","","C7H14O | 4-Methylcyclohexanol | 13.3 | 20 | alpha 0.41 at 20 | ref 232 [261]"
"nbs514:p32:016","32","C. ORGANIC LIQUIDS-Continued","C7H14O","Heptaldehyde","9.07","22","295.15","","","","90","","three_figures","candidate_near_room","","C7H14O | Heptaldehyde | 9.07 | 22 | ref 90"
"nbs514:p32:017","32","C. ORGANIC LIQUIDS-Continued","C7H14O","2-Heptanone","11.95","20","293.15","200","alpha","0 to 100","240 [90]","","four_figures","candidate_near_room","","C7H14O | 2-Heptanone | 11.95 | 20 | alpha 0.200 | 0,100 | ref 240 [90]"
"nbs514:p32:018","32","C. ORGANIC LIQUIDS-Continued","C7H14O","3-Heptanone","12.9","22","295.15","","","","90","","three_figures","candidate_near_room","","C7H14O | 3-Heptanone | 12.9 | 22 | ref 90"
"nbs514:p32:019","32","C. ORGANIC LIQUIDS-Continued","C7H14O","4-Heptanone","12.58","20","293.15","205","alpha","0 to 100","90,240 [7,84]","","four_figures","candidate_near_room","","C7H14O | 4-Heptanone | 12.58 | 20 | alpha 0.205 | 0,100 | refs 90,240 [7,84]"
