representation,arm,repeat,inchikey,name,target,prediction
Morgan,baseline_v0.3,9,WERYXYBDKMZEQL-UHFFFAOYSA-N,"1,4-Butanediol",30.2,25.2026901245
Morgan,baseline_v0.3,9,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",3.49,6.66301631927
Morgan,baseline_v0.3,9,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,Valeric acid,2.66,11.5633649826
Morgan,baseline_v0.3,9,GWYFCOCPABKNJV-UHFFFAOYSA-N,Isovaleric acid,2.64,15.6767311096
Morgan,baseline_v0.3,9,ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,6.31,8.55286026001
Morgan,baseline_v0.3,9,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",24.4,16.101228714
Morgan,baseline_v0.3,9,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",3.8,6.29380559921
Morgan,baseline_v0.3,9,QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,7.06,6.5236825943
Morgan,baseline_v0.3,9,WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,37.5,27.6871681213
Morgan,baseline_v0.3,9,LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,5.02,8.296002388
Morgan,baseline_v0.3,9,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,27.2,23.8780727386
Morgan,baseline_v0.3,9,NKKMVIVFRUYPLQ-NSCUHMNNSA-N,Crotononitrile (bp 108 C),36.1,23.3231201172
Morgan,baseline_v0.3,9,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,18.51,11.7128601074
Morgan,baseline_v0.3,9,XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,18,10.0402650833
Morgan,baseline_v0.3,9,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,14.7,21.049118042
Morgan,baseline_v0.3,9,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,5.82,7.59440374374
Morgan,baseline_v0.3,9,POLCUAVZOMRGSN-UHFFFAOYSA-N,Propyl ether,3.39,5.00346899033
Morgan,baseline_v0.3,9,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,Isopropyl ether,3.88,7.09038305283
Morgan,baseline_v0.3,9,WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,13.1,16.9174461365
Morgan,baseline_v0.3,9,QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,11.5,7.55459499359
Morgan,baseline_v0.3,9,RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,11.8,8.25260925293
Morgan,baseline_v0.3,9,RDOXTESZEPMUJZ-UHFFFAOYSA-N,Methoxybenzene (Anisole),4.33,6.5236825943
Morgan,baseline_v0.3,9,LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,14,17.7416133881
Morgan,baseline_v0.3,9,UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,12.4,21.1283302307
Morgan,baseline_v0.3,9,VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-Methylcyclohexanone,12.4,15.4676218033
Morgan,baseline_v0.3,9,NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,13.3,7.86789321899
Morgan,baseline_v0.3,9,HTSABYAWKQAHBT-UHFFFAOYSA-N,3-Methylcyclohexanol,12.3,8.81189918518
Morgan,baseline_v0.3,9,MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,13.3,7.86789321899
Morgan,baseline_v0.3,9,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,2.641,11.7928724289
Morgan,baseline_v0.3,9,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",2.436,8.36341667175
Morgan,baseline_v0.3,9,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,5.621,7.13234996796
Morgan,baseline_v0.3,9,YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-Pentene,2.1,5.06065893173
Morgan,baseline_v0.3,9,MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,2.197,6.6838145256
Morgan,baseline_v0.3,9,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,1.965,11.35268116
Morgan,baseline_v0.3,9,FOTXAJDDGPYIFU-UHFFFAOYSA-N,Ethylcyclopropane,1.933,7.07544612885
Morgan,baseline_v0.3,9,OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,1.844,5.29914522171
Morgan,baseline_v0.3,9,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,1.843,6.94484853745
Morgan,baseline_v0.3,9,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,2.284,8.35974502563
Morgan,baseline_v0.3,9,HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,2.22,9.72399997711
Morgan,baseline_v0.3,9,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,1.985,7.86789321899
Morgan,baseline_v0.3,9,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,1.965,6.40199518204
Morgan,baseline_v0.3,9,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,2.062,5.98585605621
Morgan,baseline_v0.3,9,ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,2,5.98585605621
Morgan,baseline_v0.3,9,VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,1.89,5.98512601852
Morgan,baseline_v0.3,9,RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",2.55,22.8192386627
Morgan,baseline_v0.3,9,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,2.3,12.1067790985
Morgan,baseline_v0.3,9,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,2.17,8.296002388
Morgan,baseline_v0.3,9,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",9.18,7.9136133194
Morgan,baseline_v0.3,9,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",9.2,9.15006923676
Morgan,baseline_v0.3,9,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",2.14,9.88816452026
Morgan,baseline_v0.3,9,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",14.2,8.88810062408
Morgan,baseline_v0.3,9,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,6.8,7.71230077744
Morgan,baseline_v0.3,9,JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,4.58,7.71230077744
Morgan,baseline_v0.3,9,WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,7.35,7.71230077744
Morgan,baseline_v0.3,9,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,4.8,7.9136133194
Morgan,baseline_v0.3,9,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,9.93,7.13724184036
Morgan,baseline_v0.3,9,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,5.04,7.63723278046
Morgan,baseline_v0.3,9,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,4.25,8.39781856537
Morgan,baseline_v0.3,9,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,5.26,8.44668579102
Morgan,baseline_v0.3,9,GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,2.44,16.1809577942
Morgan,baseline_v0.3,9,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,2.95,7.47216939926
Morgan,baseline_v0.3,9,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,4.95,5.4434466362
Morgan,baseline_v0.3,9,LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,5.72,5.52755308151
Morgan,baseline_v0.3,9,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,12.3,10.8006191254
Morgan,baseline_v0.3,9,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,4.24,5.4434466362
Morgan,baseline_v0.3,9,HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,5.89,5.79841470718
Morgan,baseline_v0.3,9,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-Pentanethiol,4.55,5.76958227158
Morgan,baseline_v0.3,9,QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,5.4,8.04941272736
Morgan,baseline_v0.3,9,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,5.42,7.9136133194
Morgan,baseline_v0.3,9,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,4.63,8.04941272736
Morgan,baseline_v0.3,9,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,6.89,9.89416313171
Morgan,baseline_v0.3,9,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,2.42,7.0677075386
Morgan,baseline_v0.3,9,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,4.45,7.65064144135
Morgan,baseline_v0.3,9,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,5.55,7.71230077744
Morgan,baseline_v0.3,9,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,6.08,7.36241149902
Morgan,baseline_v0.3,9,MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,4.22,7.81340551376
Morgan,baseline_v0.3,9,BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,5.42,7.55459499359
Morgan,baseline_v0.3,9,WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,5.86,7.55459499359
Morgan,baseline_v0.3,9,QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,1.875,7.002576828
Morgan,baseline_v0.3,9,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",2.32,7.002576828
Morgan,baseline_v0.3,9,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",2.1,9.30845069885
Morgan,baseline_v0.3,9,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",2.22,7.86789321899
Morgan,baseline_v0.3,9,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",2.42,7.82749271393
Morgan,baseline_v0.3,9,BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",2.43,8.84941673279
Morgan,baseline_v0.3,9,KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,22,19.4725894928
Morgan,baseline_v0.3,9,RFFFKMOABOFIDF-UHFFFAOYSA-N,pentanenitrile,21,17.3364982605
Morgan,baseline_v0.3,9,AILKHAQXUAOOFU-UHFFFAOYSA-N,hexanenitrile,16.3,16.6207180023
Morgan,baseline_v0.3,9,YSIMAPNUZAVQER-UHFFFAOYSA-N,octanenitrile,13,17.721818924
Morgan,baseline_v0.3,9,HBZDPWBWBJMYRY-UHFFFAOYSA-N,decanenitrile,10.6,19.4367351532
Morgan,baseline_v0.3,9,SZKKNEOUHLFYNA-UHFFFAOYSA-N,undecanenitrile,9.1,16.2449531555
Morgan,baseline_v0.3,9,CJSBUWDGPXGFGA-UHFFFAOYSA-N,"4-methyl-1,3-pentadiene",2.6,7.19501304626
Morgan,baseline_v0.3,9,SDJHPPZKZZWAKF-UHFFFAOYSA-N,"2,3-dimethyl-1,3-butadiene",2.1,7.80963230133
Morgan,baseline_v0.3,9,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,2.05,3.7876636982
Morgan,baseline_v0.3,9,BWEKDYGHDCHWEN-UHFFFAOYSA-N,2-methyl-2-hexene,2.96,6.91547012329
Morgan,baseline_v0.3,9,JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,2.96,8.30488204956
Morgan,baseline_v0.3,9,WNXJIVFYUVYPPR-UHFFFAOYSA-N,"1,3-dioxolane",7.3,8.49401473999
Morgan,baseline_v0.3,9,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,7.5,11.35268116
Morgan,baseline_v0.3,9,JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,6.2,10.2121982574
Morgan,baseline_v0.3,9,GAEKPEKOJKCEMS-UHFFFAOYSA-N,gamma-valerolactone,36.1,15.0989694595
Morgan,baseline_v0.3,9,CWIFAKBLLXGZIC-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,2-trifluoroethyl ether",3.2,9.14600849152
Morgan,baseline_v0.3,9,HCBRSIIGBBDDCD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",2.8,8.61699485779
Morgan,baseline_v0.3,9,KGPPDNUWZNWPSI-UHFFFAOYSA-N,"bis(2,2,2-trifluoroethyl) ether",2.5,9.43176651001
Morgan,baseline_v0.3,9,RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propionate,6.2,8.4727678299
Morgan,baseline_v0.3,9,UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butyrate,5.48,7.97966814041
Morgan,baseline_v0.3,9,GOYDNIKZWGIXJT-UHFFFAOYSA-N,"1,2-difluorobenzene",7.1,7.9136133194
Morgan,baseline_v0.3,9,DLRJIFUOBPOJNS-UHFFFAOYSA-N,ethoxybenzene,4.2,4.1890912056
Morgan,baseline_v0.3,9,SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,32.2,16.8962173462
Morgan,baseline_v0.3,9,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",10.7,10.7983074188
Morgan,baseline_v0.3,9,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,"2,2'-dichlorodiethyl ether",20.79,8.69336795807
Morgan,baseline_v0.3,9,KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-dichloropropane",9,8.78562545776
Morgan,baseline_v0.3,9,YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",9.5,9.94489383698
Morgan,baseline_v0.3,9,KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-dichlorobutane",9.65,9.15006923676
Morgan,baseline_v0.3,9,YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,9.1,10.1586484909
Morgan,augmented_pc_ec_train_only,9,AFBPFSWMIHJQDM-UHFFFAOYSA-N,N-methylaniline,5.878,7.3155412674
Morgan,augmented_pc_ec_train_only,9,ALYCOCULEAWWJO-UHFFFAOYSA-N,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,12.5,10.6755800247
Morgan,augmented_pc_ec_train_only,9,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,15.736,14.9577484131
Morgan,augmented_pc_ec_train_only,9,BAPJBEWLBFYGME-UHFFFAOYSA-N,methyl propenoate,7.021,13.6350698471
Morgan,augmented_pc_ec_train_only,9,BBMCTIGTTCKYKF-UHFFFAOYSA-N,heptan-1-ol,12.65,12.9298458099
Morgan,augmented_pc_ec_train_only,9,BDERNNFJNOPAEC-UHFFFAOYSA-N,propan-1-ol,21.3,14.4296398163
Morgan,augmented_pc_ec_train_only,9,BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,13.505,17.9046421051
Morgan,augmented_pc_ec_train_only,9,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,1.98,5.31163644791
Morgan,augmented_pc_ec_train_only,9,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",22.143,23.3213500977
Morgan,augmented_pc_ec_train_only,9,BTANRVKWQNVYAZ-UHFFFAOYSA-N,butan-2-ol,16.6,11.2887477875
Morgan,augmented_pc_ec_train_only,9,BTGRAWJCKBQKAO-UHFFFAOYSA-N,hexanedinitrile,32.12,23.5935459137
Morgan,augmented_pc_ec_train_only,9,BTNXBLUGMAMSSH-UHFFFAOYSA-N,octanedinitrile,25.94,23.2054424286
Morgan,augmented_pc_ec_train_only,9,CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methylpropan-1-ol,20.59,21.1748504639
Morgan,augmented_pc_ec_train_only,9,CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,12.92,21.6752319336
Morgan,augmented_pc_ec_train_only,9,CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,5.31,5.80928421021
Morgan,augmented_pc_ec_train_only,9,CRVGTESFCCXCTH-UHFFFAOYSA-N,N-methyldiethanolamine,22.12,22.332780838
Morgan,augmented_pc_ec_train_only,9,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,12.49,10.1460666656
Morgan,augmented_pc_ec_train_only,9,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"1,2-propanediol",27.87,25.8460578918
Morgan,augmented_pc_ec_train_only,9,DURPTKYDGMDSBL-UHFFFAOYSA-N,dibutyl ether,3.106,4.07252216339
Morgan,augmented_pc_ec_train_only,9,FRZPYEHDSAQGAS-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoromethanesulfonate,12.9,24.5612316132
Morgan,augmented_pc_ec_train_only,9,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",37.72,17.8380641937
Morgan,augmented_pc_ec_train_only,9,FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",5.3105,9.77381896973
Morgan,augmented_pc_ec_train_only,9,GRYUVYIMDGRRLN-UHFFFAOYSA-N,"1-butyl-2,3,4,5-tetramethylimidazolium bis(trifluoromethylsulfonyl)imide",15,15.3055400848
Morgan,augmented_pc_ec_train_only,9,GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,28.11,34.1064147949
Morgan,augmented_pc_ec_train_only,9,HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,15.71,10.3794555664
Morgan,augmented_pc_ec_train_only,9,HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,16.9,6.92490053177
Morgan,augmented_pc_ec_train_only,9,HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,44,17.6149997711
Morgan,augmented_pc_ec_train_only,9,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,31.46,28.9119281769
Morgan,augmented_pc_ec_train_only,9,HZKDSQCZNUUQIF-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium hydrogen sulfate,18.4,25.8316478729
Morgan,augmented_pc_ec_train_only,9,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,46.05,18.1046524048
Morgan,augmented_pc_ec_train_only,9,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,3.134,12.8613595963
Morgan,augmented_pc_ec_train_only,9,IIRFCWANHMSDCG-UHFFFAOYSA-N,cyclooctanone,14.38,21.6752319336
Morgan,augmented_pc_ec_train_only,9,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,1.93,5.34623861313
Morgan,augmented_pc_ec_train_only,9,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,15.79,18.5742416382
Morgan,augmented_pc_ec_train_only,9,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,ethyl propenoate,6.209,6.33045148849
Morgan,augmented_pc_ec_train_only,9,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,30,13.5679159164
Morgan,augmented_pc_ec_train_only,9,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,10.66,14.6146221161
Morgan,augmented_pc_ec_train_only,9,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,18.845,13.4950361252
Morgan,augmented_pc_ec_train_only,9,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,23.3,22.8405647278
Morgan,augmented_pc_ec_train_only,9,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,18,17.1954727173
Morgan,augmented_pc_ec_train_only,9,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,25.02,14.9769001007
Morgan,augmented_pc_ec_train_only,9,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,29.71,25.1788749695
Morgan,augmented_pc_ec_train_only,9,LRHPLDYGYMQRHN-UHFFFAOYSA-N,butan-1-ol,18.03,15.1730947495
Morgan,augmented_pc_ec_train_only,9,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,13.9,6.64715671539
Morgan,augmented_pc_ec_train_only,9,LVTYICIALWPMFW-UHFFFAOYSA-N,N-(2-hydroxypropyl)-2-hydroxy-1-propanamine,13.87,15.4702129364
Morgan,augmented_pc_ec_train_only,9,LYCAIKOWRPUZTN-UHFFFAOYSA-N,"1,2-ethanediol",39.84,24.6491374969
Morgan,augmented_pc_ec_train_only,9,LZJIBRSVPKKOSI-UHFFFAOYSA-O,ethanolammonium nitrate,60.9,26.8547058105
Morgan,augmented_pc_ec_train_only,9,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,39.78,8.55209064484
Morgan,augmented_pc_ec_train_only,9,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,30.95,23.0384540558
Morgan,augmented_pc_ec_train_only,9,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,7.74,14.4162874222
Morgan,augmented_pc_ec_train_only,9,NEQXUPRFDXNNTA-UHFFFAOYSA-N,2-hydroxyethylammonium lactate,85.6,49.0714988708
Morgan,augmented_pc_ec_train_only,9,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,178.47,9.01191234589
Morgan,augmented_pc_ec_train_only,9,OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl carbonate,2.834,8.38985729218
Morgan,augmented_pc_ec_train_only,9,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,33.6,7.90311336517
Morgan,augmented_pc_ec_train_only,9,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1-methylimidazolium bromide,16.6,19.6196651459
Morgan,augmented_pc_ec_train_only,9,PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,41.17,39.6092758179
Morgan,augmented_pc_ec_train_only,9,QRCRANRUHQKZME-UHFFFAOYSA-N,"3-butyl-1,2,4,5-tetramethyl-1H-imidazol-3-ium tetrafluoroborate",12,8.51468086243
Morgan,augmented_pc_ec_train_only,9,QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,6.15,23.2283802032
Morgan,augmented_pc_ec_train_only,9,RJQQOKKINHMXIM-UHFFFAOYSA-N,triethanolamine lactate,59.7,48.2699508667
Morgan,augmented_pc_ec_train_only,9,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",2.228,9.42160606384
Morgan,augmented_pc_ec_train_only,9,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"2,5,8-trioxanonane",7.3815,7.79332590103
Morgan,augmented_pc_ec_train_only,9,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,14.96,21.6752319336
Morgan,augmented_pc_ec_train_only,9,SIXHYMZEOJSYQH-UHFFFAOYSA-M,1-butyl-3-methylimidazolium thiocyanate,13.7,26.4913673401
Morgan,augmented_pc_ec_train_only,9,STCBHSHARMAIOM-UHFFFAOYSA-N,1-methylimidazolium chloride,13.8,19.6196651459
Morgan,augmented_pc_ec_train_only,9,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,1.961,4.79620075226
Morgan,augmented_pc_ec_train_only,9,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,2.01,8.27119159698
Morgan,augmented_pc_ec_train_only,9,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",14,15.304271698
Morgan,augmented_pc_ec_train_only,9,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",17.18,25.1764259338
Morgan,augmented_pc_ec_train_only,9,UODQEMVTULZGKO-UHFFFAOYSA-N,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",12.5,13.687005043
Morgan,augmented_pc_ec_train_only,9,UPCXAARSWVHVLY-UHFFFAOYSA-N,triethanolammonium acetate,31,43.9426498413
Morgan,augmented_pc_ec_train_only,9,UWHCKJMYHZGTIT-UHFFFAOYSA-N,tetraethylene glycol,19.91,23.7269935608
Morgan,augmented_pc_ec_train_only,9,VCAIYEJBOWHUGP-UHFFFAOYSA-N,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",13.3,6.85900592804
Morgan,augmented_pc_ec_train_only,9,VFTFKUDGYRBSAL-UHFFFAOYSA-N,"1,4,7,10,13-pentaoxacyclopentadecane",15.48,9.42160606384
Morgan,augmented_pc_ec_train_only,9,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,35,6.92490053177
Morgan,augmented_pc_ec_train_only,9,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,58.3,46.9353485107
Morgan,augmented_pc_ec_train_only,9,WYJOVVXUZNRJQY-UHFFFAOYSA-N,2-acetylthiophene,29.19,16.894618988
Morgan,augmented_pc_ec_train_only,9,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",11.8861,7.56021738052
Morgan,augmented_pc_ec_train_only,9,XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",12.8,14.277964592
Morgan,augmented_pc_ec_train_only,9,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,2.02,11.5813922882
Morgan,augmented_pc_ec_train_only,9,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,78.87,15.40716362
Morgan,augmented_pc_ec_train_only,9,XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",10.76,10.4250421524
Morgan,augmented_pc_ec_train_only,9,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",7.0695,6.55249786377
Morgan,augmented_pc_ec_train_only,9,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,41.99,53.6225357056
Morgan,augmented_pc_ec_train_only,9,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,11.5,16.2271461487
Morgan,augmented_pc_ec_train_only,9,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",4.1348,8.55209064484
Morgan,augmented_pc_ec_train_only,9,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-tetraoxadodecane",7.604,7.00646162033
Morgan,augmented_pc_ec_train_only,9,YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,7.353,14.6645421982
