repeat,representation,arm,fold,mae,rmse,r2,spearman,train_count,test_count
6,Morgan,augmented_pc_ec_train_only,3,6.18141237754,10.6047822184,0.495516109121,0.755249671451,189,47
6,Physical,baseline_v0.3,3,4.55193491299,7.75496715161,0.73022374615,0.816173707225,187,47
6,Physical,augmented_pc_ec_train_only,3,4.79227723633,7.68875832109,0.734810567068,0.767758536272,189,47
6,Morgan+Physical,baseline_v0.3,3,4.92036648052,8.59289713482,0.668775067424,0.836079793245,187,47
6,Morgan+Physical,augmented_pc_ec_train_only,3,4.71258257545,8.25235998228,0.694507801917,0.830124314773,189,47
6,Morgan,baseline_v0.3,4,5.13925120412,8.10727922755,0.542545277841,0.753710034866,188,46
6,Morgan,augmented_pc_ec_train_only,4,5.3952784656,8.40237642938,0.508637372694,0.761537583363,190,46
6,Physical,baseline_v0.3,4,5.99039360683,8.72868776876,0.469731571669,0.742337341967,188,46
6,Physical,augmented_pc_ec_train_only,4,7.19665291741,9.37042768992,0.388893813674,0.715695343817,190,46
6,Morgan+Physical,baseline_v0.3,4,5.06620544056,7.09769558699,0.649383305676,0.814122725871,188,46
6,Morgan+Physical,augmented_pc_ec_train_only,4,5.75258170331,7.61415952345,0.596501619674,0.801171754548,190,46
7,Morgan,baseline_v0.3,0,9.64347410452,26.6696577147,0.0714299845041,0.688315082197,187,47
7,Morgan,augmented_pc_ec_train_only,0,9.66066360724,26.6395797268,0.0735232823314,0.696929398057,189,47
7,Physical,baseline_v0.3,0,9.79417246074,26.2121371615,0.103016125372,0.844150212836,187,47
7,Physical,augmented_pc_ec_train_only,0,9.80523848733,26.1089445931,0.110064758525,0.849176062446,189,47
7,Morgan+Physical,baseline_v0.3,0,8.7490241796,25.8968887918,0.124462089563,0.845017490452,187,47
7,Morgan+Physical,augmented_pc_ec_train_only,0,8.80640171078,25.8886883302,0.125016494243,0.841606198496,189,47
7,Morgan,baseline_v0.3,1,7.07741142265,15.9062110972,0.155022180417,0.668624496213,187,47
7,Morgan,augmented_pc_ec_train_only,1,7.1354917148,15.7420007171,0.172378658654,0.638801174967,189,47
7,Physical,baseline_v0.3,1,6.05023114131,11.1499019228,0.584803274433,0.79338556305,187,47
7,Physical,augmented_pc_ec_train_only,1,5.60330298044,10.763202442,0.613103462482,0.827223319976,189,47
7,Morgan+Physical,baseline_v0.3,1,6.38092172558,13.1321180555,0.424054509865,0.821461609621,187,47
7,Morgan+Physical,augmented_pc_ec_train_only,1,5.94701541511,12.8296275701,0.450282042407,0.830481036078,189,47
7,Morgan,baseline_v0.3,2,4.91722370659,8.92925072412,0.569940239206,0.905341746944,187,47
7,Morgan,augmented_pc_ec_train_only,2,5.16795693264,8.99938607417,0.563157845255,0.885734113549,189,47
7,Physical,baseline_v0.3,2,5.79118563822,7.93878385602,0.660056509497,0.72722541879,187,47
7,Physical,augmented_pc_ec_train_only,2,5.61761095654,7.93430503981,0.660439972495,0.771032091488,189,47
7,Morgan+Physical,baseline_v0.3,2,4.56592261952,7.13232402084,0.725614660287,0.848337671265,187,47
7,Morgan+Physical,augmented_pc_ec_train_only,2,4.72247451527,7.29827035667,0.712697987421,0.867533970805,189,47
7,Morgan,baseline_v0.3,3,6.17946376022,8.16217599815,0.321084533754,0.668325074286,187,47
7,Morgan,augmented_pc_ec_train_only,3,6.35271461459,8.62801884455,0.241377075769,0.655409707731,189,47
7,Physical,baseline_v0.3,3,4.82498211116,8.27665615442,0.301906460774,0.835303981153,187,47
7,Physical,augmented_pc_ec_train_only,3,5.2727066853,8.57046083484,0.251464949044,0.772628718776,189,47
7,Morgan+Physical,baseline_v0.3,3,4.82688410192,7.31867410315,0.454155913622,0.793732474097,187,47
7,Morgan+Physical,augmented_pc_ec_train_only,3,5.0979751031,7.70867384644,0.394431697862,0.754415888841,189,47
7,Morgan,baseline_v0.3,4,7.6538184982,12.8425032968,0.367735085759,0.707094398291,188,46
7,Morgan,augmented_pc_ec_train_only,4,7.89310303298,13.0002312764,0.352109118208,0.701418889249,190,46
7,Physical,baseline_v0.3,4,6.1160299411,10.1321060047,0.60645068533,0.874672341366,188,46
7,Physical,augmented_pc_ec_train_only,4,6.38732313523,10.3389063494,0.590221740289,0.833626299468,190,46
7,Morgan+Physical,baseline_v0.3,4,6.00529174456,10.1513880119,0.604951363994,0.869495499372,188,46
7,Morgan+Physical,augmented_pc_ec_train_only,4,6.20568908053,10.1476190658,0.605244652092,0.839547291237,190,46
8,Morgan,baseline_v0.3,0,9.57988925836,26.7621457255,0.0081786532477,0.682916966095,187,47
8,Morgan,augmented_pc_ec_train_only,0,9.53710973236,26.766359377,0.0078663077001,0.681490919897,189,47
8,Physical,baseline_v0.3,0,8.14050354128,25.3625105834,0.109208485412,0.838079269524,187,47
8,Physical,augmented_pc_ec_train_only,0,8.1613904481,24.7832722393,0.149432304963,0.822236998407,189,47
8,Morgan+Physical,baseline_v0.3,0,8.02446279266,25.4642166378,0.102049845104,0.828307941718,187,47
8,Morgan+Physical,augmented_pc_ec_train_only,0,7.92602365583,25.1555564241,0.12368661544,0.824549738716,189,47
8,Morgan,baseline_v0.3,1,8.55058669463,18.0657036389,0.217408754963,0.7089742433,187,47
8,Morgan,augmented_pc_ec_train_only,1,8.5083680809,18.0435632835,0.219325783077,0.686411465455,189,47
8,Physical,baseline_v0.3,1,6.49734462386,13.0142915776,0.593868862713,0.881237353309,187,47
8,Physical,augmented_pc_ec_train_only,1,5.97756694401,11.986457796,0.655485945892,0.886993727063,189,47
8,Morgan+Physical,baseline_v0.3,1,7.11299679585,15.1657804434,0.448488273839,0.895929694727,187,47
8,Morgan+Physical,augmented_pc_ec_train_only,1,6.62303502764,14.4980576257,0.495983371071,0.892576318224,189,47
8,Morgan,baseline_v0.3,2,6.24104197474,9.00505653116,0.442763355773,0.733329488801,187,47
8,Morgan,augmented_pc_ec_train_only,2,6.47593828356,9.40948211965,0.391587366117,0.688683906608,189,47
8,Physical,baseline_v0.3,2,6.88460065976,9.832204182,0.335693413057,0.75946805562,187,47
8,Physical,augmented_pc_ec_train_only,2,6.98767983976,10.3570033788,0.262885393887,0.775021683863,189,47
8,Morgan+Physical,baseline_v0.3,2,6.11712492854,8.14515871685,0.544103892774,0.798323216136,187,47
8,Morgan+Physical,augmented_pc_ec_train_only,2,6.09886339281,8.47812961844,0.506068316461,0.768545823777,189,47
