Index,Solvent Name,CANON_SMILES,Temperature (K),Inverse temperature (1/K),EdgePool_log(Viscosity)_pred,is_within_training
287,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,270,0.0037037037037037,-0.097879454,False
288,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,275,0.0036363636363636,-0.15754113,False
289,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,280,0.0035714285714285,-0.22361732,False
290,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,285,0.0035087719298245,-0.2943557,False
291,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,290,0.0034482758620689,-0.37588707,False
292,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,295,0.0033898305084745,-0.41101122,False
293,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,300,0.0033333333333333,-0.42950436,False
294,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,305,0.0032786885245901,-0.5030347,False
295,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,310,0.0032258064516129,-0.6189433,False
296,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,315,0.0031746031746031,-0.7028627,False
297,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,320,0.003125,-0.7765335,False
298,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,325,0.003076923076923,-0.84059656,False
299,HFME (C4H4F6O),COC(C(F)(F)F)C(F)(F)F,330,0.003030303030303,-0.9067248,False
300,DMSO (C2H6OS),CS(C)=O,270,0.0037037037037037,0.35826316,True
301,DMSO (C2H6OS),CS(C)=O,275,0.0036363636363636,0.35666275,True
302,DMSO (C2H6OS),CS(C)=O,280,0.0035714285714285,0.3538778,True
303,DMSO (C2H6OS),CS(C)=O,285,0.0035087719298245,0.3442814,True
304,DMSO (C2H6OS),CS(C)=O,290,0.0034482758620689,0.3221321,True
305,DMSO (C2H6OS),CS(C)=O,295,0.0033898305084745,0.29977146,True
306,DMSO (C2H6OS),CS(C)=O,300,0.0033333333333333,0.27641904,True
307,DMSO (C2H6OS),CS(C)=O,305,0.0032786885245901,0.24555127,True
308,DMSO (C2H6OS),CS(C)=O,310,0.0032258064516129,0.20464616,True
309,DMSO (C2H6OS),CS(C)=O,315,0.0031746031746031,0.15726717,True
310,DMSO (C2H6OS),CS(C)=O,320,0.003125,0.11924423,True
311,DMSO (C2H6OS),CS(C)=O,325,0.003076923076923,0.08224247,True
312,DMSO (C2H6OS),CS(C)=O,330,0.003030303030303,0.04762562,True
326,AN (CH3CN),CC#N,270,0.0037037037037037,-0.2879282,True
327,AN (CH3CN),CC#N,275,0.0036363636363636,-0.30637425,True
328,AN (CH3CN),CC#N,280,0.0035714285714285,-0.32506472,True
329,AN (CH3CN),CC#N,285,0.0035087719298245,-0.34909207,True
330,AN (CH3CN),CC#N,290,0.0034482758620689,-0.372689,True
331,AN (CH3CN),CC#N,295,0.0033898305084745,-0.40396816,True
332,AN (CH3CN),CC#N,300,0.0033333333333333,-0.4316819,True
333,AN (CH3CN),CC#N,305,0.0032786885245901,-0.44391173,True
334,AN (CH3CN),CC#N,310,0.0032258064516129,-0.46270868,True
335,AN (CH3CN),CC#N,315,0.0031746031746031,-0.4828578,True
336,AN (CH3CN),CC#N,320,0.003125,-0.5048175,True
337,AN (CH3CN),CC#N,325,0.003076923076923,-0.52323294,True
338,AN (CH3CN),CC#N,330,0.003030303030303,-0.53986156,True
339,THF (C4H8O),C1CCOC1,270,0.0037037037037037,-0.070022784,True
340,THF (C4H8O),C1CCOC1,275,0.0036363636363636,-0.1004519,True
341,THF (C4H8O),C1CCOC1,280,0.0035714285714285,-0.13090271,True
342,THF (C4H8O),C1CCOC1,285,0.0035087719298245,-0.14768198,True
343,THF (C4H8O),C1CCOC1,290,0.0034482758620689,-0.16215676,True
344,THF (C4H8O),C1CCOC1,295,0.0033898305084745,-0.17634113,True
345,THF (C4H8O),C1CCOC1,300,0.0033333333333333,-0.18526283,True
346,THF (C4H8O),C1CCOC1,305,0.0032786885245901,-0.21329474,True
347,THF (C4H8O),C1CCOC1,310,0.0032258064516129,-0.22654295,True
348,THF (C4H8O),C1CCOC1,315,0.0031746031746031,-0.2303184,True
349,THF (C4H8O),C1CCOC1,320,0.003125,-0.2366814,True
350,THF (C4H8O),C1CCOC1,325,0.003076923076923,-0.26934102,True
351,THF (C4H8O),C1CCOC1,330,0.003030303030303,-0.28845182,True
352,MTHF (C5H10O),CC1CCCO1,270,0.0037037037037037,-0.075837284,True
353,MTHF (C5H10O),CC1CCCO1,275,0.0036363636363636,-0.10418454,True
354,MTHF (C5H10O),CC1CCCO1,280,0.0035714285714285,-0.13919736,True
355,MTHF (C5H10O),CC1CCCO1,285,0.0035087719298245,-0.1741656,True
356,MTHF (C5H10O),CC1CCCO1,290,0.0034482758620689,-0.17949295,True
357,MTHF (C5H10O),CC1CCCO1,295,0.0033898305084745,-0.19436711,True
358,MTHF (C5H10O),CC1CCCO1,300,0.0033333333333333,-0.2052574,True
359,MTHF (C5H10O),CC1CCCO1,305,0.0032786885245901,-0.21774065,True
360,MTHF (C5H10O),CC1CCCO1,310,0.0032258064516129,-0.22960228,True
361,MTHF (C5H10O),CC1CCCO1,315,0.0031746031746031,-0.23812506,True
362,MTHF (C5H10O),CC1CCCO1,320,0.003125,-0.24806821,True
363,MTHF (C5H10O),CC1CCCO1,325,0.003076923076923,-0.2638245,True
364,MTHF (C5H10O),CC1CCCO1,330,0.003030303030303,-0.29200575,True
365,EA (C4H8O2),CCOC(C)=O,270,0.0037037037037037,-0.17718078,True
366,EA (C4H8O2),CCOC(C)=O,275,0.0036363636363636,-0.21390529,True
367,EA (C4H8O2),CCOC(C)=O,280,0.0035714285714285,-0.24569723,True
368,EA (C4H8O2),CCOC(C)=O,285,0.0035087719298245,-0.26876873,True
369,EA (C4H8O2),CCOC(C)=O,290,0.0034482758620689,-0.28495386,True
370,EA (C4H8O2),CCOC(C)=O,295,0.0033898305084745,-0.30873212,True
371,EA (C4H8O2),CCOC(C)=O,300,0.0033333333333333,-0.33934274,True
372,EA (C4H8O2),CCOC(C)=O,305,0.0032786885245901,-0.3684208,True
373,EA (C4H8O2),CCOC(C)=O,310,0.0032258064516129,-0.39448506,True
374,EA (C4H8O2),CCOC(C)=O,315,0.0031746031746031,-0.41752923,True
375,EA (C4H8O2),CCOC(C)=O,320,0.003125,-0.4385837,True
376,EA (C4H8O2),CCOC(C)=O,325,0.003076923076923,-0.4570738,True
377,EA (C4H8O2),CCOC(C)=O,330,0.003030303030303,-0.4732901,True
378,DCM (CCl2H2),ClCCl,270,0.0037037037037037,-0.19671984,True
379,DCM (CCl2H2),ClCCl,275,0.0036363636363636,-0.22603571,True
380,DCM (CCl2H2),ClCCl,280,0.0035714285714285,-0.24880195,True
381,DCM (CCl2H2),ClCCl,285,0.0035087719298245,-0.2658999,True
382,DCM (CCl2H2),ClCCl,290,0.0034482758620689,-0.2828944,True
383,DCM (CCl2H2),ClCCl,295,0.0033898305084745,-0.3002176,True
384,DCM (CCl2H2),ClCCl,300,0.0033333333333333,-0.31825858,True
385,DCM (CCl2H2),ClCCl,305,0.0032786885245901,-0.33564907,True
386,DCM (CCl2H2),ClCCl,310,0.0032258064516129,-0.3522304,True
387,DCM (CCl2H2),ClCCl,315,0.0031746031746031,-0.36756855,True
388,DCM (CCl2H2),ClCCl,320,0.003125,-0.37744296,True
389,DCM (CCl2H2),ClCCl,325,0.003076923076923,-0.38708028,True
390,DCM (CCl2H2),ClCCl,330,0.003030303030303,-0.40038973,True
391,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,270,0.0037037037037037,0.18510886,False
392,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,275,0.0036363636363636,0.17571828,False
393,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,280,0.0035714285714285,0.16539307,False
394,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,285,0.0035087719298245,0.13987182,False
395,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,290,0.0034482758620689,0.10187498,False
396,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,295,0.0033898305084745,0.050177034,False
397,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,300,0.0033333333333333,-0.020792859,False
398,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,305,0.0032786885245901,-0.065686725,False
399,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,310,0.0032258064516129,-0.12063719,False
400,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,315,0.0031746031746031,-0.17710315,False
401,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,320,0.003125,-0.20990711,False
402,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,325,0.003076923076923,-0.23573738,False
403,ETFEC (C5H7F3O3),CCOC(=O)OCC(F)(F)F,330,0.003030303030303,-0.26499665,False
404,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,270,0.0037037037037037,0.34090596,False
405,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,275,0.0036363636363636,0.19314668,False
406,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,280,0.0035714285714285,0.055010267,False
407,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,285,0.0035087719298245,-0.04401903,False
408,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,290,0.0034482758620689,-0.031682633,False
409,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,295,0.0033898305084745,-0.03185352,False
410,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,300,0.0033333333333333,-0.058697224,False
411,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,305,0.0032786885245901,-0.09218044,False
412,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,310,0.0032258064516129,-0.13305297,False
413,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,315,0.0031746031746031,-0.17171296,False
414,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,320,0.003125,-0.2059094,False
415,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,325,0.003076923076923,-0.2376965,False
416,FDMA (C4H6F3NO),CN(C)C(=O)C(F)(F)F,330,0.003030303030303,-0.25464487,False
417,Tetraglyme,COCCOCCOCCOCCOC,270,0.0037037037037037,0.5516886,True
418,Tetraglyme,COCCOCCOCCOCCOC,275,0.0036363636363636,0.5182622,True
419,Tetraglyme,COCCOCCOCCOCCOC,280,0.0035714285714285,0.51484305,True
420,Tetraglyme,COCCOCCOCCOCCOC,285,0.0035087719298245,0.540229,True
421,Tetraglyme,COCCOCCOCCOCCOC,290,0.0034482758620689,0.52461946,True
422,Tetraglyme,COCCOCCOCCOCCOC,295,0.0033898305084745,0.5032436,True
423,Tetraglyme,COCCOCCOCCOCCOC,300,0.0033333333333333,0.48604718,True
424,Tetraglyme,COCCOCCOCCOCCOC,305,0.0032786885245901,0.46577945,True
425,Tetraglyme,COCCOCCOCCOCCOC,310,0.0032258064516129,0.42559114,True
426,Tetraglyme,COCCOCCOCCOCCOC,315,0.0031746031746031,0.4479184,True
427,Tetraglyme,COCCOCCOCCOCCOC,320,0.003125,0.38441372,True
428,Tetraglyme,COCCOCCOCCOCCOC,325,0.003076923076923,0.31677347,True
429,Tetraglyme,COCCOCCOCCOCCOC,330,0.003030303030303,0.25244626,True
430,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,270,0.0037037037037037,0.94533265,False
431,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,275,0.0036363636363636,1.147295,False
432,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,280,0.0035714285714285,1.2298927,False
433,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,285,0.0035087719298245,1.271453,False
434,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,290,0.0034482758620689,1.2853255,False
435,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,295,0.0033898305084745,1.1989554,False
436,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,300,0.0033333333333333,1.1318681,False
437,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,305,0.0032786885245901,1.0781101,False
438,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,310,0.0032258064516129,1.0243176,False
439,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,315,0.0031746031746031,1.021176,False
440,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,320,0.003125,0.8837173,False
441,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,325,0.003076923076923,0.76805973,False
442,DEG-FTriEG,COCCOCCOCC(F)(F)OC(F)(F)OC(F)(F)COCCOCCOC,330,0.003030303030303,0.6865013,False
443,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,270,0.0037037037037037,0.072542354,False
444,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,275,0.0036363636363636,0.060637012,False
445,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,280,0.0035714285714285,0.050966725,False
446,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,285,0.0035087719298245,0.038387623,False
447,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,290,0.0034482758620689,0.02069023,False
448,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,295,0.0033898305084745,-0.0080084,False
449,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,300,0.0033333333333333,-0.04446558,False
450,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,305,0.0032786885245901,-0.079697624,False
451,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,310,0.0032258064516129,-0.12177852,False
452,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,315,0.0031746031746031,-0.15701556,False
453,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,320,0.003125,-0.1917051,False
454,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,325,0.003076923076923,-0.22038019,False
455,MTFP (C4H5F3O2),COC(=O)CC(F)(F)F,330,0.003030303030303,-0.25622144,False
456,FB (C6H5F),FC1CCCCC1,270,0.0037037037037037,0.112452105,False
457,FB (C6H5F),FC1CCCCC1,275,0.0036363636363636,0.10041159,False
458,FB (C6H5F),FC1CCCCC1,280,0.0035714285714285,0.049589016,False
459,FB (C6H5F),FC1CCCCC1,285,0.0035087719298245,-0.01509689,False
460,FB (C6H5F),FC1CCCCC1,290,0.0034482758620689,-0.0743145,False
461,FB (C6H5F),FC1CCCCC1,295,0.0033898305084745,-0.1312902,False
462,FB (C6H5F),FC1CCCCC1,300,0.0033333333333333,-0.17019105,False
463,FB (C6H5F),FC1CCCCC1,305,0.0032786885245901,-0.19866051,False
464,FB (C6H5F),FC1CCCCC1,310,0.0032258064516129,-0.22975007,False
465,FB (C6H5F),FC1CCCCC1,315,0.0031746031746031,-0.25851735,False
466,FB (C6H5F),FC1CCCCC1,320,0.003125,-0.2821617,False
467,FB (C6H5F),FC1CCCCC1,325,0.003076923076923,-0.29126135,False
468,FB (C6H5F),FC1CCCCC1,330,0.003030303030303,-0.29964268,False
469,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,270,0.0037037037037037,0.23347315,False
470,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,275,0.0036363636363636,0.22908397,False
471,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,280,0.0035714285714285,0.19542557,False
472,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,285,0.0035087719298245,0.16355605,False
473,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,290,0.0034482758620689,0.12344532,False
474,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,295,0.0033898305084745,0.09220474,False
475,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,300,0.0033333333333333,0.07420608,False
476,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,305,0.0032786885245901,0.064940386,False
477,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,310,0.0032258064516129,0.05010492,False
478,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,315,0.0031746031746031,0.025376607,False
479,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,320,0.003125,-0.025609529,False
480,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,325,0.003076923076923,-0.06365583,False
481,TMSB (C9H27O3Si3),C[Si](C)OB(O[Si](C)(C)C)O[Si](C)(C)C,330,0.003030303030303,-0.09496357,False
482,12-crown-4,C1COCCOCCOCCO1,270,0.0037037037037037,0.46340576,False
483,12-crown-4,C1COCCOCCOCCO1,275,0.0036363636363636,0.43680978,False
484,12-crown-4,C1COCCOCCOCCO1,280,0.0035714285714285,0.45806718,False
485,12-crown-4,C1COCCOCCOCCO1,285,0.0035087719298245,0.53983134,False
486,12-crown-4,C1COCCOCCOCCO1,290,0.0034482758620689,0.5155147,False
487,12-crown-4,C1COCCOCCOCCO1,295,0.0033898305084745,0.51652616,False
488,12-crown-4,C1COCCOCCOCCO1,300,0.0033333333333333,0.48321536,False
489,12-crown-4,C1COCCOCCOCCO1,305,0.0032786885245901,0.45567614,False
490,12-crown-4,C1COCCOCCOCCO1,310,0.0032258064516129,0.4143154,False
491,12-crown-4,C1COCCOCCOCCO1,315,0.0031746031746031,0.37361377,False
492,12-crown-4,C1COCCOCCOCCO1,320,0.003125,0.35574174,False
493,12-crown-4,C1COCCOCCOCCO1,325,0.003076923076923,0.31727073,False
494,12-crown-4,C1COCCOCCOCCO1,330,0.003030303030303,0.25968042,False
495,18-crown-6,C1COCCOCCOCCOCCOCCO1,270,0.0037037037037037,0.8953602,False
496,18-crown-6,C1COCCOCCOCCOCCOCCO1,275,0.0036363636363636,0.8549828,False
497,18-crown-6,C1COCCOCCOCCOCCOCCO1,280,0.0035714285714285,0.87918454,False
498,18-crown-6,C1COCCOCCOCCOCCOCCO1,285,0.0035087719298245,0.9990363,False
499,18-crown-6,C1COCCOCCOCCOCCOCCO1,290,0.0034482758620689,0.9748202,False
500,18-crown-6,C1COCCOCCOCCOCCOCCO1,295,0.0033898305084745,0.96407855,False
501,18-crown-6,C1COCCOCCOCCOCCOCCO1,300,0.0033333333333333,0.92500573,False
502,18-crown-6,C1COCCOCCOCCOCCOCCO1,305,0.0032786885245901,0.8832178,False
503,18-crown-6,C1COCCOCCOCCOCCOCCO1,310,0.0032258064516129,0.8176119,False
504,18-crown-6,C1COCCOCCOCCOCCOCCO1,315,0.0031746031746031,0.75340354,False
505,18-crown-6,C1COCCOCCOCCOCCOCCO1,320,0.003125,0.6907294,False
506,18-crown-6,C1COCCOCCOCCOCCOCCO1,325,0.003076923076923,0.63078374,False
507,18-crown-6,C1COCCOCCOCCOCCOCCO1,330,0.003030303030303,0.57302344,False
508,EGD (C6H10O4),CC(=O)OCCOC(C)=O,270,0.0037037037037037,0.40931612,False
509,EGD (C6H10O4),CC(=O)OCCOC(C)=O,275,0.0036363636363636,0.42161727,False
510,EGD (C6H10O4),CC(=O)OCCOC(C)=O,280,0.0035714285714285,0.4346401,False
511,EGD (C6H10O4),CC(=O)OCCOC(C)=O,285,0.0035087719298245,0.4311863,False
512,EGD (C6H10O4),CC(=O)OCCOC(C)=O,290,0.0034482758620689,0.4135407,False
513,EGD (C6H10O4),CC(=O)OCCOC(C)=O,295,0.0033898305084745,0.37437388,False
514,EGD (C6H10O4),CC(=O)OCCOC(C)=O,300,0.0033333333333333,0.32427365,False
515,EGD (C6H10O4),CC(=O)OCCOC(C)=O,305,0.0032786885245901,0.278674,False
516,EGD (C6H10O4),CC(=O)OCCOC(C)=O,310,0.0032258064516129,0.20652609,False
517,EGD (C6H10O4),CC(=O)OCCOC(C)=O,315,0.0031746031746031,0.16869187,False
518,EGD (C6H10O4),CC(=O)OCCOC(C)=O,320,0.003125,0.119458094,False
519,EGD (C6H10O4),CC(=O)OCCOC(C)=O,325,0.003076923076923,0.078256555,False
520,EGD (C6H10O4),CC(=O)OCCOC(C)=O,330,0.003030303030303,0.023145117,False
521,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,270,0.0037037037037037,0.42589876,False
522,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,275,0.0036363636363636,0.4132026,False
523,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,280,0.0035714285714285,0.38193434,False
524,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,285,0.0035087719298245,0.36892095,False
525,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,290,0.0034482758620689,0.35958484,False
526,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,295,0.0033898305084745,0.28737935,False
527,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,300,0.0033333333333333,0.17789872,False
528,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,305,0.0032786885245901,0.11579177,False
529,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,310,0.0032258064516129,0.03916971,False
530,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,315,0.0031746031746031,-0.027362684,False
531,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,320,0.003125,-0.09232369,False
532,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,325,0.003076923076923,-0.15044719,False
533,TTFEB,FC(F)(F)COB(OCC(F)(F)F)OCC(F)(F)F,330,0.003030303030303,-0.20185027,False
534,ES (C2H4S),O=S1OCCO1,270,0.0037037037037037,0.33839908,False
535,ES (C2H4S),O=S1OCCO1,275,0.0036363636363636,0.33155546,False
536,ES (C2H4S),O=S1OCCO1,280,0.0035714285714285,0.32973677,False
537,ES (C2H4S),O=S1OCCO1,285,0.0035087719298245,0.31627432,False
538,ES (C2H4S),O=S1OCCO1,290,0.0034482758620689,0.3353177,False
539,ES (C2H4S),O=S1OCCO1,295,0.0033898305084745,0.34563327,False
540,ES (C2H4S),O=S1OCCO1,300,0.0033333333333333,0.33198062,False
541,ES (C2H4S),O=S1OCCO1,305,0.0032786885245901,0.31492788,False
542,ES (C2H4S),O=S1OCCO1,310,0.0032258064516129,0.2858284,False
543,ES (C2H4S),O=S1OCCO1,315,0.0031746031746031,0.2522243,False
544,ES (C2H4S),O=S1OCCO1,320,0.003125,0.21664283,False
545,ES (C2H4S),O=S1OCCO1,325,0.003076923076923,0.18473968,False
546,ES (C2H4S),O=S1OCCO1,330,0.003030303030303,0.149681,False
547,DMeTHF (C6H12O),CC1CCC(C)O1,270,0.0037037037037037,-0.0715829,False
548,DMeTHF (C6H12O),CC1CCC(C)O1,275,0.0036363636363636,-0.10590635,False
549,DMeTHF (C6H12O),CC1CCC(C)O1,280,0.0035714285714285,-0.1465508,False
550,DMeTHF (C6H12O),CC1CCC(C)O1,285,0.0035087719298245,-0.19006808,False
551,DMeTHF (C6H12O),CC1CCC(C)O1,290,0.0034482758620689,-0.21946128,False
552,DMeTHF (C6H12O),CC1CCC(C)O1,295,0.0033898305084745,-0.24240994,False
553,DMeTHF (C6H12O),CC1CCC(C)O1,300,0.0033333333333333,-0.24823937,False
554,DMeTHF (C6H12O),CC1CCC(C)O1,305,0.0032786885245901,-0.26147068,False
555,DMeTHF (C6H12O),CC1CCC(C)O1,310,0.0032258064516129,-0.26504672,False
556,DMeTHF (C6H12O),CC1CCC(C)O1,315,0.0031746031746031,-0.2683654,False
557,DMeTHF (C6H12O),CC1CCC(C)O1,320,0.003125,-0.27564895,False
558,DMeTHF (C6H12O),CC1CCC(C)O1,325,0.003076923076923,-0.28751984,False
559,DMeTHF (C6H12O),CC1CCC(C)O1,330,0.003030303030303,-0.3336148,False
560,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,270,0.0037037037037037,0.3620057,False
561,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,275,0.0036363636363636,0.43837133,False
562,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,280,0.0035714285714285,0.4396955,False
563,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,285,0.0035087719298245,0.39322737,False
564,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,290,0.0034482758620689,0.33011436,False
565,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,295,0.0033898305084745,0.2667863,False
566,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,300,0.0033333333333333,0.20814855,False
567,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,305,0.0032786885245901,0.15917443,False
568,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,310,0.0032258064516129,0.10069282,False
569,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,315,0.0031746031746031,0.02508954,False
570,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,320,0.003125,-0.054464817,False
571,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,325,0.003076923076923,-0.12234512,False
572,FDMH,COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC,330,0.003030303030303,-0.18073638,False
573,FSA,CN(C)S(=O)(=O)F,270,0.0037037037037037,0.5569029,False
574,FSA,CN(C)S(=O)(=O)F,275,0.0036363636363636,0.46639925,False
575,FSA,CN(C)S(=O)(=O)F,280,0.0035714285714285,0.36158445,False
576,FSA,CN(C)S(=O)(=O)F,285,0.0035087719298245,0.23420501,False
577,FSA,CN(C)S(=O)(=O)F,290,0.0034482758620689,0.10352761,False
578,FSA,CN(C)S(=O)(=O)F,295,0.0033898305084745,0.005355591,False
579,FSA,CN(C)S(=O)(=O)F,300,0.0033333333333333,-0.08136699,False
580,FSA,CN(C)S(=O)(=O)F,305,0.0032786885245901,-0.0072882604,False
581,FSA,CN(C)S(=O)(=O)F,310,0.0032258064516129,-0.21157682,False
582,FSA,CN(C)S(=O)(=O)F,315,0.0031746031746031,-0.16898744,False
583,FSA,CN(C)S(=O)(=O)F,320,0.003125,-0.27443084,False
584,FSA,CN(C)S(=O)(=O)F,325,0.003076923076923,-0.28821462,False
585,FSA,CN(C)S(=O)(=O)F,330,0.003030303030303,-0.2986904,False
612,"1,4-Dioxolane",C1COCCO1,270,0.0037037037037037,0.0323126,True
613,"1,4-Dioxolane",C1COCCO1,275,0.0036363636363636,0.01654064,True
614,"1,4-Dioxolane",C1COCCO1,280,0.0035714285714285,0.074443206,True
615,"1,4-Dioxolane",C1COCCO1,285,0.0035087719298245,0.08774081,True
