inchikey,name,smiles,canonical_smiles,structure_check,in_epsilon_roster,epsilon,in_anchor_roster,themol_uuid,themol_h5_file,natoms,geometry_sha256,source_dataset,source_level,source_license,xtb_version,unit_check,homo_gfn2_eV,lumo_gfn2_eV,gap_gfn2_eV,batt_homo_eV,batt_lumo_eV,batt_gap_eV,pubchemqc_homo_eV,pubchemqc_lumo_eV,gfn2_minus_batt_homo_eV,gfn2_minus_batt_lumo_eV,gfn2_minus_batt_gap_eV,gfn2_minus_pubchemqc_homo_eV,gfn2_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,COC,inchikey_match,true,5.02,true,42d64b25986c57be8db6f5e355f6b396,hessian_39.h5,9,22cdb092b818e02dab53d5e42457010122bf4ff542a3214a0197b2c271341d35,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.9354,0.9762,11.9116,-9.83959960938,1.78910005093,11.62869966031,-6.753866,2.400044,-1.0958003906199991,-0.81290005093,0.2829003396900003,-4.181533999999999,-1.4238439999999999,,,,paired_anchor
LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",Cc1cnc(C)cn1,Cc1cnc(C)cn1,inchikey_match,true,2.436,true,4eb662c04d0f5688834ce7a24e8fa3d5,hessian_13.h5,16,62bc9971034be7a23cfa4b967eda6e3b05cd3549152642a699aeb51e83d3154c,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.6509,-7.3876,2.2633,-9.35350036621,0.852400004864,10.205900371074,-6.576992,-1.145599,-0.29739963379000045,-8.240000004864,-7.942600371074,-3.0739080000000003,-6.242001,,,,paired_anchor
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,CCO,CCO,inchikey_match,true,25.02,false,83a5f27e9ffc5054961fcc3cfe710435,hessian_8.h5,9,3b1d4762ba842fab64af0dfd87fd97a84c133de2b009d3756f709d16e3c7aba5,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2461,1.005,12.251100000000001,,,,-7.066797,2.095277,,,,-4.179303,-1.090277,,,,uncalibrated_reference
LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,CC1CCCCC1=O,CC1CCCCC1=O,inchikey_match,true,14.0,false,bf301451d17e51c2b0541f4c31c11a75,hessian_6.h5,20,06227e07cc55a30e49c9b4bb137aaa7a3dc08d08556fbebf14cbbd75473d2d3d,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.5145,-6.8154,3.6990999999999996,,,,-6.28583,-0.274835,,,,-4.22867,-6.540565,,,,uncalibrated_reference
LYCAIKOWRPUZTN-UHFFFAOYSA-N,"1,2-ethanediol",OCCO,OCCO,inchikey_match,true,39.84,false,7cfd22e7d1c65d1e82f9cdd3388471cc,hessian_34.h5,10,b1b1222e8c08afe3fa81419bb3d85acb367baffaa9d18418ebb24f428e7f0208,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2457,-0.3198,10.925899999999999,,,,-6.957951,1.229955,,,,-4.287748999999999,-1.5497549999999998,,,,uncalibrated_reference
MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,Cn1ccnc1,Cn1ccnc1,inchikey_match,true,39.78,false,89943185678456468df2ebc30d6a2aba,hessian_27.h5,12,336331df696c927b5817e1d8d7905721f4b604ad6a340b6739d070d8f88d1d56,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.131,-5.5218,4.6092,,,,-5.918476,0.57416,,,,-4.212524,-6.09596,,,,uncalibrated_reference
MFPZQZZWAMAHOY-UHFFFAOYSA-N,CompMol20504,CCC(=O)c1cccs1,CCC(=O)c1cccs1,inchikey_match,false,,true,8fca2238a4a2509589c1755cbdad49da,hessian_5.h5,17,05175980af57ad97d0a91389aa2602140e9191d63368b4c3ee466a89e7a74c28,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7692,-7.9646,2.8045999999999998,-9.2891998291,0.395000010729,9.684199839828999,-6.742981,-1.616356,-1.4800001709000004,-8.359600010729,-6.879599839828999,-4.026218999999999,-6.348244,,,,paired_anchor
MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,C=C(C)CC,C=C(C)CC,inchikey_match,true,2.197,false,a24f3d76e41f5a5a8de68f27507ec1b6,hessian_23.h5,15,ce0e170639f4129b07c5d924495fe1ff87e281c39b277a8674950f70753e3d23,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.4345,-5.3317,5.1028,,,,-6.468146,0.775524,,,,-3.966354,-6.1072239999999995,,,,uncalibrated_reference
MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,Cc1ccccc1F,Cc1ccccc1F,inchikey_match,true,4.22,false,6c31c95ae83a5f88844f35cde80784fa,hessian_42.h5,15,3e70eeeb07d7c240b3476087b6c7fbed5197af7322637dcc828cc7e43b3179b3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8999,-6.4435,4.4564,,,,-6.362022,-0.081634,,,,-4.537878000000001,-6.361866,,,,uncalibrated_reference
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,CCC(C)(C)O,inchikey_match,true,5.82,false,72752e90e5d2553caf459303b1810a5f,hessian_11.h5,18,3a7168757322f29f66542b1667c22bdd666d4d3eeaa5e2f2ab914cac75dbaf3f,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8944,0.5653,11.4597,,,,-6.898086,1.98371,,,,-3.996313999999999,-1.4184100000000002,,,,uncalibrated_reference
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,Clc1ccccc1,Clc1ccccc1,inchikey_match,true,5.621,false,5528da2319125b96b92dd10e793cade7,hessian_29.h5,12,1a8069d9108ce19bf4227f708df497eb214579dd4466613601446d70db06fae9,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8608,-6.6063,4.254499999999999,,,,-6.631415,-0.348306,,,,-4.229385,-6.257994,,,,uncalibrated_reference
NBBJYMSMWIIQGU-UHFFFAOYSA-N,propanal,CCC=O,CCC=O,inchikey_match,false,,true,2d796829ee865ce4a495aacd69a8bc29,hessian_48.h5,10,60054002aab6385d7236b034cd05bc8f091e80ccd8e0fa90c940fb492a0932ff,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0416,-7.2673,3.774300000000001,-9.78639984131,1.71730005741,11.50369989872,-6.938903,-0.571439,-1.2552001586900001,-8.984600057409999,-7.72939989872,-4.102697000000001,-6.695861,,,,paired_anchor
NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,CC1CCCCC1O,CC1CCCCC1O,inchikey_match,true,13.3,false,44b4d9491c72514ab62a89dcb27ec87f,hessian_41.h5,22,ea3ca6450f465405632097e3a9b958b64510f8416e3ce214f35be166c28e7a7f,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8876,0.4927,11.3803,,,,-6.827337,1.659894,,,,-4.060263000000001,-1.1671939999999998,,,,uncalibrated_reference
NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,CCC1CCC1,CCC1CCC1,inchikey_match,true,1.965,false,1143d4c44e7e59f584f9def975750d61,hessian_18.h5,18,83bf132bd1e9691e746238d27abea480fe0887505d6959a40213ee5677d78173,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0853,0.5703,11.6556,,,,-7.643678,2.402765,,,,-3.4416219999999997,-1.832465,,,,uncalibrated_reference
NKDDWNXOKDWJAK-UHFFFAOYSA-N,dimethoxymethane,COCOC,COCOC,inchikey_match,false,,true,439520efede750ed97735e08bea09f40,hessian_39.h5,13,727592c2df6f78d74c0376ce4759b2996493a4d5ca6e518a265e5575ecb006ec,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.9535,-0.1158,10.8377,-10.2995996475,1.68449997902,11.984099626519999,-7.088566,2.566034,-0.6539003525000009,-1.8002999790199998,-1.1463996265199992,-3.864934,-2.6818340000000003,,,,paired_anchor
NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,inchikey_match,true,6.08,false,1e0709792ee45682ba72b97497ee2ca4,hessian_26.h5,15,2537a62adffe8f4da8350e10081646a7b2172fb13748719f53cfd0322c7de0c5,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.6397,-6.482,4.157699999999999,,,,-6.351137,-0.329258,,,,-4.288563,-6.152742,,,,uncalibrated_reference
NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,CC(=O)CC(C)C,CC(=O)CC(C)C,inchikey_match,true,13.11,true,5b3bb9906ac6582fbb1fda064c8017f3,hessian_33.h5,19,ca0748733e5e7ab2f5d7b95dd09c78bb697838c3bf4a2743d46232774b8a9172,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7166,-6.8025,3.9140999999999995,-9.52530002594,1.72619998455,11.25150001049,-6.634136,-0.312931,-1.1912999740599997,-8.52869998455,-7.337400010490001,-4.082464,-6.489569,,,,paired_anchor
OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,CCCCC,CCCCC,inchikey_match,true,1.844,false,ef5d35fcf4145950a8d6b15467b4452a,hessian_22.h5,17,d84433134864770e284ce6cb7046f6448180f888f0d40593a8ca1c3f0341d46d,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3272,1.4613,12.788499999999999,,,,-8.302194,2.538822,,,,-3.0250059999999994,-1.077522,,,,uncalibrated_reference
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,CN=C(C)O,CN=C(C)O,inchikey_match,true,178.47,false,178ca3dfb84957258759a364ef150114,hessian_33.h5,12,e5a3bdbff1c5ee16ece2df6f59413fbd177e6a5cd28cefd945ad085ef5b500e6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.2905,-5.879,4.4115,,,,-6.631415,0.873485,,,,-3.659085,-6.752484999999999,,,,uncalibrated_reference
OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,CO,CO,inchikey_match,true,33.6,false,d689c3b1ab36545789ccf5acdc4699a6,hessian_27.h5,6,7b3f5efcd1437a0801089a10d23a1cd56563d703fc37bc55601e350c3564e8ee,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3517,1.1728,12.5245,,,,-7.115777,1.989152,,,,-4.235923,-0.816352,,,,uncalibrated_reference
OOWFYDWAMOKVSF-UHFFFAOYSA-N,3-methoxypropionitrile,COCCC#N,COCCC#N,inchikey_match,true,36.0,true,ffbc35bcee195c108555ec0fb08d2f86,hessian_22.h5,13,a387813d19bf52dfdbe90ffb8156fdc5f41c901bbb525fb3bfda3847f75b4448,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2764,-5.8932,5.3832,-10.0854997635,1.67920005322,11.76469981672,-7.396054,0.878928,-1.190900236500001,-7.57240005322,-6.38149981672,-3.8803460000000003,-6.772128,,,,paired_anchor
OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,Cc1cccc(Cl)c1,Cc1cccc(Cl)c1,inchikey_match,true,5.55,false,02652b30efbc5539839d3a43b7c28f1b,hessian_14.h5,15,92ffe2067d10a800da670409e75198042446cda9e4102490c790be98a1c54272,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7243,-6.4538,4.270499999999999,,,,-6.484473,-0.291162,,,,-4.239826999999999,-6.162638,,,,uncalibrated_reference
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,Nc1ccccc1,inchikey_match,true,6.89,false,7c4438726112504d936d3e16427fcd37,hessian_42.h5,14,96609163207c04d7a40505bdde261378feb389b2b1fb60425e6bebf3a1e0b873,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.7799,-5.8698,3.9101,,,,-5.327989,0.236739,,,,-4.451911,-6.106539,,,,uncalibrated_reference
PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",NCCN,NCCN,inchikey_match,true,14.2,false,2329c584e6ed50fd8cf1cbbabcee8a53,hessian_20.h5,12,5b70b5e88e508fd2791da7848453524cd2d301d6f96f96744765a7e0578f9ebb,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.8677,0.5175,10.3852,,,,-6.163379,1.801394,,,,-3.7043209999999993,-1.283894,,,,uncalibrated_reference
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fc1ccccc1,Fc1ccccc1,inchikey_match,true,5.42,false,9009a00ceba657308ee37b0d759e0fe6,hessian_20.h5,12,75ff029786f3d9f7ad8601c8742370133c6dcf2d0db206359c170a4ad7c7d6a0,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1644,-6.6405,4.5239,,,,-6.547059,-0.242181,,,,-4.617341000000001,-6.398319,,,,uncalibrated_reference
QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,Brc1ccccc1,Brc1ccccc1,inchikey_match,true,5.40,false,3e7f944e29e85d32a3ebe26aa451528a,hessian_13.h5,12,adc53c19f8580e5443e7a7157478799795464f20c7e91402af7ed59b764c597d,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.8773,-6.8462,4.0311,,,,-6.634136,-0.389123,,,,-4.243164,-6.457077,,,,uncalibrated_reference
QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,Clc1ccccc1Br,Clc1ccccc1Br,inchikey_match,true,6.80,false,0e6abef5db965889bae88c8e07401b6f,hessian_21.h5,12,75362278d98ce976a609c0bebedfee2a1206f9a92545e40ed1893a279133a364,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0013,-7.1911,3.810200000000001,,,,-6.762029,-0.696611,,,,-4.2392710000000005,-6.494489,,,,uncalibrated_reference
QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,S=C=S,S=C=S,inchikey_match,true,2.641,false,fd3595bdd1655dc293e24f572a7e0ecc,hessian_9.h5,3,de9b1a609dddd1de2eef945b400302140dbc3471bf05099ebae53b379df347cb,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4097,-8.2617,3.1480000000000015,,,,-7.534833,-1.861259,,,,-3.874867000000001,-6.400440999999999,,,,uncalibrated_reference
QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,COc1ccc(Br)cc1,COc1ccc(Br)cc1,inchikey_match,true,7.06,false,5246c04ea72b5018ac4ca671356f22d3,hessian_4.h5,16,a5458127c1b79b9a4ab95992901625b5c603f098464e3b5b78bd0b18a239ccd7,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.5398,-6.7762,3.7635999999999994,,,,-5.915755,-0.35919,,,,-4.624045,-6.41701,,,,uncalibrated_reference
QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,C=CC,inchikey_match,true,1.875,false,850bd83ef07f572198205010874be465,hessian_48.h5,9,97d747aaf32294c9ef0d173bb35b1852f1539f846de6806d7b2b323c6295da53,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7466,-5.4991,5.2475000000000005,,,,-6.721212,0.54967,,,,-4.025388,-6.04877,,,,uncalibrated_reference
QSKPIOLLBIHNAC-UHFFFAOYSA-N,CompMol949,O=CCCl,O=CCCl,inchikey_match,false,,true,a0d73122ddd959fe9f0d252b56337dcc,hessian_22.h5,7,92b82e3b6c9d9d0154ac03de3dedb32f4b691b264a2d340e578f8502a575867b,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.6134,-8.1512,3.462200000000001,-10.2306003571,1.10220003128,11.33280038838,-7.559323,-1.36329,-1.3827996429000002,-9.25340003128,-7.87060038838,-4.054077,-6.787909999999999,,,,paired_anchor
QTBSBXVTEAMEQO-UHFFFAOYSA-N,acetic acid,CC(=O)O,CC(=O)O,inchikey_match,true,6.15,false,2117f3edd19753baadd3e3c6839749e5,hessian_35.h5,8,4a1f2d3cbc202c8a53b68a2bb3908f5fb9db4766744889d62394916644cf60fa,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.7086,-6.6871,5.0215000000000005,,,,-7.485852,0.149663,,,,-4.222748,-6.836763,,,,uncalibrated_reference
QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,CCC(C)C,CCC(C)C,inchikey_match,true,1.843,false,2ca23fb67042520383468862a9738cfb,hessian_38.h5,17,34e21e8925692c40ca89a566351f90a0ba53fb1e924d657b7b7e9015030d4703,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3252,1.7844,13.1096,,,,-8.362059,2.372833,,,,-2.9631410000000002,-0.588433,,,,uncalibrated_reference
QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,Cc1ccccc1O,Cc1ccccc1O,inchikey_match,true,11.5,false,2977d423b6a45a59960aeef76644bc9f,hessian_24.h5,16,8e47b13a4a4cafeebf78625f5c397d57e24f791c990cca72a3f64a97157fb0e2,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.2234,-6.0119,4.2115,,,,-5.768814,0.054423,,,,-4.454586,-6.066323,,,,uncalibrated_reference
RAFHQTNQEZECFL-UHFFFAOYSA-N,CompMol5115,CCc1cncc(C)n1,CCc1cncc(C)n1,inchikey_match,false,,true,2e08e37f23005ddb85aa1baefe058839,hessian_2.h5,19,7b27d70f67c15b58fb6b7e550ff2122cc88e69057d655514d7f1774c89145bef,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.6332,-7.3724,2.2608000000000006,-9.40289974213,0.836099982262,10.238999724392,-6.544338,-1.12383,-0.23030025787000064,-8.208499982262,-7.978199724392,-3.0888620000000007,-6.24857,,,,paired_anchor
RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",C=C(C)C=CC,C=C(C)C=CC,inchikey_match,true,2.42,false,3cd8a6d202cb57bd86656c8ffd3d7b1c,hessian_34.h5,16,cafd99360f7ec042285ff6cad48aa40313611f437a41aa422ba17d075e48e588,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.0221,-6.455,3.5671,,,,-5.97562,-0.057144,,,,-4.04648,-6.397856,,,,uncalibrated_reference
RDOXTESZEPMUJZ-UHFFFAOYSA-N,Methoxybenzene (Anisole),COc1ccccc1,COc1ccccc1,inchikey_match,true,4.33,true,94dffa9475765fdea018b7537277adfc,hessian_0.h5,16,7e30868098b03e5785d2dc496a122bc2efa3387e1e8b8d4a564458742c15a47b,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.246,-6.093,4.1530000000000005,-8.63020038605,1.68219995499,10.31240034104,-5.787862,0.092519,-1.615799613950001,-7.77519995499,-6.15940034104,-4.458138000000001,-6.185519,,,,paired_anchor
RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,Clc1ccccc1Cl,Clc1ccccc1Cl,inchikey_match,true,9.93,false,8f47a43f631a577fbc71e1b3dbdaa589,hessian_20.h5,12,9dd55ed4ceef63c77334c3e1911721e4dce029e9276e3c77f8f2564b8032958b,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.9456,-6.9561,3.9895000000000005,,,,-6.737539,-0.647631,,,,-4.208061000000001,-6.3084690000000005,,,,uncalibrated_reference
RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,C1CCCC1,inchikey_match,true,1.965,false,c7f90a346b13556ab0a89e14b5fc65b5,hessian_34.h5,15,a1e9983f54cbf4aeb4cdcd2cfb75db4ba36e9485e59eefb5bec00904dd235325,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.286,1.5579,12.8439,,,,-8.304915,2.190516,,,,-2.981085,-0.6326160000000001,,,,uncalibrated_reference
