inchikey,name,smiles,canonical_smiles,structure_check,in_epsilon_roster,epsilon,in_anchor_roster,themol_uuid,themol_h5_file,natoms,geometry_sha256,source_dataset,source_level,source_license,xtb_version,unit_check,homo_gfn2_eV,lumo_gfn2_eV,gap_gfn2_eV,batt_homo_eV,batt_lumo_eV,batt_gap_eV,pubchemqc_homo_eV,pubchemqc_lumo_eV,gfn2_minus_batt_homo_eV,gfn2_minus_batt_lumo_eV,gfn2_minus_batt_gap_eV,gfn2_minus_pubchemqc_homo_eV,gfn2_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
GOYDNIKZWGIXJT-UHFFFAOYSA-N,"1,2-difluorobenzene",Fc1ccccc1F,Fc1ccccc1F,inchikey_match,true,7.1,false,0bedf708ba64566abdf27d574f042566,hessian_4.h5,12,2fcfa533b9e5ba570ae2ff8dff4dfabe735cced9266110877b2b70e341e259ee,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4854,-7.0533,4.4321,,,,-6.62053,-0.375517,,,,-4.864870000000001,-6.677783,,,,uncalibrated_reference
GSNUFIFRDBKVIE-UHFFFAOYSA-N,"2,5-dimethylfuran",Cc1ccc(C)o1,Cc1ccc(C)o1,inchikey_match,false,,true,d7303840844d5d92b0915b79b44115f2,hessian_42.h5,15,3d82e8902cd497a3aaf1105ccd1eefc74090059e9317a65fcaaa16538e32faaa,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.9911,-5.48,4.511099999999999,-8.29790019989,1.74000000954,10.03790020943,-5.409623,0.617698,-1.6931998001099995,-7.2200000095400005,-5.52680020943,-4.581477,-6.097698,,,,paired_anchor
GWYFCOCPABKNJV-UHFFFAOYSA-N,Isovaleric acid,CC(C)CC(=O)O,CC(C)CC(=O)O,inchikey_match,true,2.64,false,c9cb5f5e60935f3cafcf51a987d6775d,hessian_40.h5,17,d47988625d0aee379168541619197018af24b8b3f82be296f489fb1f20dbd199,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4734,-6.5709,4.9025,,,,-7.319863,0.171432,,,,-4.153537,-6.742332,,,,uncalibrated_reference
GZPHSAQLYPIAIN-UHFFFAOYSA-N,CompMol5151,N#Cc1cccnc1,N#Cc1cccnc1,inchikey_match,false,,true,90520d826465573dba0b1eb5affb952b,hessian_31.h5,12,4ac9e400255f273ce9814f98ed03a1e43b167330af6a62280c63df90ca6a67a1,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.731,-8.0423,2.6887000000000008,-10.0858001709,0.398600012064,10.484400182964,-7.586534,-1.861259,-0.6451998290999992,-8.440900012063999,-7.795700182964,-3.1444659999999995,-6.181040999999999,,,,paired_anchor
HBNYJWAFDZLWRS-UHFFFAOYSA-N,Ethyl isothiocyanate,CCN=C=S,CCN=C=S,inchikey_match,true,19.5,true,262762a1286651c3bf88416e0fc48629,hessian_10.h5,10,651536c7247bcbe31a7a2ee310d0db93ff9e8fd8c7b51dbfd8aa1015891087e4,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.4473,-6.8345,3.6128,-9.31490039825,1.35829997063,10.67320036888,-6.574271,-0.220412,-1.1323996017500004,-8.19279997063,-7.06040036888,-3.873029,-6.614088000000001,,,,paired_anchor
HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,C1=CCCCC1,C1=CCCCC1,inchikey_match,true,2.220,false,988ca4731f725dacaa92e6d01d699dc9,hessian_14.h5,16,21d9a929efe5dc68a62a5801126315fe4dba9af71aefc1c19eedfc685fcc4ed0,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.3103,-5.2656,5.0447,,,,-6.33481,0.887091,,,,-3.9754899999999997,-6.152691,,,,uncalibrated_reference
HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,CCC(C)(C)F,CCC(C)(C)F,inchikey_match,true,5.89,false,3eac0f1f8a2c5439854f8b7d70dfba02,hessian_13.h5,17,45b76752a20f058fcd2d2fa4bd507a9db04d70fca03a1d34f8bc422eac686989,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.5804,-0.4888,11.0916,,,,,,,,,,,,,,uncalibrated_reference
HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,OC1CCCCC1,inchikey_match,true,15.71,false,308ceb6f53075a1880d8a89655a3fd91,hessian_5.h5,19,5a4acb153cae1a6262e123fcfb1ebc9668bb6e1aa5d2801dfd9e665b15d974e0,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.901,0.4448,11.3458,,,,-6.900807,1.640847,,,,-4.000192999999999,-1.196047,,,,uncalibrated_reference
HRTOQFBQOFIFEE-UHFFFAOYSA-N,CompMol5549,CC1(C)COC(=O)C1=O,CC1(C)COC(=O)C1=O,inchikey_match,false,,true,055a8af30e215e83b2f628556530ae98,hessian_5.h5,17,232bc32cac6507762ed61bf9f77799e9cbfde36d5f80f16f55752d3fb0c94da6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0834,-8.8482,2.235199999999999,-9.76399993896,0.123999997973,9.887999936933,-6.976999,-2.36739,-1.3194000610399996,-8.972199997973,-7.652799936933,-4.106400999999999,-6.48081,,,,paired_anchor
HTZGPEHWQCRXGZ-UHFFFAOYSA-N,CompMol1024,CC(=O)c1ccc(Cl)s1,CC(=O)c1ccc(Cl)s1,inchikey_match,false,,true,8c6d4c8a16ce5afb96b710ef5645c19f,hessian_4.h5,14,d88150a45fa060e3efbb6d78faf59607b633165de4c42cc9049637e43dc66cdc,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0817,-8.232,2.8497000000000003,-9.18060016632,0.13030000031,9.310900166629999,-6.677674,-1.872143,-1.90109983368,-8.362300000309999,-6.4612001666299985,-4.404026,-6.359857,,,,paired_anchor
HUMNYLRZRPPJDN-UHFFFAOYSA-N,benzaldehyde,O=Cc1ccccc1,O=Cc1ccccc1,inchikey_match,false,,true,6b9e831335fa5da0af7ae576a6c9b761,hessian_2.h5,14,aecf06734ca4b41cfe6c89c93e8453f5aada8e23442c4cc9d0d66417154cf689,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.9253,-8.0456,2.8796999999999997,-9.71829986572,0.343400001526,10.061699867246,-6.957951,-1.678942,-1.2070001342799994,-8.389000001526,-7.181999867246001,-3.9673489999999996,-6.366658,,,,paired_anchor
HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),CC(=O)OCCO,CC(=O)OCCO,inchikey_match,true,13.0,false,ec25f069073c5d4eb995d02786d2b093,hessian_47.h5,15,48b0c4a51c6ab948f50b0a4b91c1d391866c91df1643366bb786355bd0ee8878,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4576,-6.4587,4.998899999999999,,,,-7.211017,0.065307,,,,-4.246582999999999,-6.524007,,,,uncalibrated_reference
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,O=S1(=O)CCCC1,inchikey_match,true,44,true,b7c0950f62d65ca38c56ec91a343a067,hessian_35.h5,15,875719781926ba24fdbebef4b9211b35aae10fbe8435afd485b3f3fb6f06fcaf,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2614,-4.6589,6.6025,-10.3416004181,1.43649995327,11.77810037137,-7.692659,1.0041,-0.9197995818999996,-6.09539995327,-5.17560037137,-3.568741,-5.663,,,,paired_anchor
HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,NCCO,NCCO,inchikey_match,true,31.46,false,86b2126cf0215fe486ee6bcefa92dc64,hessian_39.h5,11,474c3a38dcb667ccdf110caa15ef24b24bdf95a5ff888daa6bba1a35290fcefe,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.2053,0.2682,10.4735,,,,-6.40556,1.567376,,,,-3.799739999999999,-1.299176,,,,uncalibrated_reference
IAHFWCOBPZCAEA-UHFFFAOYSA-N,succinonitrile,N#CCCC#N,N#CCCC#N,inchikey_match,true,56.09,true,3b5584b4c3ad587c853fadfc0df020c4,hessian_11.h5,10,63ed629af8af70c5d324bd94a88e659648878d21218640b83b071796bcc5cd43,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.978,-6.5634,5.4146,-12.0699996948,1.55470001698,13.62469971178,-9.268198,0.065307,0.09199969480000014,-8.11810001698,-8.21009971178,-2.709802,-6.6287069999999995,,,,paired_anchor
IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,Cc1ccccc1Cl,Cc1ccccc1Cl,inchikey_match,true,4.45,false,00e510084fd7575e93ad33dabf43aa73,hessian_38.h5,15,390e1bd4e2b2d19ba113e57c7c55c07e4ff64ed00b5b1f563a51f74bdce4752f,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.6923,-6.4473,4.244999999999999,,,,-6.481752,-0.236739,,,,-4.210547999999999,-6.210561,,,,uncalibrated_reference
IDNUEBSJWINEMI-UHFFFAOYSA-N,CompMol966,CCO[N+](=O)[O-],CCO[N+](=O)[O-],inchikey_match,false,,true,546a3644f4c750049db4cfc3a7094bfc,hessian_12.h5,11,94a04aabd4840f5d0fb34cef8e533f18106db974e28fa019afd8f9c6879ee294,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.7426,-8.8291,3.913499999999999,-11.6570997238,0.610700011253,12.267799735053,-8.514442,-1.561934,-1.0855002761999994,-9.439800011253,-8.354299735053,-4.228157999999999,-7.2671660000000005,,,,paired_anchor
IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,COC(=O)OC,COC(=O)OC,inchikey_match,true,3.134,true,36a339aa49b95a5bade314858994409a,hessian_26.h5,12,21aa4b788def82ba12cde619bda2b6bb8dcf346925bfe925b01c8f3d9dd7f7fa,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.072,-6.0424,6.029599999999999,-11.0528001785,1.50779998302,12.56060016152,-7.8396,0.995937,-1.019199821499999,-7.55019998302,-6.531000161520001,-4.232399999999999,-7.038336999999999,,,,paired_anchor
IIRFCWANHMSDCG-UHFFFAOYSA-N,cyclooctanone,O=C1CCCCCCC1,O=C1CCCCCCC1,inchikey_match,true,14.38,true,9693da996a58573eb284b7cefc148787,hessian_2.h5,23,ac9043228b06192cd9fa4d61ec3546f2afda7821ee1b3a090649c41120a0a0a8,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.533,-6.7875,3.7455,-9.36139965057,1.6371999979,10.99859964847,-6.304878,-0.14422,-1.1716003494299994,-8.4246999979,-7.25309964847,-4.228121999999999,-6.64328,,,,paired_anchor
IKHGUXGNUITLKF-UHFFFAOYSA-N,eea5abe87924b73848bbbdd330660e88-C2H4O1-0-1,CC=O,CC=O,inchikey_match,false,,true,4e4dbbe19ad25f9d9729f567d4f7040f,hessian_3.h5,7,86aa906cdca92d6d32766f93e9f513df4bfbf2e816c379e81c8aa6ea10fe0201,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1807,-7.3746,3.8061,-9.86610031128,1.81490004063,11.68100035191,-6.960672,-0.772803,-1.3145996887199995,-9.18950004063,-7.874900351910001,-4.220028,-6.601797,,,,paired_anchor
ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,Oc1ccccc1Cl,Oc1ccccc1Cl,inchikey_match,true,6.31,false,d80257c6ef975518841527f362bb7d4e,hessian_5.h5,13,4516b7a3429dda3ebb7abfa64806a0b83afdf1fbf63dffd1efce29ac185df273,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.6692,-6.6209,4.0483,,,,-6.144331,-0.331979,,,,-4.524869,-6.288921,,,,uncalibrated_reference
JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,CCOC(=O)OC,CCOC(=O)OC,inchikey_match,true,2.96,false,6fc60bc3f78f5200b8c1a91dbaa25e8c,hessian_3.h5,15,c1760dba86bcaa392946acae7a948ebefaf55877fd0a4fbe57456b6434989289,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.9498,-5.959,5.9908,-10.9778003693,1.56089997292,12.53870034222,,,-0.9719996306999992,-7.519899972919999,-6.54790034222,,,,,,paired_anchor
JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,N#Cc1ccccc1,N#Cc1ccccc1,inchikey_match,true,25.20,true,fbae6ecbb163506a9a010ef39e7c8754,hessian_13.h5,13,3ea2b5bf4f999439d2733457efcad8e92fd88f0b8ea9d910327fbf9d7f8368d9,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4867,-7.5667,3.920000000000001,-9.81989955902,0.628700017929,10.448599576949,-7.26544,-1.393223,-1.6668004409800012,-8.195400017929,-6.5285995769489995,-4.221260000000001,-6.173477,,,,paired_anchor
JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,O=C1CCCCC1,O=C1CCCCC1,inchikey_match,true,15.79,true,8f7305db744153648c5025481f9dba6b,hessian_16.h5,17,b7e2b34e370cd4d0ac3608f76edf573a976b2f0f00a483b688b0466c4f11004a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.614,-6.8814,3.7326000000000006,-9.34799957275,1.6167999506,10.964799523349999,-6.370185,-0.340142,-1.2660004272500007,-8.4981999506,-7.2321995233499985,-4.243815000000001,-6.541258,,,,paired_anchor
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,ethyl propenoate,C=CC(=O)OCC,C=CC(=O)OCC,inchikey_match,true,6.209,true,22bdfbd6aa5a5e83a27d32c2db80c30b,hessian_44.h5,15,69ca92fd3b77e5bdff3b9e70a6f99fbc8eb9180ff030eecb4e314c864096a21f,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2602,-7.6516,3.608599999999999,-10.5573997498,0.94880002737,11.50619977717,-7.338911,-1.224512,-0.7028002501999993,-8.60040002737,-7.897599777170001,-3.921288999999999,-6.427088,,,,paired_anchor
JLTDJTHDQAWBAV-UHFFFAOYSA-N,"N,N-dimethylaniline",CN(C)c1ccccc1,CN(C)c1ccccc1,inchikey_match,false,,true,a06a6b0df11a5fb6923ed9d9303ddf8c,hessian_25.h5,20,4e59f0c27579204f172a29db264200a8abd0b9fd5a509d122e2e88e823471e8e,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.2762,-5.6696,3.6065999999999994,-7.72770023346,1.70439994335,9.43210017681,-5.216423,0.250345,-1.548499766539999,-7.37399994335,-5.82550017681,-4.0597769999999995,-5.919945,,,,paired_anchor
JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,Clc1cccc(Br)c1,Clc1cccc(Br)c1,inchikey_match,true,4.58,false,becdd407585e5c23a8152f43ff48e490,hessian_32.h5,12,341a4d920a7f225806c0751bfbcf9f02bf931d596e924b91c50671e8559c1390,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1665,-7.2607,3.9057999999999993,,,,-6.824615,-0.761919,,,,-4.3418849999999996,-6.498781,,,,uncalibrated_reference
JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,Brc1cccc(Br)c1,Brc1cccc(Br)c1,inchikey_match,true,4.80,false,b712f38740075f5aaf0186c8bd250c06,hessian_19.h5,12,737ec7f3b492bbb2f26861d6ce68d8a17d48378b0b9b23d2494bbe1405e94a4e,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2553,-7.4499,3.8053999999999997,,,,-6.832779,-0.78913,,,,-4.422521,-6.66077,,,,uncalibrated_reference
JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,c1ccncc1,c1ccncc1,inchikey_match,true,12.3,true,ced44a1a6d7b5f84a310fc5d24d5003d,hessian_22.h5,11,7f894dcf721cc4b48095343e418459187cb6d5843cb560491ebe3a7ffa1c99c2,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.0864,-6.9263,3.160099999999999,-9.78820037842,1.29159998894,11.079800367359999,-6.840942,-0.666679,-0.29819962158000024,-8.217899988940001,-7.91970036736,-3.2454579999999993,-6.259621,,,,paired_anchor
JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,CC1CCCO1,CC1CCCO1,inchikey_match,true,6.2,true,15c86b960a475a2882d35983aeec7070,hessian_24.h5,16,8f957e38174563813f010979f918728b3fa327c72b947d9114eba20075a6481a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.5267,-0.0564,10.4703,-9.44069957733,1.82760000229,11.268299579619999,-6.375628,2.027248,-1.0860004226700006,-1.88400000229,-0.797999579619999,-4.151072,-2.083648,,,,paired_anchor
KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,CC(C)O,CC(C)O,inchikey_match,true,18.845,false,5f67fc0694a652d1982dc931c658eb9a,hessian_16.h5,12,e820109ee5f922013b437b3126ccd07f375fcb91d0e77d096581af0691a7d71a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.169,0.7997,11.9687,,,,-7.02598,2.081671,,,,-4.143020000000001,-1.281971,,,,uncalibrated_reference
KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-dichlorobutane",ClCCCCCl,ClCCCCCl,inchikey_match,true,9.65,false,5e4b9f59023e5998b436219f9dde2fcc,hessian_18.h5,14,4a9c1323ba7eaa16da4d2023baf48b0e38af9e2217158534e99c3636a0764902,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3328,-4.8746,6.458200000000001,,,,-7.921234,0.590487,,,,-3.4115660000000005,-5.4650870000000005,,,,uncalibrated_reference
KMTRUDSVKNLOMY-UHFFFAOYSA-N,ethylene carbonate,O=C1OCCO1,O=C1OCCO1,inchikey_match,true,90.5,true,2f5672e1bc805405abf07b3098c66c6e,hessian_15.h5,10,f28bf5fd77bf678f7551cba56a0fea02aaf5bc29873f2215f6e6e7bc7e3bcd58,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.4189,-6.4318,5.987100000000001,-11.2024002075,1.46949994564,12.671900153140001,-8.108993,0.982331,-1.2164997925000005,-7.90129994564,-6.68480015314,-4.309907000000001,-7.414131,,,,paired_anchor
KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-dichloropropane",CC(Cl)CCl,CC(Cl)CCl,inchikey_match,true,9.0,false,c1a41bdedead5ec7b3e250248494b3cf,hessian_13.h5,11,c96a8477d0e8ee5d34abc81a577a5c02bce4a99e12a15c71202be18ca234adf6,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3036,-4.9448,6.3588,,,,-8.152531,0.138778,,,,-3.1510689999999997,-5.083578,,,,uncalibrated_reference
KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,CCCC#N,CCCC#N,inchikey_match,true,22.0,true,6eb1c3209adb5142b53731dc02c57dab,hessian_7.h5,12,59d1ecbd32e5c7e634049be845bb056cad83ae37d17d49fc24e5e9cd4b3c3ef3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.5141,-5.8218,5.6922999999999995,-11.7441997528,1.79419994354,13.53839969634,-8.680432,0.982331,0.23009975280000106,-7.615999943539999,-7.846099696340001,-2.8336679999999994,-6.804131,,,,paired_anchor
KWIUHFFTVRNATP-UHFFFAOYSA-N,CompMol12799,C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],inchikey_match,false,,true,02552703577f563e8d1b48081d3e8c02,hessian_21.h5,19,1f76b980055aa972ef28b235e5e2819acc26f16a06f15e7de2d527a05cfdf263,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.307,-4.0293,5.2777,-8.93789958954,1.53960001469,10.477499604230001,-5.238192,0.949677,-0.36910041045999975,-5.56890001469,-5.199799604230001,-4.068808000000001,-4.978977,,,,paired_anchor
KXKVLQRXCPHEJC-UHFFFAOYSA-N,Methyl acetate,COC(C)=O,COC(C)=O,inchikey_match,true,6.68,true,10ec5c3edd365b39a5e08b730eed0f7c,hessian_49.h5,11,2fc9ae3df5b4977f1b40dee83b9005d8d5e025e67dfba805bfe77b873983a15f,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.46,-6.4378,5.022200000000001,-10.5279998779,1.57449996471,12.10249984261,-7.382449,0.28572,-0.9320001221000016,-8.01229996471,-7.080299842609999,-4.077551000000001,-6.723520000000001,,,,paired_anchor
