strategy,target_mode,representation,fold,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60
scaffold_cluster_5fold,log_epsilon_minus_one,Physical,42,6.52150454579,16.0004665859,0.293176782999,0.876826937723,0.922077922078,0.920955882353,2.80843895722,11.62435724,68.7991989018
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan+Physical,42,6.78940874723,16.2226451042,0.273410953049,0.844342973076,0.911868006208,0.92662377451,3.02320765682,11.4512783076,73.4095129071
scaffold_cluster_5fold,raw,Morgan,43,9.15573709439,17.7256677907,0.132537472733,0.580363870447,0.774034141959,0.786917892157,5.70181648984,12.4519518517,76.8259451566
scaffold_cluster_5fold,raw,Physical,43,8.26501480684,16.5785652315,0.241178902971,0.723280683894,0.849669198726,0.906709558824,5.65650006164,10.65821094,60.0177955736
scaffold_cluster_5fold,raw,Morgan+Physical,43,7.88166839715,16.2559047071,0.270428598988,0.736752706392,0.856162705219,0.907475490196,5.18152061833,9.4001615321,67.8899138832
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan,43,8.36817306979,17.9535613303,0.110088680089,0.65118702023,0.818059299191,0.801930147059,4.08545339346,14.5311703704,78.3387599219
scaffold_cluster_5fold,log_epsilon_minus_one,Physical,43,6.75723047328,16.3749150377,0.259707034608,0.849649796614,0.918402352365,0.912837009804,3.0554346414,11.7055854644,69.779252876
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan+Physical,43,6.88550411872,16.6228556386,0.237119035527,0.836566991818,0.909907702361,0.91712622549,3.02653634741,11.824176851,74.0590063989
scaffold_cluster_5fold,raw,Morgan,44,9.22720996914,17.7818087721,0.127033892259,0.617950063963,0.786408559993,0.751761642157,5.83952517997,12.0787693501,78.1608300727
scaffold_cluster_5fold,raw,Physical,44,7.98544024737,16.0089720574,0.292425122086,0.741362042611,0.848566527812,0.920036764706,5.73238022374,9.95901639792,53.313846708
scaffold_cluster_5fold,raw,Morgan+Physical,44,7.86601153807,15.9348024508,0.298966326468,0.75172357127,0.848403169158,0.903645833333,5.4127508575,8.7467382593,65.7373383904
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan,44,8.70450321908,17.7062512019,0.134436858232,0.610287505427,0.792493669852,0.778645833333,4.54138282996,14.7115064354,76.6128974558
scaffold_cluster_5fold,log_epsilon_minus_one,Physical,44,6.74680677351,16.155237526,0.279436586094,0.842345482226,0.909090909091,0.913679534314,3.14983500915,11.4846881606,68.4565833336
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan+Physical,44,7.05479335475,16.2683018725,0.269315395347,0.815794861412,0.89781916197,0.911305147059,3.37472818996,11.5529259231,72.5347403947
scaffold_cluster_5fold,raw,Morgan,45,9.19899113862,17.4273732632,0.161487814768,0.601058767329,0.772931471045,0.788679534314,5.94623554104,12.0858873934,74.3871903937
scaffold_cluster_5fold,raw,Physical,45,7.56555346644,15.4392630569,0.341889764102,0.76103816723,0.865474148493,0.920036764706,5.39927393723,9.14714457264,53.2695666558
scaffold_cluster_5fold,raw,Morgan+Physical,45,7.76214868599,15.5376224312,0.333477768838,0.757735243578,0.857142857143,0.914675245098,5.20661289718,9.30776367942,63.8283785248
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan,45,8.25578666751,17.4068325471,0.163463269151,0.665122905316,0.831291350159,0.820695465686,4.23134697458,13.7532752891,75.9795093678
scaffold_cluster_5fold,log_epsilon_minus_one,Physical,45,6.38178285331,15.5366147206,0.333564222184,0.878368570142,0.929429061505,0.928462009804,2.81745598825,10.9510197205,68.3751195223
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan+Physical,45,6.73447601824,15.9578921343,0.296933245356,0.856543199858,0.920280976885,0.933823529412,3.02357925003,11.3575258656,72.177314445
scaffold_cluster_5fold,raw,Morgan,46,8.6730632861,17.6647500921,0.138489634013,0.598776905331,0.813403577555,0.774356617647,5.31019829115,11.4256853673,77.625662038
scaffold_cluster_5fold,raw,Physical,46,8.3155065346,16.9350151321,0.208197825688,0.762897181806,0.876092460998,0.911305147059,5.38067841646,11.7878139634,61.306973441
scaffold_cluster_5fold,raw,Morgan+Physical,46,7.64056601278,16.2753918317,0.26867837091,0.782981395305,0.888426039369,0.91237745098,4.7672504822,9.55893121446,69.4663177395
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan,46,8.31459621493,17.8328900903,0.122011196357,0.649824685153,0.837744016989,0.809666053922,4.05089409398,14.2830571687,79.0968992415
scaffold_cluster_5fold,log_epsilon_minus_one,Physical,46,6.93690609439,16.8857351938,0.212799320164,0.860569783934,0.92256799804,0.907015931373,2.90995377527,12.5467046691,73.9718759612
scaffold_cluster_5fold,log_epsilon_minus_one,Morgan+Physical,46,6.95983526329,16.7443216138,0.225929305165,0.836685030277,0.91717716246,0.914368872549,3.01106986777,11.8886317658,76.5343876013
