representation,repeat,fold,seed,train_count,test_count,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60,model_params
Morgan,4,2,64,189,47,6.28191631966,9.5948468397,0.621330792763,0.784105080602,0.947963800905,0.919047619048,4.70413451221,9.05209163242,39.7282653809,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":64,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,4,2,64,189,47,5.96328840337,9.87586487863,0.598824709423,0.816294668671,0.932126696833,0.97619047619,5.01687247147,5.19986000061,47.8515335083,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":64,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,4,2,64,189,47,5.3030468748,8.66185465637,0.691393064856,0.863511521365,0.961538461538,0.985714285714,4.17320728998,5.67162599352,43.7898994446,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":64,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,4,3,65,189,47,6.66982978897,15.8435074877,0.15099931092,0.775307229991,0.865384615385,0.848837209302,3.67238584092,6.44396402232,65.7975840759,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":65,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,4,3,65,189,47,6.39094343201,12.1053482094,0.504367303555,0.752854789132,0.842760180995,0.941860465116,4.72027071526,7.61699063492,35.2909197998,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":65,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,4,3,65,189,47,6.18017306303,13.3142884943,0.400428056886,0.821114708603,0.880090497738,0.959302325581,3.85499295371,6.5058171641,50.5442528915,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":65,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,4,4,66,189,47,4.92336053706,6.38745212848,0.701816680175,0.789099328761,0.890120967742,0.935714285714,3.80171115319,8.5942130661,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":66,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,4,4,66,189,47,5.92290556496,8.51904399265,0.469592384443,0.725853546023,0.879032258065,0.928571428571,4.6816275364,9.98527002205,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":66,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,4,4,66,189,47,4.94383127943,6.85242587925,0.656824146652,0.787430256754,0.897177419355,0.933333333333,3.90438912551,8.345641965,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":66,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,5,0,67,188,48,6.74845783364,11.7987220198,0.271185146989,0.774226935146,0.868697478992,0.932055749129,4.70554819573,9.20730683221,62.2493830872,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":67,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,5,0,67,188,48,6.77933278045,10.5342299787,0.419031123155,0.775585529637,0.904411764706,0.933797909408,4.71648681391,12.4942063989,33.7336169434,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":67,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,5,0,67,188,48,6.26165326785,10.0294928288,0.473370454317,0.814155449414,0.903361344538,0.947735191638,4.46319262694,9.21850411309,47.9915000153,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":67,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,5,1,68,189,47,9.1452704217,25.9135461188,0.0777775372943,0.752465549834,0.935897435897,0.808943089431,4.35281266391,8.64778316988,169.468740196,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":68,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,5,1,68,189,47,9.44362730872,24.2072785626,0.195226001422,0.757061493855,0.868131868132,0.947154471545,6.0374184598,6.90796911458,153.941525192,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":68,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,5,1,68,189,47,8.43081336492,24.5867627047,0.169796232008,0.817577335856,0.912087912088,0.926829268293,4.6320678404,6.1654946458,161.705132217,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":68,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,5,2,69,189,47,8.86138870132,14.662570129,0.437952664642,0.633711188764,0.849798387097,0.798648648649,4.13776785352,15.9939601813,42.5725841522,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":69,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,5,2,69,189,47,6.09919179959,10.3844598222,0.71808349069,0.848395491444,0.961693548387,0.981081081081,3.47977016233,7.99439524333,30.9735005697,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":69,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,5,2,69,189,47,6.53043932146,11.3248375298,0.664713050958,0.84440589907,0.98185483871,0.97027027027,3.27497258626,9.10972016229,36.7730420431,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":69,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,5,3,70,189,47,4.66368763157,6.40529096868,0.600481386556,0.790720665542,0.886877828054,0.9,3.73162395702,9.20749804497,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":70,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,5,3,70,189,47,4.54763930203,6.50932868556,0.587397651977,0.757559988436,0.864253393665,0.977777777778,3.82059598903,8.0919754529,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":70,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,5,3,70,189,47,4.087243765,5.55002849846,0.700049411583,0.824029372146,0.886877828054,0.988888888889,3.41004225491,7.38860112667,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":70,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,5,4,71,189,47,7.81297082732,16.0016279773,0.314613966685,0.684219920971,0.89479638009,0.908928571429,4.49760351826,11.1907466779,58.9827342224,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":71,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,5,4,71,189,47,6.5959064778,12.6191013309,0.573750613266,0.845942586575,0.923076923077,0.960714285714,4.18205908953,9.19018155779,43.379044075,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":71,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,5,4,71,189,47,6.92837074882,13.6223448807,0.503281135354,0.861586493987,0.932126696833,0.975,3.99837882134,10.1904646628,51.1808886719,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":71,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,6,0,72,188,48,7.83146990043,12.7662111061,0.44348686188,0.80924200646,0.962890625,0.918421052632,3.70609903199,15.206232203,52.2221694946,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":72,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,6,0,72,188,48,8.27906643701,13.8495278787,0.345030139482,0.810888564404,0.88671875,0.905263157895,4.22661404206,15.2952222472,54.8524223328,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":72,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,6,0,72,188,48,7.53530925415,12.48588433,0.467658906229,0.85789502379,0.935546875,0.952631578947,3.70032239889,14.0266606639,53.5372940063,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":72,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,6,1,73,189,47,7.4189219586,16.180022901,0.0951183034241,0.679023372952,0.850980392157,0.715447154472,3.97685060447,10.152910313,97.8175474548,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":73,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,6,1,73,189,47,7.68779853563,13.492067726,0.370797318518,0.769737793389,0.876470588235,0.914634146341,5.22051270798,10.0415937639,68.1510549927,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":73,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,6,1,73,189,47,6.65128840889,13.8232178102,0.339531906646,0.803619438918,0.886274509804,0.882113821138,4.21317028536,7.4695721824,82.9843012238,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":73,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,6,2,74,189,47,11.7381327127,28.8721123476,0.0262656382948,0.736352081403,0.883141762452,0.836538461538,4.7091041448,13.2173006548,94.9780931854,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":74,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,6,2,74,189,47,9.10097847911,26.4165009931,0.184856700739,0.902746458514,0.95785440613,0.971153846154,3.02026153813,9.28179472787,83.6745828374,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":74,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,6,2,74,189,47,9.90242388617,27.3909200204,0.123611606036,0.862131768739,0.938697318008,0.939102564103,3.34331024985,10.5332041277,89.3263381704,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":74,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,6,3,75,189,47,5.70741346302,7.10115808156,0.275973400594,0.529983233753,0.80303030303,0.911111111111,5.63443963242,6.20606797218,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":75,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,6,3,75,189,47,4.87323110897,8.12447205589,0.0522660055512,0.683029777392,0.861111111111,0.922222222222,3.42432544501,14.7740864793,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":75,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,6,3,75,189,47,4.69455751679,6.1193636294,0.462338818526,0.680697291487,0.838383838384,0.944444444444,4.07300458182,8.94183590571,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":75,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,6,4,76,189,47,6.52494915463,12.1771321377,0.44768075681,0.870202797427,0.919791666667,0.880081300813,3.59960972007,8.3209535408,48.7383673286,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":76,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,6,4,76,189,47,6.3472362874,9.44350849676,0.667825042593,0.81732242525,0.86875,0.882113821138,4.4590958577,9.71306381226,22.5605561829,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":76,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,6,4,76,189,47,5.40650688707,9.82309347635,0.640584592358,0.891041022604,0.914583333333,0.90243902439,3.25425918427,6.89078292084,35.6494615173,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":76,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,7,0,77,188,48,7.3403917408,17.2989123026,0.248236997343,0.767439340064,0.9013671875,0.888888888889,4.02917870773,5.25448322296,78.5970734406,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":77,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,7,0,77,188,48,6.15454424441,11.6333287341,0.660021576623,0.853416924497,0.9296875,0.992063492063,3.42444002729,8.59284007072,48.2733410645,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":77,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,7,0,77,188,48,6.3809742252,14.1130091947,0.499639977445,0.870084403393,0.9375,0.996031746032,3.3662560483,6.43732707024,63.4352082062,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":77,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,7,1,78,189,47,10.6220269747,27.4440791206,0.0530924463861,0.672469155005,0.85462962963,0.732323232323,2.98703528879,15.1317683279,103.468575153,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":78,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,7,1,78,189,47,10.0099867413,26.1232909173,0.142041997658,0.842704750143,0.905555555556,0.941919191919,3.5510187808,11.3553853226,104.608383331,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":78,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,7,1,78,189,47,9.37988047416,26.1201056627,0.142251209286,0.866674375578,0.927777777778,0.931818181818,2.9525215256,10.6382102732,104.038479958,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":78,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,7,2,79,189,47,5.84332971946,8.06403225564,0.290502971897,0.639068843013,0.838709677419,0.761363636364,4.909557794,9.29828584366,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":79,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,7,2,79,189,47,4.4746118442,6.18006295779,0.583291972441,0.724854722903,0.846774193548,0.984848484848,3.91723485233,6.53690671415,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":79,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,7,2,79,189,47,4.2374427401,5.89366435397,0.621019498487,0.748713502263,0.860887096774,0.939393939394,3.69986948137,6.22646379738,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":79,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,7,3,80,189,47,8.04679820308,12.0412995304,0.283144967071,0.582851309893,0.804298642534,0.825,5.82683775222,15.8521260016,39.9879611969,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":80,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,7,3,80,189,47,8.24745218139,13.2911648818,0.12660498157,0.527377854871,0.848416289593,0.921428571429,7.55399754725,12.4610231291,5.7971862793,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":80,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,7,3,80,189,47,7.44786023996,11.3988223722,0.357601391606,0.61877366971,0.866515837104,0.932142857143,6.44174712577,10.8469600841,22.8925727844,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":80,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,7,4,81,189,47,8.09036517379,14.7394726722,0.230831091639,0.736017165035,0.938095238095,0.82380952381,5.27359028197,8.16522064633,58.4554636002,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":81,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,7,4,81,189,47,7.83335482778,14.4446641598,0.261292129774,0.857853199167,0.954761904762,0.895238095238,5.02336510072,11.3553486464,42.564197731,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":81,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,7,4,81,189,47,7.50796461037,13.4628794258,0.358297485996,0.85397935915,0.95,0.871428571429,4.866649888,8.51725305345,50.5098316193,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":81,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,8,0,82,188,48,5.10654177008,7.90663043378,0.302299523243,0.715587375245,0.857638888889,0.713068181818,3.70518046445,11.1791074278,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":82,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,8,0,82,188,48,6.48068017596,12.8402512882,-0.840065092098,0.774400174846,0.935185185185,0.926136363636,5.24228884244,11.8470426212,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":82,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,8,0,82,188,48,5.29396459359,8.51683075401,0.190452801356,0.819183586051,0.9375,0.875,4.03164299639,10.7640248481,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":82,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,8,1,83,189,47,12.362554361,30.2477030855,0.0286918842253,0.768799332158,0.957407407407,0.837121212121,3.90615194648,16.4885762891,133.428274803,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":83,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,8,1,83,189,47,9.12223253649,27.1892735192,0.215184770138,0.915703052729,0.988888888889,0.957070707071,2.63699717625,8.67785516219,121.815309219,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":83,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,8,1,83,189,47,10.4756479567,28.452532839,0.140562931368,0.890032377428,0.985185185185,0.936868686869,3.1549582991,11.8039351654,127.621792488,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":83,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,8,2,84,189,47,7.53972223736,14.9826986371,0.384198898843,0.674647950901,0.921428571429,0.92380952381,4.48627091131,3.91240825653,53.0888252258,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":84,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,8,2,84,189,47,6.64602964923,11.7746176491,0.619675765658,0.825267418329,0.885714285714,0.971428571429,4.19160964291,6.18590612411,39.9851277669,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":84,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,8,2,84,189,47,6.48139036633,12.7396527151,0.554779091768,0.837583116508,0.92619047619,0.97619047619,3.73941675386,3.8594373703,46.5369758606,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":84,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,8,3,85,189,47,7.87418698128,13.0725585328,0.280986498022,0.732888026903,0.851818181818,0.884502923977,4.16551840019,9.79787278239,49.0765721893,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":85,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,8,3,85,189,47,10.2027887426,15.4064793539,0.00132847223972,0.721574976451,0.810909090909,0.888888888889,6.65104940923,14.8656357524,28.5075261688,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":85,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan+Physical,8,3,85,189,47,8.24243658147,12.2903382358,0.364459069081,0.733948137105,0.821818181818,0.900584795322,5.05676489703,10.5404982707,38.7920491791,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":85,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Morgan,8,4,86,189,47,5.69179111124,7.01698194499,0.611420227446,0.644103216999,0.852272727273,0.962121212121,5.35453504866,7.33591441631,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":86,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
Physical,8,4,86,189,47,4.54269371459,6.3450284551,0.682278488642,0.681931193987,0.843434343434,0.954545454545,3.34057818804,10.4030069065,nan,"{""colsample_bytree"":0.8,""learning_rate"":0.05,""max_bin"":64,""max_depth"":2,""n_estimators"":200,""n_jobs"":1,""objective"":""reg:squarederror"",""random_state"":86,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
