representation,arm,repeat,split,calibration_count,test_count,infinite_interval_count,infinite_interval_rate,quantile_abs_error_median,normalized_quantile_median,interval_width,coverage,coverage_lt20,coverage_20_60,coverage_gt60,normalized_interval_width,normalized_coverage,normalized_coverage_lt20,normalized_coverage_20_60,normalized_coverage_gt60,fold0_calibration_count,fold0_test_count,fold0_quantile,fold0_coverage,fold0_normalized_quantile,fold0_normalized_coverage,fold1_calibration_count,fold1_test_count,fold1_quantile,fold1_coverage,fold1_normalized_quantile,fold1_normalized_coverage,fold2_calibration_count,fold2_test_count,fold2_quantile,fold2_coverage,fold2_normalized_quantile,fold2_normalized_coverage,fold3_calibration_count,fold3_test_count,fold3_quantile,fold3_coverage,fold3_normalized_quantile,fold3_normalized_coverage,fold4_calibration_count,fold4_test_count,fold4_quantile,fold4_coverage,fold4_normalized_quantile,fold4_normalized_coverage
Morgan,baseline_v0.3,6,61,117,117,0,0,19.4104175568,1.12023147191,39.5070965368,0.957264957265,1,0.857142857143,0,32.5880411786,0.957264957265,0.989361702128,0.857142857143,0.5,25,22,27.1593532562,0.954545454545,1.52233008401,1,19,28,19.4104175568,0.964285714286,0.920379415243,0.964285714286,27,20,21.0010305405,0.95,1.3044953339,0.95,19,28,15.3037826538,0.964285714286,0.855140634345,0.928571428571,27,19,16.9284820557,0.947368421053,1.12023147191,0.947368421053
Morgan,baseline_v0.3,6,62,117,117,0,0,12.0966320419,0.920379415243,31.5991567032,0.863247863248,0.953488372093,0.655172413793,0,30.7908084403,0.931623931624,0.976744186047,0.827586206897,0.5,21,26,12.0966320419,0.692307692308,1.24792869664,0.961538461538,23,24,19.4104175568,0.958333333333,0.920379415243,0.958333333333,26,21,9.38768116,0.761904761905,0.75997113812,0.857142857143,24,23,10.3021414566,0.913043478261,0.755518663448,0.869565217391,23,23,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,63,117,117,0,0,15.3037826538,1.12323373199,36.2112236023,0.880341880342,0.943820224719,0.730769230769,0,29.5444512135,0.923076923077,1,0.730769230769,0,27,20,36.8917747498,1,1.24792869664,0.95,21,26,13.9314105988,0.884615384615,0.799778333594,0.884615384615,22,25,21.0010305405,0.96,1.3044953339,0.96,26,21,15.3037826538,0.952380952381,1.12323373199,0.952380952381,21,25,6.87596843719,0.64,0.715946047472,0.88
Morgan,baseline_v0.3,6,64,117,117,0,0,16.9284820557,0.920379415243,35.0734847592,0.931623931624,0.988764044944,0.84,0,28.5660451572,0.931623931624,0.977528089888,0.88,0,27,20,27.1593532562,0.95,1.24792869664,0.95,24,23,19.4104175568,0.95652173913,0.920379415243,0.95652173913,24,23,10.5515864563,0.826086956522,0.75997113812,0.869565217391,20,27,15.3037826538,0.962962962963,0.855140634345,0.925925925926,22,24,16.9284820557,0.958333333333,1.12023147191,0.958333333333
Morgan,baseline_v0.3,6,65,117,117,0,0,20.2087543488,1.16535771162,39.1142090268,0.931623931624,0.989361702128,0.761904761905,0,28.0971446947,0.91452991453,0.968085106383,0.761904761905,0,22,25,20.2087543488,0.88,1.16535771162,0.92,24,23,13.9314105988,0.869565217391,0.651756028499,0.782608695652,23,24,21.0010305405,0.958333333333,1.3044953339,0.958333333333,24,23,15.3037826538,0.95652173913,0.855140634345,0.913043478261,24,22,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,66,117,117,0,0,27.569463253,1.55359205696,124.589253436,0.965811965812,0.989247311828,0.913043478261,0,163.024028908,0.974358974359,1,0.869565217391,1,22,25,19.6547820282,0.84,1.03092354136,0.88,17,30,169.476308556,1,16.9583291118,1,27,20,29.2300537109,1,1.64029976503,1,26,21,26.154891243,1,1.55359205696,1,25,21,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,67,117,117,0,0,26.154891243,1.52233008401,46.2276685829,0.965811965812,1,0.869565217391,0,38.6435507578,0.974358974359,1,0.869565217391,1,21,26,27.1593532562,0.961538461538,1.52233008401,1,23,24,14.0910305405,0.916666666667,0.875275313488,0.916666666667,23,24,29.2300537109,1,1.64029976503,1,21,26,26.154891243,1,1.55359205696,1,29,17,16.3789548874,0.941176470588,0.760071196908,0.941176470588
Morgan,baseline_v0.3,6,68,117,117,0,0,25.732106781,1.24792869664,49.6110589427,0.940170940171,0.977528089888,0.884615384615,0,45.2626209097,0.923076923077,0.966292134831,0.846153846154,0,24,23,36.8917747498,1,1.24792869664,0.95652173913,18,29,25.732106781,0.965517241379,2.90171590315,0.965517241379,22,25,21.0010305405,0.96,1.3044953339,0.96,30,17,8.7283302307,0.705882352941,0.636892335024,0.647058823529,23,23,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,69,117,117,0,0,14.0910305405,0.875275313488,26.5781159983,0.880341880342,0.977272727273,0.68,0,28.6976546339,0.888888888889,0.965909090909,0.72,0.25,23,24,20.2087543488,0.875,1.16535771162,0.916666666667,27,20,14.0910305405,0.9,0.875275313488,0.9,24,23,15.1223162079,0.913043478261,0.781731804868,0.913043478261,22,25,9.46946325302,0.88,1.12323373199,0.96,21,25,8.1375686646,0.84,0.699275857201,0.76
Morgan,baseline_v0.3,6,70,117,117,0,0,16.3789548874,0.875275313488,38.9040274413,0.940170940171,0.989247311828,0.857142857143,0,30.8510873322,0.923076923077,0.989247311828,0.761904761905,0,22,25,20.2692386627,0.92,0.850960811541,0.84,25,22,14.0910305405,0.909090909091,0.875275313488,0.909090909091,21,26,29.2300537109,1,1.64029976503,1,27,20,15.3037826538,0.95,0.855140634345,0.9,22,24,16.3789548874,0.916666666667,1.12023147191,0.958333333333
Morgan,baseline_v0.3,6,71,117,117,0,0,16.9284820557,0.75997113812,107.484173493,0.931623931624,0.989130434783,0.818181818182,0,145.35636287,0.888888888889,0.945652173913,0.727272727273,0.333333333333,24,23,20.2087543488,0.869565217391,1.16535771162,0.913043478261,18,29,169.476308556,1,16.9583291118,1,25,22,15.1223162079,0.909090909091,0.75997113812,0.863636363636,24,23,10.3021414566,0.913043478261,0.755518663448,0.869565217391,26,20,16.9284820557,0.95,0.711613468537,0.75
Morgan,baseline_v0.3,6,72,117,117,0,0,21.0010305405,1.18258918937,46.446053788,0.957264957265,1,0.833333333333,0,30.4562482076,0.940170940171,0.989130434783,0.791666666667,0,23,24,36.8917747498,1,1.24792869664,0.958333333333,21,26,13.7409577942,0.846153846154,0.674057929078,0.846153846154,22,25,21.0010305405,0.96,1.3044953339,0.96,30,17,15.3037826538,1,0.855140634345,0.941176470588,21,25,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,73,117,117,0,0,15.3037826538,1.12323373199,34.8287960086,0.871794871795,0.913978494624,0.772727272727,0,38.4902149486,0.931623931624,0.978494623656,0.818181818182,0,26,21,36.8917747498,1,1.52233008401,1,26,21,25.732106781,1,2.90171590315,1,20,27,5.3873405457,0.62962962963,0.636800251874,0.814814814815,21,26,15.3037826538,0.961538461538,1.12323373199,0.961538461538,24,22,8.1375686646,0.818181818182,0.760071196908,0.909090909091
Morgan,baseline_v0.3,6,74,117,117,0,0,26.154891243,1.55359205696,49.4280409861,0.965811965812,0.978947368421,0.952380952381,0,47.5101885632,0.965811965812,1,0.857142857143,0,25,22,36.8917747498,1,1.16535771162,0.909090909091,23,24,25.732106781,1,2.90171590315,1,23,24,29.2300537109,1,1.64029976503,1,26,21,26.154891243,1,1.55359205696,1,20,26,8.1375686646,0.846153846154,0.760071196908,0.923076923077
Morgan,baseline_v0.3,6,75,117,117,0,0,16.9284820557,1.12023147191,42.3175616273,0.957264957265,1,0.826086956522,0,38.2520332969,0.923076923077,0.989247311828,0.695652173913,0,26,21,36.8917747498,1,1.03092354136,0.857142857143,28,19,25.732106781,1,2.90171590315,1,17,30,15.1223162079,0.9,0.75997113812,0.866666666667,24,23,15.3037826538,0.95652173913,1.12323373199,0.95652173913,22,24,16.9284820557,0.958333333333,1.12023147191,0.958333333333
Morgan,baseline_v0.3,6,76,117,117,0,0,13.7183616638,0.75997113812,26.2090328967,0.837606837607,0.933333333333,0.636363636364,0,23.0029171803,0.803418803419,0.888888888889,0.636363636364,0,20,27,13.7183616638,0.777777777778,0.693817403052,0.666666666667,25,22,13.7409577942,0.818181818182,0.799778333594,0.863636363636,23,24,10.5515864563,0.833333333333,0.75997113812,0.875,30,17,8.8367351532,0.764705882353,0.633039933984,0.588235294118,19,27,16.9284820557,0.962962962963,1.12023147191,0.962962962963
Morgan,baseline_v0.3,6,77,117,117,0,0,16.3789548874,1.12023147191,38.663117634,0.931623931624,0.978723404255,0.85,0,37.7489139703,0.91452991453,0.957446808511,0.85,0,23,24,27.1593532562,0.958333333333,1.16535771162,0.916666666667,22,25,25.732106781,1,2.90171590315,1,26,21,10.5515864563,0.809523809524,0.636800251874,0.761904761905,24,23,15.3037826538,0.95652173913,0.855140634345,0.913043478261,22,24,16.3789548874,0.916666666667,1.12023147191,0.958333333333
Morgan,baseline_v0.3,6,78,117,117,0,0,20.2692386627,1.24792869664,42.7707829568,0.948717948718,1,0.884615384615,0,59.6266639112,0.965811965812,1,0.884615384615,0.666666666667,27,20,20.2692386627,0.9,1.24792869664,0.95,22,25,25.732106781,1,2.90171590315,1,24,23,15.1223162079,0.913043478261,0.781731804868,0.913043478261,27,20,15.3037826538,0.95,1.12323373199,0.95,17,29,27.569463253,0.965517241379,3.27019074591,1
Morgan,baseline_v0.3,6,79,117,117,0,0,16.9284820557,0.760071196908,35.6194623025,0.91452991453,0.975,0.878787878788,0,32.6717368301,0.91452991453,0.975,0.848484848485,0.25,24,23,27.1593532562,0.95652173913,1.52233008401,1,26,21,13.4300689697,0.761904761905,0.674057929078,0.809523809524,24,23,21.0010305405,0.95652173913,1.3044953339,0.95652173913,24,23,10.3021414566,0.913043478261,0.755518663448,0.869565217391,19,27,16.9284820557,0.962962962963,0.760071196908,0.925925925926
Morgan,baseline_v0.3,6,80,117,117,0,0,13.0367311096,0.781731804868,32.706927577,0.880341880342,0.965517241379,0.703703703704,0,28.8738503549,0.905982905983,0.965517241379,0.777777777778,0.333333333333,20,27,27.1593532562,0.962962962963,1.52233008401,1,24,23,12.8504940033,0.739130434783,0.651756028499,0.782608695652,25,22,13.0367311096,0.863636363636,0.781731804868,0.909090909091,25,22,9.46946325302,0.863636363636,1.12323373199,0.954545454545,23,23,16.9284820557,0.95652173913,0.715946047472,0.869565217391
Morgan,baseline_v0.3,6,81,117,117,0,0,15.3037826538,0.855140634345,31.5937223042,0.897435897436,0.977528089888,0.692307692308,0,36.8040366319,0.897435897436,0.966292134831,0.730769230769,0,25,22,20.2692386627,0.909090909091,1.16535771162,0.909090909091,23,24,25.732106781,1,2.90171590315,1,22,25,7.9060493469,0.76,0.636800251874,0.8,20,27,15.3037826538,0.962962962963,0.855140634345,0.925925925926,27,19,9.1518724289,0.842105263158,0.715946047472,0.842105263158
Morgan,baseline_v0.3,6,82,117,117,0,0,20.2692386627,1.24792869664,39.7138624077,0.957264957265,1,0.916666666667,0,40.2369750449,0.948717948718,0.988888888889,0.875,0.333333333333,20,27,20.2692386627,0.925925925926,1.24792869664,0.962962962963,25,22,25.732106781,1,2.90171590315,1,23,24,21.0010305405,0.958333333333,1.3044953339,0.958333333333,23,24,15.3037826538,0.958333333333,0.855140634345,0.916666666667,26,20,16.9284820557,0.95,0.760071196908,0.9
Morgan,baseline_v0.3,6,83,117,117,0,0,16.9284820557,0.850960811541,112.159241985,0.940170940171,1,0.88,0,167.710730962,0.905982905983,0.977272727273,0.76,0.25,22,25,20.2692386627,0.92,0.850960811541,0.84,16,31,169.476308556,1,16.9583291118,1,30,17,13.0367311096,0.882352941176,0.75997113812,0.882352941176,22,25,10.3021414566,0.92,0.72183571666,0.84,27,19,16.9284820557,0.947368421053,1.12023147191,0.947368421053
Morgan,baseline_v0.3,6,84,117,117,0,0,16.9284820557,0.875275313488,38.1650668016,0.948717948718,1,0.863636363636,0,29.1655689474,0.931623931624,0.989130434783,0.818181818182,0,23,24,27.1593532562,0.958333333333,1.24792869664,0.958333333333,28,19,14.0910305405,0.894736842105,0.875275313488,0.894736842105,21,26,21.0010305405,0.961538461538,1.3044953339,0.961538461538,19,28,15.3037826538,0.964285714286,0.855140634345,0.928571428571,26,20,16.9284820557,0.95,0.760071196908,0.9
Morgan,baseline_v0.3,6,85,117,117,0,0,25.732106781,1.55359205696,46.7240334431,0.957264957265,1,0.857142857143,0,43.1418198191,0.940170940171,0.978723404255,0.809523809524,0.5,25,22,19.6547820282,0.818181818182,1.03092354136,0.863636363636,27,20,25.732106781,1,2.90171590315,1,26,21,29.2300537109,1,1.64029976503,1,19,28,26.154891243,1,1.55359205696,1,20,26,16.9284820557,0.961538461538,0.715388391447,0.846153846154
Morgan,baseline_v0.3,6,86,117,117,0,0,16.3789548874,1.12323373199,32.3218343761,0.905982905983,0.978260869565,0.761904761905,0,29.1716085972,0.931623931624,1,0.761904761905,0.25,28,19,20.2087543488,0.842105263158,1.16535771162,0.894736842105,23,24,14.0910305405,0.916666666667,0.875275313488,0.916666666667,22,25,21.0010305405,0.96,1.3044953339,0.96,24,23,9.46946325302,0.869565217391,1.12323373199,0.95652173913,20,26,16.3789548874,0.923076923077,0.760071196908,0.923076923077
Morgan,baseline_v0.3,6,87,117,117,0,0,20.2692386627,1.24792869664,38.613704366,0.940170940171,0.988888888889,0.875,0,38.2239881151,0.957264957265,1,0.875,0.333333333333,22,25,20.2692386627,0.92,1.24792869664,0.96,21,26,14.0910305405,0.923076923077,0.875275313488,0.923076923077,25,22,29.2300537109,1,1.64029976503,1,27,20,26.154891243,1,1.55359205696,1,22,24,9.1518724289,0.875,0.760071196908,0.916666666667
Morgan,baseline_v0.3,6,88,117,117,0,0,13.9314105988,1.12023147191,34.9429502292,0.91452991453,0.989010989011,0.68,0,28.9084399668,0.91452991453,0.978021978022,0.72,0,26,21,36.8917747498,1,1.24792869664,0.952380952381,23,24,13.9314105988,0.875,0.651756028499,0.791666666667,22,25,13.0367311096,0.88,0.781731804868,0.92,22,25,9.46946325302,0.88,1.12323373199,0.96,24,22,16.9284820557,0.954545454545,1.12023147191,0.954545454545
Morgan,baseline_v0.3,6,89,117,117,0,0,10.5515864563,0.760071196908,29.0819443558,0.854700854701,0.913043478261,0.695652173913,0,35.037407145,0.888888888889,0.945652173913,0.739130434783,0,23,24,20.2087543488,0.875,1.16535771162,0.916666666667,26,21,25.732106781,1,2.90171590315,1,23,24,10.5515864563,0.833333333333,0.75997113812,0.875,19,28,8.5583526611,0.75,0.649366339791,0.785714285714,26,20,9.1518724289,0.85,0.760071196908,0.9
Morgan,baseline_v0.3,6,90,117,117,0,0,20.2087543488,1.16535771162,42.3142795954,0.91452991453,0.96875,0.823529411765,0,33.9108542659,0.931623931624,0.979166666667,0.823529411765,0.25,22,25,20.2087543488,0.88,1.16535771162,0.92,21,26,13.4300689697,0.807692307692,0.651756028499,0.807692307692,24,23,29.2300537109,1,1.64029976503,1,22,25,26.154891243,1,1.55359205696,1,28,18,16.3789548874,0.888888888889,1.12023147191,0.944444444444
Morgan,baseline_v0.3,6,91,117,117,0,0,20.2087543488,1.24792869664,42.0045095741,0.940170940171,0.977777777778,0.95652173913,0,38.8157657139,0.965811965812,1,0.95652173913,0.25,20,27,20.2087543488,0.888888888889,1.24792869664,0.962962962963,22,25,14.0910305405,0.92,0.875275313488,0.92,26,21,29.2300537109,1,1.64029976503,1,24,23,26.154891243,1,1.55359205696,1,25,21,16.3789548874,0.904761904762,1.12023147191,0.952380952381
Morgan,baseline_v0.3,6,92,117,117,0,0,26.154891243,1.52233008401,117.14869063,0.957264957265,0.989130434783,0.84,,158.562000948,0.974358974359,1,0.88,,24,23,36.8917747498,1,1.52233008401,1,18,29,169.476308556,1,16.9583291118,1,29,18,13.0367311096,0.888888888889,0.781731804868,0.944444444444,22,25,26.154891243,1,1.55359205696,1,24,22,9.1518724289,0.863636363636,0.760071196908,0.909090909091
Morgan,baseline_v0.3,6,93,117,117,0,0,13.0367311096,0.781731804868,26.2855265652,0.871794871795,0.977777777778,0.636363636364,0,24.5979709926,0.871794871795,0.966666666667,0.636363636364,0.2,19,28,19.6547820282,0.857142857143,1.03092354136,0.892857142857,30,17,13.9314105988,0.882352941176,0.799778333594,0.882352941176,24,23,13.0367311096,0.869565217391,0.781731804868,0.913043478261,23,24,10.3021414566,0.916666666667,0.72183571666,0.833333333333,21,25,8.1375686646,0.84,0.715388391447,0.84
Morgan,baseline_v0.3,6,94,117,117,0,0,16.3789548874,1.12023147191,35.39052033,0.91452991453,0.978260869565,0.809523809524,0,39.4195010234,0.91452991453,0.978260869565,0.761904761905,0.25,19,28,20.2087543488,0.892857142857,1.16535771162,0.928571428571,24,23,25.732106781,1,2.90171590315,1,23,24,15.1223162079,0.916666666667,0.75997113812,0.875,27,20,9.46946325302,0.85,0.72183571666,0.8,24,22,16.3789548874,0.909090909091,1.12023147191,0.954545454545
Morgan,baseline_v0.3,6,95,117,117,0,0,15.1223162079,0.760071196908,37.4003282994,0.905982905983,0.956043956044,0.791666666667,0,41.0964150735,0.91452991453,0.967032967033,0.791666666667,0,24,23,36.8917747498,1,1.52233008401,1,25,22,25.732106781,1,2.90171590315,1,26,21,15.1223162079,0.904761904762,0.75997113812,0.857142857143,21,26,8.7283302307,0.769230769231,0.720973170177,0.807692307692,21,25,9.1518724289,0.88,0.760071196908,0.92
Morgan,baseline_v0.3,6,96,117,117,0,0,14.0910305405,0.875275313488,40.8291287946,0.923076923077,0.978947368421,0.714285714286,0,27.5797196387,0.931623931624,0.989473684211,0.714285714286,0,24,23,36.8917747498,1,1.24792869664,0.95652173913,23,24,14.0910305405,0.916666666667,0.875275313488,0.916666666667,22,25,13.0367311096,0.88,0.781731804868,0.92,27,20,9.33268116,0.8,0.755518663448,0.85,21,25,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,97,117,117,0,0,16.9284820557,0.850960811541,36.7602841421,0.905982905983,0.989247311828,0.7,0,29.01486817,0.897435897436,0.978494623656,0.65,0.25,21,26,19.6547820282,0.846153846154,0.850960811541,0.846153846154,27,20,13.7409577942,0.8,0.799778333594,0.85,23,24,29.2300537109,1,1.64029976503,1,27,20,10.3021414566,0.9,0.72183571666,0.8,19,27,16.9284820557,0.962962962963,1.12023147191,0.962962962963
Morgan,baseline_v0.3,6,98,117,117,0,0,20.2087543488,1.24792869664,39.3961110906,0.940170940171,0.978723404255,0.9,0,46.0176742346,0.974358974359,1,0.95,0.333333333333,23,24,20.2087543488,0.875,1.24792869664,0.958333333333,27,20,25.732106781,1,2.90171590315,1,25,22,29.2300537109,1,1.64029976503,1,20,27,9.46946325302,0.888888888889,1.12323373199,0.962962962963,22,24,16.9284820557,0.958333333333,1.12023147191,0.958333333333
Morgan,baseline_v0.3,6,99,117,117,0,0,26.154891243,1.55359205696,51.1027568035,0.974358974359,1,0.95652173913,0,49.7792759994,0.974358974359,1,0.95652173913,0,28,19,27.1593532562,0.947368421053,1.24792869664,0.947368421053,24,23,25.732106781,1,2.90171590315,1,16,31,29.2300537109,0.967741935484,1.64029976503,0.967741935484,22,25,26.154891243,1,1.55359205696,1,27,19,16.9284820557,0.947368421053,1.12023147191,0.947368421053
Morgan,baseline_v0.3,6,100,117,117,0,0,13.9314105988,0.799778333594,36.6809427832,0.871794871795,0.934065934066,0.708333333333,0,29.6199995455,0.863247863248,0.923076923077,0.708333333333,0,19,28,36.8917747498,1,1.52233008401,1,24,23,13.9314105988,0.869565217391,0.799778333594,0.869565217391,27,20,21.0010305405,0.95,1.3044953339,0.95,27,20,9.33268116,0.8,0.755518663448,0.85,20,26,7.1449531555,0.730769230769,0.583930612933,0.653846153846
Morgan,baseline_v0.3,6,101,117,117,0,0,13.4300689697,0.760071196908,34.3949484546,0.854700854701,0.935483870968,0.619047619048,0,32.7218653457,0.897435897436,0.956989247312,0.714285714286,0.333333333333,23,24,27.1593532562,0.958333333333,1.52233008401,1,29,18,13.4300689697,0.777777777778,0.674057929078,0.833333333333,24,23,7.9060493469,0.739130434783,0.612558884829,0.739130434783,18,29,26.154891243,0.965517241379,1.55359205696,0.965517241379,23,23,7.74816452026,0.782608695652,0.760071196908,0.913043478261
Morgan,baseline_v0.3,6,102,117,117,0,0,15.1223162079,0.855140634345,34.7276342793,0.897435897436,0.95652173913,0.739130434783,0,24.9834838412,0.897435897436,0.95652173913,0.739130434783,0,24,23,36.8917747498,1,1.24792869664,0.95652173913,29,18,19.4104175568,1,0.920379415243,1,19,28,15.1223162079,0.928571428571,0.781731804868,0.928571428571,24,23,10.3021414566,0.913043478261,0.855140634345,0.913043478261,21,25,6.93176651001,0.68,0.664486355533,0.72
Morgan,baseline_v0.3,6,103,117,117,0,0,16.9284820557,1.12023147191,75.4109622212,0.957264957265,1,0.826086956522,0,106.650582425,0.948717948718,0.989247311828,0.826086956522,0,17,30,97.5359684372,1,10.1557317674,1,26,21,25.732106781,1,2.90171590315,1,26,21,15.1223162079,0.904761904762,0.781731804868,0.904761904762,29,18,9.46946325302,0.888888888889,0.72183571666,0.833333333333,19,27,16.9284820557,0.962962962963,1.12023147191,0.962962962963
Morgan,baseline_v0.3,6,104,117,117,0,0,20.2692386627,1.16535771162,34.4778275808,0.905982905983,0.966292134831,0.8,0,43.1593498261,0.940170940171,1,0.8,0.333333333333,25,22,20.2692386627,0.909090909091,1.16535771162,0.909090909091,24,23,25.732106781,1,2.90171590315,1,17,30,21.0010305405,0.933333333333,1.3044953339,0.933333333333,32,15,10.3021414566,0.933333333333,1.12323373199,1,19,27,7.20845069885,0.777777777778,0.715946047472,0.888888888889
Morgan,baseline_v0.3,6,105,117,117,0,0,21.0010305405,1.3044953339,36.4276199093,0.905982905983,0.96875,0.722222222222,0,38.5524563321,0.863247863248,0.927083333333,0.666666666667,0,22,25,13.7183616638,0.76,0.66389115041,0.6,28,19,25.732106781,1,2.90171590315,1,23,24,21.0010305405,0.958333333333,1.3044953339,0.958333333333,25,22,26.154891243,1,1.55359205696,1,19,27,8.1375686646,0.851851851852,0.711613468537,0.814814814815
Morgan,baseline_v0.3,6,106,117,117,0,0,13.7409577942,0.781731804868,29.1666387418,0.871794871795,0.977011494253,0.68,0,24.1748127806,0.846153846154,0.954022988506,0.64,0,19,28,13.7183616638,0.785714285714,0.66389115041,0.642857142857,22,25,13.7409577942,0.84,0.799778333594,0.88,28,19,13.0367311096,0.842105263158,0.781731804868,0.894736842105,28,19,15.3037826538,0.947368421053,1.12323373199,0.947368421053,20,26,16.9284820557,0.961538461538,0.760071196908,0.923076923077
Morgan,baseline_v0.3,6,107,117,117,0,0,15.3037826538,0.855140634345,34.1739726584,0.923076923077,0.988372093023,0.793103448276,0,30.1588179627,0.923076923077,0.976744186047,0.793103448276,0.5,20,27,27.1593532562,0.962962962963,1.52233008401,1,21,26,14.0910305405,0.923076923077,0.875275313488,0.923076923077,23,24,10.5515864563,0.833333333333,0.75997113812,0.875,28,19,15.3037826538,0.947368421053,0.855140634345,0.894736842105,25,21,16.9284820557,0.952380952381,0.760071196908,0.904761904762
Morgan,baseline_v0.3,6,108,117,117,0,0,25.732106781,1.52233008401,47.2678602998,0.974358974359,1,0.96,0,52.8399316422,0.982905982906,1,0.96,0.5,25,22,27.1593532562,0.954545454545,1.52233008401,1,21,26,25.732106781,1,2.90171590315,1,27,20,21.0010305405,0.95,1.3044953339,0.95,20,27,26.154891243,1,1.55359205696,1,24,22,16.9284820557,0.954545454545,1.12023147191,0.954545454545
Morgan,baseline_v0.3,6,109,117,117,0,0,20.2692386627,0.850960811541,37.1060432499,0.91452991453,0.977272727273,0.777777777778,0,43.4003460326,0.923076923077,0.988636363636,0.740740740741,0.5,24,23,20.2692386627,0.913043478261,0.850960811541,0.826086956522,22,25,25.732106781,1,2.90171590315,1,24,23,13.0367311096,0.869565217391,0.781731804868,0.913043478261,25,22,26.154891243,1,1.55359205696,1,22,24,7.74816452026,0.791666666667,0.715946047472,0.875
Morgan,baseline_v0.3,6,110,117,117,0,0,21.0010305405,1.18258918937,38.5214315709,0.854700854701,0.952941176471,0.633333333333,0,32.3644678967,0.863247863248,0.929411764706,0.733333333333,0,23,24,9.3677471313,0.583333333333,0.693817403052,0.625,24,23,12.8504940033,0.739130434783,0.649135741304,0.739130434783,22,25,21.0010305405,0.96,1.3044953339,0.96,24,23,26.154891243,1,1.55359205696,1,24,22,27.569463253,1,1.18258918937,1
Morgan,baseline_v0.3,6,111,117,117,0,0,19.6547820282,0.875275313488,39.5596151662,0.940170940171,1,0.8,0,29.8186014173,0.923076923077,0.989361702128,0.7,0.333333333333,20,27,19.6547820282,0.851851851852,0.850960811541,0.851851851852,25,22,14.0910305405,0.909090909091,0.875275313488,0.909090909091,29,18,21.0010305405,1,1.3044953339,1,20,27,26.154891243,1,1.55359205696,1,23,23,16.9284820557,0.95652173913,0.715946047472,0.869565217391
Morgan,baseline_v0.3,6,112,117,117,0,0,13.0367311096,0.875275313488,32.6830790616,0.905982905983,0.978494623656,0.681818181818,0,26.4058156941,0.923076923077,1,0.681818181818,0,23,24,36.8917747498,1,1.16535771162,0.916666666667,20,27,14.0910305405,0.925925925926,0.875275313488,0.925925925926,31,16,13.0367311096,0.875,0.781731804868,0.9375,24,23,9.46946325302,0.869565217391,1.12323373199,0.95652173913,19,27,8.1375686646,0.851851851852,0.715946047472,0.888888888889
Morgan,baseline_v0.3,6,113,117,117,0,0,16.9284820557,1.12323373199,41.3358752259,0.931623931624,0.977777777778,0.84,0,34.7511564684,0.931623931624,0.966666666667,0.84,0.5,25,22,27.1593532562,0.954545454545,1.52233008401,1,23,24,13.4300689697,0.791666666667,0.649135741304,0.75,20,27,29.2300537109,1,1.64029976503,1,25,22,15.3037826538,0.954545454545,1.12323373199,0.954545454545,24,22,16.9284820557,0.954545454545,1.12023147191,0.954545454545
Morgan,baseline_v0.3,6,114,117,117,0,0,15.3037826538,0.850960811541,43.3655192201,0.940170940171,1,0.791666666667,0,24.169582488,0.871794871795,0.956043956044,0.625,0,24,23,27.1593532562,0.95652173913,0.850960811541,0.826086956522,23,24,13.9314105988,0.875,0.674057929078,0.833333333333,25,22,15.1223162079,0.909090909091,0.636800251874,0.772727272727,27,20,15.3037826538,0.95,1.12323373199,0.95,18,28,33.5391887665,1,1.18258918937,0.964285714286
Morgan,baseline_v0.3,6,115,117,117,0,0,16.9284820557,1.12323373199,41.0812774137,0.948717948718,1,0.85,0,33.3022755005,0.948717948718,1,0.8,0.333333333333,24,23,27.1593532562,0.95652173913,1.52233008401,1,24,23,13.9314105988,0.869565217391,0.799778333594,0.869565217391,23,24,29.2300537109,1,1.64029976503,1,23,24,15.3037826538,0.958333333333,1.12323373199,0.958333333333,23,23,16.9284820557,0.95652173913,0.760071196908,0.913043478261
Morgan,baseline_v0.3,6,116,117,117,0,0,16.3789548874,0.799778333594,32.1880894448,0.880341880342,0.964285714286,0.758620689655,0,27.0163853103,0.888888888889,0.988095238095,0.724137931034,0,23,24,19.6547820282,0.833333333333,0.748221895311,0.791666666667,21,26,13.7409577942,0.846153846154,0.799778333594,0.884615384615,22,25,21.0010305405,0.96,1.3044953339,0.96,24,23,9.46946325302,0.869565217391,0.855140634345,0.913043478261,27,19,16.3789548874,0.894736842105,0.760071196908,0.894736842105
Morgan,baseline_v0.3,6,117,117,117,0,0,16.3789548874,1.12023147191,41.273948944,0.948717948718,0.989583333333,0.761904761905,,31.0441237386,0.948717948718,0.989583333333,0.761904761905,,24,23,36.8917747498,1,1.52233008401,1,21,26,14.0910305405,0.923076923077,0.875275313488,0.923076923077,24,23,21.0010305405,0.95652173913,1.3044953339,0.95652173913,28,19,15.3037826538,0.947368421053,0.855140634345,0.894736842105,20,26,16.3789548874,0.923076923077,1.12023147191,0.961538461538
