representation,repeat,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60
MLP_Physical,0,8.329676341486307,21.102218227205977,-0.22632820815460608,0.8582543245762908,0.9105924978687128,0.9451170298627926,4.341198153348464,14.151573989160987,85.46164684617483
MLP_Physical,1,8.03623727678909,22.43629527319966,-0.38628585522740866,0.8797418323336532,0.9276427962489344,0.9194915254237288,3.913889166525461,15.048619244675976,79.39842903086995
MLP_Physical,2,7.966839341729616,21.394125595197345,-0.2604905097414367,0.8557407625544989,0.9121909633418586,0.934221146085553,4.0002414776401,17.965447529583468,49.32302306898598
MLP_Physical,3,7.17022019764479,22.469440830801222,-0.39038485267106093,0.9115015834435805,0.9363810741687979,0.9521791767554479,2.9088511168600464,16.091016647950937,66.89479296787104
MLP_Physical,4,6.990604074997479,16.66323738444363,0.2353384359123427,0.8718563933725207,0.9307331628303495,0.9638821630347054,3.567559499167776,12.386087089577499,69.83675534874388
MLP_Physical,5,7.382088702228496,18.032380544044724,0.10451848380111073,0.8936169175645028,0.9259377664109122,0.9546004842615012,3.5951517293483275,14.122436189359147,70.43037815334438
MLP_Physical,6,7.414984832525055,19.62194591226666,-0.060314368558183284,0.8706076217723343,0.9276427962489343,0.927360774818402,3.5515736312732336,14.278312654475236,71.84682508770098
MLP_Physical,7,7.694526205176887,19.91095849736135,-0.09177924097258838,0.8558912001817384,0.913150042625746,0.9451170298627926,4.122292334820562,15.37206515037898,56.0857893687392
MLP_Physical,8,9.389286176469307,33.29811528405031,-2.0534429022055543,0.8266491899165818,0.91538789428815,0.9313962873284907,4.568069051200581,21.659848869864884,58.667020710438216
MLP_Physical,9,7.700617578946593,18.63873018274628,0.04328377093435931,0.8237741597071175,0.8970588235294117,0.8944713478611783,4.095633463972389,13.03926147463516,76.7735068883475
