inchikey,pubchem_cid,pubchem_version,record_name,formula,molecular_mass,charge,multiplicity,source_dataset,source_level,source_license,source_doi,homo_eV,lumo_eV,gap_eV,homo_beta_eV,lumo_beta_eV,dipole_debye,unit_check,structure_check,tags,in_key_registry,in_batt_orbit_pool,in_epsilon_roster,in_viscosity_roster,in_viscosity_sample,in_calibration_sample,batt_homo_eV,batt_lumo_eV,batt_minus_pubchemqc_homo_eV,batt_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
HEHQDWUWJVPREQ-UHFFFAOYSA-N,257,20160829,000000257.B3LYP@PM6.S0,C34H66NO12P,711.861101,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.718491,-0.595929,6.122562,-6.718491,-0.595929,6.522417,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.642932,,linear_2fold_v1,calibrated_estimate
HEPUIGACZYVUCD-UHFFFAOYSA-N,578,20160829,000000578.B3LYP@PM6.S0,C12H23NO10,341.311720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.370185,1.039475,7.409660,-6.370185,1.039475,4.145466,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.290011,,linear_2fold_v1,calibrated_estimate
HERSSAVMHCMYSQ-UHFFFAOYSA-N,16,20160829,000000016.B3LYP@PM6.S0,C12H22N2O2,226.315280,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.587876,0.693890,7.281767,-6.587876,0.693890,0.000106,verified_eV_audited,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.510587,,linear_2fold_v1,calibrated_estimate
HEXMLHKQVUFYME-UHFFFAOYSA-N,128,20160829,000000128.B3LYP@PM6.S0,C6H8N2O3,156.139320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.963393,-0.846274,6.117119,-6.963393,-0.846274,5.472666,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.891080,,linear_2fold_v1,calibrated_estimate
HFKQINMYQUXOCH-UHFFFAOYSA-N,124,20160829,000000124.B3LYP@PM6.S0,C5H8O4,132.114620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.319863,-2.639504,4.680358,-7.319863,-2.639504,1.605676,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.252273,,linear_2fold_v1,calibrated_estimate
HFYBTHCYPKEDQQ-UHFFFAOYSA-N,606,20160829,000000606.B3LYP@PM6.S0,C6H11N2O6P,238.135101,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.198754,0.084355,6.283109,-6.198754,0.084355,3.873108,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.116308,,linear_2fold_v1,calibrated_estimate
HGCIXCUEYOPUTN-UHFFFAOYSA-N,8079,20160829,000008079.B3LYP@PM6.S0,C6H10,82.143600,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.334810,0.887091,7.221902,-6.334810,0.887091,0.214775,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-9.254167,,linear_2fold_v1,calibrated_estimate
HHKPKXCSHMJWCF-UHFFFAOYSA-N,513,20160829,000000513.B3LYP@PM6.S0,C7H10O7,206.150100,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.409660,-1.281656,6.128004,-7.409660,-1.281656,4.891426,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.343260,,linear_2fold_v1,calibrated_estimate
HHPOUCCVONEPRK-UHFFFAOYSA-N,507,20160829,000000507.B3LYP@PM6.S0,C12H21N3O13P2,477.254962,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.092629,-1.083013,5.009616,-6.092629,-1.083013,7.989593,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.008777,,linear_2fold_v1,calibrated_estimate
HIQNVODXENYOFK-UHFFFAOYSA-N,5,20160829,000000005.B3LYP@PM6.S0,C3H8NO5P,169.073081,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.028701,-1.371454,5.657247,-7.028701,-1.371454,6.730409,verified_eV_audited,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.957253,,linear_2fold_v1,calibrated_estimate
HJQWLHMLMCDAEL-UHFFFAOYSA-N,388,20160829,000000388.B3LYP@PM6.S0,C25H40N7O20P3S,883.606283,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.266782,-1.156484,5.110298,-6.266782,-1.156484,4.527494,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.185238,,linear_2fold_v1,calibrated_estimate
HKAJKOBDBFGGIU-UHFFFAOYSA-N,357,20160829,000000357.B3LYP@PM6.S0,C6H4Cl4,217.907960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.409660,-1.689827,5.719833,-7.409660,-1.689827,0.000054,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.343260,,linear_2fold_v1,calibrated_estimate
HKEAOVFNWRDVAJ-UHFFFAOYSA-N,561,20160829,000000561.B3LYP@PM6.S0,C6H11O6PS,242.186701,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.364743,-2.587803,3.776940,-6.364743,-2.587803,6.314241,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.284497,,linear_2fold_v1,calibrated_estimate
HKKHTABTHSUDBP-UHFFFAOYSA-N,97,20160829,000000097.B3LYP@PM6.S0,C12H20O11,340.280600,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.789241,-1.303425,5.485815,-6.789241,-1.303425,2.408574,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.714620,,linear_2fold_v1,calibrated_estimate
HLKXYZVTANABHZ-UHFFFAOYSA-N,279,20160829,000000279.B3LYP@PM6.S0,C5H8N2O5,176.127420,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.191969,-0.639468,6.552502,-7.191969,-0.639468,4.505196,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.122684,,linear_2fold_v1,calibrated_estimate
HLRUKOJSWOKCPP-UHFFFAOYSA-N,211,20160829,000000211.B3LYP@PM6.S0,C14H18N2O4,278.303720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.825958,-0.397286,5.428671,-5.825958,-0.397286,1.497539,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.738573,,linear_2fold_v1,calibrated_estimate
HMXOGGUFCBUALL-UHFFFAOYSA-N,585,20160829,000000585.B3LYP@PM6.S0,C10H8O4,192.168120,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.400118,-2.672158,3.727960,-6.400118,-2.672158,6.955437,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.320341,,linear_2fold_v1,calibrated_estimate
HNOAJOYERZTSNK-UHFFFAOYSA-N,553,20160829,000000553.B3LYP@PM6.S0,C7H10O6,190.150700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.145710,-3.229991,3.915718,-7.145710,-3.229991,5.841392,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.075812,,linear_2fold_v1,calibrated_estimate
HPEKPJGPWNSAAV-UHFFFAOYSA-N,542,20160829,000000542.B3LYP@PM6.S0,C6H6O4,142.109440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.589255,-1.510232,6.079023,-7.589255,-1.510232,2.351909,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.525235,,linear_2fold_v1,calibrated_estimate
HPEUEJRPDGMIMY-UHFFFAOYSA-N,459,20160829,000000459.B3LYP@PM6.S0,C10H14N5O6PS2,395.351821,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.126625,-1.102061,4.024564,-5.126625,-1.102061,5.177801,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.029973,,linear_2fold_v1,calibrated_estimate
HPXRVTGHNJAIIH-UHFFFAOYSA-N,7966,20160829,000007966.B3LYP@PM6.S0,C6H12O,100.158880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.900807,1.640847,8.541654,-6.900807,1.640847,1.762579,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.827664,,linear_2fold_v1,calibrated_estimate
HRTOQFBQOFIFEE-UHFFFAOYSA-N,39,20160829,000000039.B3LYP@PM6.S0,C6H8O3,128.125920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.976999,-2.367390,4.609609,-6.976999,-2.367390,5.255710,dataset_level_eV,inchikey_from_pubchem_cid,batt_orbit_pool;key_registry,true,true,false,false,false,false,-9.764000,0.124000,-2.787001,2.491390,,,,paired_anchor
HTJXTKBIUVFUAR-UHFFFAOYSA-N,60,20160829,000000060.B3LYP@PM6.S0,C14H26N3O17P3,601.287423,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.590597,-1.319752,5.270845,-6.590597,-1.319752,6.103823,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.513344,,linear_2fold_v1,calibrated_estimate
HTSABYAWKQAHBT-UHFFFAOYSA-N,11566,20160829,000011566.B3LYP@PM6.S0,C7H14O,114.185460,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.783798,2.051738,8.835537,-6.783798,2.051738,1.676315,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.709105,,linear_2fold_v1,calibrated_estimate
HTZGPEHWQCRXGZ-UHFFFAOYSA-N,80572,20160829,000080572.B3LYP@PM6.S0,C6H5ClOS,160.621300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.677674,-1.872143,4.805531,-6.677674,-1.872143,3.644658,dataset_level_eV,inchikey_match_target,batt_calibration_sample;batt_orbit_pool;key_registry;targeted_harvest,true,true,false,false,false,true,-9.180600,0.130300,-2.502926,2.002443,,,,paired_anchor
HTZWVZNRDDOFEI-UHFFFAOYSA-N,13845,20160829,000013845.B3LYP@PM6.S0,C12H26,170.334840,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.510342,2.351064,9.861406,-7.510342,2.351064,0.023070,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.445276,,linear_2fold_v1,calibrated_estimate
HUMNYLRZRPPJDN-UHFFFAOYSA-N,240,20160829,000000240.B3LYP@PM6.S0,C7H6O,106.121940,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.957951,-1.678942,5.279009,-6.957951,-1.678942,3.170350,dataset_level_eV,inchikey_from_pubchem_cid,batt_orbit_pool;key_registry;viscosity_roster,true,true,false,true,false,false,-9.718300,0.343400,-2.760349,2.022342,,,,paired_anchor
HVYWMOMLDIMFJA-UHFFFAOYSA-N,304,20160829,000000304.B3LYP@PM6.S0,C27H46O,386.653540,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.111677,0.715659,6.827337,-6.111677,0.715659,1.797147,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.028078,,linear_2fold_v1,calibrated_estimate
HVZGWILTESYJSP-UHFFFAOYSA-N,69,20160829,000000069.B3LYP@PM6.S0,C7H8O4,156.136020,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.519848,-2.272151,4.247697,-6.519848,-2.272151,7.668566,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.441657,,linear_2fold_v1,calibrated_estimate
HWXBTNAVRSUOJR-UHFFFAOYSA-N,43,20160829,000000043.B3LYP@PM6.S0,C5H8O5,148.114020,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.251834,-0.650352,6.601482,-7.251834,-0.650352,5.754536,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.183343,,linear_2fold_v1,calibrated_estimate
HXDLWJWIAHWIKI-UHFFFAOYSA-N,10960,20160829,000010960.B3LYP@PM6.S0,C4H8O3,104.104520,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.211017,0.065307,7.276324,-7.211017,0.065307,2.201045,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-10.141985,,linear_2fold_v1,calibrated_estimate
HXJUTPCZVOIRIF-UHFFFAOYSA-N,31347,20160829,000031347.B3LYP@PM6.S0,C4H8O2S,120.170120,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.692659,1.004100,8.696759,-7.692659,1.004100,5.343205,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.341600,1.436500,-2.648941,0.432400,,,,paired_anchor
HXKKHQJGJAFBHI-UHFFFAOYSA-N,4,20160829,000000004.B3LYP@PM6.S0,C3H9NO,75.109660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.508963,1.844932,8.353895,-6.508963,1.844932,2.773043,verified_eV_audited,inchikey_from_pubchem_cid,key_registry;viscosity_roster,true,false,false,true,false,false,,,,,-9.430628,,linear_2fold_v1,calibrated_estimate
HXVZGASCDAGAPS-UHFFFAOYSA-N,366,20160829,000000366.B3LYP@PM6.S0,C12H10O4,218.205400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.231407,-1.850374,4.381033,-6.231407,-1.850374,4.108303,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.149394,,linear_2fold_v1,calibrated_estimate
HXXFSFRBOHSIMQ-UHFFFAOYSA-N,466,20160829,000000466.B3LYP@PM6.S0,C6H13O9P,260.135781,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.917134,0.400007,7.317141,-6.917134,0.400007,1.810134,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.844208,,linear_2fold_v1,calibrated_estimate
HYVSZVZMTYIHKF-UHFFFAOYSA-N,354,20160829,000000354.B3LYP@PM6.S0,C7H8O5,172.135420,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.202854,-2.851753,4.351100,-7.202854,-2.851753,5.357007,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.133714,,linear_2fold_v1,calibrated_estimate
HZAXFHJVJLSVMW-UHFFFAOYSA-N,700,20160829,000000700.B3LYP@PM6.S0,C2H7NO,61.083080,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.405560,1.567376,7.972936,-6.405560,1.567376,1.808975,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.325855,,linear_2fold_v1,calibrated_estimate
IAHFWCOBPZCAEA-UHFFFAOYSA-N,8062,20160829,000008062.B3LYP@PM6.S0,C4H4N2,80.087960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-9.268198,0.065307,9.333505,-9.268198,0.065307,0.000043,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest,true,true,true,false,false,false,-12.070000,1.554700,-2.801802,1.489393,,,,paired_anchor
IALRSQMWHFKJJA-UHFFFAOYSA-N,28455,20160829,000028455.B3LYP@PM6.S0,C10H22,142.281680,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.768850,2.432698,10.201548,-7.768850,2.432698,0.054907,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.707209,,linear_2fold_v1,calibrated_estimate
IAVREABSGIHHMO-UHFFFAOYSA-N,101,20160829,000000101.B3LYP@PM6.S0,C7H6O2,122.121340,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.375628,-1.697990,4.677637,-6.375628,-1.697990,1.801756,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.295526,,linear_2fold_v1,calibrated_estimate
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,679,20160829,000000679.B3LYP@PM6.S0,C2H6OS,78.133440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.035485,1.322473,7.357959,-6.035485,1.322473,3.839931,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,true,true,true,false,-9.068300,1.501700,-3.032815,0.179227,,,,paired_anchor
IBSQPLPBRSHTTG-UHFFFAOYSA-N,7238,20160829,000007238.B3LYP@PM6.S0,C7H7Cl,126.583480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.481752,-0.236739,6.245013,-6.481752,-0.236739,1.509264,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.403056,,linear_2fold_v1,calibrated_estimate
ICMVYBXQDUXEEE-UHFFFAOYSA-N,417,20160829,000000417.B3LYP@PM6.S0,C6H5ClO4,176.554500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.306257,-2.283035,5.023222,-7.306257,-2.283035,5.872137,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.238487,,linear_2fold_v1,calibrated_estimate
ICYUIIJXZHPESK-UHFFFAOYSA-N,448,20160829,000000448.B3LYP@PM6.S0,C9H8ClNO3,213.617720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.006932,-1.455809,5.551123,-7.006932,-1.455809,6.071734,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.935195,,linear_2fold_v1,calibrated_estimate
IDAICLIJTRXNER-UHFFFAOYSA-N,156,20160829,000000156.B3LYP@PM6.S0,C6H8N4,136.154520,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.684458,-0.500689,5.183769,-5.684458,-0.500689,4.901680,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.595198,,linear_2fold_v1,calibrated_estimate
IDNUEBSJWINEMI-UHFFFAOYSA-N,12259,20160829,000012259.B3LYP@PM6.S0,C2H5NO3,91.066000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.514442,-1.561934,6.952509,-8.514442,-1.561934,3.376287,dataset_level_eV,inchikey_match_target,batt_calibration_sample;batt_orbit_pool;key_registry;targeted_harvest,true,true,false,false,false,true,-11.657100,0.610700,-3.142658,2.172634,,,,paired_anchor
IEJIGPNLZYLLBP-UHFFFAOYSA-N,12021,20160829,000012021.B3LYP@PM6.S0,C3H6O3,90.077940,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.839600,0.995937,8.835537,-7.839600,0.995937,0.162735,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-11.052800,1.507800,-3.213200,0.511863,,,,paired_anchor
IERHLVCPSMICTF-UHFFFAOYSA-N,314,20160829,000000314.B3LYP@PM6.S0,C9H14N3O8P,323.196521,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.212359,-1.099340,5.113019,-6.212359,-1.099340,4.532537,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.130094,,linear_2fold_v1,calibrated_estimate
IGUZJYCAXLYZEE-UHFFFAOYSA-N,337,20160829,000000337.B3LYP@PM6.S0,C5H10O4,134.130500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.794683,-0.723823,6.070860,-6.794683,-0.723823,3.515723,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.720134,,linear_2fold_v1,calibrated_estimate
IIRFCWANHMSDCG-UHFFFAOYSA-N,10403,20160829,000010403.B3LYP@PM6.S0,C8H14O,126.196160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.304878,-0.144220,6.160658,-6.304878,-0.144220,3.068461,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,false,-9.361400,1.637200,-3.056522,1.781420,,,,paired_anchor
IJGRMHOSHXDMSA-UHFFFAOYSA-N,947,20160829,000000947.B3LYP@PM6.S0,N2,28.013400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-11.602935,-0.805457,10.797478,-11.602935,-0.805457,0.000002,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-14.592099,,linear_2fold_v1,calibrated_estimate
IJOJIVNDFQSGAB-UHFFFAOYSA-N,600,20160829,000000600.B3LYP@PM6.S0,C6H11O9P,258.119901,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.635515,-1.091177,6.544338,-7.635515,-1.091177,1.723467,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.572108,,linear_2fold_v1,calibrated_estimate
IKHGUXGNUITLKF-UHFFFAOYSA-N,177,20160829,000000177.B3LYP@PM6.S0,C2H4O,44.052560,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.960672,-0.772803,6.187869,-6.960672,-0.772803,2.537882,dataset_level_eV,inchikey_from_pubchem_cid,batt_orbit_pool;key_registry,true,true,false,false,false,false,-9.866100,1.814900,-2.905428,2.587703,,,,paired_anchor
IMNFDUFMRHMDMM-UHFFFAOYSA-N,8900,20160829,000008900.B3LYP@PM6.S0,C7H16,100.201940,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.929398,2.481678,10.411076,-7.929398,2.481678,0.044154,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-10.869885,,linear_2fold_v1,calibrated_estimate
IMUDHTPIFIBORV-UHFFFAOYSA-N,8795,20160829,000008795.B3LYP@PM6.S0,C6H15N3,129.203400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.787862,2.193238,7.981099,-5.787862,2.193238,1.645258,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-8.699972,,linear_2fold_v1,calibrated_estimate
