inchikey,pubchem_cid,pubchem_version,record_name,formula,molecular_mass,charge,multiplicity,source_dataset,source_level,source_license,source_doi,homo_eV,lumo_eV,gap_eV,homo_beta_eV,lumo_beta_eV,dipole_debye,unit_check,structure_check,tags,in_key_registry,in_batt_orbit_pool,in_epsilon_roster,in_viscosity_roster,in_viscosity_sample,in_calibration_sample,batt_homo_eV,batt_lumo_eV,batt_minus_pubchemqc_homo_eV,batt_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
WQONPSCCEXUXTQ-UHFFFAOYSA-N,11414,20160829,000011414.B3LYP@PM6.S0,C6H4Br2,235.903960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.764750,-0.810899,5.953851,-6.764750,-0.810899,2.656130,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.689804,,linear_2fold_v1,calibrated_estimate
WQXNXVUDBPYKBA-UHFFFAOYSA-N,690,20160829,000000690.B3LYP@PM6.S0,C6H10N2O2,142.155800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.661347,0.029933,6.691280,-6.661347,0.029933,4.714566,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.585031,,linear_2fold_v1,calibrated_estimate
WQZGKKKJIJFFOK-UHFFFAOYSA-N,206,20160829,000000206.B3LYP@PM6.S0,C6H12O6,180.155880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.840942,1.357848,8.198790,-6.840942,1.357848,2.859216,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.767006,,linear_2fold_v1,calibrated_estimate
WRWPPGUCZBJXKX-UHFFFAOYSA-N,9603,20160829,000009603.B3LYP@PM6.S0,C7H7F,110.128883,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.242292,-0.209528,6.032764,-6.242292,-0.209528,1.593026,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.160423,,linear_2fold_v1,calibrated_estimate
WSLDOOZREJYCGB-UHFFFAOYSA-N,11,20160829,000000011.B3LYP@PM6.S0,C2H4Cl2,98.959160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.307636,0.187759,8.495394,-8.307636,0.187759,0.000043,verified_eV_audited,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-11.253135,,linear_2fold_v1,calibrated_estimate
WTAHRPBPWHCMHW-UHFFFAOYSA-N,95,20160829,000000095.B3LYP@PM6.S0,C6H10O7,194.139400,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.009653,-1.608193,5.401460,-7.009653,-1.608193,2.959290,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.937953,,linear_2fold_v1,calibrated_estimate
WTEVQBCEXWBHNA-UHFFFAOYSA-N,8843,20160829,000008843.B3LYP@PM6.S0,C10H16O,152.233440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.375628,-1.368733,5.006895,-6.375628,-1.368733,3.882262,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.295526,,linear_2fold_v1,calibrated_estimate
WTFXTQVDAKGDEY-UHFFFAOYSA-N,306,20160829,000000306.B3LYP@PM6.S0,C10H10O6,226.182800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.025980,-2.255824,4.770156,-7.025980,-2.255824,4.947029,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.954496,,linear_2fold_v1,calibrated_estimate
WTWBUQJHJGUZCY-UHFFFAOYSA-N,326,20160829,000000326.B3LYP@PM6.S0,C10H12O,148.201680,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.832779,-1.551049,5.281730,-6.832779,-1.551049,3.710935,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.758735,,linear_2fold_v1,calibrated_estimate
WUGQZFFCHPXWKQ-UHFFFAOYSA-N,9086,20160829,000009086.B3LYP@PM6.S0,C3H9NO,75.109660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.209638,2.117046,8.326684,-6.209638,2.117046,2.741146,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.127337,,linear_2fold_v1,calibrated_estimate
WUOACPNHFRMFPN-UHFFFAOYSA-N,17100,20160829,000017100.B3LYP@PM6.S0,C10H18O,154.249320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.212359,0.767361,6.979720,-6.212359,0.767361,1.578526,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.130094,,linear_2fold_v1,calibrated_estimate
WUUGFSXJNOTRMR-UHFFFAOYSA-N,149,20160829,000000149.B3LYP@PM6.S0,C11H15N5O3S,297.333500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.864053,-0.976889,4.887165,-5.864053,-0.976889,2.346308,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.777172,,linear_2fold_v1,calibrated_estimate
WVDDGKGOMKODPV-UHFFFAOYSA-N,244,20160829,000000244.B3LYP@PM6.S0,C7H8O,108.137820,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.547059,-0.106124,6.440935,-6.547059,-0.106124,1.514822,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.469229,,linear_2fold_v1,calibrated_estimate
WVIMUEUQJFPNDK-UHFFFAOYSA-N,293,20160829,000000293.B3LYP@PM6.S0,C11H20N4O11P2,446.244222,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.538896,-1.496626,5.042270,-6.538896,-1.496626,8.394614,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.460958,,linear_2fold_v1,calibrated_estimate
WVLBCYQITXONBZ-UHFFFAOYSA-N,10541,20160829,000010541.B3LYP@PM6.S0,C3H9O4P,140.074921,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.040964,1.229955,9.270919,-8.040964,1.229955,2.891637,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,false,-10.942400,1.564700,-2.901436,0.334745,,,,paired_anchor
WVMWZWGZRAXUBK-UHFFFAOYSA-N,630,20160829,000000630.B3LYP@PM6.S0,C7H10O6,190.150700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.202854,-1.387781,5.815073,-7.202854,-1.387781,3.319562,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.133714,,linear_2fold_v1,calibrated_estimate
WWEOGFZEFHPUAM-UHFFFAOYSA-N,88,20160829,000000088.B3LYP@PM6.S0,C25H42N7O18P3S,853.623363,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.010995,-0.887091,5.123904,-6.010995,-0.887091,3.913488,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.926062,,linear_2fold_v1,calibrated_estimate
WWMWAMFHUSTZTA-UHFFFAOYSA-N,508,20160829,000000508.B3LYP@PM6.S0,C10H17N5O16P4,587.160924,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.972899,-0.985052,4.987847,-5.972899,-0.985052,3.612010,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.887461,,linear_2fold_v1,calibrated_estimate
WWZKQHOCKIZLMA-UHFFFAOYSA-N,379,20160829,000000379.B3LYP@PM6.S0,C8H16O2,144.211440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.431429,0.234018,7.665447,-7.431429,0.234018,4.217772,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.365317,,linear_2fold_v1,calibrated_estimate
WXSKVKPSMAHCSG-UHFFFAOYSA-N,599,20160829,000000599.B3LYP@PM6.S0,C5H6O6,162.097540,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.379728,-3.028627,4.351100,-7.379728,-3.028627,4.115598,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.312931,,linear_2fold_v1,calibrated_estimate
WYJOVVXUZNRJQY-UHFFFAOYSA-N,6920,20160829,000006920.B3LYP@PM6.S0,C6H6OS,126.176240,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.813731,-1.657173,5.156557,-6.813731,-1.657173,2.848963,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.312800,0.356200,-2.499069,2.013373,,,,paired_anchor
WYURNTSHIVDZCO-UHFFFAOYSA-N,8028,20160829,000008028.B3LYP@PM6.S0,C4H8O,72.105720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.353858,2.070786,8.424645,-6.353858,2.070786,1.847719,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.483500,1.786600,-3.129642,-0.284186,,,,paired_anchor
WZLFPVPRZGTCKP-UHFFFAOYSA-N,67884,20160829,000067884.B3LYP@PM6.S0,C4H5F5,148.074516,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-9.393370,1.907518,11.300888,-9.393370,1.907518,1.622086,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-12.353256,,linear_2fold_v1,calibrated_estimate
XCIXKGXIYUWCLL-UHFFFAOYSA-N,7298,20160829,000007298.B3LYP@PM6.S0,C5H10O,86.132300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.794683,1.708875,8.503558,-6.794683,1.708875,1.716636,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-9.720134,,linear_2fold_v1,calibrated_estimate
XDTMQSROBMDMFD-UHFFFAOYSA-N,8078,20160829,000008078.B3LYP@PM6.S0,C6H12,84.159480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.902186,2.345621,10.247808,-7.902186,2.345621,0.000022,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-10.842312,,linear_2fold_v1,calibrated_estimate
XEKOWRVHYACXOJ-UHFFFAOYSA-N,8857,20160829,000008857.B3LYP@PM6.S0,C4H8O2,88.105120,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.295372,0.323815,7.619188,-7.295372,0.323815,1.642474,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.457100,1.612500,-3.161728,1.288685,,,,paired_anchor
XEYBRNLFEZDVAW-UHFFFAOYSA-N,158,20160829,000000158.B3LYP@PM6.S0,C20H32O5,352.465080,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.723933,-1.561934,5.162000,-6.723933,-1.561934,6.488377,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.648447,,linear_2fold_v1,calibrated_estimate
XFLVBMBRLSCJAI-UHFFFAOYSA-N,497,20160829,000000497.B3LYP@PM6.S0,C10H17N3O2S,243.325880,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.168821,0.593208,6.762029,-6.168821,0.593208,3.928640,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.085979,,linear_2fold_v1,calibrated_estimate
XFNJVJPLKCPIBV-UHFFFAOYSA-N,428,20160829,000000428.B3LYP@PM6.S0,C3H10N2,74.124900,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.103514,2.340179,8.443693,-6.103514,2.340179,0.985988,dataset_level_eV,inchikey_from_pubchem_cid,key_registry,true,false,false,false,false,false,,,,,-9.019806,,linear_2fold_v1,calibrated_estimate
XGYIMTFOTBMPFP-UHFFFAOYSA-N,142,20160829,000000142.B3LYP@PM6.S0,C10H13N5O3,251.241920,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.119840,-0.922466,5.197375,-6.119840,-0.922466,2.264021,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.036349,,linear_2fold_v1,calibrated_estimate
XHFVGHPGDLDEQO-UHFFFAOYSA-N,131,20160829,000000131.B3LYP@PM6.S0,C9H18NO8P,299.214881,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.674953,-0.217691,6.457262,-6.674953,-0.217691,7.092304,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.598817,,linear_2fold_v1,calibrated_estimate
XHMJOUIAFHJHBW-UHFFFAOYSA-N,609,20160829,000000609.B3LYP@PM6.S0,C6H14NO8P,259.151021,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.990605,0.919745,7.910350,-6.990605,0.919745,5.259739,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.918652,,linear_2fold_v1,calibrated_estimate
XIRNKXNNONJFQO-UHFFFAOYSA-N,12366,20160829,000012366.B3LYP@PM6.S0,C18H36O2,284.477240,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.224623,0.397286,7.621909,-7.224623,0.397286,1.454014,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.155771,,linear_2fold_v1,calibrated_estimate
XIZOTXGJXSTQDI-UHFFFAOYSA-N,220,20160829,000000220.B3LYP@PM6.S0,C10H16NO3PS,261.277701,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.376970,-0.076192,5.300778,-5.376970,-0.076192,2.260838,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.283635,,linear_2fold_v1,calibrated_estimate
XJZGNVBLVFOSKJ-UHFFFAOYSA-N,140,20160829,000000140.B3LYP@PM6.S0,C27H48O4,436.667620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.832779,1.213628,8.046407,-6.832779,1.213628,1.779235,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.758735,,linear_2fold_v1,calibrated_estimate
XKQZIXVJVUPORE-UHFFFAOYSA-N,221,20160829,000000221.B3LYP@PM6.S0,C9H16N4O6,276.246540,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.013716,-0.767361,5.246355,-6.013716,-0.767361,4.752711,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.928819,,linear_2fold_v1,calibrated_estimate
XLJMAIOERFSOGZ-UHFFFAOYSA-N,540,20160829,000000540.B3LYP@PM6.S0,CHNO,43.024740,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.443693,-0.125172,8.318520,-8.443693,-0.125172,3.907123,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-11.390995,,linear_2fold_v1,calibrated_estimate
XLYOFNOQVPJJNP-UHFFFAOYSA-N,962,20160829,000000962.B3LYP@PM6.S0,H2O,18.015280,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.926676,1.863980,9.790656,-7.926676,1.863980,2.027695,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-10.867127,,linear_2fold_v1,calibrated_estimate
XMIIGOLPHOKFCH-UHFFFAOYSA-N,107,20160829,000000107.B3LYP@PM6.S0,C9H10O2,150.174500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.655905,-0.198643,6.457262,-6.655905,-0.198643,4.187490,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.579517,,linear_2fold_v1,calibrated_estimate
XMTCKNXTTXDPJX-UHFFFAOYSA-N,29,20160829,000000029.B3LYP@PM6.S0,C3H5NO3,103.076700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.104893,-1.306146,5.798746,-7.104893,-1.306146,3.777694,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.034455,,linear_2fold_v1,calibrated_estimate
XMWHRVNVKDKBRG-UHFFFAOYSA-N,31,20160829,000000031.B3LYP@PM6.S0,C5H13O7P,216.126281,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.126662,0.857159,7.983820,-7.126662,0.857159,5.725793,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.056512,,linear_2fold_v1,calibrated_estimate
XNLICIUVMPYHGG-UHFFFAOYSA-N,7895,20160829,000007895.B3LYP@PM6.S0,C5H10O,86.132300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.628693,-0.302046,6.326647,-6.628693,-0.302046,2.544618,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.551945,,linear_2fold_v1,calibrated_estimate
XNWFRZJHXBZDAG-UHFFFAOYSA-N,8019,20160829,000008019.B3LYP@PM6.S0,C3H8O2,76.094420,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.862711,2.163305,9.026016,-6.862711,2.163305,1.957920,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.789063,,linear_2fold_v1,calibrated_estimate
XOHUEYCVLUUEJJ-UHFFFAOYSA-N,61,20160829,000000061.B3LYP@PM6.S0,C3H8O10P2,266.037142,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.793341,-0.342863,7.450477,-7.793341,-0.342863,4.613861,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.732025,,linear_2fold_v1,calibrated_estimate
XOKCJXZZNAUIQN-UHFFFAOYSA-N,414,20160829,000000414.B3LYP@PM6.S0,C10H12N2O2,192.214480,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.661347,-1.061244,5.600103,-6.661347,-1.061244,2.215184,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.585031,,linear_2fold_v1,calibrated_estimate
XOMRRQXKHMYMOC-UHFFFAOYSA-N,461,20160829,000000461.B3LYP@PM6.S0,C23H45NO4,399.607700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-4.571513,-0.165989,4.405523,-4.571513,-0.165989,11.739681,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.467505,,linear_2fold_v1,calibrated_estimate
XPPZDBCBKYATPW-UHFFFAOYSA-N,352,20160829,000000352.B3LYP@PM6.S0,C24H34N8O12,626.573160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-4.824579,-0.993216,3.831363,-4.824579,-0.993216,4.401663,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-7.723925,,linear_2fold_v1,calibrated_estimate
XQFJDFIHJKPUEL-UHFFFAOYSA-N,136536,20160829,000136536.B3LYP@PM6.S0,C9H13NO,151.205620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.630036,0.100682,5.730718,-5.630036,0.100682,1.743440,dataset_level_eV,inchikey_match_target,batt_calibration_sample;batt_orbit_pool;key_registry;targeted_harvest,true,true,false,false,false,true,-8.131800,1.585400,-2.501764,1.484718,,,,paired_anchor
XQQZRZQVBFHBHL-UHFFFAOYSA-N,9269,20160829,000009269.B3LYP@PM6.S0,C8H16O4,176.210240,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.247734,0.824505,7.072239,-6.247734,0.824505,0.000094,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.165938,,linear_2fold_v1,calibrated_estimate
XQXPVVBIMDBYFF-UHFFFAOYSA-N,127,20160829,000000127.B3LYP@PM6.S0,C8H8O3,152.147320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.283109,-0.661237,5.621872,-6.283109,-0.661237,4.766454,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.201781,,linear_2fold_v1,calibrated_estimate
XQYALQVLCNHCFT-UHFFFAOYSA-N,132,20160829,000000132.B3LYP@PM6.S0,C12H23N2O9PS,402.357781,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.748423,-0.748313,6.000110,-6.748423,-0.748313,4.385981,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.673261,,linear_2fold_v1,calibrated_estimate
XTHFKEDIFFGKHM-UHFFFAOYSA-N,8071,20160829,000008071.B3LYP@PM6.S0,C4H10O2,90.121000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.685837,2.117046,8.802883,-6.685837,2.117046,0.276596,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-9.566900,1.740900,-2.881063,-0.376146,,,,paired_anchor
XTOKIEIBKARFSZ-UHFFFAOYSA-N,556,20160829,000000556.B3LYP@PM6.S0,C9H13NO6,231.202620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.080402,-1.235397,5.845006,-7.080402,-1.235397,8.256925,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.009639,,linear_2fold_v1,calibrated_estimate
XTWYTFMLZFPYCI-UHFFFAOYSA-N,197,20160829,000000197.B3LYP@PM6.S0,C10H15N5O10P2,427.201122,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.027322,-0.827226,5.200096,-6.027322,-0.827226,4.629068,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.942605,,linear_2fold_v1,calibrated_estimate
XUDJZDNUVZHSKZ-UHFFFAOYSA-N,75546,20160829,000075546.B3LYP@PM6.S0,C25H50O2,382.663300,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.240950,0.380959,7.621909,-7.240950,0.380959,1.503361,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-10.172314,,linear_2fold_v1,calibrated_estimate
