scenario,qid,size,singleton,n_ring,n_acyclic,unique_inchikeys,pair_capacity,smiles_examples
inchikey_singleton_negative_control,OKKJLVBELUTLKV-UHFFFAOYSA-N,1,True,0,0,1,0,CO
inchikey_singleton_negative_control,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1,True,0,0,1,0,Br.Cn1ccnc1
inchikey_singleton_negative_control,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,1,True,0,0,1,0,Cc1cccc(Cl)c1
inchikey_singleton_negative_control,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,1,True,0,0,1,0,Nc1ccccc1
inchikey_singleton_negative_control,PEDCQBHIVMGVHV-UHFFFAOYSA-N,1,True,0,0,1,0,OCC(O)CO
inchikey_singleton_negative_control,PHTQWCKDNZKARW-UHFFFAOYSA-N,1,True,0,0,1,0,CC(C)CCO
inchikey_singleton_negative_control,PIICEJLVQHRZGT-UHFFFAOYSA-N,1,True,0,0,1,0,NCCN
inchikey_singleton_negative_control,PMJHHCWVYXUKFD-SNAWJCMRSA-N,1,True,0,0,1,0,C=C/C=C/C
inchikey_singleton_negative_control,POLCUAVZOMRGSN-UHFFFAOYSA-N,1,True,0,0,1,0,CCCOCCC
inchikey_singleton_negative_control,PYLWMHQQBFSUBP-UHFFFAOYSA-N,1,True,0,0,1,0,Fc1ccccc1
inchikey_singleton_negative_control,QARVLSVVCXYDNA-UHFFFAOYSA-N,1,True,0,0,1,0,Brc1ccccc1
inchikey_singleton_negative_control,QBELEDRHMPMKHP-UHFFFAOYSA-N,1,True,0,0,1,0,Clc1ccccc1Br
inchikey_singleton_negative_control,QGJOPFRUJISHPQ-UHFFFAOYSA-N,1,True,0,0,1,0,S=C=S
inchikey_singleton_negative_control,QJPJQTDYNZXKQF-UHFFFAOYSA-N,1,True,0,0,1,0,COc1ccc(Br)cc1
inchikey_singleton_negative_control,QQONPFPTGQHPMA-UHFFFAOYSA-N,1,True,0,0,1,0,C=CC
inchikey_singleton_negative_control,QRCRANRUHQKZME-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCn1c(C)c(C)[n+](C)c1C.F[B-](F)(F)F
inchikey_singleton_negative_control,QTBSBXVTEAMEQO-UHFFFAOYSA-N,1,True,0,0,1,0,CC(=O)O
inchikey_singleton_negative_control,QWTDNUCVQCZILF-UHFFFAOYSA-N,1,True,0,0,1,0,CCC(C)C
inchikey_singleton_negative_control,QWVGKYWNOKOFNN-UHFFFAOYSA-N,1,True,0,0,1,0,Cc1ccccc1O
inchikey_singleton_negative_control,RCJMVGJKROQDCB-UHFFFAOYSA-N,1,True,0,0,1,0,C=C(C)C=CC
inchikey_singleton_negative_control,RDOXTESZEPMUJZ-UHFFFAOYSA-N,1,True,0,0,1,0,COc1ccccc1
inchikey_singleton_negative_control,RFFFKMOABOFIDF-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCC#N
inchikey_singleton_negative_control,RFFLAFLAYFXFSW-UHFFFAOYSA-N,1,True,0,0,1,0,Clc1ccccc1Cl
inchikey_singleton_negative_control,RGSFGYAAUTVSQA-UHFFFAOYSA-N,1,True,0,0,1,0,C1CCCC1
inchikey_singleton_negative_control,RJQQOKKINHMXIM-UHFFFAOYSA-N,1,True,0,0,1,0,CC(O)C(=O)O.OCCN(CCO)CCO
inchikey_singleton_negative_control,RJUFJBKOKNCXHH-UHFFFAOYSA-N,1,True,0,0,1,0,CCC(=O)OC
inchikey_singleton_negative_control,RLSSMJSEOOYNOY-UHFFFAOYSA-N,1,True,0,0,1,0,Cc1cccc(O)c1
inchikey_singleton_negative_control,ROSDSFDQCJNGOL-UHFFFAOYSA-N,1,True,0,0,1,0,CNC
inchikey_singleton_negative_control,RRHGJUQNOFWUDK-UHFFFAOYSA-N,1,True,0,0,1,0,C=CC(=C)C
inchikey_singleton_negative_control,RTZKZFJDLAIYFH-UHFFFAOYSA-N,1,True,0,0,1,0,CCOCC
inchikey_singleton_negative_control,RWNKSTSCBHKHTB-UHFFFAOYSA-N,1,True,0,0,1,0,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
inchikey_singleton_negative_control,RYHBNJHYFVUHQT-UHFFFAOYSA-N,1,True,0,0,1,0,C1COCCO1
inchikey_singleton_negative_control,SBZXBUIDTXKZTM-UHFFFAOYSA-N,1,True,0,0,1,0,COCCOCCOC
inchikey_singleton_negative_control,SDJHPPZKZZWAKF-UHFFFAOYSA-N,1,True,0,0,1,0,C=C(C)C(=C)C
inchikey_singleton_negative_control,SECXISVLQFMRJM-UHFFFAOYSA-N,1,True,0,0,1,0,CN1CCCC1=O
inchikey_singleton_negative_control,SFPQFQUXAJOWNF-UHFFFAOYSA-N,1,True,0,0,1,0,Ic1cccc(I)c1
inchikey_singleton_negative_control,SHQSVMDWKBRBGB-UHFFFAOYSA-N,1,True,0,0,1,0,O=C1CCC1
inchikey_singleton_negative_control,SIXHYMZEOJSYQH-UHFFFAOYSA-M,1,True,0,0,1,0,CCCCn1cc[n+](C)c1.N#C[S-]
inchikey_singleton_negative_control,SNHMUERNLJLMHN-UHFFFAOYSA-N,1,True,0,0,1,0,Ic1ccccc1
inchikey_singleton_negative_control,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,1,True,0,0,1,0,COC(C)OC
inchikey_singleton_negative_control,SQYNKIJPMDEDEG-UHFFFAOYSA-N,1,True,0,0,1,0,CC1OC(C)OC(C)O1
inchikey_singleton_negative_control,STCBHSHARMAIOM-UHFFFAOYSA-N,1,True,0,0,1,0,Cl.Cn1ccnc1
inchikey_singleton_negative_control,SVONRAPFKPVNKG-UHFFFAOYSA-N,1,True,0,0,1,0,CCOCCOC(C)=O
inchikey_singleton_negative_control,SVTBMSDMJJWYQN-UHFFFAOYSA-N,1,True,0,0,1,0,CC(O)CC(C)(C)O
inchikey_singleton_negative_control,SWXVUIWOUIDPGS-UHFFFAOYSA-N,1,True,0,0,1,0,CC(=O)CC(C)(C)O
inchikey_singleton_negative_control,SZKKNEOUHLFYNA-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCCCCCCC#N
inchikey_singleton_negative_control,TVMXDCGIABBOFY-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCCCC
inchikey_singleton_negative_control,UAEPNZWRGJTJPN-UHFFFAOYSA-N,1,True,0,0,1,0,CC1CCCCC1
inchikey_singleton_negative_control,UCCKRVYTJPMHRO-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
inchikey_singleton_negative_control,UEEJHVSXFDXPFK-UHFFFAOYSA-N,1,True,0,0,1,0,CN(C)CCO
inchikey_singleton_negative_control,UHOVQNZJYSORNB-UHFFFAOYSA-N,1,True,0,0,1,0,c1ccccc1
inchikey_singleton_negative_control,UJBOOUHRTQVGRU-UHFFFAOYSA-N,1,True,0,0,1,0,CC1CCCC(=O)C1
inchikey_singleton_negative_control,UODQEMVTULZGKO-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
inchikey_singleton_negative_control,UPCXAARSWVHVLY-UHFFFAOYSA-N,1,True,0,0,1,0,CC(=O)O.OCCN(CCO)CCO
inchikey_singleton_negative_control,UQEAIHBTYFGYIE-UHFFFAOYSA-N,1,True,0,0,1,0,C[Si](C)(C)O[Si](C)(C)C
inchikey_singleton_negative_control,UUIQMZJEGPQKFD-UHFFFAOYSA-N,1,True,0,0,1,0,CCCC(=O)OC
inchikey_singleton_negative_control,UWHCKJMYHZGTIT-UHFFFAOYSA-N,1,True,0,0,1,0,OCCOCCOCCOCCO
inchikey_singleton_negative_control,VCAIYEJBOWHUGP-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F
inchikey_singleton_negative_control,VFTFKUDGYRBSAL-UHFFFAOYSA-N,1,True,0,0,1,0,C1COCCOCCOCCOCCO1
inchikey_singleton_negative_control,VGVHNLRUAMRIEW-UHFFFAOYSA-N,1,True,0,0,1,0,CC1CCC(=O)CC1
inchikey_singleton_negative_control,VLKZOEOYAKHREP-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCC
inchikey_singleton_negative_control,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1,True,0,0,1,0,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1
inchikey_singleton_negative_control,VVLAIYIMMFWRFW-UHFFFAOYSA-N,1,True,0,0,1,0,CC(=O)O.NCCO
inchikey_singleton_negative_control,WERYXYBDKMZEQL-UHFFFAOYSA-N,1,True,0,0,1,0,OCCCCO
inchikey_singleton_negative_control,WEVYAHXRMPXWCK-UHFFFAOYSA-N,1,True,0,0,1,0,CC#N
inchikey_singleton_negative_control,WFCLYEAZTHWNEH-UHFFFAOYSA-N,1,True,0,0,1,0,CCSC#N
inchikey_singleton_negative_control,WNXJIVFYUVYPPR-UHFFFAOYSA-N,1,True,0,0,1,0,C1COCO1
inchikey_singleton_negative_control,WQAQPCDUOCURKW-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCS
inchikey_singleton_negative_control,WQONPSCCEXUXTQ-UHFFFAOYSA-N,1,True,0,0,1,0,Brc1ccccc1Br
inchikey_singleton_negative_control,WRWPPGUCZBJXKX-UHFFFAOYSA-N,1,True,0,0,1,0,Cc1ccc(F)cc1
inchikey_singleton_negative_control,WSLDOOZREJYCGB-UHFFFAOYSA-N,1,True,0,0,1,0,ClCCCl
inchikey_singleton_negative_control,WVDDGKGOMKODPV-UHFFFAOYSA-N,1,True,0,0,1,0,OCc1ccccc1
inchikey_singleton_negative_control,WYJOVVXUZNRJQY-UHFFFAOYSA-N,1,True,0,0,1,0,CC(=O)c1cccs1
inchikey_singleton_negative_control,WYURNTSHIVDZCO-UHFFFAOYSA-N,1,True,0,0,1,0,C1CCOC1
inchikey_singleton_negative_control,WZLFPVPRZGTCKP-UHFFFAOYSA-N,1,True,0,0,1,0,CC(F)(F)CC(F)(F)F
inchikey_singleton_negative_control,XCIXKGXIYUWCLL-UHFFFAOYSA-N,1,True,0,0,1,0,OC1CCCC1
inchikey_singleton_negative_control,XDJYSDBSJWNTQT-UHFFFAOYSA-N,1,True,0,0,1,0,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
inchikey_singleton_negative_control,XDTMQSROBMDMFD-UHFFFAOYSA-N,1,True,0,0,1,0,C1CCCCC1
inchikey_singleton_negative_control,XEKOWRVHYACXOJ-UHFFFAOYSA-N,1,True,0,0,1,0,CCOC(C)=O
inchikey_singleton_negative_control,XLYOFNOQVPJJNP-UHFFFAOYSA-N,1,True,0,0,1,0,O
inchikey_singleton_negative_control,XNLICIUVMPYHGG-UHFFFAOYSA-N,1,True,0,0,1,0,CCCC(C)=O
inchikey_singleton_negative_control,XNWFRZJHXBZDAG-UHFFFAOYSA-N,1,True,0,0,1,0,COCCO
inchikey_singleton_negative_control,XQQZRZQVBFHBHL-UHFFFAOYSA-N,1,True,0,0,1,0,C1COCCOCCOCCO1
inchikey_singleton_negative_control,XTHFKEDIFFGKHM-UHFFFAOYSA-N,1,True,0,0,1,0,COCCOC
inchikey_singleton_negative_control,YEJRWHAVMIAJKC-UHFFFAOYSA-N,1,True,0,0,1,0,O=C1CCCO1
inchikey_singleton_negative_control,YEYKMVJDLWJFOA-UHFFFAOYSA-N,1,True,0,0,1,0,CCCOCCO
inchikey_singleton_negative_control,YFMFNYKEUDLDTL-UHFFFAOYSA-N,1,True,0,0,1,0,FC(C(F)(F)F)C(F)(F)F
inchikey_singleton_negative_control,YFNKIDBQEZZDLK-UHFFFAOYSA-N,1,True,0,0,1,0,COCCOCCOCCOC
inchikey_singleton_negative_control,YHRUOJUYPBUZOS-UHFFFAOYSA-N,1,True,0,0,1,0,ClCCCCl
inchikey_singleton_negative_control,YIWUKEYIRIRTPP-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCC(CC)CO
inchikey_singleton_negative_control,YLQBMQCUIZJEEH-UHFFFAOYSA-N,1,True,0,0,1,0,c1ccoc1
inchikey_singleton_negative_control,YMWUJEATGCHHMB-UHFFFAOYSA-N,1,True,0,0,1,0,ClCCl
inchikey_singleton_negative_control,YNAVUWVOSKDBBP-UHFFFAOYSA-N,1,True,0,0,1,0,C1COCCN1
inchikey_singleton_negative_control,YPFDHNVEDLHUCE-UHFFFAOYSA-N,1,True,0,0,1,0,OCCCO
inchikey_singleton_negative_control,YSIMAPNUZAVQER-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCCCC#N
inchikey_singleton_negative_control,YWAKXRMUMFPDSH-UHFFFAOYSA-N,1,True,0,0,1,0,C=CCCC
inchikey_singleton_negative_control,YXFVVABEGXRONW-UHFFFAOYSA-N,1,True,0,0,1,0,Cc1ccccc1
inchikey_singleton_negative_control,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,1,True,0,0,1,0,CC(C)OC(C)C
inchikey_singleton_negative_control,ZBCBWPMODOFKDW-UHFFFAOYSA-N,1,True,0,0,1,0,OCCNCCO
inchikey_singleton_negative_control,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1,True,0,0,1,0,C=CCCCCC
inchikey_singleton_negative_control,ZHNUHDYFZUAESO-UHFFFAOYSA-N,1,True,0,0,1,0,N=CO
inchikey_singleton_negative_control,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,1,True,0,0,1,0,OCCOCCOCCO
inchikey_singleton_negative_control,ZMANZCXQSJIPKH-UHFFFAOYSA-N,1,True,0,0,1,0,CCN(CC)CC
inchikey_singleton_negative_control,ZMXDDKWLCZADIW-UHFFFAOYSA-N,1,True,0,0,1,0,CN(C)C=O
inchikey_singleton_negative_control,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,1,True,0,0,1,0,ClCCOCCCl
inchikey_singleton_negative_control,ZPQOPVIELGIULI-UHFFFAOYSA-N,1,True,0,0,1,0,Clc1cccc(Cl)c1
inchikey_singleton_negative_control,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1,True,0,0,1,0,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
inchikey_singleton_negative_control,ZQDPJFUHLCOCRG-AATRIKPKSA-N,1,True,0,0,1,0,CC/C=C/CC
inchikey_singleton_negative_control,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,1,True,0,0,1,0,CC/C=C\CC
inchikey_singleton_negative_control,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCS
inchikey_singleton_negative_control,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,1,True,0,0,1,0,CCCCCCO
inchikey_singleton_negative_control,ZTOMUSMDRMJOTH-UHFFFAOYSA-N,1,True,0,0,1,0,N#CCCCC#N
inchikey_singleton_negative_control,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,1,True,0,0,1,0,COCCOCCOCCOCCOC
inchikey_singleton_negative_control,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,1,True,0,0,1,0,CCC(C)=O
inchikey_singleton_negative_control,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,1,True,0,0,1,0,CC(C)CO
