representation,repeat,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60
Chemprop_DMPNN_raw,0,7.834406969143006,16.503306710211923,0.2499461576478531,0.6828582353305015,0.8707374254049447,0.862994350282486,5.559441104198408,9.338128104255313,67.09207076644898
Chemprop_DMPNN_raw,1,7.684991109446083,16.864482899055826,0.21675693751245917,0.6706335304708743,0.8569906223358909,0.8500807102502018,5.4372935325984715,8.61786937059675,70.87605714416505
Chemprop_DMPNN_raw,2,8.055451487506772,16.25698235255061,0.2721693058373854,0.6531300613948936,0.8585358056265985,0.8593623890234059,6.060199217467972,8.804246459052676,64.81554545974731
Chemprop_DMPNN_raw,3,7.889191304014253,16.47572198700415,0.252451441789009,0.671959844294847,0.8640771526001705,0.8591606133979016,5.7345187266361854,8.81420355914888,68.20674180603028
Chemprop_DMPNN_raw,4,8.23282312684222,16.383421798629954,0.2608038041638746,0.6506129993690677,0.8646632566069906,0.862590799031477,6.117107627926597,9.143805416470482,67.4371816596985
Chemprop_DMPNN_raw,5,8.190168529048082,16.908647641559305,0.21264924884816183,0.6108450207006564,0.8565643648763854,0.8500807102502017,6.116863944854012,9.174016093117851,65.44227385139466
Chemprop_DMPNN_raw,6,7.66847604414591,17.0318758228832,0.2011311958301517,0.6999751360170275,0.8769181585677749,0.8638014527845037,5.084220372113095,9.331694618225098,75.35991925811769
Chemprop_DMPNN_raw,7,7.781062421247902,16.512522998542998,0.24910818707601512,0.6614897996752657,0.8664748508098893,0.8529055690072639,5.558009959170184,9.039616885684786,67.45766272163391
Chemprop_DMPNN_raw,8,7.731653711642753,16.543561969422225,0.24628259653669504,0.6849661968179104,0.8732949701619779,0.8680387409200969,5.738227539349809,8.40291436767578,65.08533124542237
Chemprop_DMPNN_raw,9,7.802313673557188,16.902134750441235,0.21325567725472883,0.66333591260877,0.8540068201193521,0.8407990314769976,5.243563511846035,9.239760990869431,76.58426131820679
