inchikey,name,smiles,T_K,epsilon,frequency_mhz,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,roster_T_K,roster_dielectric,roster_temperature_delta_K,deviation_vs_roster_static_percent,temperature_band,gate,frequencies_at_temperature,n_values_at_same_temperature,near_atmospheric_pressure
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,278.15,2.837,2,,0.325,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,0,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,280.65,2.823,2,,0.324,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,1,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,283.15,2.813,2,,0.324,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,2,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,285.65,2.798,2,,0.323,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,3,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,288.15,2.784,2,,0.323,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,4,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,290.65,2.766,2,,0.322,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,5,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,293.15,2.756,2,,0.321,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,6,15,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,295.65,2.739,2,,0.321,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,7,15,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,298.15,2.725,2,,0.32,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,8,15,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,300.65,2.709,2,,0.319,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,9,15,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,303.15,2.699,2,,0.319,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,10,15,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,305.65,2.682,2,,0.318,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,11,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,308.15,2.668,2,,0.318,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,12,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,310.65,2.657,2,,0.317,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,13,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,313.15,2.643,2,,0.317,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,14,15,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,315.65,2.626,2,,0.316,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,15,15,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,318.15,2.611,2,,0.315,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,16,15,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,320.65,2.601,2,,0.315,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,17,15,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,323.15,2.583,2,,0.314,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,18,15,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,325.65,2.573,2,,0.313,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,19,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,328.15,2.559,2,,0.313,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,20,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,330.65,2.544,2,,0.312,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,21,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,333.15,2.527,2,,0.311,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,22,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,335.65,2.516,2,,0.311,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,23,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,2-ethylfuran,,338.15,2.503,2,,0.31,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,24,15,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
HQABUPZFAYXKJW-UHFFFAOYSA-N,1-butanamine,,293.15,4.729,1,,0.397,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,0,5,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
HQABUPZFAYXKJW-UHFFFAOYSA-N,1-butanamine,,298.15,4.636,1,,0.394,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,1,5,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
HQABUPZFAYXKJW-UHFFFAOYSA-N,1-butanamine,,303.15,4.547,1,,0.391,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,2,5,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,278.15,2.968,2,,0.33,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,0,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,280.65,2.959,2,,0.33,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,1,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,283.15,2.946,2,,0.329,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,2,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,285.65,2.936,2,,0.329,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,3,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,288.15,2.929,2,,0.329,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,4,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,290.65,2.916,2,,0.328,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,5,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,293.15,2.911,2,,0.328,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,6,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,295.65,2.9,2,,0.327,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,7,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,298.15,2.887,2,,0.327,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,8,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,300.65,2.878,2,,0.327,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,9,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,303.15,2.871,2,,0.326,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,10,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,305.65,2.858,2,,0.326,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,11,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,308.15,2.848,2,,0.325,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,12,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,310.65,2.838,2,,0.325,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,13,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,313.15,2.833,2,,0.325,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,14,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,315.65,2.82,2,,0.324,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,15,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,318.15,2.81,2,,0.324,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,16,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,320.65,2.799,2,,0.323,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,17,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,323.15,2.792,2,,0.323,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,18,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,325.65,2.782,2,,0.322,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,19,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,328.15,2.775,2,,0.322,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,20,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,330.65,2.766,2,,0.322,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,21,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,333.15,2.753,2,,0.321,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,22,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,335.65,2.745,2,,0.321,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,23,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-ethylthiophene,,338.15,2.734,2,,0.32,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1021/acs.jced.8b00153,data/raw/thermoml/10.1021__acs.jced.8b00153-fc34baf7d8a6.xml,88303e38a72c69044fcb13953e67bc10d0ffdca052380bd8f006c153a9eb6ff2,24,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
JQVDAXLFBXTEQA-UHFFFAOYSA-N,dibutylamine,,293.15,2.938,1,,0.329,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,0,4,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
JQVDAXLFBXTEQA-UHFFFAOYSA-N,dibutylamine,,298.15,2.896,1,,0.327,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,1,4,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
JQVDAXLFBXTEQA-UHFFFAOYSA-N,dibutylamine,,303.15,2.858,1,,0.326,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2017.11.011,data/raw/thermoml/10.1016__j.jct.2017.11.011-de6c184c00b4.xml,c3b8eebb3fe8fe2518d3d726abcf56b7461ae9a093ee67029d2123500b18db9b,2,4,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
JYVLIDXNZAXMDK-UHFFFAOYSA-N,pentan-2-ol,,298.15,13.54,1,,0.23,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2015.03.021,data/raw/thermoml/10.1016__j.jct.2015.03.021-baf780968794.xml,e9ba46be25a3c2900445e9c0a0c497e4bd93bb048a49383f33172e0e6cfcf2d8,0,4,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
