inchikey,name,smiles,T_K,epsilon,frequency_mhz,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,roster_T_K,roster_dielectric,roster_temperature_delta_K,deviation_vs_roster_static_percent,temperature_band,gate,frequencies_at_temperature,n_values_at_same_temperature,near_atmospheric_pressure
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,288.15,16.736,2,,0.167,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,4,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,290.65,16.496,2,,0.165,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,5,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,293.15,16.166,2,,0.162,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,6,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,295.65,15.961,2,,0.16,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,7,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,298.15,15.711,2,,0.157,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,8,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,300.65,15.448,2,,0.154,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,9,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,303.15,15.18,2,,0.152,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,10,13,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,305.65,14.917,2,,0.149,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,11,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,308.15,14.639,2,,0.146,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,12,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,310.65,14.373,2,,0.144,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,13,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,313.15,14.107,2,,0.141,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,14,13,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,315.65,13.843,2,,0.138,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,15,13,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,318.15,13.573,2,,0.136,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,16,13,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,320.65,13.298,2,,0.133,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,17,13,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,323.15,13.045,2,,0.13,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,18,13,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,325.65,12.786,2,,0.128,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,19,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,328.15,12.538,2,,0.125,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,20,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,330.65,12.286,2,,0.123,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,21,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,333.15,12.044,2,,0.12,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,22,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,335.65,11.787,2,,0.118,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,23,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
LZCLXQDLBQLTDK-UHFFFAOYSA-N,DL-ethyl lactate,,338.15,11.495,2,,0.115,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,24,13,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,278.15,11.488,2,,0.115,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,0,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,280.65,11.323,2,,0.113,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,1,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,283.15,11.164,2,,0.112,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,2,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,285.65,11.046,2,,0.11,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,3,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,288.15,10.912,2,,0.109,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,4,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,290.65,10.769,2,,0.108,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,5,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,293.15,10.593,2,,0.106,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,6,20,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,295.65,10.428,2,,0.104,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,7,20,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,298.15,10.298,2,,0.103,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,8,20,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,300.65,10.158,2,,0.102,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,9,20,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,303.15,10.024,2,,0.1,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,10,20,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,305.65,9.87,2,,0.099,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,11,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,308.15,9.695,2,,0.097,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,12,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,310.65,9.583,2,,0.096,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,13,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,313.15,9.411,2,,0.094,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,14,20,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,315.65,9.273,2,,0.093,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,15,20,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,318.15,9.165,2,,0.092,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,16,20,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,320.65,9.002,2,,0.09,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,17,20,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,323.15,8.844,2,,0.088,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,18,20,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,325.65,8.699,2,,0.087,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,19,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,328.15,8.545,2,,0.085,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,20,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,330.65,8.418,2,,0.084,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,21,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,333.15,8.286,2,,0.083,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,22,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,335.65,8.164,2,,0.082,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,23,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MRABAEUHTLLEML-UHFFFAOYSA-N,butyl 2-hydroxypropanoate,,338.15,8.047,2,,0.08,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,101.3,10.1016/j.tca.2013.11.010,data/raw/thermoml/10.1016__j.tca.2013.11.010-cdd65386e7a0.xml,1258a5fe7a5af26ad3162da9bd6fc878c45644acf4f8740a4d5431a8de4e3747,24,20,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,true
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,298.15,5.63,1,,0.07,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2015.03.021,data/raw/thermoml/10.1016__j.jct.2015.03.021-baf780968794.xml,e9ba46be25a3c2900445e9c0a0c497e4bd93bb048a49383f33172e0e6cfcf2d8,0,14,1,true,true,298.15,5.82,0,-3.2646,room_temperature,accepted_primary_lowfreq,1,1,true
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,308.15,5.23,1,,0.07,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2015.03.021,data/raw/thermoml/10.1016__j.jct.2015.03.021-baf780968794.xml,e9ba46be25a3c2900445e9c0a0c497e4bd93bb048a49383f33172e0e6cfcf2d8,1,14,1,true,true,298.15,5.82,10,,outside_declared_window,accepted_primary_lowfreq,1,1,true
MXLMTQWGSQIYOW-UHFFFAOYSA-N,3-methyl-2-butanol,,298.15,11.98,1,,0.19,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2015.03.021,data/raw/thermoml/10.1016__j.jct.2015.03.021-baf780968794.xml,e9ba46be25a3c2900445e9c0a0c497e4bd93bb048a49383f33172e0e6cfcf2d8,0,8,1,false,,,,,,room_temperature,accepted_primary_lowfreq,1,1,true
MXLMTQWGSQIYOW-UHFFFAOYSA-N,3-methyl-2-butanol,,308.15,10.78,1,,0.19,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2015.03.021,data/raw/thermoml/10.1016__j.jct.2015.03.021-baf780968794.xml,e9ba46be25a3c2900445e9c0a0c497e4bd93bb048a49383f33172e0e6cfcf2d8,1,8,1,false,,,,,,outside_declared_window,accepted_primary_lowfreq,1,1,true
NBRKLOOSMBRFMH-UHFFFAOYSA-N,2-chloro-2-methylpropane,,283.15,10.429,2,,0.104,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,0,7,1,false,,,,,,outside_declared_window,accepted_extended_lowfreq,2,1,false
NBRKLOOSMBRFMH-UHFFFAOYSA-N,2-chloro-2-methylpropane,,298.15,9.67,2,,0.097,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,1,7,1,false,,,,,,room_temperature,accepted_extended_lowfreq,2,1,false
NBRKLOOSMBRFMH-UHFFFAOYSA-N,2-chloro-2-methylpropane,,313.15,8.952,2,,0.09,,combined,95,Liquid,Parallel plate capacitor,frequency_dependent,Relative permittivity at various frequencies,99,10.1016/j.jct.2015.03.001,data/raw/thermoml/10.1016__j.jct.2015.03.001-c72d90cf15f4.xml,e6d325250dfac1c02008f68abdf5520909b2bf5ecb0905958ea7d2cae6b1ca13,2,7,1,false,,,,,,extended_temperature,accepted_extended_lowfreq,2,1,false
NHTMVDHEPJAVLT-UHFFFAOYSA-N,"2,2,4-trimethylpentane",,293.15,1.94,0.05,,0.02,,combined,95,Liquid,Coaxial cylinder capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2014.09.015,data/raw/thermoml/10.1016__j.jct.2014.09.015-91ff54987832.xml,37a13ad76e383cb8a2923a3783fedd298c908c4c1972677fa4649c2f74af9a96,0,12,1,false,,,,,,room_temperature,accepted_primary_lowfreq,0.05,1,true
NHTMVDHEPJAVLT-UHFFFAOYSA-N,"2,2,4-trimethylpentane",,303.15,1.93,0.05,,0.02,,combined,95,Liquid,Coaxial cylinder capacitor,frequency_dependent,Relative permittivity at various frequencies,100,10.1016/j.jct.2014.09.015,data/raw/thermoml/10.1016__j.jct.2014.09.015-91ff54987832.xml,37a13ad76e383cb8a2923a3783fedd298c908c4c1972677fa4649c2f74af9a96,1,12,1,false,,,,,,room_temperature,accepted_primary_lowfreq,0.05,1,true
