arm,inchikey,name,epsilon_observed,onsager_epsilon,epsilon_pred,delta_true,delta_pred,signed_error,domain,failure_type
D1_delta_core_morgan,HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,2.22,1.24380093714,1,0.976199062857,-0.243800937143,1.22,none,nonphysical_prediction
D1_delta_core_morgan,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,1.985,1.11100262715,1,0.873997372847,-0.111002627153,0.985,none,nonphysical_prediction
D1_delta_core_morgan,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,1.965,1.12524438408,1,0.839755615925,-0.125244384075,0.965,none,nonphysical_prediction
D1_delta_core_morgan,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,2.062,1.19258064684,1,0.869419353159,-0.192580646841,1.062,none,nonphysical_prediction
D1_delta_core_morgan,ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,2,1.10808604929,1,0.891913950705,-0.108086049295,1,none,nonphysical_prediction
D1_delta_core_morgan,VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,1.89,1.10385792273,1,0.786142077267,-0.103857922733,0.89,none,nonphysical_prediction
D1_delta_core_morgan,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",2.14,1.11523574299,1,1.02476425701,-0.115235742988,1.14,none,nonphysical_prediction
D1_delta_core_morgan,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,2.95,1.38878820797,1,1.56121179203,-0.388788207969,1.95,none,nonphysical_prediction
D1_delta_core_morgan,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,2.42,1.58318603892,1,0.836813961076,-0.583186038924,1.42,none,nonphysical_prediction
D1_delta_core_morgan,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",2.32,1.87012388355,1,0.449876116454,-0.870123883546,1.32,none,nonphysical_prediction
D1_delta_core_morgan,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",2.22,1.31910733263,1,0.900892667375,-0.319107332625,1.22,none,nonphysical_prediction
D1_delta_core_morgan,BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",2.43,1.66039772435,1,0.769602275651,-0.660397724349,1.43,none,nonphysical_prediction
D1_delta_core_morgan,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,2.05,1.25796293173,1,0.792037068272,-0.257962931728,1.05,none,nonphysical_prediction
D1_delta_core_morgan,HCBRSIIGBBDDCD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",2.8,2.73674682064,1,0.0632531793643,-1.73674682064,1.8,none,nonphysical_prediction
D1_delta_core_morgan,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",10.7,1.10684367094,1,9.59315632906,-0.106843670944,9.7,none,nonphysical_prediction
D1_delta_core_morgan,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,"2,2'-dichlorodiethyl ether",20.79,1.56093463504,1,19.229065365,-0.560934635037,19.79,none,nonphysical_prediction
D2_delta_log,HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,16.9,96.6466343683,92.3383543104,-79.7466343683,-4.30828005798,-75.4383543104,ionic_only,ionic_overprediction
D2_delta_log,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,30,153.401832604,147.424741306,-123.401832604,-5.97709129817,-117.424741306,ionic_only,ionic_overprediction
D2_delta_log,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,23.3,82.1073071673,109.253970404,-58.8073071673,27.1466632366,-85.9539704039,both,ionic_overprediction
D2_delta_log,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,18,116.153845674,84.2914703683,-98.1538456736,-31.8623753052,-66.2914703683,ionic_only,ionic_overprediction
D2_delta_log,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,13.9,142.089757341,142.042315545,-128.189757341,-0.0474417963546,-128.142315545,ionic_only,ionic_overprediction
D2_delta_log,LZJIBRSVPKKOSI-UHFFFAOYSA-O,ethanolammonium nitrate,60.9,20.8289438764,106.264745623,40.0710561236,85.4358017465,-45.3647456229,both,ionic_overprediction
D2_delta_log,NEQXUPRFDXNNTA-UHFFFAOYSA-N,2-hydroxyethylammonium lactate,85.6,5.97933023131,11.2210128856,79.6206697687,5.24168265427,74.3789871144,assoc_only,high_epsilon_miss
D2_delta_log,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,178.47,5.9744908461,8.29912436182,172.495509154,2.32463351573,170.170875638,assoc_only,high_epsilon_miss
D2_delta_log,QRCRANRUHQKZME-UHFFFAOYSA-N,"3-butyl-1,2,4,5-tetramethyl-1H-imidazol-3-ium tetrafluoroborate",12,90.2035313888,107.018780378,-78.2035313888,16.815248989,-95.0187803778,ionic_only,ionic_overprediction
D2_delta_log,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,58.3,4.76933191054,7.49579925283,53.5306680895,2.72646734229,50.8042007472,assoc_only,assoc_underprediction
D2_delta_log,ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,106.14,1.63244107371,3.20242838752,104.507558926,1.5699873138,102.937571612,assoc_only,high_epsilon_miss
D2_delta_log,YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-Propanediol",35,1.44673551362,2.0598819892,33.5532644864,0.613146475579,32.9401180108,assoc_only,assoc_underprediction
D3_delta_leaky,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,30,153.401832604,87.4611221549,-123.401832604,-65.9407104492,-57.4611221549,ionic_only,ionic_overprediction
D3_delta_leaky,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,13.9,142.089757341,62.241540712,-128.189757341,-79.848216629,-48.341540712,ionic_only,ionic_overprediction
D3_delta_leaky,LZJIBRSVPKKOSI-UHFFFAOYSA-O,ethanolammonium nitrate,60.9,20.8289438764,44.9799026052,40.0710561236,24.1509587288,15.9200973948,both,high_epsilon_miss
D3_delta_leaky,NEQXUPRFDXNNTA-UHFFFAOYSA-N,2-hydroxyethylammonium lactate,85.6,5.97933023131,26.6162043349,79.6206697687,20.6368741035,58.9837956651,assoc_only,high_epsilon_miss
D3_delta_leaky,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,178.47,5.9744908461,13.3084032664,172.495509154,7.33391242027,165.161596734,assoc_only,high_epsilon_miss
D3_delta_leaky,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,58.3,4.76933191054,14.4766557001,53.5306680895,9.7073237896,43.8233442999,assoc_only,assoc_underprediction
D3_delta_leaky,XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",12.8,44.2192801694,37.1262303093,-31.4192801694,-7.09304986,-24.3262303093,ionic_only,ionic_overprediction
D3_delta_leaky,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,78.87,40.4474006258,50.5743529402,38.4225993742,10.1269523144,28.2956470598,assoc_only,high_epsilon_miss
D3_delta_leaky,ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,106.14,1.63244107371,65.5645760835,104.507558926,63.9321350098,40.5754239165,assoc_only,assoc_underprediction
