target_record_id,target_set,inchikey,smiles,name,T_K,dielectric_available,viscosity_available,missing_properties,source_doi,gate_flags
chodera2015:0222,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0223,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,308.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0224,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,313.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0225,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,318.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0226,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,323.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0227,chodera_2015_historical_fallback,HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,sulfolane,328.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0228,chodera_2015_historical_fallback,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0229,chodera_2015_historical_fallback,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,308.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0230,chodera_2015_historical_fallback,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,313.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0231,chodera_2015_historical_fallback,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,318.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0232,chodera_2015_historical_fallback,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,triethanolamine,323.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0233,chodera_2015_historical_fallback,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,triethylene glycol,293.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0234,chodera_2015_historical_fallback,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,triethylene glycol,298.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0235,chodera_2015_historical_fallback,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,triethylene glycol,303.2,true,true,,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|experimental
chodera2015:0236,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,275.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0237,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,277.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0238,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,279.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0239,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,281.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0240,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,283.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0241,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,293.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0242,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,303.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0243,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,305.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0244,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,313.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0245,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,315.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
chodera2015:0246,chodera_2015_historical_fallback,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,water,323.2,true,false,viscosity,arXiv:1506.00262,historical_fallback_target|target_308_unavailable|missing_viscosity
