arm,split_id,repeat,fold,fold_seed,train_count,n_test,n_assoc,n_ionic,n_gt60,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60,mae_assoc,mae_ionic,mae_none,mae_both,bias_assoc,bias_ionic,bias_gt60,spearman_gt60,delta_sign_accuracy
R0_direct_regression,12,2,2,54,187,47,13,1,1,7.11814288732,24.934572691,0.0719840299435,0.820347509667,0.889140271493,0.885714285714,2.97982168739,6.26919439019,167.876563759,16.5348702874,2.14356327057,3.55926783932,,11.6052218698,-2.14356327057,167.876563759,,0.893617021277
R1_direct_with_logg,12,2,2,54,187,47,13,1,1,6.76634561498,24.3968093134,0.111581377459,0.859840986303,0.968325791855,0.947619047619,2.66309989228,6.18425337389,163.825267525,16.0198460875,3.79585266113,3.211042185,,10.1946394741,-3.79585266113,163.825267525,,0.851063829787
D0_delta_core,12,2,2,54,187,47,13,1,1,9.16247622495,25.8045476014,0.00609679970052,0.762188438588,0.907239819005,0.9,5.09092300689,8.60070924967,164.865848071,18.3310525187,42.3409940048,4.5452032068,,10.2998400199,-42.3409940048,164.865848071,,0.68085106383
D1_delta_core_morgan,12,2,2,54,187,47,13,1,1,9.34643852404,26.3974133448,-0.0400981782634,0.751324318883,0.871040723982,0.880952380952,5.05437061373,9.33257898251,168.277687079,18.7085276077,39.2307225509,4.75275845997,,9.15398589982,-39.2307225509,168.277687079,,0.702127659574
D2_delta_log,12,2,2,54,187,47,13,1,1,24.3605324847,84.2800239919,-9.60231958661,0.776814109422,0.907239819005,0.842857142857,5.91631828279,83.941049016,170.571809172,70.2808917007,88.7450343901,4.31964849333,,-41.2272536698,-88.7450343901,170.571809172,,0.744680851064
D3_delta_leaky,12,2,2,54,187,47,13,1,1,6.61764813216,24.3785655059,0.112909590342,0.843365135842,0.952488687783,0.942857142857,2.63501240583,5.49788898131,164.053002364,16.076632095,8.52948201135,2.83344736256,,10.5271031633,-8.52948201135,164.053002364,,0.872340425532
O0_onsager,13,2,3,55,187,47,15,6,1,13.8108419195,32.0960923186,-1.64524878293,0.72695209767,0.827586206897,0.818181818182,7.16941733921,23.6931722382,104.507558926,19.0992466673,44.8293693214,3.58714285492,3.20820280365,17.5966787948,-42.9204201582,104.507558926,,0.63829787234
O1_structured_offset,13,2,3,55,187,47,15,6,1,12.4283172677,27.3251781152,-0.91729175761,0.750123244697,0.837164750958,0.873737373737,7.42180465794,18.7181650486,95.8752122376,16.3362023503,43.2315775651,3.41758293567,12.5763283255,10.1643635868,-25.6177705036,95.8752122376,,0.531914893617
R0_direct_regression,13,2,3,55,187,47,15,6,1,7.78978345242,14.80610705,0.437083508277,0.884218438692,0.959770114943,0.941919191919,3.56041773565,12.8017659349,82.203079834,12.7601830571,6.91921854019,4.9539742544,0.555539703369,6.02967974091,5.83126764297,82.203079834,,0.787234042553
R1_direct_with_logg,13,2,3,55,187,47,15,6,1,7.7674718453,14.7392906508,0.442152657895,0.848762578035,0.936781609195,0.916666666667,3.67382654046,13.1572794107,72.7902685547,15.7566088537,5.84269812902,3.49439060529,0.682691192627,5.06533190155,5.22935164769,72.7902685547,,0.787234042553
D0_delta_core,13,2,3,55,187,47,15,6,1,10.8653407786,23.4049423095,-0.406621826879,0.811121658022,0.88601532567,0.901515151515,6.59030169444,16.2379398004,82.0978432738,12.8980615355,38.4154742648,3.35324473872,3.83035997101,5.07970789804,-21.7605888135,82.0978432738,,0.553191489362
D1_delta_core_morgan,13,2,3,55,187,47,15,6,1,10.7841601754,22.7375703594,-0.327548248722,0.740526505449,0.798850574713,0.840909090909,6.32700143016,15.6170454886,95.0428896987,13.6470095589,38.9387224592,3.18215000397,17.4,9.9335076578,-16.6387224592,95.0428896987,,0.574468085106
D2_delta_log,13,2,3,55,187,47,15,6,1,10.7610995809,22.0490459072,-0.248365636982,0.794137203651,0.873563218391,0.856060606061,4.74442079304,18.9615084885,102.706183781,17.1311442585,23.4458341021,4.00755791562,0.0745519096844,7.49444890402,-13.1062566447,102.706183781,,0.765957446809
D3_delta_leaky,13,2,3,55,187,47,15,6,1,8.05878036638,15.0771537043,0.416284901813,0.85407812505,0.944444444444,0.90404040404,4.36547034491,14.7307998695,43.2017575347,12.0871936132,19.6932694807,3.14858211163,5.71656087585,1.4262085173,-14.8443280342,43.2017575347,,0.744680851064
O0_onsager,14,2,4,56,188,46,12,4,1,6.74191670083,12.7047954355,-0.0175266216982,0.618212094407,0.855263157895,0.977272727273,4.4349437341,18.8615639,38.4225993742,13.8330998782,20.1094013943,3.95163455773,58.8073071673,3.31183411938,-17.1986045411,38.4225993742,,0.413043478261
O1_structured_offset,14,2,4,56,188,46,12,4,1,7.01254393074,14.5797441806,-0.340016773959,0.585785025068,0.957236842105,0.977272727273,4.88126473227,19.5836742174,29.408060436,13.8370540598,29.3617341577,3.85588297086,80.446936631,-6.7547956959,-10.8617341577,29.408060436,,0.673913043478
R0_direct_regression,14,2,4,56,188,46,12,4,1,4.2522550528,7.65948437971,0.630163733031,0.836473527179,0.957236842105,0.977272727273,3.4077577566,3.1998959198,43.2939425659,6.1361937294,1.14766936302,3.79908723595,0.392974090576,2.68192846044,-1.14766936302,43.2939425659,,0.695652173913
R1_direct_with_logg,14,2,4,56,188,46,12,4,1,3.4909177804,5.8274640385,0.785923186642,0.820391045784,0.963815789474,0.965909090909,2.75131972397,4.992520401,25.5668269348,6.61652760808,2.53587703705,2.43608656475,4.47830505371,-1.82280313508,-2.30352096558,25.5668269348,,0.782608695652
D0_delta_core,14,2,4,56,188,46,12,4,1,5.01661202084,8.07337400503,0.589114731204,0.663343127486,0.963815789474,0.977272727273,4.10033615388,9.24839660183,20.5087237944,7.86009140319,12.103447098,3.71535382295,27.1467007831,-2.38646679856,-1.4699032935,20.5087237944,,0.652173913043
D1_delta_core_morgan,14,2,4,56,188,46,12,4,1,4.82426780422,8.47409431363,0.547314051998,0.605621220024,0.980263157895,0.988636363636,4.04625109656,4.01714488522,39.9805507053,6.72237299366,11.3668706227,3.36283364742,8.46748249083,2.02518509092,7.13312937729,39.9805507053,,0.652173913043
D2_delta_log,14,2,4,56,188,46,12,4,1,7.44737151668,18.2754272064,-1.10545276562,0.704616238887,0.953947368421,0.965909090909,5.2123417592,21.7534880496,25.3179791512,12.9837715005,26.6030720297,5.42092172606,87.6870298652,-10.8504680712,-21.947602604,-25.3179791512,,0.673913043478
D3_delta_leaky,14,2,4,56,188,46,12,4,1,4.91034890331,8.3955157251,0.555670461113,0.515464553577,0.782894736842,0.988636363636,3.93313472315,7.81536234961,29.4738488783,7.67597128377,7.03038996246,4.12718820313,22.3,2.95450667565,4.97593746162,29.4738488783,,0.760869565217
O0_onsager,15,3,0,57,187,47,20,3,1,13.8192623955,29.845654432,-2.19393484005,0.609442310541,0.729838709677,0.68023255814,11.6567018552,12.6333116689,104.507558926,13.7276362801,88.8658600855,4.51479278037,,12.0241786497,-88.8658600855,104.507558926,,0.617021276596
O1_structured_offset,15,3,0,57,187,47,20,3,1,11.7460003633,26.6573987198,-1.54799971505,0.706913989528,0.816532258065,0.738372093023,10.6987656837,6.68684873715,96.0260481424,10.6582975275,77.4906294812,4.43434075329,,3.54266786583,-77.4906294812,96.0260481424,,0.63829787234
R0_direct_regression,15,3,0,57,187,47,20,3,1,8.62472208786,15.242254122,0.166966943656,0.620330751586,0.826612903226,0.918604651163,7.87316880108,6.62034655592,54.4715734863,15.1912982838,5.23543039958,3.57623671897,,-7.92971654243,-3.8696337382,54.4715734863,,0.829787234043
R1_direct_with_logg,15,3,0,57,187,47,20,3,1,11.6815594816,26.8623721354,-1.58733439519,0.645732131545,0.832661290323,0.886627906977,11.8053586335,10.2047494456,20.392281189,23.7073022835,9.0280930837,1.99179044652,,-19.7452431709,-9.0280930837,20.392281189,,0.808510638298
D0_delta_core,15,3,0,57,187,47,20,3,1,15.1729939616,29.9964141308,-2.22628345555,0.629480593525,0.824596774194,0.872093023256,15.1284297459,12.5013507032,40.8666592681,21.465603931,64.5074616352,3.76234386126,,-14.8365364743,-56.5741283018,40.8666592681,,0.63829787234
D1_delta_core_morgan,15,3,0,57,187,47,20,3,1,11.6452343727,24.4379107419,-1.14137135014,0.704400084535,0.838709677419,0.837209302326,10.7035595173,6.9864781522,88.4160100066,13.3902311077,60.6955013482,4.05978705484,,0.297589196466,-60.6955013482,88.4160100066,,0.68085106383
D2_delta_log,15,3,0,57,187,47,20,3,1,15.1794876386,28.72461567,-1.95850489807,0.688137849881,0.804435483871,0.761627906977,9.97555341306,26.9579042041,101.719304896,22.1307506439,50.1474196419,5.01577696718,,-6.29576034508,-50.1474196419,101.719304896,,0.829787234043
D3_delta_leaky,15,3,0,57,187,47,20,3,1,11.0424856985,20.1948076078,-0.462322894763,0.636521337944,0.862903225806,0.901162790698,10.4833688447,12.9126205181,14.8985959136,20.0359276432,17.3559634764,2.75876602242,,-17.2778852207,-9.42263014305,14.8985959136,,0.808510638298
O0_onsager,16,3,1,58,187,47,9,2,0,8.7268660236,20.0487519882,-2.46246795922,0.710222016651,0.79185520362,0.785714285714,5.2359368579,20.1517251114,,10.6304252578,64.6117131552,5.14626248552,,8.90029622793,-58.7901194489,,,0.510638297872
O1_structured_offset,16,3,1,58,187,47,9,2,0,8.05004870441,17.8635678826,-1.74882749159,0.792661806563,0.882352941176,0.895238095238,5.78397002927,15.4663061867,,8.29917693408,60.6387835172,5.06617026851,,0.0599650375245,-49.1387835172,,,0.63829787234
R0_direct_regression,16,3,1,58,187,47,9,2,0,5.93976114427,7.87437312215,0.465874815634,0.832215541166,0.927601809955,0.919047619048,4.13796350416,11.836553421,,9.52262463464,6.0834197998,5.03606423526,,-6.1819209671,4.80555725098,,,0.723404255319
R1_direct_with_logg,16,3,1,58,187,47,9,2,0,5.23447039779,7.53154006237,0.511371653923,0.822733580019,0.932126696833,0.957142857143,3.77333384238,10.0163718518,,10.8769438044,4.64837694168,3.85641279369,,-9.91945919885,4.64837694168,,,0.765957446809
D0_delta_core,16,3,1,58,187,47,9,2,0,9.06627937246,18.7993036134,-2.04435013726,0.733223454353,0.883484162896,0.880952380952,6.04302536562,18.960565213,,12.7324181203,60.4076347469,5.2974471647,,-10.4858184224,-48.9076347469,,,0.617021276596
D1_delta_core_morgan,16,3,1,58,187,47,9,2,0,8.76410791735,17.9854240129,-1.78645759451,0.771485841642,0.891402714932,0.92380952381,5.90425051769,18.1236412253,,12.762582682,56.6246242641,5.10557165137,,-11.6713486081,-45.1246242641,,,0.63829787234
D2_delta_log,16,3,1,58,187,47,9,2,0,26.83613388,89.7833183993,-68.4388280043,0.76006012951,0.87556561086,0.871428571429,11.9312474487,75.6157622004,,96.6776796447,68.4337346099,7.06476962046,,-93.3280486856,-61.4218080677,,,0.617021276596
D3_delta_leaky,16,3,1,58,187,47,9,2,0,6.72360380487,11.2526325043,-0.0907352470883,0.771276595745,0.925339366516,0.914285714286,4.4674206238,14.1074760338,,13.646004315,22.0812934479,4.13979869717,,-11.7767572236,-18.738446871,,,0.829787234043
O0_onsager,17,3,2,59,187,47,17,5,2,9.22064990027,26.739634619,0.0132133913079,0.632418837534,0.81221719457,0.780303030303,4.38973478364,10.6183276638,105.459054264,18.0346305234,5.87568143618,3.86967777067,3.20820280365,17.4944938842,-3.58494244034,105.459054264,,0.574468085106
O1_structured_offset,17,3,2,59,187,47,17,5,2,9.23136156436,25.6198246726,0.0941326291636,0.550843118738,0.773755656109,0.659090909091,4.83229720979,10.7187253993,96.437453163,15.633011509,16.4147251113,3.79290387082,12.5763283255,9.55464140807,16.4147251113,96.437453163,,0.68085106383
R0_direct_regression,17,3,2,59,187,47,17,5,2,7.20942602783,25.6482860292,0.0921188343392,0.829059582319,0.918552036199,0.80303030303,2.65025479406,4.88391489029,105.323458595,14.4066019193,4.25972335815,2.83411703727,1.05486907959,12.4363874166,2.95924499512,105.323458595,,0.851063829787
R1_direct_with_logg,17,3,2,59,187,47,17,5,2,7.77082856329,25.5155392296,0.101492282388,0.819635165559,0.900452488688,0.818181818182,3.33956026181,6.85465415955,100.444177551,15.9434926661,5.50902565002,2.69735771195,3.48686161041,11.0554180605,4.40920417786,100.444177551,,0.851063829787
D0_delta_core,17,3,2,59,187,47,17,5,2,9.29040446969,26.25450248,0.0486947450691,0.542402233354,0.730769230769,0.583333333333,4.52801202697,13.773347858,97.9535627689,15.6644862028,16.2727643038,4.09188165801,17.4,11.7207341273,15.6872356962,97.9535627689,,0.659574468085
D1_delta_core_morgan,17,3,2,59,187,47,17,5,2,9.66655573499,26.9665403971,-0.00360490842457,0.571365003087,0.718325791855,0.549242424242,4.73437824069,13.2060124014,103.697281035,16.2911456962,20.2898980935,3.58958277856,17.4,13.182532924,7.8900058092,103.697281035,,0.723404255319
D2_delta_log,17,3,2,59,187,47,17,5,2,8.91247396394,26.4047233433,0.037777400101,0.626868260792,0.823529411765,0.742424242424,4.90116548469,7.45375881691,94.0617280825,14.9827361808,10.5320578788,4.46909023714,4.67687432855,8.39537406138,6.72851597581,75.2871884261,,0.744680851064
D3_delta_leaky,17,3,2,59,187,47,17,5,2,7.15355253614,24.9824809334,0.138642500534,0.78448151286,0.866515837104,0.871212121212,2.94335550183,7.84317103395,92.0833547439,14.0493735141,8.33789468809,2.17882365211,0.961268937072,10.0382735392,7.95338711326,92.0833547439,,0.872340425532
O0_onsager,18,3,3,60,187,47,11,5,1,11.2302061686,21.6046073909,-0.811368469114,0.641882516189,0.789272030651,0.732142857143,6.85303456481,17.9329870793,79.6206697687,23.4075037035,36.6687735103,4.55626840003,58.8073071673,11.1549054396,-32.2292433822,79.6206697687,,0.489361702128
O1_structured_offset,18,3,3,60,187,47,11,5,1,10.4051243713,20.6258541273,-0.650965243501,0.708289425758,0.866858237548,0.825,6.13073839644,17.4672847409,70.98832308,22.0778959758,36.9861118227,4.42813647603,80.446936631,1.34007849866,-28.1423749971,70.98832308,,0.617021276596
R0_direct_regression,18,3,3,60,187,47,11,5,1,5.4386355978,10.2327019389,0.593655211001,0.8388066605,0.911877394636,0.992857142857,3.14497002231,8.06538178285,51.9023109436,10.6534550656,5.08770717621,3.60938425243,2.51096458435,7.8681424075,-1.72625171661,51.9023109436,,0.893617021277
R1_direct_with_logg,18,3,3,60,187,47,11,5,1,5.56395887956,10.7997118645,0.547375160339,0.782802301723,0.909961685824,0.957142857143,3.12919419643,9.01772616069,46.9007507324,10.1899776852,6.88092464298,3.66646524131,2.31519813538,8.78550416548,-1.54749576718,46.9007507324,,0.872340425532
D0_delta_core,18,3,3,60,187,47,11,5,1,6.77292510896,13.1851373117,0.325342487852,0.778990560202,0.903256704981,0.932142857143,4.08338971946,9.84229062271,61.3847421869,13.027078286,11.9009959837,3.7346439017,3.98396579771,6.90740759921,-2.58099598371,61.3847421869,,0.702127659574
D1_delta_core_morgan,18,3,3,60,187,47,11,5,1,6.62351113135,12.4737833711,0.396175901566,0.81021094042,0.885057471264,0.953571428571,3.87958879814,10.1810770538,57.2260793909,11.1951343828,12.9792287802,3.99212207008,4.48550518007,8.23657091212,-6.26502670815,57.2260793909,,0.595744680851
D2_delta_log,18,3,3,60,187,47,11,5,1,8.93962258043,17.2436603247,-0.153912731688,0.63598519889,0.825670498084,0.775,4.27561947024,16.3084249464,79.0900999359,21.8470106821,17.1703972188,4.25599204056,42.1985876146,3.59371649605,-12.2220430482,79.0900999359,,0.723404255319
D3_delta_leaky,18,3,3,60,187,47,11,5,1,7.47535644723,13.3677555686,0.306524634358,0.756678621921,0.858237547893,0.932142857143,4.50552767809,11.2698299179,62.9158529504,13.9040015666,12.0375327735,4.39530716222,2.4397572711,6.53268907943,-7.11753277352,62.9158529504,,0.702127659574
O0_onsager,19,3,4,61,188,46,12,3,1,9.42257368788,17.3074573,-0.128419513507,0.768324648057,0.87311827957,0.820779220779,6.14285330022,16.7736655738,40.0710561236,17.9611544067,44.4806520206,3.89167615073,40.0710561236,17.8669596009,-17.7666146048,40.0710561236,,0.5
O1_structured_offset,19,3,4,61,188,46,12,3,1,7.98767585286,15.7927511487,0.0604505680839,0.782945048828,0.896774193548,0.836363636364,4.98048440146,12.5633290529,59.9,14.8959270464,43.0944458475,3.72808209787,59.9,11.5287889817,-3.16111251417,59.9,,0.695652173913
R0_direct_regression,19,3,4,61,188,46,12,3,1,5.62832672938,8.16249722449,0.74901362662,0.912948287461,0.94623655914,0.953246753247,3.72306022182,10.1947488334,20.1767448425,6.65922860463,16.0582506816,4.71857122169,20.1767448425,4.16229111354,-2.60708745321,20.1767448425,,0.847826086957
R1_direct_with_logg,19,3,4,61,188,46,12,3,1,6.44097807219,15.189793616,0.130823859055,0.947134677868,0.967741935484,0.974025974026,4.2590201372,12.4102962216,14.9650482178,5.65183337688,33.8725925446,4.4315706682,14.9650482178,2.0871308883,-23.8958937327,14.9650482178,,0.804347826087
D0_delta_core,19,3,4,61,188,46,12,3,1,6.65769629227,13.5085791651,0.312578051376,0.934423689833,0.991397849462,0.976623376623,3.86015005003,15.1554925807,8.29850935544,7.66010195048,12.80751188,5.75652436731,8.29850935544,-1.72549617859,-6.05723095819,8.29850935544,,0.673913043478
D1_delta_core_morgan,19,3,4,61,188,46,12,3,1,6.53423274829,10.7418485695,0.565327563507,0.859779568981,0.959139784946,0.942857142857,4.658383759,10.0593768663,31.5365130862,9.40758546675,29.0234606505,4.12968162359,31.5365130862,7.70358501799,0.467548073599,31.5365130862,,0.652173913043
D2_delta_log,19,3,4,61,188,46,12,3,1,10.6907079467,21.59130095,-0.756150257779,0.862561288146,0.939784946237,0.911688311688,4.16649145635,25.20722426,72.8323891702,22.4684611532,38.2487402532,5.63241250371,72.8323891702,-15.9420979248,-36.4485293109,-72.8323891702,,0.804347826087
D3_delta_leaky,19,3,4,61,188,46,12,3,1,4.64051237717,6.94193041183,0.818463247644,0.903142249651,0.954838709677,0.981818181818,3.46671880999,7.31305530633,15.1515214404,6.54293064574,13.3360261979,3.44037013899,15.1515214404,1.89401848046,-3.23501190428,15.1515214404,,0.847826086957
O0_onsager,20,4,0,62,187,47,21,1,0,7.36758171493,10.3211396753,0.425793682834,0.700971322849,0.89846743295,0.906432748538,4.83855976168,12.7628285485,,10.6742572575,10.7566800107,4.45441032731,,9.17439894691,-10.7566800107,,,0.574468085106
O1_structured_offset,20,4,0,62,187,47,21,1,0,5.86140900694,8.27165123237,0.631194758839,0.786515559787,0.955938697318,0.938596491228,4.93699026544,7.83350232214,,7.32915327855,11.7650928589,4.39235646471,,0.45739973722,11.7650928589,,,0.702127659574
R0_direct_regression,20,4,0,62,187,47,21,1,0,5.50447065988,8.57389794179,0.603750000531,0.886531179001,0.955938697318,0.932748538012,3.11758785286,10.5964873149,,7.78981102953,18.5065727234,3.06470066684,,-1.04185125315,18.5065727234,,,0.851063829787
R1_direct_with_logg,20,4,0,62,187,47,21,1,0,5.16646213211,8.90481248641,0.572572743828,0.840556249367,0.931034482759,0.862573099415,3.6621776355,8.37560239156,,7.28402975591,15.4981956482,2.97443598748,,-0.977124514444,15.4981956482,,,0.808510638298
D0_delta_core,20,4,0,62,187,47,21,1,0,6.3049384514,9.81215735449,0.481030704514,0.786138877151,0.918582375479,0.87865497076,4.43490767366,10.2943374439,,7.73361649203,34,3.99704643533,,-6.48356978141,34,,,0.68085106383
D1_delta_core_morgan,20,4,0,62,187,47,21,1,0,5.79737052398,8.98902983226,0.564449718421,0.77396616544,0.929118773946,0.868421052632,3.89519832201,9.8553378882,,6.85690543008,34,3.77925602383,,-3.19444848608,34,,,0.723404255319
D2_delta_log,20,4,0,62,187,47,21,1,0,19.6618869519,43.7758721054,-9.32957061996,0.730920444033,0.89846743295,0.897660818713,8.23916308525,44.0303645341,,32.688006718,13.8307822545,8.95319053627,,-28.8947524366,13.8307822545,,,0.808510638298
D3_delta_leaky,20,4,0,62,187,47,21,1,0,5.14824439969,8.89629750318,0.573389784237,0.882516188714,0.942528735632,0.959064327485,3.65683004638,8.32992835342,,7.93477664323,15.9108958255,2.37705125808,,-6.10457265703,15.9108958255,,,0.872340425532
O0_onsager,21,4,1,63,187,47,15,4,2,11.8781465689,29.591262037,-0.161254102124,0.545922349972,0.7,0.666666666667,5.9700379016,15.8079222315,105.459054264,22.869286697,22.4379931462,4.43757994841,3.20820280365,20.5609114808,-16.6637725482,105.459054264,,0.510638297872
O1_structured_offset,21,4,1,63,187,47,15,4,2,11.4584073764,26.968124666,0.0355010040316,0.636162619238,0.786274509804,0.80487804878,6.65014862394,12.4283011506,96.5316191998,22.1612961274,23.1895217112,4.3428946986,12.5763283255,12.8531804555,-4.65135754843,96.5316191998,,0.659574468085
R0_direct_regression,21,4,1,63,187,47,15,4,2,8.82427107661,25.8305052611,0.115157267427,0.78881790094,0.854901960784,0.89837398374,3.5373546089,9.50266117573,103.918665333,19.635030103,1.07413496971,4.05317003763,1.62318191528,12.599204277,0.26254401207,103.918665333,,0.808510638298
R1_direct_with_logg,21,4,1,63,187,47,15,4,2,8.12506867259,25.6559871638,0.127073365285,0.7969355305,0.876470588235,0.910569105691,3.14217031237,7.29663116813,103.622438354,19.2822936478,1.54467811584,3.09999364774,3.43470535278,11.4985395025,-0.172674560547,103.622438354,,0.829787234043
D0_delta_core,21,4,1,63,187,47,15,4,2,10.4224592366,26.7144022762,0.0535640933628,0.693098355494,0.827450980392,0.857723577236,5.93175834359,8.88296052698,99.6584205952,21.6061826304,18.0903399211,3.52560419795,8.84103676132,11.1939555647,-1.41982154047,99.6584205952,,0.659574468085
D1_delta_core_morgan,21,4,1,63,187,47,15,4,2,10.5880668655,26.8134391829,0.0465337411467,0.728875986931,0.810784313725,0.821138211382,5.53429300377,10.7940385479,103.258996579,22.3407442724,14.7893492514,3.77947596593,6.23422142319,12.7182194314,-5.92223853977,103.258996579,,0.659574468085
D2_delta_log,21,4,1,63,187,47,15,4,2,13.7488671829,33.5746653227,-0.494939682203,0.645428001773,0.780392156863,0.735772357724,8.54758169602,12.2867082903,115.821284261,26.3378849837,30.6851711392,4.45684157219,0.860607307711,1.77690881079,-21.9726163557,53.8337199663,,0.659574468085
D3_delta_leaky,21,4,1,63,187,47,15,4,2,8.01145830753,25.3048968632,0.15080108865,0.790552456171,0.862745098039,0.906504065041,3.6715339232,7.03662030579,92.1994114246,18.792449972,6.80091124271,2.40871036711,2.40445474335,9.15845201033,-1.63937523461,92.1994114246,,0.893617021277
O0_onsager,22,4,2,64,187,47,8,4,1,7.99788738494,16.3771389603,-0.136330480404,0.803503801903,0.833333333333,0.795238095238,3.94416828482,15.428997907,79.6206697687,25.664003474,18.655538619,4.29927311086,58.8073071673,10.9621766822,-13.1061259589,79.6206697687,,0.489361702128
O1_structured_offset,22,4,2,64,187,47,8,4,1,7.98714463506,17.2498789593,-0.260667892584,0.793278027457,0.89375,0.885714285714,4.24526691604,15.1191541459,71.3746474107,23.0452317198,30.5617341577,4.14538733581,80.446936631,1.04195343598,-9.66173415775,71.3746474107,,0.63829787234
R0_direct_regression,22,4,2,64,187,47,8,4,1,4.91385646632,8.35893547628,0.70397353858,0.842704750143,0.975,0.961904761905,3.22900124516,7.39366768646,40.7705322266,7.51570714474,3.83218576908,4.32904692881,0.348835754395,5.95918093204,0.233433747292,40.7705322266,,0.808510638298
R1_direct_with_logg,22,4,2,64,187,47,8,4,1,4.86442032107,8.52634066725,0.691997707098,0.847633122024,0.972916666667,0.966666666667,2.79806082306,8.56011924744,42.2963729858,9.08809057236,4.11760261059,3.93282236899,2.12898521423,3.92135475159,4.11760261059,42.2963729858,,0.829787234043
D0_delta_core,22,4,2,64,187,47,8,4,1,5.37779268202,9.52680854413,0.61547598968,0.858568424642,0.925,0.97619047619,3.5410857516,7.74910596226,47.7861093744,9.83998080109,9.0580867886,3.90715349279,2.85346324892,4.11679536268,9.0580867886,47.7861093744,,0.68085106383
D1_delta_core_morgan,22,4,2,64,187,47,8,4,1,5.12275029972,9.24549964799,0.637849273409,0.857821359058,0.911458333333,0.990476190476,3.75266515194,5.65902522266,49.0830663904,8.84634469307,8.0087013804,3.86545559674,1.19270046205,6.33006072208,6.48764885062,49.0830663904,,0.68085106383
D2_delta_log,22,4,2,64,187,47,8,4,1,7.44535286366,16.5068551718,-0.15440252986,0.851608800333,0.929166666667,0.914285714286,3.30160578144,15.9252011686,71.8217647742,23.418455113,12.1450938583,3.74563121419,20.8391554565,-3.53429471922,1.7255161301,71.8217647742,,0.787234042553
D3_delta_leaky,22,4,2,64,187,47,8,4,1,5.67306006306,10.5156499594,0.531509455279,0.755745714519,0.904166666667,0.980952380952,3.07250062313,9.98763439585,56.1474565729,15.416518253,10.6300303375,3.41893209972,22.3,10.7898001056,10.6300303375,56.1474565729,,0.851063829787
O0_onsager,23,4,3,65,187,47,18,5,2,9.84778625877,19.5015987713,-0.272815345323,0.592853839038,0.65404040404,0.709302325581,6.28590631674,15.1362950315,72.289307525,15.1237782875,27.4724720605,3.73306563236,40.0710561236,14.5129844977,-11.444049611,72.289307525,,0.659574468085
O1_structured_offset,23,4,3,65,187,47,18,5,2,8.21138018406,18.1140380697,-0.0981344622013,0.645798691314,0.713383838384,0.625,4.85118943955,8.06712050262,77.3838098094,13.1594956683,22.8329168272,3.79197449945,59.9,6.51020536704,1.12708317282,77.3838098094,,0.574468085106
R0_direct_regression,23,4,3,65,187,47,18,5,2,6.95960687986,14.1248460007,0.332283033383,0.848751156337,0.881313131313,0.918604651163,4.72665049203,8.09513973999,50.46414711,9.71461764865,16.1959877014,3.75292483794,22.5646537781,3.53272218662,-7.17012619019,50.46414711,,0.765957446809
R1_direct_with_logg,23,4,3,65,187,47,18,5,2,7.73480391157,19.6306910866,-0.289722114387,0.838267612868,0.852272727273,0.941860465116,6.05208044209,4.03186098862,49.6365208817,9.10189379353,31.4144496918,2.50444143385,19.9815887451,3.76169311163,-23.4218141937,49.6365208817,,0.829787234043
D0_delta_core,23,4,3,65,187,47,18,5,2,7.37151341053,14.9167630717,0.255312348883,0.755317995946,0.868686868687,0.918604651163,5.06370760008,7.57787910146,54.268801143,10.3444823961,17.4432486273,3.89970581164,24.4484412631,5.00376159288,-1.3702371329,54.268801143,,0.595744680851
D1_delta_core_morgan,23,4,3,65,187,47,18,5,2,7.18127779688,16.4129382078,0.0984337665931,0.728303525931,0.878787878788,0.906976744186,4.48913712581,8.14695915622,60.4387988351,10.217769604,18.1116439544,3.5611064896,25.9856784305,7.29933286711,2.3706200809,60.4387988351,,0.574468085106
D2_delta_log,23,4,3,65,187,47,18,5,2,6.92398489992,16.8618296504,0.0484439746393,0.7032839963,0.782828282828,0.790697674419,4.18777893344,10.1441096907,56.575957631,11.0262933595,15.2078275453,2.43896709098,10.0593051768,6.53354141726,-13.5339577938,46.5166524543,,0.808510638298
D3_delta_leaky,23,4,3,65,187,47,18,5,2,7.00099672795,13.4681939287,0.392923123366,0.864824236818,0.883838383838,0.936046511628,5.63754063955,17.3666023256,14.2206353448,10.4670419735,15.8762719758,2.6105303446,4.00452780332,-5.4678969151,-14.2744608545,14.2206353448,,0.829787234043
O0_onsager,24,4,4,66,188,46,7,4,0,15.4565384778,34.0834604393,-6.3948127549,0.677028405155,0.881696428571,0.7375,12.9498188081,24.4807292887,,15.0132750871,107.373017497,5.04045069665,,15.0132750871,-107.373017497,,,0.45652173913
O1_structured_offset,24,4,4,66,188,46,7,4,0,13.7688183401,30.6570487292,-4.98274519835,0.764388902568,0.917410714286,0.791666666667,11.838512437,20.7179195915,,10.7209259948,96.616337486,4.91010890679,,6.46558091954,-96.616337486,,,0.695652173913
R0_direct_regression,24,4,4,66,188,46,7,4,0,5.56426643886,7.34912020945,0.656196320059,0.79557159498,0.973214285714,0.979166666667,4.28777987078,10.159618084,,7.69741627284,4.13374710083,5.30112439641,,-0.108487407139,0.775777053833,,,0.869565217391
