scenario,arm,split_id,repeat,fold,train_rows,test_rows,train_qids,test_qids,train_pair_capacity,test_pair_capacity,n_comparable_pairs,global_spearman,macro_query_spearman,micro_pairwise_accuracy,macro_pairwise_accuracy,auc_gt15,auc_gt30,calibrated_mae,calibrated_rmse,calibrated_r2
inchikey_singleton_negative_control,rank_pairwise,15,3,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,8.46209642166,10.3624800958,-0.0615835208815
inchikey_singleton_negative_control,regression_head,15,3,0,187,47,187,47,0,0,0,0.852822988995,nan,nan,nan,0.895833333333,0.970930232558,5.09981440175,7.42629515547,0.454780774153
inchikey_singleton_negative_control,rank_pairwise,16,3,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,11.62644166,15.2803445206,-0.000545608532653
inchikey_singleton_negative_control,regression_head,16,3,1,187,47,187,47,0,0,0,0.812210915819,nan,nan,nan,0.909274193548,0.961538461538,6.62374244522,11.6846038053,0.414942460947
inchikey_singleton_negative_control,rank_pairwise,17,3,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.8924291103,14.1847910286,-0.00108127938651
inchikey_singleton_negative_control,regression_head,17,3,2,187,47,187,47,0,0,0,0.915671706896,nan,nan,nan,0.94375,0.991869918699,4.33125993496,6.67531669049,0.778299228514
inchikey_singleton_negative_control,rank_pairwise,18,3,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,8.89016766981,10.4897233748,-0.0851903470764
inchikey_singleton_negative_control,regression_head,18,3,3,187,47,187,47,0,0,0,0.872304134143,nan,nan,nan,0.954545454545,0.919047619048,3.43448506215,4.67066682408,0.784852834851
inchikey_singleton_negative_control,rank_pairwise,19,3,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,15.6061324237,32.1651673257,-0.0406868560024
inchikey_singleton_negative_control,regression_head,19,3,4,188,46,188,46,0,0,0,0.828923835954,nan,nan,nan,0.935483870968,0.908424908425,10.8308102482,29.3354294194,0.134367927125
inchikey_singleton_negative_control,rank_pairwise,20,4,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.3697135112,14.1143461615,-0.000173224097342
inchikey_singleton_negative_control,regression_head,20,4,0,187,47,187,47,0,0,0,0.892191159412,nan,nan,nan,0.935483870968,0.955284552846,6.53095974582,9.5294658737,0.544077722988
inchikey_singleton_negative_control,rank_pairwise,21,4,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,8.99521629878,11.0866874905,-0.0594691682265
inchikey_singleton_negative_control,regression_head,21,4,1,187,47,187,47,0,0,0,0.786216068092,nan,nan,nan,0.897619047619,0.975609756098,5.00274007877,6.75691689693,0.606466356776
inchikey_singleton_negative_control,rank_pairwise,22,4,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,11.1391061725,15.8875209422,-6.67583129061e-05
inchikey_singleton_negative_control,regression_head,22,4,2,187,47,187,47,0,0,0,0.857332832598,nan,nan,nan,0.935483870968,0.95,6.20722556995,10.494841014,0.563616373156
inchikey_singleton_negative_control,rank_pairwise,23,4,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.6206124531,14.4599617884,-0.0130410969585
inchikey_singleton_negative_control,regression_head,23,4,3,187,47,187,47,0,0,0,0.85805145996,nan,nan,nan,0.938914027149,0.938095238095,5.49482192333,9.0097398781,0.606706038318
inchikey_singleton_negative_control,rank_pairwise,24,4,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,14.401130747,29.8381654772,-0.0210074758757
inchikey_singleton_negative_control,regression_head,24,4,4,188,46,188,46,0,0,0,0.778106691335,nan,nan,nan,0.918650793651,0.9125,9.60440350593,27.9757193969,0.102473640541
inchikey_singleton_negative_control,rank_pairwise,25,5,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.4538697292,12.9400904317,-0.00961384988374
inchikey_singleton_negative_control,regression_head,25,5,0,187,47,187,47,0,0,0,0.868640148011,nan,nan,nan,0.958333333333,0.963414634146,4.32369853285,6.44787427976,0.749323398126
inchikey_singleton_negative_control,rank_pairwise,26,5,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,11.0108928718,15.2629125037,-0.00555407035233
inchikey_singleton_negative_control,regression_head,26,5,1,187,47,187,47,0,0,0,0.951866092734,nan,nan,nan,0.980519480519,0.980952380952,5.39043742048,8.82662134117,0.663705634466
inchikey_singleton_negative_control,rank_pairwise,27,5,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,9.65474642735,13.922520001,-0.00462199594778
inchikey_singleton_negative_control,regression_head,27,5,2,187,47,187,47,0,0,0,0.701202590194,nan,nan,nan,0.82683982684,0.947154471545,7.83504282893,12.1868634041,0.230247924555
inchikey_singleton_negative_control,rank_pairwise,28,5,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,14.7153138639,30.5489966002,-0.0675371457384
inchikey_singleton_negative_control,regression_head,28,5,3,187,47,187,47,0,0,0,0.799340869346,nan,nan,nan,0.922222222222,0.923976608187,9.53666496904,27.7672062245,0.118030703083
inchikey_singleton_negative_control,rank_pairwise,29,5,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,9.89440730805,12.2613717623,-0.148828635943
inchikey_singleton_negative_control,regression_head,29,5,4,188,46,188,46,0,0,0,0.871002563323,nan,nan,nan,0.926470588235,0.97619047619,4.59293748917,6.27311590644,0.699292849341
inchikey_singleton_negative_control,rank_pairwise,30,6,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,11.0738043975,15.7474174823,-0.0125378683815
inchikey_singleton_negative_control,regression_head,30,6,0,187,47,187,47,0,0,0,0.865543060695,nan,nan,nan,0.945564516129,0.929487179487,7.7493838528,11.9215388644,0.419693774284
inchikey_singleton_negative_control,rank_pairwise,31,6,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.7232538798,13.4455693541,-0.00014488371955
inchikey_singleton_negative_control,regression_head,31,6,1,187,47,187,47,0,0,0,0.918061699866,nan,nan,nan,0.977011494253,0.960714285714,4.49770113291,6.10232832398,0.79398650788
inchikey_singleton_negative_control,rank_pairwise,32,6,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.4570484867,17.4061951311,-0.000539842488682
inchikey_singleton_negative_control,regression_head,32,6,2,187,47,187,47,0,0,0,0.825672160964,nan,nan,nan,0.914583333333,0.982558139535,5.96326610594,12.4875063455,0.485034498877
inchikey_singleton_negative_control,rank_pairwise,33,6,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,12.0564097679,26.0840293308,-0.000367081439068
inchikey_singleton_negative_control,regression_head,33,6,3,187,47,187,47,0,0,0,0.731498612396,nan,nan,nan,0.85625,0.942857142857,8.47988394778,25.5254669036,0.0420178388732
inchikey_singleton_negative_control,rank_pairwise,34,6,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,11.0061745143,15.546381763,-0.0273182385454
inchikey_singleton_negative_control,regression_head,34,6,4,188,46,188,46,0,0,0,0.807906991472,nan,nan,nan,0.953246753247,1,4.08121034079,7.05711324265,0.788309916161
inchikey_singleton_negative_control,rank_pairwise,35,7,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.8737768176,12.3925527051,-0.0846311410678
inchikey_singleton_negative_control,regression_head,35,7,0,187,47,187,47,0,0,0,0.801734605377,nan,nan,nan,0.924242424242,0.980769230769,4.78995928535,8.4974152753,0.490042238225
inchikey_singleton_negative_control,rank_pairwise,36,7,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.5851544715,15.7268680066,-0.0243244810782
inchikey_singleton_negative_control,regression_head,36,7,1,187,47,187,47,0,0,0,0.948451820339,nan,nan,nan,0.956766917293,0.982142857143,5.04564785679,8.96964848665,0.666800825978
inchikey_singleton_negative_control,rank_pairwise,37,7,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,9.69097930936,13.1562394198,-0.0229609918136
inchikey_singleton_negative_control,regression_head,37,7,2,187,47,187,47,0,0,0,0.614946516334,nan,nan,nan,0.785714285714,0.909090909091,7.05963647093,11.0061838727,0.284072467068
inchikey_singleton_negative_control,rank_pairwise,38,7,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,13.5931231141,27.9533687548,-0.00462041293414
inchikey_singleton_negative_control,regression_head,38,7,3,187,47,187,47,0,0,0,0.860182722331,nan,nan,nan,0.950226244344,0.934959349593,7.89695160117,25.6840038486,0.151876408683
inchikey_singleton_negative_control,rank_pairwise,39,7,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,10.6098043247,17.4896159862,-0.00420413334021
inchikey_singleton_negative_control,regression_head,39,7,4,188,46,188,46,0,0,0,0.819563947135,nan,nan,nan,0.922580645161,0.916666666667,7.43011751295,14.6807120535,0.292452341924
inchikey_singleton_negative_control,rank_pairwise,40,8,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.1728062863,12.2900658779,-0.0373056376378
inchikey_singleton_negative_control,regression_head,40,8,0,187,47,187,47,0,0,0,0.837269810416,nan,nan,nan,0.864583333333,0.918604651163,4.58655732985,6.92576875014,0.670591888285
inchikey_singleton_negative_control,rank_pairwise,41,8,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,9.26022756286,10.4083417256,-0.758566660283
inchikey_singleton_negative_control,regression_head,41,8,1,187,47,187,47,0,0,0,0.794390634765,nan,nan,nan,0.981081081081,1,3.8738783372,6.18343700492,0.379337320934
inchikey_singleton_negative_control,rank_pairwise,42,8,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,15.8516568267,31.2329415038,-0.0808466275428
inchikey_singleton_negative_control,regression_head,42,8,2,187,47,187,47,0,0,0,0.885374808846,nan,nan,nan,0.975563909774,0.932748538012,9.77305391974,26.6253709331,0.214529950088
inchikey_singleton_negative_control,rank_pairwise,43,8,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,9.3372477927,11.5964493684,-0.0506488242307
inchikey_singleton_negative_control,regression_head,43,8,3,187,47,187,47,0,0,0,0.824352451434,nan,nan,nan,0.859728506787,0.869918699187,6.23155912212,8.81220960826,0.393295600667
inchikey_singleton_negative_control,rank_pairwise,44,8,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,11.5305126619,18.2779572299,-0.0320796198672
inchikey_singleton_negative_control,regression_head,44,8,4,188,46,188,46,0,0,0,0.796817663582,nan,nan,nan,0.934523809524,0.994444444444,7.58183083322,13.2920552138,0.454189153274
inchikey_singleton_negative_control,rank_pairwise,45,9,0,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,9.89947503129,11.5619998946,-0.0535962450272
inchikey_singleton_negative_control,regression_head,45,9,0,187,47,187,47,0,0,0,0.927255905786,nan,nan,nan,0.943137254902,0.963414634146,3.94833208641,6.05975799153,0.710586455481
inchikey_singleton_negative_control,rank_pairwise,46,9,1,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.2411426613,13.4942973517,-9.45171202904e-06
inchikey_singleton_negative_control,regression_head,46,9,1,187,47,187,47,0,0,0,0.817645698427,nan,nan,nan,0.918552036199,0.929487179487,7.46923709446,11.6323911529,0.256909775455
inchikey_singleton_negative_control,rank_pairwise,47,9,2,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,12.94676924,27.1364337625,-0.0261480053601
inchikey_singleton_negative_control,regression_head,47,9,2,187,47,187,47,0,0,0,0.866558741906,nan,nan,nan,0.957407407407,0.914285714286,7.31554230589,24.991265313,0.129676019027
inchikey_singleton_negative_control,rank_pairwise,48,9,3,187,47,187,47,0,0,0,nan,nan,nan,nan,0.5,0.5,10.0445677495,12.3033406522,-0.109360935812
inchikey_singleton_negative_control,regression_head,48,9,3,187,47,187,47,0,0,0,0.853425847047,nan,nan,nan,0.948648648649,0.970930232558,5.03448724738,7.10575922026,0.629960789419
inchikey_singleton_negative_control,rank_pairwise,49,9,4,188,46,188,46,0,0,0,nan,nan,nan,nan,0.5,0.5,12.4495888876,21.6285152768,-0.00980831985564
inchikey_singleton_negative_control,regression_head,49,9,4,188,46,188,46,0,0,0,0.711501695961,nan,nan,nan,0.898924731183,0.985365853659,8.12094303059,16.7921315323,0.391308574374
