inchikey,smiles,name,has_dielectric,dielectric,dielectric_T_K,has_viscosity,viscosity_Pa_s,viscosity_T_K,has_orbitals,HOMO_eV,LUMO_eV,gap_eV,IP_eV,EA_eV,dipole_au,dipole_D,has_redox_label,oxidation_free_energy_eV,reduction_free_energy_eV,has_density,density_kg_m3,density_T_K,has_liquid_window,mp_C,bp_C,flash_point_C,ambient_density_g_cm3,n_core_channels,channels_present
AAACXXOAKLEEOX-UHFFFAOYSA-N,CCC(CC)C(=O)OCCl,CompMol27490,false,,,false,,,true,-10.5549001694,1.46669995785,12.0216001273,8.29389762878,0.462608009577,0.811549641793,2.06275343969,false,,,false,,,false,,,,,1,orbitals
AAADLMZHEITDQA-UHFFFAOYSA-N,O=C=C1CC(F)(F)C1F,CompMol13704,false,,,false,,,true,-9.38580036163,0.907899975777,10.2937003374,6.91484546661,1.50581967831,0.802982277825,2.04097737254,false,,,false,,,false,,,,,1,orbitals
AAALYJXKXAAQDR-UHFFFAOYSA-N,C=C(C=NOOC)CC,CompMol18340,false,,,false,,,true,-9.17029953003,1,10.17029953,6.78174209595,1.40423166752,1.08664378535,2.76197300882,false,,,false,,,false,,,,,1,orbitals
AABBHSMFGKYLKE-UHFFFAOYSA-N,CC=CC(=O)OC(C)C,CompMol19291,false,,,false,,,true,-10.0005998611,1.19110000134,11.1916998624,7.41796302795,1.17813229561,0.630654796598,1.60296460493,false,,,false,,,false,,,,,1,orbitals
AABTWRKUKUPMJG-UHFFFAOYSA-N,Cc1coc(C)c1,CompMol31029,false,,,false,,,true,-8.43229961395,1.68959999084,10.1218996048,5.9107093811,0.098816357553,0.38675177953,0.983024971547,false,,,false,,,false,,,,,1,orbitals
AABVZKNOADSLHF-UHFFFAOYSA-N,NCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],(ethanolamine)lithium(I) bis((trifluoromethyl)sulfonyl)amide,false,,,true,1.15676,323.15,false,,,,,,,,false,,,true,1647.91,323.15,false,,,,,1,viscosity|density
AABXHNYAAJBOJW-UHFFFAOYSA-N,O=CC(CF)C1CC1,CompMol10463,false,,,false,,,true,-9.7264995575,1.54349994659,11.2699995041,7.3802189827,0.817412436008,1.19671956967,3.04175774538,false,,,false,,,false,,,,,1,orbitals
AADJVXSWTQJZTC-UHFFFAOYSA-N,COC(=O)CCCOC(=O)Cl,CompMol29424,false,,,false,,,true,-10.5579004288,1.2634999752,11.821400404,8.22555732727,0.56038838625,1.70063957026,4.32259462955,false,,,false,,,false,,,,,1,orbitals
AADNCLNCCKLRNH-UHFFFAOYSA-N,CC(=O)C(C)=C(C)Cl,CompMol11714,false,,,false,,,true,-9.40540027618,0.972599983215,10.3780002594,6.99980545044,1.30526840687,1.22802529996,3.12132897493,false,,,false,,,false,,,,,1,orbitals
AAERQJYPQQTSDR-UHFFFAOYSA-N,O=C(OC[C-]=[F+])OP(=O)(F)F,44e6990c1b3c514ecacef0660e0c6423-C3F3H2O4P1-0-1,false,,,false,,,true,,,,7.54165503709,2.6784105288,,,true,7.05387869993,-3.37031728996,false,,,false,,,,,2,orbitals|redox_label
AAEVKGNFXBBSKG-UHFFFAOYSA-N,C=NC(=C)S(=C)(=C)C,CompMol13074,false,,,false,,,true,-7.80849981308,1.04680001736,8.85529983044,5.07318115234,1.49399077892,1.63835474571,4.16428239643,false,,,false,,,false,,,,,1,orbitals
AAEZMHSWRQVQEK-UHFFFAOYSA-N,C=C1CO1,CompMol2238,false,,,false,,,true,-9.48550033569,1.75429999828,11.239800334,6.82698774338,0.217521235347,0.873858377572,2.2211264491,false,,,false,,,false,,,,,1,orbitals
AAFCYXMSNWRZFF-UHFFFAOYSA-N,O=C1OCc2nnoc21,CompMol3067,false,,,false,,,true,-10.7714004517,-0.224399998784,10.5470004529,8.45575332642,2.41279220581,1.75515797163,4.46116658395,false,,,false,,,false,,,,,1,orbitals
AAFYEHHSTKRFNV-UHFFFAOYSA-N,FC1=C(c2ccccc2)CC=CO1,CompMol1469,false,,,false,,,true,-8.32299995422,1.42470002174,9.74769997596,6.05340385437,0.759264826775,1.22200395188,3.10602423468,false,,,false,,,false,,,,,1,orbitals
AAGOAENRGMPZPO-UHFFFAOYSA-N,FCOCC(F)=S,CompMol8267,false,,,false,,,true,-9.78219985962,-0.048900000751,9.73329985887,7.4277920723,2.364174366,1.72280979848,4.37894572894,false,,,false,,,false,,,,,1,orbitals
AAGWCFAVOZTQJR-UHFFFAOYSA-N,COC1(Cl)CC1(C)C,CompMol12557,false,,,false,,,true,-9.56739997864,1.43420004845,11.0016000271,7.22601985931,1.18424963951,1.0903553568,2.77140688246,false,,,false,,,false,,,,,1,orbitals
AAGWZDXNFNLRSK-UHFFFAOYSA-N,CSSSSC(=O)SC,CompMol20280,false,,,false,,,true,-9.12250041962,0.422600001097,9.54510042072,6.96177721024,1.53965592384,1.44162524483,3.66424588143,false,,,false,,,false,,,,,1,orbitals
AAGZBCKUVAXJNL-MRVPVSSYSA-N,[CH2-]OCC=[O+][P@@](O)F,20aa5b08677c6496f350080e4d039a60-C3F1H6O3P1-0-1,false,,,false,,,true,,,,3.86204891641,3.29045602507,,,true,2.98255038016,-4.0334086818,false,,,false,,,,,2,orbitals|redox_label
AAIKZASNSMAOGO-UHFFFAOYSA-N,C1=COC=NC=CN=C1,CompMol2961,false,,,false,,,true,-8.65439987183,0.978299975395,9.63269984723,6.10223484039,1.37766468525,1.73560636816,4.41147136479,false,,,false,,,false,,,,,1,orbitals
AAIYRAHOVOMURT-UHFFFAOYSA-N,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide,false,,,true,0.10641,298,false,,,,,,,,false,,,true,1303.1,293.15,false,,,,,1,viscosity|density
AAJHQVDUTZISLL-UHFFFAOYSA-N,O=COC1CCCC1F,CompMol14441,false,,,false,,,true,-10.7711000443,1.61290001869,12.384000063,8.49048137665,0.14477032423,1.13885142299,2.89467158766,false,,,false,,,false,,,,,1,orbitals
AAJXBKMBJQHGFG-UHFFFAOYSA-N,CCC1(C)COC(=O)N1C,CompMol27352,false,,,false,,,true,-9.37119960785,1.56239998341,10.9335995913,6.90162611008,0.0955779105425,2.79033398477,7.09232156428,false,,,false,,,false,,,,,1,orbitals
AAKAUACJZNKYNA-UHFFFAOYSA-N,OC=C=C=CO,311eef44ca0634a1e16023369a1c70c2-C4H4O2-0-1,false,,,false,,,true,,,,5.62771335022,0.589024792149,,,true,5.34370379299,-1.85071248211,false,,,false,,,,,2,orbitals|redox_label
AALDRVHPXUFJOK-UHFFFAOYSA-N,C=C(C)CCCOC=O,CompMol21105,false,,,false,,,true,-9.45180034637,1.59909999371,11.0509003401,6.7560634613,0.14858032763,1.25926546866,3.20073356354,false,,,false,,,false,,,,,1,orbitals
AALKZNFSBUBJMY-UHFFFAOYSA-N,CC(C)OC(=O)OCCF,CompMol26605,false,,,false,,,true,-10.9656000137,1.60039997101,12.5659999847,8.76195240021,0.144113585353,0.924055084745,2.34871375251,false,,,false,,,false,,,,,1,orbitals
AALOWOLJVRWAFV-CRCLSJGQSA-N,O=C([O-])O[C@@H](F)C[C@H](F)COC#[O+],b0626fbc4250f17418f086afc0c04c88-C6F2H6O5-0-1,false,,,false,,,true,,,,6.94273127834,2.55298684441,,,true,6.26188332351,-4.93633050554,false,,,false,,,,,2,orbitals|redox_label
AALPTMLEIULQQY-UHFFFAOYSA-N,O=S(=O)(F)OC(Cl)(Cl)Cl,CompMol14068,false,,,false,,,true,-11.8234996796,0.571399986744,12.3948996663,9.88026332855,1.40847802162,0.716099834786,1.82014422938,false,,,false,,,false,,,,,1,orbitals
AALWDSVLXKHHEY-UHFFFAOYSA-N,COC(=O)CN(C)CC(C)F,CompMol28477,false,,,false,,,true,-8.61590003967,1.59049999714,10.2064000368,6.08417129517,0.136801153421,0.535354977904,1.36073662689,false,,,false,,,false,,,,,1,orbitals
AAMCRMWGYSFZCY-UHFFFAOYSA-N,C1=CCC2OCOC2=C1,CompMol20681,false,,,false,,,true,-8.08530044556,1.58060002327,9.66590046883,5.63760519028,0.781961500645,0.496137441511,1.26105559208,false,,,false,,,false,,,,,1,orbitals
AANWVHZBSWQSNZ-UHFFFAOYSA-N,[O-]CC#C[CH+]O,80b7cbfe2da14e00b5dcef4df1173a5c-C4H4O2-0-1,false,,,false,,,true,,,,5.16410784724,3.77610641831,,,true,5.01923868608,-4.0728348123,false,,,false,,,,,2,orbitals|redox_label
AAOOBZLVEUAFSH-UHFFFAOYSA-N,C=C(C)C(=O)CC#N,CompMol13500,false,,,false,,,true,-10.2048997879,0.409900009632,10.6147997975,7.72911930084,1.93778443336,2.0312740535,5.16298366118,false,,,false,,,false,,,,,1,orbitals
AAOQKGQFZMDQET-UHFFFAOYSA-N,C#CC(C#C)CC#N,CompMol1833,false,,,false,,,true,-10.5215997696,1.52400004864,12.0455998182,8.20457172394,0.150722801685,1.8387407098,4.6736127139,false,,,false,,,false,,,,,1,orbitals
AAOWSGCBGRDMAH-UHFFFAOYSA-N,COS(=O)(=O)CC1COC(=O)O1,CompMol30469,false,,,false,,,true,-11.2186002731,1.37929999828,12.5979002714,9.08528900146,0.328667938709,2.79498928043,7.10415414561,false,,,false,,,false,,,,,1,orbitals
AAPFGTWEWHFGAQ-UHFFFAOYSA-N,CCCCSN1CC1,CompMol12930,false,,,false,,,true,-8.44670009613,1.56540000439,10.0121001005,6.03621101379,0.615602552891,0.475346438254,1.20821013289,false,,,false,,,false,,,,,1,orbitals
AAQDYYFAFXGBFZ-UHFFFAOYSA-N,CC(=O)OCC1CCCO1,CompMol26001,false,,,false,,,true,-9.52620029449,1.59070003033,11.1169003248,7.10939836502,-0.0471173673868,0.755475738265,1.92022779317,false,,,false,,,false,,,,,1,orbitals
AAQOMUPCVOHPAX-UHFFFAOYSA-N,O=S1(=O)CC2OC=CN21,CompMol20841,false,,,false,,,true,-8.72360038757,1.35160005093,10.0752004385,6.292075634,0.340878069401,1.89008957006,4.80412849835,false,,,false,,,false,,,,,1,orbitals
AAQZFAVTUWYUOA-UHFFFAOYSA-N,CC(=O)N1CC(C#N)C1,CompMol4699,false,,,false,,,true,-9.44719982147,1.5528999567,11.0000997782,6.91228485107,0.109066240489,2.02764416965,5.15375741671,false,,,false,,,false,,,,,1,orbitals
AASNUDOOXLLKIE-UHFFFAOYSA-N,CSCOCCOC=O,CompMol15781,false,,,false,,,true,-8.98649978638,1.42569994926,10.4121997356,6.5801115036,0.267810285091,1.18836946423,3.02053389433,false,,,false,,,false,,,,,1,orbitals
AASQSOMUXKWJGI-UHFFFAOYSA-N,C=C1OCOCC1(C)C,CompMol14711,false,,,false,,,true,-9.22119998932,1.56760001183,10.7888000012,6.6556687355,0.0812071412802,0.887648763968,2.25617811508,false,,,false,,,false,,,,,1,orbitals
AATNZNJRDOVKDD-UHFFFAOYSA-N,CCOP(=O)(CC)OCC,CompMol432,false,,,false,,,true,-10.5697002411,1.65719997883,12.2269002199,8.30241298676,0.106656394899,1.24852287747,3.17342862027,false,,,false,,,false,,,,,1,orbitals
AATSTBLPXLOCRG-UHFFFAOYSA-N,CC=C=CC(C)OCC,CompMol18758,false,,,false,,,true,-9.36149978638,1.68649995327,11.0479997396,6.85179138184,0.0596190020442,0.828219479628,2.10512394121,false,,,false,,,false,,,,,1,orbitals
AATULECGFQDEAQ-UHFFFAOYSA-N,CC(Cl)COP(=S)(Cl)Cl,CompMol17478,false,,,false,,,true,-10.0922002792,0.638700008392,10.7309002876,7.82092761993,1.30529248714,2.22595760694,5.65781989649,false,,,false,,,false,,,,,1,orbitals
AAVDHVVATBWPJH-UHFFFAOYSA-N,[O+]#COCCC[CH-][O+]=[C-]O,081d558fc5b077fbd576acd7ecacbfb0-C6H8O4-0-1,false,,,false,,,true,,,,4.52069430145,3.68311409927,,,true,3.84397099075,-4.42153163582,false,,,false,,,,,2,orbitals|redox_label
AAWBYOPQSPDPCN-UHFFFAOYSA-N,O=C=NC1CCOCC1,CompMol13836,false,,,false,,,true,-9.56159973145,1.36220002174,10.9237997532,7.15901470184,0.445372968912,0.918099495741,2.33357615516,false,,,false,,,false,,,,,1,orbitals
AAWUALWHVPSLPB-UHFFFAOYSA-N,COC(=O)CCS(=O)C(C)C,CompMol27841,false,,,false,,,true,-8.90670013428,1.44990003109,10.3566001654,6.53818941116,0.366424173117,1.62883722524,4.14009127234,false,,,false,,,false,,,,,1,orbitals
AAXOOQLDTYHZGF-UHFFFAOYSA-N,CCOC(=O)C(F)OCCC(C)C,CompMol30686,false,,,false,,,true,-10.1550998688,1.55560004711,11.7106999159,7.91274404526,0.275219976902,1.40890873266,3.58108880202,false,,,false,,,false,,,,,1,orbitals
AAXXOYNBIPBZCE-UHFFFAOYSA-N,N#SC(F)(F)F,a09bd161f99ef9c01b54cbaf4144cf38-C1F3N1S1-0-1,false,,,false,,,true,-10.1979999542,-1.61779999733,8.58019995687,7.76893824673,3.73648610347,1.03815081508,2.63871617267,true,7.34050076644,-4.0397520467,false,,,false,,,,,2,orbitals|redox_label
AAXYJOHFAJFNRP-UHFFFAOYSA-N,CCC#CC(C)OCC,CompMol20746,false,,,false,,,true,-9.77639961243,1.69480001926,11.4711996317,7.20158243179,-0.153790012002,0.752157405011,1.91179343133,false,,,false,,,false,,,,,1,orbitals
AAYCYPBRQXXHLD-UHFFFAOYSA-N,O=C=NN1CCOC1=O,CompMol17594,false,,,false,,,true,-9.375,1.25870001316,10.6337000132,7.0181889534,0.699310600758,2.79124092227,7.09462676947,false,,,false,,,false,,,,,1,orbitals
AAYZZMZTULZIKC-UHFFFAOYSA-N,C#CC(COC)OC,CompMol12501,false,,,false,,,true,-9.71730041504,1.64769995213,11.3650003672,7.38803625107,0.968332231045,0.650583306785,1.65361782541,false,,,false,,,false,,,,,1,orbitals
AAZBCSGNBHLRLG-UHFFFAOYSA-N,Fc1cocn1,CompMol5973,false,,,false,,,true,-9.62679958344,1.68289995193,11.3096995354,7.12177610397,0.197363063693,1.20786349956,3.07008278987,false,,,false,,,false,,,,,1,orbitals
AAZVMPQHFPRHGM-UHFFFAOYSA-N,O=C1CC2CCCC(C1)O2,CompMol24928,false,,,false,,,true,-9.47840023041,1.46109998226,10.9395002127,7.08211946487,0.443105876446,1.00974933869,2.56652682023,false,,,false,,,false,,,,,1,orbitals
ABADUMLIAZCWJD-UHFFFAOYSA-N,C1=COCO1,CompMol960,false,,,false,,,true,-8.07830047607,1.68630003929,9.76460051536,5.65119504929,-0.0746814832091,0.181592826706,0.461562926802,false,,,false,,,false,,,,,1,orbitals
ABAOOKLQYMNJGS-UHFFFAOYSA-N,FCC1=NOC(CCl)C1,CompMol20265,false,,,false,,,true,-9.6673002243,1.49839997292,11.1657001972,7.22850036621,0.465603172779,0.788289034112,2.00363087216,false,,,false,,,false,,,,,1,orbitals
ABAQNDHVSZISHQ-UHFFFAOYSA-N,COC=C(C=O)COC,CompMol16200,false,,,false,,,true,-8.97579956055,0.853600025177,9.82939958573,6.58025169373,1.47791600227,2.49487955481,6.341351309,false,,,false,,,false,,,,,1,orbitals
ABASLGYGGRPGDN-UHFFFAOYSA-N,C=C(CSC)C(=O)OC,CompMol21719,false,,,false,,,true,-8.84280014038,0.906300008297,9.74910014868,6.44278526306,1.42294478416,1.25243418539,3.18337017338,false,,,false,,,false,,,,,1,orbitals
ABBGKCLVUWARLD-UHFFFAOYSA-N,CC1=NC=CC1C(C)C,CompMol14242,false,,,false,,,true,-9.00489997864,1.410400033,10.4153000116,6.40212726593,0.966544568539,1.56260430068,3.97174396995,false,,,false,,,false,,,,,1,orbitals
ABBJFIABAFXICR-UHFFFAOYSA-N,FCOC(F)=C(F)C(F)(F)F,CompMol28094,false,,,false,,,true,-9.7515001297,1.49559998512,11.2471001148,7.36472845078,0.894119262695,1.57338441354,3.99914428379,false,,,false,,,false,,,,,1,orbitals
ABBVSNXAPJUUJO-UHFFFAOYSA-N,CCCCc1ccon1,CompMol3724,false,,,false,,,true,-9.98719978333,1.74150002003,11.7286998034,7.40537166595,0.528431296349,1.62805517821,4.13810350706,false,,,false,,,false,,,,,1,orbitals
ABCRJWMADDBQFJ-UHFFFAOYSA-N,CCC(=O)C(C)Cl,CompMol8061,false,,,false,,,true,-9.81050014496,1.23629999161,11.0468001366,7.46372890472,0.934692025185,1.25926946935,3.20074373228,false,,,false,,,false,,,,,1,orbitals
ABCVIALUOABMCP-UHFFFAOYSA-N,CC1=NN(C)CCO1,CompMol10223,false,,,false,,,true,-8.26790046692,1.71430003643,9.98220050335,5.72321462631,0.110876321793,1.09533601876,2.78406646243,false,,,false,,,false,,,,,1,orbitals
ABDHODSIPCOSFS-UHFFFAOYSA-N,C#CC(=O)CC1CC1,CompMol2153,false,,,false,,,true,-10.2256002426,0.634199976921,10.8598002195,7.81596755981,1.69339120388,1.47554799183,3.75046890398,false,,,false,,,false,,,,,1,orbitals
ABDKAPXRBAPSQN-UHFFFAOYSA-N,COc1ccccc1OC,CompMol854,false,,,false,,,true,-8.17179965973,1.63639998436,9.80819964409,5.82952260971,0.115510493517,0.186981424265,0.475259375642,false,,,false,,,false,,,,,1,orbitals
ABDUMYLEUVRFTF-UHFFFAOYSA-N,CCCC1C=CC=N1,CompMol13431,false,,,false,,,true,-9.68780040741,1.21679997444,10.9046003819,7.03982496262,1.24210488796,1.13197407132,2.87719110331,false,,,false,,,false,,,,,1,orbitals
ABDVBJSBECUPHR-UHFFFAOYSA-N,COCC1(COC)CCC1,CompMol25738,false,,,false,,,true,-9.64630031586,1.67690002918,11.323200345,7.22604370117,0.0328808948398,0.841567279415,2.13905066425,false,,,false,,,false,,,,,1,orbitals
ABEUXAYZTFASHG-UHFFFAOYSA-N,C=NC(=O)CC(C)CC,CompMol16782,false,,,false,,,true,-9.92710018158,0.452199995518,10.3793001771,7.50549221039,2.00638818741,0.499299957871,1.26909390689,false,,,false,,,false,,,,,1,orbitals
ABEVDCGKLRIYRW-JTQLQIEISA-N,C[C@H](N=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccccc1,"(S)-(+)-3,5-dinitro-N-(1-phenylethyl)benzamide",false,,,false,,,false,,,,,,,,false,,,true,1430,298.15,false,,,,,0,density
ABEVDCGKLRIYRW-SNVBAGLBSA-N,C[C@@H](N=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccccc1,"(R)-(-)-3,5-dinitro-N-(1-phenylethyl)benzamide",false,,,false,,,false,,,,,,,,false,,,true,1410,298.15,false,,,,,0,density
ABFVEITXDGTCFI-UHFFFAOYSA-N,CC1CC(C)(C)C(=S)O1,CompMol22555,false,,,false,,,true,-8.93130016327,0.839800000191,9.77110016346,6.51772356033,1.49721264839,2.77251617738,7.04703321519,false,,,false,,,false,,,,,1,orbitals
ABHAXQOJDXOWRQ-UHFFFAOYSA-N,CCC=C(C)OC(C)F,CompMol15709,false,,,false,,,true,-9.00780010223,1.73740005493,10.7452001572,6.45279598236,0.00355161447078,0.865371096168,2.19955393152,false,,,false,,,false,,,,,1,orbitals
ABHLZHRGCQAXEN-UHFFFAOYSA-N,FC(F)(F)c1nccnc1C(F)(F)F,CompMol769,false,,,false,,,true,-10.5734996796,0.025399999693,10.5988996793,8.31572341919,2.35404205322,2.09305973431,5.32002719746,false,,,false,,,false,,,,,1,orbitals
ABHMYMMDDPMXDF-UHFFFAOYSA-N,COCCc1ncncn1,CompMol22798,false,,,false,,,true,-9.84080028534,0.801400005817,10.6422002912,7.38721990585,1.64014828205,0.600506047691,1.52633412873,false,,,false,,,false,,,,,1,orbitals
ABHUGCAOQUQJID-UHFFFAOYSA-N,COC(=O)C1CC1C(C)C,CompMol24699,false,,,false,,,true,-10.3634004593,1.63339996338,11.9968004227,7.97659826279,0.121404364705,0.907591851765,2.30686838815,false,,,false,,,false,,,,,1,orbitals
ABIIBFXHGLCLIR-UHFFFAOYSA-N,CN(F)C(=O)N(C)S(=O)(=O)F,CompMol29499,false,,,false,,,true,-10.5148000717,1.23319995403,11.7480000257,8.05560588837,0.958778738976,2.26098938766,5.74686180158,false,,,false,,,false,,,,,1,orbitals
ABIWCTDHHQEGGP-UHFFFAOYSA-N,O=CN(C=O)C1CC1,CompMol4240,false,,,false,,,true,-9.70650005341,1.20079994202,10.9072999954,7.33706617355,1.07742249966,1.77825556617,4.51987481341,false,,,false,,,false,,,,,1,orbitals
ABJAGOHRHIYAAP-UHFFFAOYSA-N,COC(C(C)F)C(F)F,CompMol15676,false,,,false,,,true,-10.1926002502,1.73670005798,11.9293003082,7.78450727463,0.0333041027188,1.22376470451,3.11049962147,false,,,false,,,false,,,,,1,orbitals
ABJNTLMRBITZNR-UHFFFAOYSA-N,Cn1c(F)ccc1C(Cl)(Cl)Cl,CompMol1439,false,,,false,,,true,-8.75790023804,0.95759999752,9.71550023556,6.3032450676,1.03586518764,0.730260115157,1.85613607207,false,,,false,,,false,,,,,1,orbitals
ABJWQHGKWAUOBU-UHFFFAOYSA-N,COCCOc1nccnc1Cl,CompMol796,false,,,false,,,true,-9.21619987488,0.519100010395,9.73529988527,6.91863250732,1.84397161007,1.50219302833,3.81819383152,false,,,false,,,false,,,,,1,orbitals
ABJZUDXDZVEKII-UHFFFAOYSA-N,COP(=O)(OC)C1=CCC1,CompMol26153,false,,,false,,,true,-9.91279983521,1.50450003147,11.4172998667,7.32773113251,0.818221151829,1.33656826798,3.39721768106,false,,,false,,,false,,,,,1,orbitals
ABLYXTNXSACEHE-UHFFFAOYSA-N,COCCC(F)F,CompMol6765,false,,,false,,,true,-9.95040035248,1.77409994602,11.7245002985,7.43720674515,0.0562687180936,1.39732409506,3.55164359026,false,,,false,,,false,,,,,1,orbitals
ABNPZFCPRKJGHG-UHFFFAOYSA-N,[C+]#CO[P-]F,f63f9c835239d71494f5de95b4f84e70-C2F1O1P1-0-1,false,,,false,,,true,,,,7.16194511436,4.67167905782,,,true,6.90886307814,-4.97257026854,false,,,false,,,,,2,orbitals|redox_label
ABOAKPQNFBEBDD-UHFFFAOYSA-N,CCCCCCC(P)P=O,CompMol27296,false,,,false,,,true,-9.15050029755,-0.330900013447,8.8196002841,6.79428100586,2.81059956551,1.77977095751,4.523726554,false,,,false,,,false,,,,,1,orbitals
ABOIVPPRTUBGSB-UHFFFAOYSA-N,O=C1OCc2cnnn21,CompMol3822,false,,,false,,,true,-10.2910995483,0.666999995708,10.958099544,7.73131513596,1.57072353363,3.17548906247,8.07128812458,false,,,false,,,false,,,,,1,orbitals
ABORQFYABLIUAR-UHFFFAOYSA-N,C=Cc1c(F)ccn1C,CompMol1337,false,,,false,,,true,-7.96180009842,1.43470001221,9.39650011063,5.50993728638,0.908969461918,1.89583176621,4.81872370517,false,,,false,,,false,,,,,1,orbitals
ABOWHZBPEOAOJM-UHFFFAOYSA-N,CCOC(=O)CC(C)=C=O,CompMol24753,false,,,false,,,true,-8.58329963684,1.39629995823,9.97959959507,6.19458198547,0.901860773563,1.40600612772,3.57371111615,false,,,false,,,false,,,,,1,orbitals
ABOWQXPZSMTKJH-UHFFFAOYSA-N,CCCOC1(CC)CC1,CompMol4186,false,,,false,,,true,-9.51200008392,1.79429996014,11.3063000441,7.05709648132,-0.469157844782,0.661434477016,1.68119874908,false,,,false,,,false,,,,,1,orbitals
ABPSBLVGKNWSBC-UHFFFAOYSA-N,CCOS(=O)C(C)CC,CompMol14790,false,,,false,,,true,-9.09259986877,1.49419999123,10.58679986,6.82186031342,0.289031535387,1.19339868262,3.03331689243,false,,,false,,,false,,,,,1,orbitals
ABPZTJNYIFZXJV-UHFFFAOYSA-N,c1cc(C2CCC2)on1,CompMol3650,false,,,false,,,true,-9.55370044708,1.71169996262,11.2654004097,7.07129716873,0.621766149998,1.7085306219,4.34265168223,false,,,false,,,false,,,,,1,orbitals
ABQBKDXKNWYIKI-UHFFFAOYSA-N,O=CCC1(F)OCCO1,CompMol1809,false,,,false,,,true,-10.0848999023,1.49329996109,11.5781998634,7.70158863068,0.863850772381,1.96002167571,4.98187818124,false,,,false,,,false,,,,,1,orbitals
ABQCRSHCDLDUNZ-UHFFFAOYSA-N,CCOC(=O)C(Cl)C(=O)C#N,CompMol29094,false,,,false,,,true,-11.0593996048,-0.459100008011,10.6002995968,8.90705776215,2.69899487495,2.29220720689,5.8262095835,false,,,false,,,false,,,,,1,orbitals
ABRPLOFOZZMJGI-UHFFFAOYSA-N,ClCOCC1CCOC1,CompMol15333,false,,,false,,,true,-9.55679988861,1.5257999897,11.0825998783,7.07102394104,0.413443982601,1.00677005403,2.55895423395,false,,,false,,,false,,,,,1,orbitals
ABRRGMWOMWNYJP-UHFFFAOYSA-N,C1COC2(CO1)COC2,CompMol4540,false,,,false,,,true,-9.53090000153,1.59319996834,11.1240999699,7.27414464951,0.0254214052111,1.09306980962,2.77830633334,false,,,false,,,false,,,,,1,orbitals
ABSAAQSCUQHJOC-UHFFFAOYSA-N,CCOC(=O)C1CC1C#N,CompMol24047,false,,,false,,,true,-10.7788000107,1.59870004654,12.3775000572,8.42946720123,0.173378929496,2.05215353498,5.21605400959,false,,,false,,,false,,,,,1,orbitals
ABSLKSPBHYHAJB-UHFFFAOYSA-N,CCOC(=O)CC1N=NN=N1,CompMol29538,false,,,false,,,true,-10.3326997757,-0.154400005937,10.1782997698,7.90013694763,2.55503559113,2.0198167813,5.13386217998,false,,,false,,,false,,,,,1,orbitals
ABSVNDBMBYGXSY-UHFFFAOYSA-N,C=C(CC(C)=O)C(C)(C)C,CompMol23496,false,,,false,,,true,-9.20129966736,1.54670000076,10.7479996681,6.84148931503,0.530862212181,1.31289262603,3.33704020164,false,,,false,,,false,,,,,1,orbitals
ABSWGSPZDLMQAR-UHFFFAOYSA-N,O=S1(=O)CCPCC1,CompMol10022,false,,,false,,,true,-8.95510005951,1.40960001945,10.364700079,6.30032205582,0.234430208802,1.63665369253,4.15995875051,false,,,false,,,false,,,,,1,orbitals
ABUANCVLFOMWLW-UHFFFAOYSA-N,C=C(CCl)CCN(C)C,CompMol14760,false,,,false,,,true,-8.66629981995,1.49339997768,10.1596997976,5.97161769867,0.453544050455,1.10023453369,2.79651724548,false,,,false,,,false,,,,,1,orbitals
ABUBKAMLUVOXSP-UHFFFAOYSA-N,O=CCO[N+](=O)[O-],CompMol8391,false,,,false,,,true,-10.3456001282,0.410899996758,10.756500125,7.97820281982,1.74980318546,2.02132014235,5.13768334262,false,,,false,,,false,,,,,1,orbitals
ABUIAAPXSPVSBT-UHFFFAOYSA-N,C#CCOC(=O)CC#C,CompMol3144,false,,,false,,,true,-10.2943000793,1.43180000782,11.7261000871,7.8995218277,0.123998597264,0.628957133729,1.59864957632,false,,,false,,,false,,,,,1,orbitals
ABUTXKVMCKTKMZ-UHFFFAOYSA-N,CN(C)C1C=CC(=O)O1,CompMol17266,false,,,false,,,true,-9.20259952545,1.02649998665,10.2290995121,6.57113218307,1.35570967197,2.1991096596,5.58957922103,false,,,false,,,false,,,,,1,orbitals
ABVGGNSBUIXEKU-UHFFFAOYSA-N,O=[N+]([O-])CCF,CompMol6544,false,,,false,,,true,-11.4489002228,0.265799999237,11.714700222,9.33994960785,1.95553135872,0.846972744589,2.15278998629,false,,,false,,,false,,,,,1,orbitals
ABVIBMNXTQVOTJ-UHFFFAOYSA-N,C=C1C=CC(=O)C(C)O1,CompMol14435,false,,,false,,,true,-8.96619987488,0.116099998355,9.08229987323,6.50743961334,2.15598154068,1.38776847706,3.52735563191,false,,,false,,,false,,,,,1,orbitals
