record_id,name,smiles,inchikey,T_K,inverse_temperature_1_K,viscosity_cP,viscosity_Pa_s,log10_viscosity_cP,md_density_g_cm3,reference,source_doi,source_url,data_status,gate_flags
0,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,274.01,0.003649502,1.217,0.001217,0.085290578,2.425890949,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
1,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,284.1,0.003519887,1.07,0.00107,0.029383778,2.407716546,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,293.08,0.003412038,0.96,0.00096,-0.017728767,2.39606185,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
3,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,303.29,0.003297174,0.859,0.000859,-0.066006836,2.358438022,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
4,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,312.64,0.003198567,0.782,0.000782,-0.106793247,2.341529318,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
5,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,320.95,0.00311575,0.722,0.000722,-0.141462802,2.31423429,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
6,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,331.11,0.003020144,0.659,0.000659,-0.181114585,2.286372756,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
7,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,340.34,0.002938238,0.61,0.00061,-0.214670165,2.263245876,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
8,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,349.87,0.002858204,0.565,0.000565,-0.247951552,2.242236995,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
9,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,359.1,0.00278474,0.525,0.000525,-0.279840697,2.209791431,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
10,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,370.25,0.002700878,0.483,0.000483,-0.316052869,2.195326858,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
11,"1,2-acetylene dibromide",Br/C=C\Br,UWTUEMKLYAGTNQ-UPHRSURJSA-N,378.87,0.002639428,0.454,0.000454,-0.342944147,2.158273596,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
12,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,268.85,0.003719546,1.311,0.001311,0.117602692,3.136035019,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
13,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,270.55,0.003696174,1.287,0.001287,0.109578547,3.118727245,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
14,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,278.05,0.003596475,1.164,0.001164,0.06595298,3.099219691,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
15,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,280.15,0.003569516,1.136,0.001136,0.055378331,3.077714888,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
16,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,285.75,0.003499563,1.071,0.001071,0.029789471,3.06161742,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
17,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,286.75,0.003487358,1.058,0.001058,0.024485668,3.058397864,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
18,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,292.25,0.003421728,1.003,0.001003,0.001300933,3.032482092,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
19,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,300.15,0.003331667,0.925,0.000925,-0.033858267,3.020654589,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
20,bromine,BrBr,GDTBXPJZTBHREO-UHFFFAOYSA-N,304.55,0.003283533,0.901,0.000901,-0.045275209,2.986320484,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
21,bromoform,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,279.55,0.003577178,2.381,0.002381,0.376759395,3.072450219,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
22,bromoform,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,283.15,0.003531697,2.217,0.002217,0.345765693,3.05142575,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
23,Tribromomethane,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,288.15,0.003470415,2.152,0.002152,0.332842267,3.040924115,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
24,Tribromomethane,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,303.15,0.003298697,1.741,0.001741,0.240798771,2.998147182,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
25,bromoform,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,349.65,0.002860003,1.009,0.001009,0.003891166,2.857016106,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
26,"1,1,2,2-Tetrabromoethane",BrC(Br)C(Br)Br,QXSZNDIIPUOQMB-UHFFFAOYSA-N,284.15,0.003519268,13.5,0.0135,1.130333768,3.126439346,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
27,"1,1,2,2-Tetrabromoethane",BrC(Br)C(Br)Br,QXSZNDIIPUOQMB-UHFFFAOYSA-N,293.15,0.003411223,9.797,0.009797,0.991093108,3.115693013,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
28,Methylene bromide (Dibromomethane),BrCBr,FJBFPHVGVWTDIP-UHFFFAOYSA-N,288.15,0.003470415,1.09,0.00109,0.037426498,2.621157489,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
29,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,282.64,0.00353807,2.053,0.002053,0.312388949,2.307177187,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
30,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,293.78,0.003403908,1.698,0.001698,0.229937686,2.276374611,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
31,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,304.36,0.003285583,1.445,0.001445,0.159867847,2.250229202,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
32,"1,2-Dibromoethane",BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,313.15,0.003193358,1.286,0.001286,0.109240969,2.236702318,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
33,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,314.79,0.003176721,1.252,0.001252,0.097604329,2.220747805,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
34,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,324.96,0.003077302,1.099,0.001099,0.040997692,2.199099436,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
35,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,336.02,0.002976013,0.967,0.000967,-0.014573526,2.177635313,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
36,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,346.63,0.002884921,0.862,0.000862,-0.064492734,2.144365805,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
37,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,359.12,0.002784585,0.762,0.000762,-0.118045029,2.119993816,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
38,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,368.96,0.002710321,0.694,0.000694,-0.15864053,2.092680116,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
39,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,378.86,0.002639497,0.634,0.000634,-0.197910742,2.073852109,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
40,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,390.16,0.002563051,0.577,0.000577,-0.238824187,2.055209145,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
41,ethylene bromide,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,399.86,0.002500875,0.532,0.000532,-0.274088368,2.032641586,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
42,"l,3-dibromopropane",BrCCCBr,VEFLKXRACNJHOV-UHFFFAOYSA-N,298.15,0.003354016,1.797,0.001797,0.254548077,2.046400099,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
43,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,273.25,0.003659652,1.573,0.001573,0.196728723,1.590437174,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
44,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,279.05,0.003583587,1.445,0.001445,0.159867847,1.58064682,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
45,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,283.25,0.00353045,1.332,0.001332,0.124504225,1.575092088,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
46,Bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,288.15,0.003470415,1.196,0.001196,0.07773118,1.575109378,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
47,Bromo benzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,291.15,0.003434656,1.17,0.00117,0.068185862,1.566395932,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
48,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,291.35,0.003432298,1.171,0.001171,0.068556895,1.562207119,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
49,Bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,293.15,0.003411223,1.124,0.001124,0.050766311,1.560439427,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
50,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,301.45,0.0033173,1.023,0.001023,0.009875634,1.543759341,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
51,Bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,303.15,0.003298697,0.985,0.000985,-0.00656377,1.552739685,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
52,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,316.75,0.003157064,0.842,0.000842,-0.074687909,1.524745663,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
53,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,334.55,0.00298909,0.694,0.000694,-0.15864053,1.502863091,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
54,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,344.35,0.002904022,0.626,0.000626,-0.203425667,1.491227141,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
55,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,353.85,0.002826056,0.579,0.000579,-0.237321436,1.470191496,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
56,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,364.15,0.002746121,0.526,0.000526,-0.279014256,1.459267449,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
57,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,375.35,0.00266418,0.485,0.000485,-0.314258261,1.452817076,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
