record_id,name,smiles,inchikey,T_K,inverse_temperature_1_K,viscosity_cP,viscosity_Pa_s,log10_viscosity_cP,md_density_g_cm3,reference,source_doi,source_url,data_status,gate_flags
2848,ethylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,317.04,0.003154176,0.6166,0.0006166,-0.20999648,1.219816581,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2849,ethylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,324.89,0.003077965,0.5668,0.0005668,-0.246570158,1.211523486,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2850,ehtylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,331.68,0.003014954,0.5239,0.0005239,-0.280751602,1.197731147,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2851,ethylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,338.68,0.00295264,0.4912,0.0004912,-0.308741642,1.179746027,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2852,ethylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,346.1,0.002889338,0.4558,0.0004558,-0.341225679,1.184037188,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2853,ethylene chloride,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,354.22,0.002823104,0.4217,0.0004217,-0.374996399,1.166283989,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2854,"2,2-Dichloroethyl ether",ClCCOCCCl,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,293.15,0.003411223,2.41,0.00241,0.382017043,1.235713262,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2855,Œ≤-chloroethylbenzene,ClCCc1ccccc1,MNNZINNZIQVULG-UHFFFAOYSA-N,298.15,0.003354016,1.92,0.00192,0.283301229,1.079418787,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2856,Dichloromethane,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,288.15,0.003470415,0.449,0.000449,-0.347753659,1.329294765,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2857,Dichloromethane,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,293.15,0.003411223,0.437,0.000437,-0.359518563,1.329970034,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2858,Dichloromethane,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,303.15,0.003298697,0.393,0.000393,-0.40560745,1.300696938,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2859,chlorine,ClCl,KZBUYRJDOAKODT-UHFFFAOYSA-N,228.05,0.004385003,0.53,0.00053,-0.27572413,1.41944576,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2860,chlorine,ClCl,KZBUYRJDOAKODT-UHFFFAOYSA-N,229.05,0.004365859,0.524,0.000524,-0.280668713,1.431539905,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2861,chlorine,ClCl,KZBUYRJDOAKODT-UHFFFAOYSA-N,237.75,0.004206099,0.494,0.000494,-0.306273051,1.392864331,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2862,chlorine,ClCl,KZBUYRJDOAKODT-UHFFFAOYSA-N,239.35,0.004177982,0.489,0.000489,-0.310691141,1.394404847,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2863,Sulfur dichloride,ClSCl,FWMUJAIKEJWSSY-UHFFFAOYSA-N,293.15,0.003411223,0.548,0.000548,-0.261219442,1.524233516,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2864,"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,PBKONEOXTCPAFI-UHFFFAOYSA-N,298.15,0.003354016,2.666858665,0.002666858665,0.426,1.463398763,"Gregory W Kau man and Peter C Jurs. Prediction of surface tension, viscosity, and thermal conductivity for common organic solvents using quantitative structure- property relationships. Journal of chemical information and computer sciences, 41(2):408-418, 2001.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2865,"1,4-dichlorobenzene",Clc1ccc(Cl)cc1,OCJBOOLMMGQPQU-UHFFFAOYSA-N,343.15,0.002914177,0.73,0.00073,-0.13667714,1.254154631,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2866,1-Chloronaphthalene,Clc1cccc2ccccc12,JTPNRXUCIXHOKM-UHFFFAOYSA-N,298.15,0.003354016,2.94,0.00294,0.46834733,1.19714725,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2867,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,277.85,0.003599064,0.988,0.000988,-0.005243055,1.145563839,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2868,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,282.85,0.003535443,0.917,0.000917,-0.037630664,1.135130322,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2869,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,289.05,0.003459609,0.848,0.000848,-0.071604148,1.138742482,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2870,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,290.75,0.003439381,0.827,0.000827,-0.08249449,1.130017545,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2871,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,298.25,0.003352892,0.751,0.000751,-0.124360063,1.1188874,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2872,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,303.35,0.003296522,0.704,0.000704,-0.152427341,1.114733011,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2873,Chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,313.15,0.003193358,0.631,0.000631,-0.199970641,1.108751895,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2874,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,313.35,0.00319132,0.629,0.000629,-0.201349355,1.103254731,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2875,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,323.05,0.003095496,0.57,0.00057,-0.244125144,1.094781669,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2876,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,345.25,0.002896452,0.46,0.00046,-0.337242168,1.07279244,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2877,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,353.55,0.002828454,0.428,0.000428,-0.368556231,1.058925907,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2878,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,361.25,0.002768166,0.393,0.000393,-0.40560745,1.052610742,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2879,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,369.35,0.002707459,0.369,0.000369,-0.432973634,1.03943238,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2880,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,380.95,0.002625016,0.344,0.000344,-0.463441557,1.02757998,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2881,chlorobenzene,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,392.75,0.002546149,0.307,0.000307,-0.512861625,1.010801824,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2882,"1,1,2,2-Tetrachlorodifluoroethane",FC(Cl)(Cl)C(F)(Cl)Cl,UGCSPKPEHQEOSR-UHFFFAOYSA-N,303.15,0.003298697,1.208,0.001208,0.082066934,1.750245562,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2883,Trichlorofluoromethane,FC(Cl)(Cl)Cl,CYRMSUTZVYGINF-UHFFFAOYSA-N,293.15,0.003411223,0.43,0.00043,-0.366531544,1.618726432,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2884,"2-chloro-1,1,1,2-tetrafluoroethane",FC(Cl)C(F)(F)F,BOUGCJDAQLKBQH-UHFFFAOYSA-N,333.15,0.003001651,0.138,0.000138,-0.860120914,1.247647735,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2885,"1,2-dibromotetrafluoroethane",FC(F)(Br)C(F)(F)Br,KVBKAPANDHPRDG-UHFFFAOYSA-N,298.15,0.003354016,0.72,0.00072,-0.142667504,2.446668287,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2886,"1,1,1,2-tetrachloro-2,2-difluoroethane",FC(F)(Cl)C(Cl)(Cl)Cl,SLGOCMATMKJJCE-UHFFFAOYSA-N,313.75,0.003187251,2.1583,0.0021583,0.334111811,1.723218479,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2887,"1,1,2-Trichloro-1,2,2-trifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,293.15,0.003411223,0.711,0.000711,-0.148130399,1.711501298,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2888,"1,1,2-Trichloro-1,2,2-trifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,303.15,0.003298697,0.627,0.000627,-0.202732459,1.684757197,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2889,"1,1,2-trichloro-1,2,2-trifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,322.05,0.003105108,0.497,0.000497,-0.303643611,1.643741268,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2890,Dichlorodifluoromethane,FC(F)(Cl)Cl,PXBRQCKWGAHEHS-UHFFFAOYSA-N,294.2611111,0.003398342,0.262,0.000262,-0.581698709,1.493123751,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2891,Trichloro trifluoro ethane,FC(F)(F)C(Cl)(Cl)Cl,BOSAWIQFTJIYIS-UHFFFAOYSA-N,293.15,0.003411223,0.7,0.0007,-0.15490196,1.694103471,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2892,Dibromotetrafluoroethane,FC(F)(F)C(F)(Br)Br,JLGADZLAECENGR-UHFFFAOYSA-N,298.15,0.003354016,0.72,0.00072,-0.142667504,2.462347636,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2893,perfluoro-n-heptane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LGUZHRODIJCVOC-UHFFFAOYSA-N,298.15,0.003354016,0.891250938,0.000891250938,-0.05,1.75604291,"Gregory W Kau man and Peter C Jurs. Prediction of surface tension, viscosity, and thermal conductivity for common organic solvents using quantitative structure- property relationships. Journal of chemical information and computer sciences, 41(2):408-418, 2001.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2894,Perfluoro-n-hexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,273.15,0.003660992,0.979,0.000979,-0.009217308,1.780802184,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2895,perfluoro-n-hexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,298.15,0.003354016,0.662216504,0.000662216504,-0.179,1.689071868,"Gregory W Kau man and Peter C Jurs. Prediction of surface tension, viscosity, and thermal conductivity for common organic solvents using quantitative structure- property relationships. Journal of chemical information and computer sciences, 41(2):408-418, 2001.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2896,perfluoro-methylcyclohexane,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,QIROQPWSJUXOJC-UHFFFAOYSA-N,298.15,0.003354016,0.872971368,0.000872971368,-0.059,1.820306388,"Gregory W Kau man and Peter C Jurs. Prediction of surface tension, viscosity, and thermal conductivity for common organic solvents using quantitative structure- property relationships. Journal of chemical information and computer sciences, 41(2):408-418, 2001.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2897,Trifluoro methyl chclo hexane,FC(F)(F)C1CCCCC1,QXPZOKVSFMRGMQ-UHFFFAOYSA-N,293.15,0.003411223,0.95,0.00095,-0.022276395,1.075494814,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2898,Trifluoro toluene,FC(F)(F)c1ccccc1,GETTZEONDQJALK-UHFFFAOYSA-N,293.15,0.003411223,0.57,0.00057,-0.244125144,1.228385362,"Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, Kalipatnapu Y Rani, Dabir S Viswanath, Tushar K Ghosh, Dasika HL Prasad, Nidamarty VK Dutt, and Kalipatnapu Y Rani. Correlations and estimation of pure liquid viscosity.Viscosity of Liquids: Theory, Estimation, Experiment, and Data, pages 135-405, 2007.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
2899,perfluoro-decalin,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,UWEYRJFJVCLAGH-UHFFFAOYSA-N,298.15,0.003354016,5.140436516,0.005140436516,0.711,1.945406013,"Gregory W Kau man and Peter C Jurs. Prediction of surface tension, viscosity, and thermal conductivity for common organic solvents using quantitative structure- property relationships. Journal of chemical information and computer sciences, 41(2):408-418, 2001.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
