inchikey,in_target_key_set,in_publishable_pure_subset,n_epsilon_observations,n_viscosity_observations,has_epsilon_and_viscosity,in_walden_pair_set,n_walden_pairs,key_carries_admissible_dn,admissible_dn_value,admissible_dn_source_id,admissible_dn_source_doi,key_carries_predicted_dn,predicted_dn_value,predicted_dn_source_id,dn_channel_status
GKASDNZWUGIAMG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,true,17.894559,solvfunc87_predicted_dn,predicted_dn_only
GNOIPBMMFNIUFM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GOKZENBYBLZEGU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GOOHAUXETOMSMM-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
GOSMPOWFJYLNCO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GPEPNXRUEOKKDO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GQCZPFJGIXHZMB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GQDYTVZBBZKSIZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GQEZCXVZFLOKMC-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
GQIDSVPVVYHXAP-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GQKZBCPTCWJTAS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GRIOPRKVQWFULY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GRWFGVWFFZKLTI-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
GRYLNZFGIOXLOG-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
GRYUVYIMDGRRLN-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
GSANOGQCVHBHIF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GSEJCLTVZPLZKY-UHFFFAOYSA-N,true,true,6,2,true,false,0,false,,,,false,,,no_dn
GSGLHYXFTXGIAQ-UHFFFAOYSA-M,true,true,1,0,false,false,0,false,,,,false,,,no_dn
GSNUFIFRDBKVIE-UHFFFAOYSA-N,true,true,25,0,false,false,0,false,,,,false,,,no_dn
GTCAXTIRRLKXRU-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
GTJOHISYCKPIMT-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
GTWJETSWSUWSEJ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
GUAWMXYQZKVRCW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GUMULFRCHLJNDY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GWESVXSMPKAFAS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GWHJZXXIDMPWGX-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
GWYFCOCPABKNJV-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
GXDHCNNESPLIKD-UHFFFAOYSA-N,true,true,0,14,false,false,0,false,,,,false,,,no_dn
GYCKQBWUSACYIF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GYCMBHHDWRMZGG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GYVGXEWAOAAJEU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
GZMAAYIALGURDQ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
GZUXJHMPEANEGY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HARXDULSBROLME-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HBGGXOJOCNVPFY-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
HCFAJYNVAYBARA-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HCRBXQFHJMCTLF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HDGQICNBXPAKLR-UHFFFAOYSA-N,true,true,3,60,true,true,36,false,,,,false,,,no_dn
HDZGCSFEDULWCS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HECLRDQVFMWTQS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HEDRZPFGACZZDS-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
HENJCAULAAJZLZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HFDVRLIODXPAHB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HFEHLDPGIKPNKL-UHFFFAOYSA-N,true,true,0,13,false,false,0,false,,,,false,,,no_dn
HFFLGKNGCAIQMO-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HGCIXCUEYOPUTN-UHFFFAOYSA-N,true,true,0,18,false,false,0,false,,,,false,,,no_dn
HGINCPLSRVDWNT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HHECSPXBQJHZAF-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
HJOVHMDZYOCNQW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HKJSIRGFHAJVGR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HLPIHRDZBHXTFJ-UHFFFAOYSA-N,true,true,25,25,true,true,25,false,,,,false,,,no_dn
HLTMUYBTNSVOFY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HLVFKOKELQSXIQ-UHFFFAOYSA-N,true,true,0,13,false,false,0,false,,,,false,,,no_dn
HMMGMWAXVFQUOA-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HMSWAIKSFDFLKN-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HNBDRPTVWVGKBR-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HNICOURSUYWHPJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HNJBEVLQSNELDL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
HORNXRXVQWOLPJ-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HOWGUJZVBDQJKV-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HPNMFZURTQLUMO-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HPXRVTGHNJAIIH-UHFFFAOYSA-N,true,true,1,10,true,true,1,false,,,,false,,,no_dn
HQABUPZFAYXKJW-UHFFFAOYSA-N,true,true,3,67,true,true,67,false,,,,false,,,no_dn
HQWOEDCLDNFWEV-UHFFFAOYSA-M,true,true,1,0,false,false,0,false,,,,false,,,no_dn
HRPVXLWXLXDGHG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HRYZWHHZPQKTII-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HSDAJNMJOMSNEV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HSZCJVZRHXPCIA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HTANSKVGXYBSJK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HTDJPCNNEPUOOQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HTSABYAWKQAHBT-BQBZGAKWSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HTSABYAWKQAHBT-NKWVEPMBSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HTSABYAWKQAHBT-RNFRBKRXSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HTSABYAWKQAHBT-RQJHMYQMSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
HUAZGNHGCJGYNP-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
HUMNYLRZRPPJDN-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HVCNXQOWACZAFN-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HVLLSGMXQDNUAL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HVOBSMMTXJMTIU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HVTICUPFWKNHNG-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
HXJUTPCZVOIRIF-UHFFFAOYSA-N,true,true,8,2,true,true,2,false,,,,false,,,no_dn
HXKYNBCJKDAHOJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HYBBIBNJHNGZAN-UHFFFAOYSA-N,true,true,0,13,false,false,0,false,,,,false,,,no_dn
HYFLWBNQFMXCPA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
HZAXFHJVJLSVMW-UHFFFAOYSA-N,true,true,1,3,true,false,0,false,,,,false,,,no_dn
HZKDSQCZNUUQIF-UHFFFAOYSA-M,true,true,1,0,false,false,0,false,,,,false,,,no_dn
IAHFWCOBPZCAEA-UHFFFAOYSA-N,true,true,17,3,true,true,2,false,,,,false,,,no_dn
IAYPIBMASNFSPL-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,true,true,105,5,true,true,5,false,,,,true,22.371864,solvfunc87_predicted_dn,predicted_dn_only
IBLKWZIFZMJLFL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IBSQPLPBRSHTTG-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
ICMAFTSLXCXHRK-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
IDDWGDKSBYYEPL-VQHVLOKHSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IEJIGPNLZYLLBP-UHFFFAOYSA-N,true,true,5,3,true,true,1,false,,,,true,11.075214,solvfunc87_predicted_dn,predicted_dn_only
IEPRKVQEAMIZSS-AATRIKPKSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IEPRKVQEAMIZSS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IEPRKVQEAMIZSS-WAYWQWQTSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
IFTRQJLVEBNKJK-UHFFFAOYSA-N,true,true,0,15,false,false,0,false,,,,false,,,no_dn
IFVYHJRLWCUVBB-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
IIEWJVIFRVWJOD-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
IIRFCWANHMSDCG-UHFFFAOYSA-N,true,true,18,0,false,false,0,false,,,,false,,,no_dn
IIYFAKIEWZDVMP-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
IIYGOARYARWJBO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IJDNQMDRQITEOD-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
IJXHLVMUNBOGRR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IKHGUXGNUITLKF-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
IMFACGCPASFAPR-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
IMNFDUFMRHMDMM-UHFFFAOYSA-N,true,true,3,80,true,false,0,false,,,,false,,,no_dn
INDFXCHYORWHLQ-UHFFFAOYSA-N,true,true,0,9,false,false,0,false,,,,false,,,no_dn
INQOMBQAUSQDDS-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
IPBVNPXQWQGGJP-UHFFFAOYSA-N,true,true,0,11,false,false,0,false,,,,false,,,no_dn
IPCSVZSSVZVIGE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IPHWNDSKYDRUFO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IPKKHRVROFYTEK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IQUPABOKLQSFBK-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
ISPYQTSUDJAMAB-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
ISTJMQSHILQAEC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,true,true,0,23,false,false,0,false,,,,false,,,no_dn
ITQTTZVARXURQS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IVRIRQXJSNCSPQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IVSZLXZYQVIEFR-UHFFFAOYSA-N,true,true,0,12,false,false,0,false,,,,false,,,no_dn
IWDCLRJOBJJRNH-UHFFFAOYSA-N,true,true,0,16,false,false,0,false,,,,false,,,no_dn
IWTBVKIGCDZRPL-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
IXQYBUDWDLYNMA-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
IYABWNGZIDDRAK-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
JACMPVXHEARCBO-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
JAGZUIGGHGTFHO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JBDQVFGGGVTGDI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JBIJLHTVPXGSAM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JBSLOWBPDRZSMB-FPLPWBNLSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
JBSLOWBPDRZSMB-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JCCCMAAJYSNBPR-UHFFFAOYSA-N,true,true,25,25,true,true,25,false,,,,false,,,no_dn
JDEJGVSZUIJWBM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JDSQBDGCMUXRBM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JEYLQCXBYFQJRO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JFDZBHWFFUWGJE-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
JGFBQFKZKSSODQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JGHZJRVDZXSNKQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JHIVVAPYMSGYDF-UHFFFAOYSA-N,true,true,30,6,true,true,4,false,,,,false,,,no_dn
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,true,true,25,25,true,true,25,false,,,,false,,,no_dn
JJOYCHKVKWDMEA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JJWLVOIRVHMVIS-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JJYPMNFTHPTTDI-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
JKDIGYJIJGBMEP-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JKNCOURZONDCGV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JLBJTVDPSNHSKJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JLGADZLAECENGR-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JLGLQAWTXXGVEM-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
JLQUHHQIHZZTEZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JLTDJTHDQAWBAV-UHFFFAOYSA-N,true,true,0,9,false,false,0,false,,,,false,,,no_dn
JLYFCTQDENRSOL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JMMWKPVZQRWMSS-UHFFFAOYSA-N,true,true,0,6,false,false,0,false,,,,false,,,no_dn
JOYRKODLDBILNP-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
JPNJEJSZSMXWSV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JQCXWCOOWVGKMT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JQVDAXLFBXTEQA-UHFFFAOYSA-N,true,true,3,0,false,false,0,false,,,,false,,,no_dn
JRLPEMVDPFPYPJ-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
JRZJOMJEPLMPRA-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
JSWUAQSWKXQZLI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JSZOAYXJRCEYSX-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JTPNRXUCIXHOKM-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JUJWROOIHBZHMG-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
JVSWJIKNEAIKJW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JWFPQAXAGSAKRF-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
JWUJQDFVADABEY-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,true,21.365088,solvfunc87_predicted_dn,predicted_dn_only
JXTHNDFMNIQAHM-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
JXTPJDDICSTXJX-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
JYPJLAPMBJKRDG-UHFFFAOYSA-M,true,true,1,0,false,false,0,false,,,,false,,,no_dn
JYVLIDXNZAXMDK-UHFFFAOYSA-N,true,true,2,2,true,false,0,false,,,,false,,,no_dn
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
JZALLXAUNPOCEU-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
JZNZSKXIEDHOBD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KAESVJOAVNADME-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KAKZBPTYRLMSJV-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
KBEBGUQPQBELIU-CMDGGOBGSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KBPLFHHGFOOTCA-UHFFFAOYSA-N,true,true,6,53,true,true,6,false,,,,false,,,no_dn
KDIAMAVWIJYWHN-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KDUIUFJBNGTBMD-UHFFFAOYSA-N,true,true,0,8,false,false,0,false,,,,false,,,no_dn
KEVMYFLMMDUPJE-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
KFNNIILCVOLYIR-UHFFFAOYSA-N,true,true,0,33,false,false,0,false,,,,true,14.225489,solvfunc87_predicted_dn,predicted_dn_only
KFSLWBXXFJQRDL-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KFUSEUYYWQURPO-OWOJBTEDSA-N,true,false,0,1,false,false,0,false,,,,false,,,no_dn
KFUSEUYYWQURPO-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
KFUSEUYYWQURPO-UPHRSURJSA-N,true,false,0,1,false,false,0,false,,,,false,,,no_dn
KFZMGEQAYNKOFK-UHFFFAOYSA-N,true,true,10,138,true,true,123,false,,,,false,,,no_dn
KGIGUEBEKRSTEW-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KGJZTOFHXCFQIV-UHFFFAOYSA-N,true,false,0,36,false,false,0,false,,,,false,,,no_dn
KJIOQYGWTQBHNH-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
KJPRLNWUNMBNBZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KLKFAASOGCDTDT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,true,18.997233,solvfunc87_predicted_dn,predicted_dn_only
KLTUZFZUYLXTFF-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
KMGBZBJJOKUPIA-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KMTRUDSVKNLOMY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,true,10.90173,solvfunc87_predicted_dn,predicted_dn_only
KNKRKFALVUDBJE-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KPSSIOMAKSHJJG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KQNPFQTWMSNSAP-UHFFFAOYSA-N,true,true,0,10,false,false,0,false,,,,false,,,no_dn
KVBKAPANDHPRDG-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KVNRLNFWIYMESJ-UHFFFAOYSA-N,true,true,0,7,false,false,0,false,,,,false,,,no_dn
KVNYFPKFSJIPBJ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KVZJLSYJROEPSQ-HTQZYQBOSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
KVZJLSYJROEPSQ-OCAPTIKFSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
KVZJLSYJROEPSQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KWKAKUADMBZCLK-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
KWKXNDCHNDYVRT-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KWOLFJPFCHCOCG-UHFFFAOYSA-N,true,true,1,4,true,false,0,false,,,,false,,,no_dn
KXKVLQRXCPHEJC-UHFFFAOYSA-N,true,true,0,28,false,false,0,false,,,,true,13.598647,solvfunc87_predicted_dn,predicted_dn_only
KXUHSQYYJYAXGZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KYWIYKKSMDLRDC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KYYUCZOHNYSLFV-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KZBOXYKTSUUBTO-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
KZBUYRJDOAKODT-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
LAIUFBWHERIJIH-UHFFFAOYSA-N,true,true,3,60,true,true,36,false,,,,false,,,no_dn
LBHLGZNUPKUZJC-UHFFFAOYSA-N,true,true,1,0,false,false,0,false,,,,false,,,no_dn
LBNXAWYDQUGHGX-UHFFFAOYSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
LBUJPTNKIBCYBY-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LCCNCVORNKJIRZ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LCGLNKUTAGEVQW-UHFFFAOYSA-N,true,true,145,0,false,false,0,false,,,,false,,,no_dn
LDCRTTXIJACKKU-ARJAWSKDSA-N,true,true,0,4,false,false,0,false,,,,false,,,no_dn
LDCRTTXIJACKKU-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LELOWRISYMNNSU-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,true,true,19,9,true,true,13,false,,,,false,,,no_dn
LFSAPCRASZRSKS-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
LGUZHRODIJCVOC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LGXVIGDEPROXKC-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LGYNIFWIKSEESD-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LHGVFZTZFXWLCP-UHFFFAOYSA-N,true,true,0,5,false,false,0,false,,,,false,,,no_dn
LHIJANUOQQMGNT-UHFFFAOYSA-N,true,true,12,0,false,false,0,false,,,,false,,,no_dn
LIPRQQHINVWJCH-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LIXVMPBOGDCSRM-UHFFFAOYSA-N,true,true,0,33,false,false,0,false,,,,false,,,no_dn
LJSQFQKUNVCTIA-UHFFFAOYSA-N,true,true,0,12,false,false,0,false,,,,false,,,no_dn
LKHGKBBAJAFMSQ-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LKKOGZVQGQUVHF-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LLEVMYXEJUDBTA-UHFFFAOYSA-N,true,true,35,0,false,false,0,false,,,,false,,,no_dn
LLHKCFNBLRBOGN-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LMTGCJANOQOGPI-UHFFFAOYSA-N,true,true,0,1,false,false,0,false,,,,false,,,no_dn
LNGAGQAGYITKCW-UHFFFAOYSA-N,true,true,0,2,false,false,0,false,,,,false,,,no_dn
LPEKGGXMPWTOCB-UHFFFAOYSA-N,true,true,25,34,true,true,27,false,,,,false,,,no_dn
LPIQUOYDBNQMRZ-UHFFFAOYSA-N,true,true,0,3,false,false,0,false,,,,false,,,no_dn
LPSXSORODABQKT-FIRGSJFUSA-N,true,true,3,5,true,true,3,false,,,,false,,,no_dn
