inchikey,name,smiles,T_K,dipole_D,molar_volume_m3_mol,polarizability_au,polarizability_A3,alpha_density,high_frequency_epsilon,reaction_field_term,onsager_epsilon,epsilon_observed,delta_raw,delta_log,hbond_donor_sites,hba,tpsa_A2,formal_charge,n_fragments,n_charged_fragments,max_abs_formal_charge,ionic_flag,zwitterion_flag,assoc_flag,n_ring,n_aromatic_ring,onsager_version
VCAIYEJBOWHUGP-UHFFFAOYSA-N,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,298.15,1.374,0.00013508866,149.99346,22.226742,0.0330283259799,1.10246936968,0.285466225368,2.20117467965,13.3,11.0988253203,2.32629928469,0,0,8.81,0,2,2,1,1,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
VFTFKUDGYRBSAL-UHFFFAOYSA-N,"1,4,7,10,13-pentaoxacyclopentadecane",C1COCCOCCOCCOCCO1,298.15,4.303,0.00012770311,141.60845,20.984213,0.0329853320001,1.10233143227,2.96170213958,14.8444868881,15.48,0.635513111905,0.0448812921919,0,5,46.15,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,298.15,7.679,0.00012889308,153.045,22.678935,0.0353201632591,1.10984005858,9.34501266726,45.7566800107,35,-10.7566800107,-0.274880182947,0,4,75.24,0,2,2,1,1,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,CC(=O)O.NCCO,298.15,1.732,7.1755012e-05,75.390034,11.171653,0.0312532253904,1.09678450409,0.853972124882,4.76933191054,58.3,53.5306680895,2.72140285002,3,3,83.55,0,2,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
WYJOVVXUZNRJQY-UHFFFAOYSA-N,2-acetylthiophene,CC(=O)c1cccs1,298.15,4.153,6.6532611e-05,89.894646,13.321015,0.0401913318348,1.12562294914,5.29528641962,26.4529603231,29.19,2.73703967692,0.102135249716,0,2,17.07,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,298.115,2.008,6.3068676e-05,56.798056,8.4166053,0.0267887774897,1.08257850979,1.30606517307,6.83236100939,11.8861,5.05373899061,0.624064851816,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,8.609,0.00016771903,199.2642,29.527914,0.0353411008195,1.10990755649,9.02657997802,44.2192801694,12.8,-31.4192801694,-1.29818716443,0,4,91.19,0,2,2,1,1,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,298.15,0,6.0606825e-05,70.066085,10.382725,0.0343889935511,1.10684113993,0,1.10684113993,2.02,0.913158860075,2.25621484863,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,297.575,2.216,1.1890115e-05,9.42913,1.3972532,0.0235894983571,1.07247821992,8.45263253822,40.4474006258,78.87,38.4225993742,0.680072614815,1,0,31.5,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",C1COCCOCCOCCO1,299.4,3.392,0.00010229931,113.47058,16.814609,0.0329946644548,1.1023613725,2.28782162774,11.613237056,10.76,-0.853237055991,-0.0838096004843,0,4,36.92,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",COCCOC,298.15,1.695,5.8183515e-05,61.943252,9.1790449,0.0316684777066,1.09811250686,1.00864795302,5.4993455063,7.0695,1.5701544937,0.299344286201,0,2,18.46,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,O=C1CCCO1,295.65,4.936,4.8225303e-05,52.965709,7.84871,0.0326702881849,1.10132105254,10.4071647153,50.6116986269,41.99,-8.62169862694,-0.190898530818,0,2,26.3,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,CCCOCCO,298.15,2.747,6.7857482e-05,73.117615,10.834915,0.032052168422,1.09934058647,2.27153660403,11.5122504605,11.5,-0.0122504605463,-0.00116603045041,1,2,29.46,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",FC(C(F)(F)F)C(F)(F)F,302.85,2.02,5.9209688e-05,48.851266,7.2390123,0.0245423525026,1.07547950205,1.38585362707,7.17247104625,4.1348,-3.03767104625,-0.677533875263,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,298.15,3.428,0.00010942952,118.72218,17.592815,0.0322723424461,1.10004573764,2.19354876203,11.1446264552,7.604,-3.54062645517,-0.429268625957,0,4,36.92,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,CCCCC(CC)CO,298.2,2.023,9.2654249e-05,103.017,15.265547,0.0330732351024,1.10261346454,0.902098084557,5.01442556827,7.353,2.33857443173,0.459032876536,1,1,20.23,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,297.385,0.536,5.9884168e-05,79.405903,11.766743,0.0394433592936,1.12318906857,0.0982502071641,1.46990395237,2.40445,0.93454604763,1.09487272889,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,303.15,2.526,6.5328183e-05,70.453004,10.44006,0.032079830366,1.09942916174,1.96220110185,10.034846241,24.69,14.655153759,0.963964112422,3,3,52.49,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,N=CO,303.15,0.439,2.6039737e-05,27.80259,4.1199197,0.0317600959299,1.09840566102,0.148685921529,1.63244107371,106.14,104.507558926,5.1134610222,2,1,44.08,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,OCCOCCOCCO,298.15,3.236,8.8930157e-05,94.543828,14.009953,0.031624033906,1.09797031839,2.40529377712,12.1409402443,23.07,10.9290597557,0.683592586795,2,4,58.92,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,CN(C)C=O,302.73,4.598,4.6153687e-05,51.214777,7.5892486,0.0330082140074,1.102404843,9.21533329201,44.913135379,36.55,-8.36313537901,-0.211273330444,0,1,20.31,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,4.526,0.00012017302,139.78834,20.7145,0.0346016753658,1.10752559172,3.48194803016,17.4010984828,16.5,-0.901098482776,-0.0565082893189,0,3,66.01,0,2,2,1,1,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,hexan-1-ol,CCCCCCO,298.15,1.838,7.2694466e-05,79.760362,11.819269,0.0326376524995,1.10121642397,0.949270149316,5.23133673613,14.26,9.02866326387,1.14223402835,1,1,20.23,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZTOMUSMDRMJOTH-UHFFFAOYSA-N,pentanedinitrile,N#CCCCC#N,298.15,3.947,5.8727917e-05,65.496034,9.705513,0.0331744358389,1.10293822506,5.4186339831,26.6601988036,34.6,7.93980119643,0.269584960206,0,2,47.58,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,298.15,3.634,0.00013486705,146.90896,21.769666,0.0324022788739,1.10046203551,2.00015728661,10.2230813729,7.798,-2.42508137287,-0.305080735761,0,5,46.15,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,CC(C)CO,298.15,1.57,5.2378171e-05,56.501788,8.3727029,0.0320881736563,1.09945587847,0.961278295309,5.2814866108,17.96,12.6785133892,1.37655734211,1,1,20.23,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),CC(=O)OCCO,303.15,2.377,5.9614376e-05,62.702737,9.291589,0.0312873396187,1.09689356059,1.90407812196,9.74097362491,13,3.25902637509,0.316885067594,1,3,46.53,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,CCOC(=O)CC(=O)OCC,298.15,2.919,9.1628076e-05,99.489391,14.74281,0.0322984252912,1.10012929441,1.8995021237,9.74006290335,8.03,-1.71006290335,-0.217730680999,0,4,52.6,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
SVONRAPFKPVNKG-UHFFFAOYSA-N,"beta-Ethoxyethyl acetate (""Cellosolve"" acetate)",CCOCCOC(C)=O,303.15,2.815,7.9853586e-05,86.350668,12.795852,0.0321665461954,1.09970686403,1.99360804013,10.1866881025,7.57,-2.61668810253,-0.335241658345,0,3,35.53,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
KXKVLQRXCPHEJC-UHFFFAOYSA-N,Methyl acetate,COC(C)=O,298.15,2.243,4.4241055e-05,46.42697,6.8797686,0.0312160540366,1.0966656833,2.32291454388,11.7371732209,6.68,-5.05717322088,-0.636760620669,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,CCOC(C)=O,298.15,2.254,5.4310074e-05,57.990707,8.593338,0.0317622417738,1.09841252782,1.91085436935,9.7831231174,6.02,-3.7631231174,-0.559402118826,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,CCCCCOC=O,298.15,2.445,7.455892e-05,81.705921,12.107571,0.0325977078815,1.10108837289,1.63779024186,8.4969957051,6.49,-2.0069957051,-0.311574112116,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,CCCCOC(C)=O,293.15,2.649,7.4457748e-05,81.322763,12.050793,0.0324889276872,1.10073970815,1.95793872392,10.0231968887,5.01,-5.0131968887,-0.811007452214,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,CC(=O)OCC(C)C,293.15,2.419,7.4197592e-05,81.311981,12.049195,0.032598518981,1.10109097294,1.63842664377,8.50004501778,5.29,-3.21004501778,-0.558622289955,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-Methoxyethanol,COCCO,303.15,2.485,4.79796e-05,49.867133,7.3895483,0.030916542319,1.09570860613,2.58567278937,12.9838712423,16,3.0161287577,0.224488518519,1,2,29.46,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
SWXVUIWOUIDPGS-UHFFFAOYSA-N,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),CC(=O)CC(C)(C)O,298.15,3.485,7.4255404e-05,80.830672,11.977872,0.0323803284805,1.10039170172,3.34100911449,16.6441767483,18.2,1.55582325166,0.0948106288346,1,2,37.3,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,CC(C)=O,298.15,3.418,3.89223e-05,41.43862,6.1405713,0.0316694069256,1.09811547983,6.13120421875,29.9937881156,20.7,-9.29378811556,-0.386462968386,0,1,17.07,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,CCOCC,293.15,1.409,5.2696141e-05,56.792581,8.415794,0.032058701778,1.09936150623,0.782687232938,4.44489704395,4.335,-0.109897043946,-0.0324213390045,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,CCCC(C)=O,293.15,3.176,5.897362e-05,64.792016,9.6011882,0.0326811133541,1.10135575912,3.55343418825,17.6741821348,15.45,-2.22418213476,-0.143167128649,0,1,17.07,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-Pentanone,CCC(=O)CC,293.15,3.444,5.9137422e-05,64.798794,9.6021926,0.032594000824,1.10107648966,4.1668606164,20.6156153797,17,-3.61561537974,-0.203737229845,0,1,17.07,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,CC(=O)CC(C)C,293.15,3.114,6.8955921e-05,76.438119,11.326963,0.0329739948748,1.10229506146,2.92153254801,14.6513704727,13.11,-1.54137047268,-0.119808359955,0,1,17.07,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,N#Cc1ccccc1,298.15,4.216,6.0871799e-05,80.585692,11.94157,0.0393799299603,1.12298284573,5.96465361815,29.6694423151,25.2,-4.46944231513,-0.169479194682,0,1,23.79,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
DTQVDTLACAAQTR-UHFFFAOYSA-N,Trifluoroacetic acid,O=C(O)C(F)(F)F,293.15,3.523,4.3460585e-05,39.103036,5.7944733,0.0267638166419,1.08249945008,5.93300609561,28.7487569677,39.5,10.7512430323,0.327467196061,1,1,37.3,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
HEBKCHPVOIAQTA-NGQZWQHPSA-N,Xylitol,OC[C@@H](O)C(O)[C@@H](O)CO,293.15,3.614,8.2830933e-05,86.615738,12.835131,0.0311055152769,1.09631239242,3.2758862957,16.2882582546,40,23.7117417454,0.936476546696,5,5,101.15,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,CCOS(=O)OCC,293.15,3.362,7.3778451e-05,86.593057,12.83177,0.0349129608499,1.10852791334,3.18281181365,15.9704051889,15.9,-0.0704051889103,-0.0047140518413,0,3,35.53,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
SQYNKIJPMDEDEG-UHFFFAOYSA-N,Paraldehyde,CC1OC(C)OC(C)O1,298.15,0.702,7.6895511e-05,84.704954,12.551982,0.0327673234488,1.10163218503,0.130910173296,1.56759076609,13.9,12.3324092339,3.12358191354,0,3,27.69,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
WFCLYEAZTHWNEH-UHFFFAOYSA-N,Ethyl thiocyanate,CCSC#N,294.15,3.978,4.9159939e-05,61.054984,9.0474171,0.036943915716,1.11508337776,6.66475737735,32.9129822647,29.3,-3.61298226473,-0.120151089899,0,2,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-Propanediol",OCCCO,293.15,0.482,4.7733897e-05,49.43427,7.3254046,0.0308059334475,1.09535530967,0.101114225771,1.44673551362,35,33.5532644864,4.33214907622,2,2,40.46,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,CCCC(=O)O,293.15,1.888,5.4001741e-05,57.881021,8.5770842,0.0318831747559,1.09879956817,1.37132784452,7.21717286495,2.97,-4.24717286495,-1.14928173735,1,1,37.3,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,C1COCCN1,298.15,1.603,5.3519969e-05,60.983869,9.036879,0.0338947364793,1.10525168766,0.980734272573,5.3942637877,7.33,1.9357362123,0.365000230382,1,2,21.26,0,1,0,0,0,0,1,1,0,onsager_lorentz_lorenz_reaction_field_v1
WERYXYBDKMZEQL-UHFFFAOYSA-N,"1,4-Butanediol",OCCCCO,303.15,2.615,5.8010078e-05,61.052239,9.0470103,0.0313062668661,1.09695407061,2.36819434071,11.955624374,30.2,18.244375626,0.980315743422,2,2,40.46,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",COC(C)OC,293.15,2.203,5.8029348e-05,61.919237,9.1754862,0.0317403011535,1.09834231826,1.73750626538,8.95630913771,3.49,-5.46630913771,-1.16168250568,0,2,18.46,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,Valeric acid,CCCCC(=O)O,293.15,1.806,6.4157479e-05,69.548884,10.306084,0.0322460137668,1.09996139791,1.05616866266,5.73031614295,2.66,-3.07031614295,-1.04717443574,1,1,37.3,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
GWYFCOCPABKNJV-UHFFFAOYSA-N,Isovaleric acid,CC(C)CC(=O)O,293.15,1.835,6.4056307e-05,69.494169,10.297976,0.0322715352162,1.10004315174,1.09208216911,5.90016995209,2.64,-3.26016995209,-1.09457364678,1,1,37.3,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,Oc1ccccc1Cl,298.15,1.112,6.3998494e-05,84.493052,12.520581,0.0392721226529,1.12263240272,0.39467533018,2.71741653544,6.31,3.59258346456,1.12877068786,1,1,20.23,0,1,0,0,0,0,1,1,1,onsager_lorentz_lorenz_reaction_field_v1
SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",CC(O)CC(C)(C)O,303.15,3.892,7.7165303e-05,84.060581,12.456496,0.0324043619658,1.10046871035,3.94367392814,19.5363125491,24.4,4.86368745086,0.23300437364,2,2,40.46,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",CCOC(C)OCC,298.15,2.248,7.8273377e-05,85.110451,12.61207,0.0323446122321,1.10027726598,1.31879928605,6.97488629158,3.8,-3.17488629158,-0.757945649757,0,2,18.46,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,COc1ccc(Br)cc1,303.15,4.583,7.6996683e-05,103.04129,15.269148,0.0398081904131,1.12437574456,5.48030967993,27.3339480411,7.06,-20.2739480411,-1.46914910678,0,1,9.23,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,CC#N,293.15,3.852,2.7894556e-05,29.435058,4.3618265,0.0313890795916,1.09721884896,11.0509135073,53.5642531651,37.5,-16.0642531651,-0.364724030502,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,298.15,1.579,3.2529196e-05,33.596673,4.9785144,0.0307224669724,1.09508876228,1.56563705524,8.12045219138,5.02,-3.10045219138,-0.571689330802,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,CCC#N,293.15,3.821,3.7949122e-05,41.132879,6.0952651,0.0322418916584,1.09994819381,7.99277189721,38.9694829474,27.2,-11.7694829474,-0.371023345986,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
NKKMVIVFRUYPLQ-NSCUHMNNSA-N,Crotononitrile (bp 108 C),C/C=C/C#N,293.15,4.585,4.446267e-05,52.042971,7.7119743,0.0348176682238,1.10822100782,9.82263977134,48.0153469112,36.1,-11.9153469112,-0.292272947963,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,CCC(C)=O,293.15,3.256,4.8972049e-05,53.128284,7.8728011,0.0322708683612,1.10004101553,4.49744222554,22.1880711838,18.51,-3.67807118377,-0.190666197006,0,1,17.07,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,OC1CCCC1,293.15,1.768,5.6314243e-05,62.812128,9.307799,0.0331786257246,1.10295167217,1.15316471936,6.20107699779,18,11.7989230022,1.18434762495,1,1,20.23,0,1,0,0,0,0,1,1,0,onsager_lorentz_lorenz_reaction_field_v1
PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,CC(C)CCO,298.15,1.644,6.2408649e-05,68.114462,10.093524,0.0324659179277,1.1006659668,0.884624587334,4.92575324719,14.7,9.77424675281,1.2498375899,1,1,20.23,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,298.15,1.764,6.2403831e-05,67.834772,10.052078,0.0323351027634,1.10024679883,1.01855871818,5.55405564062,5.82,0.265944359379,0.0567557425288,1,1,20.23,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
POLCUAVZOMRGSN-UHFFFAOYSA-N,Propyl ether,CCCOCCC,299.15,1.435,7.2920898e-05,80.085976,11.86752,0.0326691332079,1.10131734961,0.574907217977,3.4892418063,3.39,-0.0992418062975,-0.0406848027022,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,Isopropyl ether,CC(C)OC(C)C,298.15,1.228,7.2680012e-05,79.92188,11.843203,0.0327102475415,1.10144917009,0.423820445945,2.80531678598,3.88,1.07468321402,0.467054213063,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,OCc1ccccc1,293.15,1.816,6.5275188e-05,84.176192,12.473627,0.0383596176349,1.11966932235,1.04961162733,5.77594569883,13.1,7.32405430117,0.929613446169,1,1,20.23,0,1,0,0,0,0,1,1,1,onsager_lorentz_lorenz_reaction_field_v1
QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,Cc1ccccc1O,298.15,1.992,6.4769328e-05,83.845148,12.424572,0.0385071781028,1.12014809854,1.25143828714,6.74466929489,11.5,4.75533070511,0.603102911507,1,1,20.23,0,1,0,0,0,0,1,1,1,onsager_lorentz_lorenz_reaction_field_v1
RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,Cc1cccc(O)c1,298.15,1.994,6.5092115e-05,83.838875,12.423642,0.0383133558117,1.11951925103,1.24773421904,6.72405719621,11.8,5.07594280379,0.634868280136,1,1,20.23,0,1,0,0,0,0,1,1,1,onsager_lorentz_lorenz_reaction_field_v1
RDOXTESZEPMUJZ-UHFFFAOYSA-N,Methoxybenzene (Anisole),COc1ccccc1,298.15,1.415,6.5135474e-05,84.325625,12.495771,0.0385101426537,1.12015771886,0.627907199502,3.78240490407,4.33,0.547595095926,0.179656676842,0,1,9.23,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,CC1CCCCC1=O,293.15,3.306,7.2386132e-05,82.926249,12.288405,0.0340776621991,1.10583975812,3.13686193383,15.7212749253,14,-1.72127492531,-0.124344363862,0,1,17.07,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,CC1CCCC(=O)C1,293.15,3.538,7.2472851e-05,82.882803,12.281967,0.034019053601,1.10565131868,3.58827225296,17.8915575672,12.4,-5.49155756724,-0.393200589476,0,1,17.07,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-Methylcyclohexanone,CC1CCC(=O)CC1,293.15,3.567,7.2511392e-05,82.932483,12.289329,0.0340213526191,1.10565871009,3.64539885079,18.1666231408,12.4,-5.76662314078,-0.409353628109,0,1,17.07,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,CC1CCCCC1O,293.15,1.856,7.5618817e-05,86.12625,12.762596,0.0338796402907,1.1052031663,0.946392175266,5.23202446322,13.3,8.06797553678,1.0669187873,1,1,20.23,0,1,0,0,0,0,1,1,0,onsager_lorentz_lorenz_reaction_field_v1
HTSABYAWKQAHBT-UHFFFAOYSA-N,3-Methylcyclohexanol,CC1CCCC(O)C1,293.15,1.606,7.5874156e-05,86.220304,12.776534,0.033802500627,1.10495525185,0.706223694915,4.10543593176,12.3,8.19456406824,1.29164862349,1,1,20.23,0,1,0,0,0,0,1,1,0,onsager_lorentz_lorenz_reaction_field_v1
MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,CC1CCC(O)CC1,293.15,1.649,7.584525e-05,86.230837,12.778094,0.033819512192,1.10500992088,0.744831439638,4.28546106184,13.3,9.01453893816,1.32009226661,1,1,20.23,0,1,0,0,0,0,1,1,0,onsager_lorentz_lorenz_reaction_field_v1
