inchikey,name,smiles,T_K,dipole_D,molar_volume_m3_mol,polarizability_au,polarizability_A3,alpha_density,high_frequency_epsilon,reaction_field_term,onsager_epsilon,epsilon_observed,delta_raw,delta_log,hbond_donor_sites,hba,tpsa_A2,formal_charge,n_fragments,n_charged_fragments,max_abs_formal_charge,ionic_flag,zwitterion_flag,assoc_flag,n_ring,n_aromatic_ring,onsager_version
QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,S=C=S,293.15,0,3.1291043e-05,48.831137,7.2360295,0.0464205131508,1.14604082971,0,1.14604082971,2.641,1.49495917029,2.41917485294,0,2,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",Cc1cnc(C)cn1,293.15,0,6.491386e-05,81.659439,12.100683,0.0374198547214,1.11662360242,0,1.11662360242,2.436,1.31937639758,2.51066507402,0,2,25.78,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,Clc1ccccc1,298.15,1.824,5.9228959e-05,79.950364,11.847424,0.0401531368979,1.12549857204,1.14740233466,6.2681341664,5.621,-0.647134166397,-0.131065119853,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-Pentene,C=CCCC,293.15,0.382,5.3789761e-05,62.732799,9.2960437,0.0346919082937,1.1078160701,0.0563601560885,1.29861209178,2.1,0.801387908218,1.30392007958,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,C=C(C)CC,293.15,0.645,5.3678954e-05,62.633957,9.2813968,0.0347087476028,1.10787028532,0.161012821641,1.69384086029,2.197,0.503159139705,0.545331079279,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,293.15,0.001,5.1019577e-05,58.324044,8.6427335,0.034005088993,1.10560642278,4.07200424828e-07,1.10560773191,1.965,0.859392268094,2.21239651394,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
FOTXAJDDGPYIFU-UHFFFAOYSA-N,Ethylcyclopropane,CCC1CC1,293.15,0.202,5.2609422e-05,58.264147,8.6338576,0.0329435956478,1.10219754142,0.0161132922668,1.15468220207,1.933,0.778317797927,1.7970324979,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,CCCCC,293.15,0.046,5.7219973e-05,63.503196,9.4102048,0.0330127022174,1.10241924261,0.000768268613053,1.1048859414,1.844,0.739114058604,2.08527900728,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,CCC(C)C,293.15,0.034,5.7065806e-05,63.446301,9.4017738,0.0330722308074,1.10261024203,0.000420849634611,1.10396118598,1.843,0.739038814017,2.09294934022,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,293.15,0,5.0123482e-05,67.869834,10.057274,0.040278074117,1.12590545146,0,1.12590545146,2.284,1.15809454854,2.32220424425,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,C1=CCCCC1,298.15,0.331,5.7027264e-05,69.265997,10.264164,0.0361302273428,1.11245365827,0.0392440312148,1.24380093714,2.22,0.976199062857,1.61025407679,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,CC1CCCC1,293.15,0.067,6.0919976e-05,69.93858,10.363831,0.0341499637135,1.10607225479,0.00153085817536,1.11100262715,1.985,0.873997372847,2.1830877721,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,CCC1CCC1,293.15,0.139,6.1883518e-05,69.883952,10.355735,0.033591978316,1.10427886844,0.00648633958142,1.12524438408,1.965,0.839755615925,2.0418612001,0,0,0,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,CC/C=C\CC,298.15,0.283,6.3728702e-05,74.39647,11.024422,0.0347256516023,1.10792471071,0.0256707146287,1.19258064684,2.062,0.869419353159,1.70739419118,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,CC/C=C/CC,298.15,0,6.3584171e-05,74.33485,11.015291,0.0347757583222,1.10808604929,0,1.10808604929,2,0.891913950705,2.22482761637,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,293.15,0.031,6.7428706e-05,75.177771,11.140199,0.0331648296659,1.10290739523,0.000296089930678,1.10385792273,1.89,0.786142077267,2.14819762515,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,298.15,0.225,9.4566881e-05,125.65394,18.619996,0.0395248441022,1.12345403374,0.010935184922,1.1593863388,2.55,1.3906136612,2.2746791511,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,298.15,0,6.01106e-05,78.003455,11.558922,0.0386007655432,1.12045182946,0,1.12045182946,2.3,1.17954817054,2.37886962598,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,293.15,0.404,0.00010891885,133.84221,19.833373,0.036553012924,1.11381948384,0.0311318377921,1.21737241547,2.17,0.952627584532,1.68314694493,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",FC(F)(F)c1ccccc1,303.15,4.019,6.9211259e-05,82.855037,12.277852,0.0356102721064,1.11077556431,4.68852962956,23.2671758909,9.18,-14.0871758909,-1.00142151035,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",Cl/C=C\Cl,298.15,1.881,4.1837016e-05,52.468911,7.7750921,0.0373056394591,1.1162538423,1.72749600132,9.01512393578,9.2,0.184876064216,0.0228039053483,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",Cl/C=C/Cl,298.15,0,4.2164621e-05,52.433802,7.7698895,0.036991018496,1.11523574299,0,1.11523574299,2.14,1.02476425701,2.29180357225,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",NCCN,293.15,0.495,4.1904464e-05,46.572131,6.9012793,0.0330597040677,1.10257004762,0.121477314921,1.53256228944,14.2,12.6674377106,3.21027224236,2,2,52.04,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,Clc1ccccc1Br,293.15,4.057,7.0993813e-05,98.967741,14.665509,0.0414673503615,1.12978384318,4.81653354314,24.1815742763,6.8,-17.3815742763,-1.38549983334,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,Clc1cccc(Br)c1,293.15,3.02,7.1172068e-05,98.870736,14.651135,0.0413229514252,1.12931242535,2.66225331754,13.6465698801,4.58,-9.0665698801,-1.26202322227,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,Brc1ccccc1Br,293.15,5.028,7.4038607e-05,105.60721,15.649378,0.04242955621,1.13292877767,7.09377443629,35.3981532236,7.35,-28.0481532236,-1.68954806467,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,Brc1cccc(Br)c1,293.15,3.252,7.4024154e-05,105.4778,15.630201,0.0423858364434,1.13278574416,2.96806014438,15.1734627111,4.8,-10.3734627111,-1.31637032629,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,Clc1ccccc1Cl,298.15,2.565,6.8209175e-05,92.336636,13.682881,0.0402684024959,1.12587395039,1.97029884625,10.2507478883,9.93,-0.320747888272,-0.0352880061537,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,Clc1cccc(Cl)c1,298.15,1.678,6.83248e-05,92.259841,13.671501,0.040166822502,1.12554313638,0.841793765072,4.80631156245,5.04,0.233688437554,0.0595840655861,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,Ic1cccc(I)c1,298.15,3.329,8.5649295e-05,128.63986,19.062464,0.0446770914034,1.14029944535,2.64304135587,13.6499299113,4.25,-9.39992991129,-1.35899667821,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,CNC,298.15,1.17,3.4509275e-05,37.941671,5.6223768,0.0327049703743,1.10143224985,0.8102817343,4.58015414622,5.26,0.679845853778,0.173863303192,1,1,12.03,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,CN(C)C,298.15,0.931,4.4477123e-05,49.843256,7.3860101,0.0333351840803,1.10345421763,0.398073104345,2.6946634545,2.44,-0.254663454501,-0.162841055614,0,1,3.24,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,c1ccoc1,298.15,0.389,3.9471519e-05,49.985666,7.4071131,0.0376699274511,1.11743349354,0.0783096934037,1.38878820797,2.95,1.56121179203,1.61254990873,0,1,13.14,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,CCCCS,298.15,2.624,5.8313593e-05,71.222503,10.554088,0.0363312681541,1.11310297913,2.41189291013,12.2942625019,4.95,-7.3442625019,-1.05057927467,1,1,0,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,CCSCC,298.15,2.406,5.8694193e-05,71.380439,10.577492,0.0361757228191,1.11260057567,2.01463451963,10.37513043,5.72,-4.65513043004,-0.686251684699,0,1,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,c1ccncc1,298.15,2.1,4.7493011e-05,63.284845,9.3778485,0.0396372171426,1.12381951232,1.89674542893,9.88027991812,12.3,2.41972008188,0.240969646901,0,1,12.89,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,CCCCCF,293.15,2.307,6.0592371e-05,64.02479,9.4874971,0.0314313733194,1.09735409279,1.82482960523,9.3663047404,4.24,-5.1263047404,-0.948638968611,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,CCC(C)(C)F,293.15,2.338,6.04912e-05,63.690731,9.4379946,0.0313196696232,1.09699692037,1.87733548731,9.61421135256,5.89,-3.72421135256,-0.566221018781,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-Pentanethiol,CCCCCS,298.15,2.423,6.8295894e-05,82.909842,12.285974,0.0361114265531,1.1123929494,1.75595100831,9.12891097269,4.55,-4.57891097269,-0.828479359402,1,1,0,0,1,0,0,0,0,1,0,0,onsager_lorentz_lorenz_reaction_field_v1
QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,Brc1ccccc1,298.15,3.565,6.2124404e-05,86.55206,12.825695,0.0414427265625,1.12970344405,4.17885203533,21.0611689365,5.4,-15.6611689365,-1.51718151192,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fc1ccccc1,298.15,2.188,5.3235724e-05,68.13846,10.09708,0.0380734542247,1.11874125231,1.83692587365,9.55831440066,5.42,-4.13831440066,-0.660763558863,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,Ic1ccccc1,293.15,3.682,6.8011649e-05,98.230287,14.55623,0.0429630645553,1.13467525536,4.14122988608,20.9443272724,4.63,-16.3143272724,-1.70371210738,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,293.15,1.952,5.6810467e-05,76.869839,11.390937,0.0402495230338,1.12581246063,1.39340172337,7.45516883493,6.89,-0.565168834932,-0.0916251819758,1,1,26.02,0,1,0,0,0,0,1,1,1,onsager_lorentz_lorenz_reaction_field_v1
ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,CCN(CC)CC,298.15,0.699,7.4573373e-05,84.732828,12.556112,0.0337987813525,1.1049432997,0.133835314987,1.58318603892,2.42,0.836813961076,0.889905908932,0,1,3.24,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,Cc1ccccc1Cl,293.15,1.564,6.8965556e-05,91.469405,13.55437,0.0394527011199,1.12321944323,0.736862290297,4.30209983232,4.45,0.147900167676,0.0438156521067,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,Cc1cccc(Cl)c1,293.15,2.272,6.9235348e-05,91.460419,13.553039,0.039295105242,1.1227071043,1.54893734451,8.19037794732,5.55,-2.64037794732,-0.45761650308,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,Cc1ccc(Cl)cc1,293.15,2.505,6.9163082e-05,91.458784,13.552796,0.0393354579946,1.12283827374,1.88489081713,9.81647562753,6.08,-3.73647562753,-0.551310939856,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,Cc1ccccc1F,303.15,1.882,6.3237296e-05,79.668749,11.805693,0.0374755350152,1.11680389344,1.12523530175,6.12573643678,4.22,-1.90573643678,-0.464892850127,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,Cc1cccc(F)c1,303.15,2.577,6.3213207e-05,79.651572,11.803148,0.0374817341926,1.11682396747,2.11056346054,10.8674299419,5.42,-5.44742994194,-0.803099732561,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,Cc1ccc(F)cc1,303.15,2.805,6.3184301e-05,79.650649,11.803011,0.0374984463487,1.11687808567,2.50169262256,12.7592051561,5.86,-6.89920515609,-0.883597913506,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,293.15,0.455,3.3752895e-05,39.365162,5.8333164,0.0346923846171,1.10781760362,0.127425645108,1.56210378661,1.875,0.31289621339,0.442537379832,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",C=C/C=C/C,298.15,0.707,5.0426998e-05,61.944872,9.1792849,0.0365405754433,1.11377928695,0.202477082186,1.87012388355,2.32,0.449876116454,0.416751419188,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",C=CC(=C)C,298.15,0.395,5.0301737e-05,61.914977,9.174855,0.0366138902006,1.11401624902,0.0633594458052,1.33056486908,2.1,0.769435130923,1.20226254318,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",CC=CC=CC,298.15,0.422,6.0202137e-05,73.578739,10.903247,0.0363557903684,1.11318219942,0.0604245124734,1.31910733263,2.22,0.900892667375,1.34107862563,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",C=C(C)C=CC,298.15,0.891,6.0158777e-05,73.548899,10.898825,0.036367238798,1.11321918555,0.269560696751,2.15098593997,2.42,0.269014060034,0.210037957443,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",C=C/C(C)=C/C,298.15,0.665,5.9966069e-05,73.541605,10.897744,0.0364804905112,1.11358511214,0.150639155151,1.66039772435,2.43,0.769602275651,0.772587457082,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,CCCC#N,298.15,3.946,4.7907334e-05,52.781381,7.8213954,0.0327726745961,1.10164934468,6.63914752897,32.5045519674,22,-10.5045519674,-0.405609604571,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RFFFKMOABOFIDF-UHFFFAOYSA-N,pentanenitrile,CCCCC#N,298.15,3.812,5.8058255e-05,64.444983,9.5497632,0.0330185708676,1.10243807132,5.1126017724,25.1800604731,21,-4.18006047314,-0.189796072587,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
AILKHAQXUAOOFU-UHFFFAOYSA-N,hexanenitrile,CCCCCC#N,298.15,3.858,6.7934565e-05,76.122648,11.280215,0.0333316049707,1.10344272703,4.4754201057,22.1314132986,16.3,-5.83141329857,-0.322907886869,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
YSIMAPNUZAVQER-UHFFFAOYSA-N,octanenitrile,CCCCCCCC#N,298.15,3.993,8.8467657e-05,99.443438,14.736,0.0334368021221,1.10378049422,3.68141057724,18.3174947377,13,-5.31749473771,-0.366810597256,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
HBZDPWBWBJMYRY-UHFFFAOYSA-N,decanenitrile,CCCCCCCCCC#N,298.15,3.912,0.00010848043,122.78304,18.194573,0.0336682169844,1.10452378027,2.88168466281,14.4813204075,10.6,-3.88132040754,-0.339541955295,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
SZKKNEOUHLFYNA-UHFFFAOYSA-N,undecanenitrile,CCCCCCCCCCC#N,298.15,3.746,0.00011847237,134.42818,19.920206,0.0337525350145,1.10479469154,2.41946102498,12.2636608881,9.1,-3.1636608881,-0.329717631469,0,1,23.79,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
CJSBUWDGPXGFGA-UHFFFAOYSA-N,"4-methyl-1,3-pentadiene",C=CC=C(C)C,298.15,1.068,6.0149142e-05,73.513941,10.893644,0.0363557735411,1.11318214506,0.387358624133,2.66610624723,2.6,-0.0661062472349,-0.0404856863159,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
SDJHPPZKZZWAKF-UHFFFAOYSA-N,"2,3-dimethyl-1,3-butadiene",C=C(C)C(=C)C,298.15,0,6.0004611e-05,73.476329,10.888071,0.0364246986324,1.11340483275,0,1.11340483275,2.1,0.986595167246,2.27210145153,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,C=CCCCCC,293.15,0.399,7.3826628e-05,86.054801,12.752009,0.0346733038612,1.10775617415,0.0447999815064,1.25796293173,2.05,0.792037068272,1.40372954403,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
BWEKDYGHDCHWEN-UHFFFAOYSA-N,2-methyl-2-hexene,CCCC=C(C)C,293.15,0.442,7.3730274e-05,85.942574,12.735378,0.0346733369198,1.10775628058,0.0550482816469,1.29390455871,2.96,1.66609544129,1.89744466783,0,0,0,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,CCOC(=O)OC,298.15,0.627,5.960474e-05,63.064047,9.3451296,0.0314727127807,1.09748629655,0.134726939589,1.57695581236,2.96,1.38304418764,1.22293407034,0,3,35.53,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
WNXJIVFYUVYPPR-UHFFFAOYSA-N,"1,3-dioxolane",C1COCO1,298.15,1.344,4.1856287e-05,44.881194,6.6507082,0.0318960454169,1.09884076581,0.881531829681,4.90509483447,7.3,2.39490516553,0.478267565005,0,2,18.46,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C1CCOC1,298.15,2.022,4.6500562e-05,51.535258,7.636739,0.0329669974063,1.10227261319,1.79599143664,9.25914382183,7.5,-1.75914382183,-0.239518751728,0,1,9.23,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,CC1CCCO1,298.15,1.927,5.6511769e-05,63.115602,9.3527693,0.0332223972794,1.10309216055,1.342223035,7.09949739901,6.2,-0.899497399011,-0.159547748593,0,1,9.23,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
GAEKPEKOJKCEMS-UHFFFAOYSA-N,gamma-valerolactone,CC1CCC(=O)O1,298.15,5.038,5.8381041e-05,64.510421,9.5594602,0.0328693550326,1.10195940498,8.88064792033,43.2904776352,36.1,-7.19047763519,-0.186360815231,0,2,26.3,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
CWIFAKBLLXGZIC-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,2-trifluoroethyl ether",FC(F)C(F)(F)OCC(F)(F)F,298.15,1.431,7.4741993e-05,65.115481,9.6491208,0.0259150897354,1.07981364703,0.559647739868,3.36724497991,3.2,-0.167244979908,-0.0732694628719,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
HCBRSIIGBBDDCD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",FC(F)C(F)(F)OCC(F)(F)C(F)F,298.15,1.342,8.7985885e-05,77.025199,11.413959,0.0260407176776,1.0802109025,0.418111570254,2.73674682064,2.8,0.0632531793643,0.0357729449531,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
KGPPDNUWZNWPSI-UHFFFAOYSA-N,"bis(2,2,2-trifluoroethyl) ether",FC(F)(F)COCC(F)(F)F,298.15,4.737,7.1562303e-05,64.301406,9.5284873,0.0267281745393,1.08238656614,6.40505143765,30.987636305,2.5,-28.487636305,-2.99532006544,0,1,9.23,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propionate,CCC(=O)OC,298.15,2.236,5.4314892e-05,58.112472,8.6113817,0.0318261105601,1.09861692483,1.88029001135,9.63865232831,6.2,-3.43865232831,-0.507587964543,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butyrate,CCCC(=O)OC,298.15,1.996,6.4335734e-05,69.752075,10.336193,0.0322506147561,1.09997613612,1.26493722871,6.71797092163,5.48,-1.23797092163,-0.243990962051,0,2,26.3,0,1,0,0,0,0,0,0,0,onsager_lorentz_lorenz_reaction_field_v1
GOYDNIKZWGIXJT-UHFFFAOYSA-N,"1,2-difluorobenzene",Fc1ccccc1F,298.15,3.698,5.6290154e-05,68.687922,10.178502,0.0362978646733,1.11299507392,4.96251163117,24.6268489353,7.1,-17.5268489353,-1.35409496095,0,0,0,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
DLRJIFUOBPOJNS-UHFFFAOYSA-N,ethoxybenzene,CCOc1ccccc1,298.15,1.518,7.5267124e-05,95.888649,14.209235,0.0378961440774,1.11816648643,0.625371927613,3.76534390041,4.2,0.434656099591,0.145985806287,0,1,9.23,0,1,0,0,0,0,0,1,1,onsager_lorentz_lorenz_reaction_field_v1
SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,CN1CCCC1=O,298.15,4.437,6.0163595e-05,69.048779,10.231976,0.0341393604803,1.10603815628,6.68413540644,32.8141672293,32.2,-0.614167229343,-0.0194936061171,0,1,20.31,0,1,0,0,0,0,0,1,0,onsager_lorentz_lorenz_reaction_field_v1
